"year","migback","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2004","direct migration background","general elemantary","2.93","2","614","0","1","5","6","10","2.73","3.13","0","10","2","3"
"2004","direct migration background","higher education","4.15","4","359","1","2","6","7","9","3.91","4.39","0","10","4","5"
"2004","direct migration background","higher vocational","4.33","5","139","0","3","6","8","9","3.92","4.74","0","10","4","5"
"2004","direct migration background","in school","5.42","5.64","61","0","5","7","8","10","4.83","6.01","0","10","5","6"
"2004","direct migration background","inadequately","2.14","2","153","0","0","4","6","8","1.76","2.52","0","9","1","2"
"2004","direct migration background","middle vocational","3.93","4","941","0","2","5","7","10","3.77","4.09","0","10","4","4"
"2004","direct migration background","vocational + Abi","4.03","5","224","0","2","6","7","8","3.71","4.35","0","9","3","5"
"2004","indirect migration background","general elemantary","4.9","5","188","1","3","7","8","10","4.54","5.26","0","10","4","5"
"2004","indirect migration background","higher education","5.36","6","61","2","4","7","9","9","4.73","5.99","0","9","5","6"
"2004","indirect migration background","higher vocational","5.75","6.37","43","2","4","7","9","9","5","6.5","0","9","4","7"
"2004","indirect migration background","in school","4.77","5","79","1","3","6","8","10","4.23","5.31","0","10","5","6"
"2004","indirect migration background","inadequately","","","","","","","","","","","","","",""
"2004","indirect migration background","middle vocational","4.72","5","326","2","3","6","8","10","4.44","5","0","10","5","5"
"2004","indirect migration background","vocational + Abi","4.3","4.73","47","1","3","5","7","9","3.7","4.9","0","9","4","5"
"2004","no migration background","general elemantary","3.52","3","1777","0","1","5","7","9","3.4","3.64","0","10","4","4"
"2004","no migration background","higher education","4.86","5","3876","2","3","7","8","9","4.79","4.93","0","10","5","5"
"2004","no migration background","higher vocational","4.68","5","1460","2","3","6","8","9","4.57","4.79","0","10","5","5"
"2004","no migration background","in school","5.52","5","491","2","4","7","8","10","5.33","5.71","0","10","5","6"
"2004","no migration background","inadequately","4.02","5","80","0","1","6","7","10","3.39","4.65","0","10","3","5"
"2004","no migration background","middle vocational","4.2","5","9521","1","2","6","7","9","4.15","4.25","0","10","5","5"
"2004","no migration background","vocational + Abi","4.78","5","886","2","3","6","8","10","4.64","4.92","0","10","5","5"
"2005","direct migration background","general elemantary","","","","","","","","","","","","","",""
"2005","direct migration background","higher education","","","","","","","","","","","","","",""
"2005","direct migration background","higher vocational","","","","","","","","","","","","","",""
"2005","direct migration background","in school","","","","","","","","","","","","","",""
"2005","direct migration background","inadequately","","","","","","","","","","","","","",""
"2005","direct migration background","middle vocational","","","","","","","","","","","","","",""
"2005","direct migration background","vocational + Abi","","","","","","","","","","","","","",""
"2005","indirect migration background","general elemantary","","","","","","","","","","","","","",""
"2005","indirect migration background","higher education","","","","","","","","","","","","","",""
"2005","indirect migration background","higher vocational","","","","","","","","","","","","","",""
"2005","indirect migration background","in school","","","","","","","","","","","","","",""
"2005","indirect migration background","inadequately","","","","","","","","","","","","","",""
"2005","indirect migration background","middle vocational","","","","","","","","","","","","","",""
"2005","indirect migration background","vocational + Abi","","","","","","","","","","","","","",""
"2005","no migration background","general elemantary","","","","","","","","","","","","","",""
"2005","no migration background","higher education","","","","","","","","","","","","","",""
"2005","no migration background","higher vocational","","","","","","","","","","","","","",""
"2005","no migration background","in school","","","","","","","","","","","","","",""
"2005","no migration background","inadequately","","","","","","","","","","","","","",""
"2005","no migration background","middle vocational","","","","","","","","","","","","","",""
"2005","no migration background","vocational + Abi","","","","","","","","","","","","","",""
"2006","direct migration background","general elemantary","3.77","4","537","0","2","5","7","9","3.56","3.98","0","10","3","4"
"2006","direct migration background","higher education","5.11","5","366","2","4","7","8","10","4.87","5.35","0","10","5","6"
"2006","direct migration background","higher vocational","4.61","5","144","1","3","6","8","10","4.21","5.01","0","10","5","5"
"2006","direct migration background","in school","6.57","7","34","4","6","8","8","10","5.9","7.24","2","10","5","7"
"2006","direct migration background","inadequately","3.2","3","131","0","1","5","6","8","2.79","3.61","0","10","2","3"
