"year","age_gr","hgtyp1hh","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2004","16-34 y.","(Married) couple without C.","5.2","5","1025","3","4","7","8","10","5.07","5.33","0","10","5","5"
"2004","16-34 y.","1-pers.-HH","5.2","5","648","2","4","7","8","9","5.04","5.36","0","10","5","6"
"2004","16-34 y.","Couple + C. GT 16 ","5.25","5","1439","2","4","7","8","10","5.14","5.36","0","10","5","6"
"2004","16-34 y.","Couple + C. LE 16","4.6","5","1218","2","3","6","8","9","4.47","4.73","0","10","4","5"
"2004","16-34 y.","Couple + C. LE and GT 16","5.33","5","662","2","4","7","8","10","5.16","5.5","0","10","5","6"
"2004","16-34 y.","Single parent","5.08","5","461","1","3","7","8","10","4.86","5.3","0","10","5","6"
"2004","35-65 y.","(Married) couple without C.","4.24","5","3905","1","2","6","7","9","4.17","4.31","0","10","5","5"
"2004","35-65 y.","1-pers.-HH","4.54","5","1190","1","3","6","8","10","4.41","4.67","0","10","5","5"
"2004","35-65 y.","Couple + C. GT 16 ","4.05","4","2298","1","2","6","7","9","3.96","4.14","0","10","5","5"
"2004","35-65 y.","Couple + C. LE 16","4.6","5","2832","2","3","6","7","9","4.52","4.68","0","10","5","5"
"2004","35-65 y.","Couple + C. LE and GT 16","4.24","5","1120","0","2","6","7","9","4.1","4.38","0","10","5","5"
"2004","35-65 y.","Single parent","4.38","5","559","0","3","6","7","10","4.19","4.57","0","10","5","5"
"2004","66 and older","(Married) couple without C.","3.48","3","2325","0","2","5","7","9","3.38","3.58","0","10","3","4"
"2004","66 and older","1-pers.-HH","2.85","3","1069","0","1","5","6","8","2.71","2.99","0","10","2","3"
"2004","66 and older","Couple + C. GT 16 ","3.48","3","165","0","2","5","6","10","3.11","3.85","0","10","3","4"
"2004","66 and older","Couple + C. LE 16","","","","","","","","","","","","","",""
"2004","66 and older","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2004","66 and older","Single parent","1.81","0.86","70","0","0","3","5","8","1.29","2.33","0","9","0","3"
"2005","16-34 y.","(Married) couple without C.","","","","","","","","","","","","","",""
"2005","16-34 y.","1-pers.-HH","","","","","","","","","","","","","",""
"2005","16-34 y.","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2005","16-34 y.","Couple + C. LE 16","","","","","","","","","","","","","",""
"2005","16-34 y.","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2005","16-34 y.","Single parent","","","","","","","","","","","","","",""
"2005","35-65 y.","(Married) couple without C.","","","","","","","","","","","","","",""
"2005","35-65 y.","1-pers.-HH","","","","","","","","","","","","","",""
"2005","35-65 y.","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2005","35-65 y.","Couple + C. LE 16","","","","","","","","","","","","","",""
"2005","35-65 y.","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2005","35-65 y.","Single parent","","","","","","","","","","","","","",""
"2005","66 and older","(Married) couple without C.","","","","","","","","","","","","","",""
"2005","66 and older","1-pers.-HH","","","","","","","","","","","","","",""
