"year","e11103","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2004","Full Time","college entrance qualification","5.15","5","2697","2","4","7","8","10","5.07","5.23","0","10","5","5"
"2004","Full Time","lower secondary degree","4.79","5","2155","2","3","6","8","10","4.69","4.89","0","10","5","5"
"2004","Full Time","no degree/no degree yet","4.08","4","56","0","2","6","7","10","3.35","4.81","0","10","3","5"
"2004","Full Time","Other degree","4.39","5","399","1","3","6","8","10","4.14","4.64","0","10","4","5"
"2004","Full Time","secondary school degree","4.99","5","3025","2","3","7","8","9","4.91","5.07","0","10","5","5"
"2004","Not Working","college entrance qualification","4.53","5","1292","1","3","6","8","10","4.41","4.65","0","10","5","5"
"2004","Not Working","lower secondary degree","3.19","3","3936","0","1","5","6","9","3.12","3.26","0","10","3","3"
"2004","Not Working","no degree/no degree yet","4.41","5","696","0","3","6","8","10","4.22","4.6","0","10","5","5"
"2004","Not Working","Other degree","2.67","2","503","0","1","5","6","9","2.46","2.88","0","10","2","3"
"2004","Not Working","secondary school degree","3.99","4","1599","0","2","6","7","10","3.88","4.1","0","10","4","5"
"2004","Part Time","college entrance qualification","4.95","5","1379","2","3","7","8","9","4.84","5.06","0","10","5","5"
"2004","Part Time","lower secondary degree","4.1","4","1458","1","2","5","7","10","3.98","4.22","0","10","4","5"
"2004","Part Time","no degree/no degree yet","4.66","5","144","0","2","7","8","10","4.22","5.1","0","10","5","6"
"2004","Part Time","Other degree","3.47","3","278","0","1","5","7","9","3.17","3.77","0","10","3","4"
"2004","Part Time","secondary school degree","4.52","5","1657","2","3","6","7","9","4.41","4.63","0","10","5","5"
"2005","Full Time","college entrance qualification","","","","","","","","","","","","","",""
"2005","Full Time","lower secondary degree","","","","","","","","","","","","","",""
"2005","Full Time","no degree/no degree yet","","","","","","","","","","","","","",""
"2005","Full Time","Other degree","","","","","","","","","","","","","",""
"2005","Full Time","secondary school degree","","","","","","","","","","","","","",""
"2005","Not Working","college entrance qualification","","","","","","","","","","","","","",""
"2005","Not Working","lower secondary degree","","","","","","","","","","","","","",""
"2005","Not Working","no degree/no degree yet","","","","","","","","","","","","","",""
"2005","Not Working","Other degree","","","","","","","","","","","","","",""
"2005","Not Working","secondary school degree","","","","","","","","","","","","","",""
"2005","Part Time","college entrance qualification","","","","","","","","","","","","","",""
"2005","Part Time","lower secondary degree","","","","","","","","","","","","","",""
"2005","Part Time","no degree/no degree yet","","","","","","","","","","","","","",""
"2005","Part Time","Other degree","","","","","","","","","","","","","",""
"2005","Part Time","secondary school degree","","","","","","","","","","","","","",""
"2006","Full Time","college entrance qualification","5.27","5","2767","2","4","7","8","10","5.19","5.35","0","10","5","5"
"2006","Full Time","lower secondary degree","5.02","5","2063","2","3","7","8","10","4.92","5.12","0","10","5","5"
"2006","Full Time","no degree/no degree yet","4.08","4","54","0","2","6","8","10","3.38","4.78","0","10","3","5"
"2006","Full Time","Other degree","5.04","5","384","2","3","7","9","10","4.79","5.29","0","10","5","5"
"2006","Full Time","secondary school degree","5.26","5","2977","2","4","7","8","10","5.19","5.33","0","10","5","5"
"2006","Not Working","college entrance qualification","5.1","5","1420","2","4","7","8","10","4.99","5.21","0","10","5","5"
"2006","Not Working","lower secondary degree","3.76","4","4162","0","2","5","7","10","3.69","3.83","0","10","4","4"
"2006","Not Working","no degree/no degree yet","4.8","5","491","1","3","7","8","10","4.57","5.03","0","10","5","6"
"2006","Not Working","Other degree","3.7","4","540","0","2","5","7","10","3.48","3.92","0","10","3","4"
"2006","Not Working","secondary school degree","4.46","5","1756","1","3","6","8","10","4.35","4.57","0","10","5","5"
"2006","Part Time","college entrance qualification","5.02","5","1417","2","3","7","8","10","4.91","5.13","0","10","5","5"
"2006","Part Time","lower secondary degree","4.66","5","1359","2","3","6","8","10","4.54","4.78","0","10","5","5"
"2006","Part Time","no degree/no degree yet","4.83","5","102","1","3","7","8","10","4.37","5.29","0","10","5","7"
"2006","Part Time","Other degree","4.58","5","266","1","3","6","8","10","4.29","4.87","0","10","5","5"
"2006","Part Time","secondary school degree","4.88","5","1726","2","3","6","8","9","4.78","4.98","0","10","5","5"
"2007","Full Time","college entrance qualification","","","","","","","","","","","","","",""
"2007","Full Time","lower secondary degree","","","","","","","","","","","","","",""
"2007","Full Time","no degree/no degree yet","","","","","","","","","","","","","",""
"2007","Full Time","Other degree","","","","","","","","","","","","","",""
"2007","Full Time","secondary school degree","","","","","","","","","","","","","",""
"2007","Not Working","college entrance qualification","","","","","","","","","","","","","",""
"2007","Not Working","lower secondary degree","","","","","","","","","","","","","",""
"2007","Not Working","no degree/no degree yet","","","","","","","","","","","","","",""
"2007","Not Working","Other degree","","","","","","","","","","","","","",""
"2007","Not Working","secondary school degree","","","","","","","","","","","","","",""
"2007","Part Time","college entrance qualification","","","","","","","","","","","","","",""
"2007","Part Time","lower secondary degree","","","","","","","","","","","","","",""
"2007","Part Time","no degree/no degree yet","","","","","","","","","","","","","",""
"2007","Part Time","Other degree","","","","","","","","","","","","","",""
"2007","Part Time","secondary school degree","","","","","","","","","","","","","",""
"2008","Full Time","college entrance qualification","4.9","5","2481","2","3","7","8","9","4.82","4.98","0","10","5","5"
"2008","Full Time","lower secondary degree","4.7","5","1767","2","3","6","8","10","4.59","4.81","0","10","5","5"
"2008","Full Time","no degree/no degree yet","4.65","4","39","2","3","7","8","10","3.82","5.48","0","10","4","5"
"2008","Full Time","Other degree","4.88","5","300","2","3","7","8","10","4.59","5.17","0","10","5","5"
"2008","Full Time","secondary school degree","4.8","5","2721","2","3","6","8","10","4.72","4.88","0","10","5","5"
"2008","Not Working","college entrance qualification","4.67","5","1342","2","3","6","8","9","4.55","4.79","0","10","5","5"
"2008","Not Working","lower secondary degree","3.64","3","3573","0","2","5","7","10","3.56","3.72","0","10","3","4"
"2008","Not Working","no degree/no degree yet","4.31","4","409","1","2","6","8","9","4.07","4.55","0","10","5","5"
"2008","Not Working","Other degree","3.66","3","416","1","2","5","7","9","3.42","3.9","0","10","3","3"
"2008","Not Working","secondary school degree","4.19","4","1565","1","2","6","7","10","4.08","4.3","0","10","4","5"
"2008","Part Time","college entrance qualification","4.5","4","1315","2","3","6","7","9","4.39","4.61","0","10","4","5"
"2008","Part Time","lower secondary degree","4.55","5","1151","2","3","6","8","10","4.41","4.69","0","10","4","5"
"2008","Part Time","no degree/no degree yet","4.53","5","102","2","3","6","7","9","4.07","4.99","0","9","5","6"
"2008","Part Time","Other degree","4.41","5","232","1","2","6","8","10","4.08","4.74","0","10","4","5"
"2008","Part Time","secondary school degree","4.45","5","1473","2","3","6","7","9","4.34","4.56","0","10","4","5"
"2009","Full Time","college entrance qualification","4.4","4","2365","2","3","6","7","8","4.32","4.48","0","10","4","4"
"2009","Full Time","lower secondary degree","4.09","4","1587","1","3","5","7","8","3.98","4.2","0","10","4","5"
"2009","Full Time","no degree/no degree yet","4.52","5","35","0","3","7","7","8","3.7","5.34","0","8","3","5"
"2009","Full Time","Other degree","4.14","4","249","1","3","5","7","9","3.87","4.41","0","9","4","4"
"2009","Full Time","secondary school degree","4.21","4","2582","2","3","6","7","9","4.13","4.29","0","10","4","5"
"2009","Not Working","college entrance qualification","3.7","4","1258","1","2","5","7","8","3.58","3.82","0","10","3","4"
"2009","Not Working","lower secondary degree","2.81","2","3267","0","1","5","6","8","2.74","2.88","0","10","3","3"
"2009","Not Working","no degree/no degree yet","3.77","4","357","0","2","6","7","8","3.53","4.01","0","9","4","5"
"2009","Not Working","Other degree","2.46","2","343","0","0","4","5","10","2.22","2.7","0","10","2","3"
"2009","Not Working","secondary school degree","3.37","3","1429","0","2","5","6","9","3.26","3.48","0","10","3","3"
"2009","Part Time","college entrance qualification","4.08","4","1273","1","2","6","7","8","3.97","4.19","0","10","4","4"
"2009","Part Time","lower secondary degree","3.78","4","1083","1","2","5","7","10","3.65","3.91","0","10","3","4"
"2009","Part Time","no degree/no degree yet","4.28","5","95","1","3","6","7","7","3.85","4.71","0","8","4","5"
"2009","Part Time","Other degree","3.61","4","214","0","2","5","7","9","3.31","3.91","0","9","3","4"
"2009","Part Time","secondary school degree","3.86","4","1405","1","2","5","7","8","3.75","3.97","0","10","3","4"
"2010","Full Time","college entrance qualification","4.7","5","3237","2","3","6","8","9","4.63","4.77","0","10","5","5"
"2010","Full Time","lower secondary degree","4.68","5","1991","2","3","6","8","9","4.58","4.78","0","10","5","5"
"2010","Full Time","no degree/no degree yet","4.49","5","71","0","2","7","7","10","3.82","5.16","0","10","5","6"
"2010","Full Time","Other degree","4.81","5","480","1","3","7","8","10","4.6","5.02","0","10","5","5"
"2010","Full Time","secondary school degree","4.71","5","3255","2","3","6","7","10","4.63","4.79","0","10","5","5"
"2010","Not Working","college entrance qualification","4.41","5","1611","2","3","6","7","9","4.3","4.52","0","10","4","5"
"2010","Not Working","lower secondary degree","3.44","3","3467","0","2","5","7","9","3.36","3.52","0","10","3","4"
"2010","Not Working","no degree/no degree yet","4.6","5","557","1","3","7","8","10","4.38","4.82","0","10","5","5"
"2010","Not Working","Other degree","3.35","3","663","0","1","5","7","10","3.15","3.55","0","10","3","4"
"2010","Not Working","secondary school degree","3.81","4","1949","1","2","5","7","9","3.7","3.92","0","10","4","4"
"2010","Part Time","college entrance qualification","4.59","5","1959","2","3","6","7","9","4.49","4.69","0","10","4","5"
"2010","Part Time","lower secondary degree","4.33","5","1396","1","3","6","8","10","4.2","4.46","0","10","5","5"
"2010","Part Time","no degree/no degree yet","5.17","5","148","2","3","7","8","10","4.81","5.53","0","10","5","5"
"2010","Part Time","Other degree","3.74","4","438","1","2","6","7","9","3.51","3.97","0","10","4","5"
"2010","Part Time","secondary school degree","4.31","4","2250","2","3","6","7","9","4.22","4.4","0","10","4","5"
"2011","Full Time","college entrance qualification","4.99","5","2669","2","3","7","8","9","4.91","5.07","0","10","5","5"
"2011","Full Time","lower secondary degree","4.88","5","1714","2","3","7","8","10","4.78","4.98","0","10","5","5"
"2011","Full Time","no degree/no degree yet","5.4","6","58","2","4","7","8","10","4.68","6.12","0","10","5","6"
"2011","Full Time","Other degree","4.93","5","339","1","3","7","8","10","4.67","5.19","0","10","5","5"
"2011","Full Time","secondary school degree","5.04","5","2800","2","4","7","8","10","4.96","5.12","0","10","5","5"
"2011","Not Working","college entrance qualification","4.7","5","1513","2","3","6","7","9","4.59","4.81","0","10","5","5"
"2011","Not Working","lower secondary degree","3.61","4","3806","0","2","5","7","9","3.54","3.68","0","10","4","4"
"2011","Not Working","no degree/no degree yet","4.46","5","399","1","2","7","8","10","4.21","4.71","0","10","5","5"
"2011","Not Working","Other degree","3.52","3","521","0","2","5","7","10","3.3","3.74","0","10","3","3"
"2011","Not Working","secondary school degree","4.15","4","1703","1","2","6","7","10","4.04","4.26","0","10","4","5"
"2011","Part Time","college entrance qualification","4.88","5","1479","2","3","7","7","9","4.77","4.99","0","10","5","5"
"2011","Part Time","lower secondary degree","4.49","5","1195","1","3","6","7","10","4.36","4.62","0","10","5","5"
"2011","Part Time","no degree/no degree yet","5.14","5","111","2","4","7","8","9","4.71","5.57","0","10","5","6"
"2011","Part Time","Other degree","4.35","5","282","1","2","6","7","10","4.07","4.63","0","10","4","5"
"2011","Part Time","secondary school degree","4.55","5","1661","2","3","6","7","9","4.45","4.65","0","10","5","5"
"2012","Full Time","college entrance qualification","5.18","5","3664","2","4","7","8","9","5.11","5.25","0","10","5","5"
"2012","Full Time","lower secondary degree","5.38","5","2171","2","4","7","8","10","5.28","5.48","0","10","5","6"
"2012","Full Time","no degree/no degree yet","5.04","5","94","2","4","6","8","10","4.56","5.52","0","10","5","6"
"2012","Full Time","Other degree","5.05","5","610","2","3","7","8","10","4.85","5.25","0","10","5","5"
"2012","Full Time","secondary school degree","5.27","5","3632","2","4","7","8","9","5.2","5.34","0","10","5","5"
"2012","Not Working","college entrance qualification","4.92","5","1846","2","3","6","8","10","4.82","5.02","0","10","5","5"
"2012","Not Working","lower secondary degree","3.99","4","4129","1","2","5","7","9","3.92","4.06","0","10","4","5"
"2012","Not Working","no degree/no degree yet","4.71","5","609","1","2","7","8","10","4.51","4.91","0","10","5","6"
"2012","Not Working","Other degree","3.97","4","728","0","2","6","7","10","3.78","4.16","0","10","4","5"
"2012","Not Working","secondary school degree","4.56","5","2249","2","3","6","8","9","4.47","4.65","0","10","5","5"
"2012","Part Time","college entrance qualification","4.96","5","2311","2","3","7","8","9","4.88","5.04","0","10","5","5"
"2012","Part Time","lower secondary degree","4.79","5","1625","2","3","6","8","10","4.68","4.9","0","10","5","5"
"2012","Part Time","no degree/no degree yet","5.64","6","199","2","4","7","8","10","5.31","5.97","0","10","5","6"
"2012","Part Time","Other degree","4.66","5","523","1","3","7","8","10","4.45","4.87","0","10","5","5"
"2012","Part Time","secondary school degree","4.74","5","2580","2","3","6","7","10","4.66","4.82","0","10","5","5"
"2013","Full Time","college entrance qualification","4.81","5","2529","2","3","7","8","9","4.72","4.9","0","10","5","5"
"2013","Full Time","lower secondary degree","4.96","5","1413","2","3","7","8","10","4.83","5.09","0","10","5","5"
"2013","Full Time","no degree/no degree yet","4.75","5","49","1","2","6","8","8","3.99","5.51","0","10","5","6"
"2013","Full Time","Other degree","5.18","5","301","2","3","7","8","10","4.89","5.47","0","10","5","5"
"2013","Full Time","secondary school degree","4.85","5","2500","2","3","7","8","10","4.76","4.94","0","10","5","5"
"2013","Not Working","college entrance qualification","4.74","5","2052","2","3","7","8","9","4.64","4.84","0","10","5","5"
"2013","Not Working","lower secondary degree","3.93","4","3954","0","2","6","7","10","3.85","4.01","0","10","4","4"
"2013","Not Working","no degree/no degree yet","4.74","5","823","1","2","7","8","10","4.54","4.94","0","10","5","5"
"2013","Not Working","Other degree","4.03","4","2965","0","2","6","8","10","3.93","4.13","0","10","4","4"
"2013","Not Working","secondary school degree","4.37","5","2229","1","2","6","8","10","4.27","4.47","0","10","5","5"
"2013","Part Time","college entrance qualification","4.69","5","1465","2","3","6","8","9","4.58","4.8","0","10","4","5"
"2013","Part Time","lower secondary degree","4.37","5","1108","1","2","6","7","10","4.23","4.51","0","10","5","5"
"2013","Part Time","no degree/no degree yet","5.33","6","111","1","2","8","9","10","4.8","5.86","0","10","5","6"
"2013","Part Time","Other degree","4.56","5","255","1","2","7","8","10","4.25","4.87","0","10","4","5"
"2013","Part Time","secondary school degree","4.39","5","1482","1","3","6","7","9","4.27","4.51","0","10","4","5"
"2014","Full Time","college entrance qualification","5.19","5","3418","2","4","7","8","9","5.12","5.26","0","10","5","5"
"2014","Full Time","lower secondary degree","5.23","5","1902","2","4","7","8","10","5.12","5.34","0","10","5","6"
"2014","Full Time","no degree/no degree yet","5.17","5","114","1","4","8","9","10","4.66","5.68","0","10","5","6"
"2014","Full Time","Other degree","5.04","5","1206","1","3","7","8","10","4.89","5.19","0","10","5","5"
"2014","Full Time","secondary school degree","5.24","5","3218","2","4","7","8","10","5.16","5.32","0","10","5","5"
"2014","Not Working","college entrance qualification","4.73","5","1708","2","3","7","8","9","4.62","4.84","0","10","5","5"
"2014","Not Working","lower secondary degree","3.95","4","3534","0","2","6","7","10","3.87","4.03","0","10","4","5"
"2014","Not Working","no degree/no degree yet","4.89","5","653","0","3","7","8","10","4.68","5.1","0","10","5","5"
"2014","Not Working","Other degree","3.8","4","1064","0","1","6","7","10","3.63","3.97","0","10","3","4"
"2014","Not Working","secondary school degree","4.4","5","2050","1","3","6","8","10","4.3","4.5","0","10","5","5"
"2014","Part Time","college entrance qualification","4.89","5","2277","2","3","6","8","10","4.8","4.98","0","10","5","5"
"2014","Part Time","lower secondary degree","4.77","5","1452","1","3","7","8","10","4.64","4.9","0","10","5","5"
