"year","e11103","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2004","Full Time","(0) in school","","","","","","","","","","","","","",""
"2004","Full Time","(1a) inadequately completed","4.07","4","54","0","2","6","7","10","3.32","4.82","0","10","3","5"
"2004","Full Time","(1b) general elementary school","4.34","5","390","0","2","6","8","10","4.08","4.6","0","10","4","5"
"2004","Full Time","(1c) basic vocational qualification","4.81","5","1934","2","3","6","8","10","4.71","4.91","0","10","5","5"
"2004","Full Time","(2a) intermediate vocational","4.97","5","2447","2","3","7","8","9","4.89","5.05","0","10","5","5"
"2004","Full Time","(2b) intermediate general qualification","5.26","5","223","1","4","8","8","9","4.95","5.57","0","10","5","6"
"2004","Full Time","(2c_gen) general maturity certificate","5.44","6","162","3","4","7","8","10","5.11","5.77","0","10","5","6"
"2004","Full Time","(2c_voc) vocational maturity certificate","5.14","5","746","3","4","7","8","10","4.99","5.29","0","10","5","5"
"2004","Full Time","(3a) lower tertiary education","5.03","5","916","2","4","7","8","9","4.89","5.17","0","10","5","5"
"2004","Full Time","(3b) higher tertiary education","5.06","5","1464","2","3","7","8","9","4.95","5.17","0","10","5","5"
"2004","Not Working","(0) in school","5.26","5","541","2","4","7","8","10","5.07","5.45","0","10","5","6"
"2004","Not Working","(1a) inadequately completed","2.56","2","154","0","0","4","5","8","2.17","2.95","0","9","1","2"
"2004","Not Working","(1b) general elementary school","2.66","2","1232","0","0","5","6","9","2.53","2.79","0","10","2","3"
"2004","Not Working","(1c) basic vocational qualification","3.29","3","2936","0","1","5","6","8","3.21","3.37","0","10","3","3"
"2004","Not Working","(2a) intermediate vocational","4","4","1218","0","2","6","7","10","3.87","4.13","0","10","4","5"
"2004","Not Working","(2b) intermediate general qualification","4.31","5","212","1","2","6","7","9","3.99","4.63","0","10","4","5"
"2004","Not Working","(2c_gen) general maturity certificate","5.01","5","355","2","4","7","8","10","4.78","5.24","0","10","5","6"
"2004","Not Working","(2c_voc) vocational maturity certificate","3.85","4","386","0","2","5","7","10","3.61","4.09","0","10","4","5"
"2004","Not Working","(3a) lower tertiary education","4.35","5","459","1","3","5","8","10","4.15","4.55","0","10","5","5"
"2004","Not Working","(3b) higher tertiary education","4.4","5","534","1","3","6","7","10","4.21","4.59","0","10","4","5"
"2004","Part Time","(0) in school","6.31","7","91","4","5","8","8","10","5.86","6.76","0","10","5","7"
"2004","Part Time","(1a) inadequately completed","3.1","2","53","0","0","6","7","10","2.31","3.89","0","10","2","5"
"2004","Part Time","(1b) general elementary school","3.65","3","383","0","2","5","8","10","3.39","3.91","0","10","3","4"
"2004","Part Time","(1c) basic vocational qualification","4.08","4","1198","1","2","5","7","10","3.95","4.21","0","10","4","5"
"2004","Part Time","(2a) intermediate vocational","4.41","5","1341","1","3","6","7","9","4.29","4.53","0","10","5","5"
"2004","Part Time","(2b) intermediate general qualification","5.34","5","174","2","3","7","8","10","5.01","5.67","0","10","5","6"
"2004","Part Time","(2c_gen) general maturity certificate","5.46","6","330","3","4","7","8","10","5.23","5.69","0","10","5","6"
"2004","Part Time","(2c_voc) vocational maturity certificate","4.74","5","428","2","3","6","8","9","4.53","4.95","0","9","5","5"
"2004","Part Time","(3a) lower tertiary education","4.78","5","328","2","3","7","7","8","4.55","5.01","0","9","5","5"
"2004","Part Time","(3b) higher tertiary education","4.6","5","595","2","3","6","7","9","4.43","4.77","0","10","5","5"
"2005","Full Time","(0) in school","","","","","","","","","","","","","",""
"2005","Full Time","(1a) inadequately completed","","","","","","","","","","","","","",""
"2005","Full Time","(1b) general elementary school","","","","","","","","","","","","","",""
"2005","Full Time","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2005","Full Time","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2005","Full Time","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2005","Full Time","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2005","Full Time","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2005","Full Time","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2005","Full Time","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2005","Not Working","(0) in school","","","","","","","","","","","","","",""
"2005","Not Working","(1a) inadequately completed","","","","","","","","","","","","","",""
"2005","Not Working","(1b) general elementary school","","","","","","","","","","","","","",""
"2005","Not Working","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2005","Not Working","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2005","Not Working","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2005","Not Working","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2005","Not Working","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2005","Not Working","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2005","Not Working","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2005","Part Time","(0) in school","","","","","","","","","","","","","",""
"2005","Part Time","(1a) inadequately completed","","","","","","","","","","","","","",""
"2005","Part Time","(1b) general elementary school","","","","","","","","","","","","","",""
"2005","Part Time","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2005","Part Time","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2005","Part Time","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2005","Part Time","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2005","Part Time","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2005","Part Time","(3a) lower tertiary education","","","","","","","","","","","","","",""
