"year","education","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2004","college entrance qualification","direct migration background","4.47","5","285","1","3","6","7","9","4.19","4.75","0","10","5","5"
"2004","college entrance qualification","indirect migration background","5.41","6","192","3","4","7","8","9","5.1","5.72","0","10","5","6"
"2004","college entrance qualification","no migration background","4.94","5","4891","2","3","7","8","10","4.88","5","0","10","5","5"
"2004","lower secondary degree","direct migration background","3.79","4","655","0","2","6","7","10","3.6","3.98","0","10","3","4"
"2004","lower secondary degree","indirect migration background","4.64","5","249","1","3","7","8","10","4.31","4.97","0","10","5","5"
"2004","lower secondary degree","no migration background","3.77","4","6645","0","2","5","7","9","3.71","3.83","0","10","4","4"
"2004","no degree/no degree yet","direct migration background","3.11","3","234","0","0","5","7","10","2.75","3.47","0","10","2","3"
"2004","no degree/no degree yet","indirect migration background","4.85","5","88","0","3","7","8","10","4.33","5.37","0","10","5","6"
"2004","no degree/no degree yet","no migration background","5.08","5","574","2","3","7","8","10","4.89","5.27","0","10","5","6"
"2004","Other degree","direct migration background","3.36","3","1056","0","1","5","7","10","3.2","3.52","0","10","3","3"
"2004","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2004","Other degree","no migration background","4.1","4","108","1","2","6","8","10","3.6","4.6","0","10","3","5"
"2004","secondary school degree","direct migration background","4.4","5","251","1","3","6","7","9","4.11","4.69","0","10","4","5"
"2004","secondary school degree","indirect migration background","4.61","5","207","1","3","7","8","9","4.27","4.95","0","10","4","5"
"2004","secondary school degree","no migration background","4.6","5","5823","2","3","6","7","9","4.54","4.66","0","10","5","5"
"2005","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"2005","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"2005","college entrance qualification","no migration background","","","","","","","","","","","","","",""
"2005","lower secondary degree","direct migration background","","","","","","","","","","","","","",""
"2005","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"2005","lower secondary degree","no migration background","","","","","","","","","","","","","",""
"2005","no degree/no degree yet","direct migration background","","","","","","","","","","","","","",""
"2005","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"2005","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"2005","Other degree","direct migration background","","","","","","","","","","","","","",""
"2005","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2005","Other degree","no migration background","","","","","","","","","","","","","",""
"2005","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"2005","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"2005","secondary school degree","no migration background","","","","","","","","","","","","","",""
"2006","college entrance qualification","direct migration background","5.01","5","279","2","4","7","8","10","4.72","5.3","0","10","5","6"
"2006","college entrance qualification","indirect migration background","5.37","5","212","2","4","7","8","9","5.08","5.66","0","10","5","6"
"2006","college entrance qualification","no migration background","5.16","5","5113","2","4","7","8","10","5.1","5.22","0","10","5","5"
"2006","lower secondary degree","direct migration background","4.26","4","570","1","2","6","8","10","4.06","4.46","0","10","4","5"
"2006","lower secondary degree","indirect migration background","5.19","5","247","1","3","7","8","10","4.88","5.5","0","10","5","6"
"2006","lower secondary degree","no migration background","4.24","5","6767","1","3","6","7","10","4.18","4.3","0","10","5","5"
"2006","no degree/no degree yet","direct migration background","3.89","4","181","0","2","6","7","10","3.5","4.28","0","10","3","4"
"2006","no degree/no degree yet","indirect migration background","5.56","5.32","66","3","4","7","8","10","5.04","6.08","0","10","5","7"
"2006","no degree/no degree yet","no migration background","5.06","5","400","2","3","7","8","9","4.83","5.29","0","10","5","6"
"2006","Other degree","direct migration background","4.3","5","1028","0","2","6","8","10","4.14","4.46","0","10","4","5"
"2006","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2006","Other degree","no migration background","4.4","5","144","0","2","7","9","10","3.94","4.86","0","10","4","5"
"2006","secondary school degree","direct migration background","4.87","5","244","1","3","7","8","10","4.56","5.18","0","10","5","5"
"2006","secondary school degree","indirect migration background","5.35","5","208","2","4","7","8","10","5.04","5.66","0","10","5","6"
"2006","secondary school degree","no migration background","4.92","5","6007","2","3","6","8","10","4.87","4.97","0","10","5","5"
"2007","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"2007","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"2007","college entrance qualification","no migration background","","","","","","","","","","","","","",""
"2007","lower secondary degree","direct migration background","","","","","","","","","","","","","",""
"2007","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"2007","lower secondary degree","no migration background","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","direct migration background","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"2007","Other degree","direct migration background","","","","","","","","","","","","","",""
"2007","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2007","Other degree","no migration background","","","","","","","","","","","","","",""
"2007","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"2007","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"2007","secondary school degree","no migration background","","","","","","","","","","","","","",""
"2008","college entrance qualification","direct migration background","4.84","5","248","2","3","7","8","9","4.56","5.12","0","10","5","6"
"2008","college entrance qualification","indirect migration background","5.05","5","198","2","3","7","8","10","4.74","5.36","0","10","5","6"
"2008","college entrance qualification","no migration background","4.71","5","4692","2","3","6","8","9","4.65","4.77","0","10","5","5"
"2008","lower secondary degree","direct migration background","4.28","5","468","1","2","6","8","9","4.05","4.51","0","10","4","5"
"2008","lower secondary degree","indirect migration background","4.42","5","228","0","2","7","8","10","4.06","4.78","0","10","5","5"
"2008","lower secondary degree","no migration background","4.08","4","5795","1","2","6","7","10","4.02","4.14","0","10","4","4"
"2008","no degree/no degree yet","direct migration background","3.25","3","121","0","1","5","7","9","2.8","3.7","0","10","2","4"
"2008","no degree/no degree yet","indirect migration background","5.45","5.65","60","2","4","7","8","10","4.84","6.06","0","10","5","7"
"2008","no degree/no degree yet","no migration background","4.78","5","369","2","3","7","8","9","4.55","5.01","0","10","5","5"
"2008","Other degree","direct migration background","4.27","4","813","1","2","6","8","10","4.09","4.45","0","10","4","4"
"2008","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2008","Other degree","no migration background","3.84","4","121","1","2","5","7","9","3.37","4.31","0","10","3","5"
"2008","secondary school degree","direct migration background","4.73","5","205","2","3","6","8","9","4.4","5.06","0","9","5","5"
"2008","secondary school degree","indirect migration background","5.14","5","191","2","3","7","8","10","4.8","5.48","0","10","5","6"
"2008","secondary school degree","no migration background","4.51","5","5363","2","3","6","7","10","4.45","4.57","0","10","5","5"
