"year","age_gr","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2004","16-34 y.","general elemantary","4.95","5","903","1","3","7","8","10","4.79","5.11","0","10","5","5"
"2004","16-34 y.","higher education","4.88","5","544","2","4","6","7","9","4.71","5.05","0","10","5","5"
"2004","16-34 y.","higher vocational","5.19","5","255","2","4","7","8","9","4.91","5.47","0","10","5","5"
"2004","16-34 y.","in school","5.39","5","631","2","4","7","8","10","5.22","5.56","0","10","5","6"
"2004","16-34 y.","inadequately","4.96","6","54","0","3","7","8","10","4.21","5.71","0","10","4","6"
"2004","16-34 y.","middle vocational","5.13","5","2539","2","4","7","8","10","5.04","5.22","0","10","5","5"
"2004","16-34 y.","vocational + Abi","4.97","5","446","2","3","7","7","9","4.78","5.16","0","10","5","5"
"2004","35-65 y.","general elemantary","3.22","3","903","0","1","5","7","9","3.06","3.38","0","10","3","3"
"2004","35-65 y.","higher education","4.89","5","3127","2","3","7","8","9","4.82","4.96","0","10","5","5"
"2004","35-65 y.","higher vocational","4.81","5","1132","2","3","6","8","9","4.68","4.94","0","10","5","5"
"2004","35-65 y.","in school","","","","","","","","","","","","","",""
"2004","35-65 y.","inadequately","2.67","2","138","0","0","5","6","8","2.25","3.09","0","9","1","2"
"2004","35-65 y.","middle vocational","4.27","5","6283","1","3","6","7","9","4.21","4.33","0","10","5","5"
"2004","35-65 y.","vocational + Abi","4.63","5","611","2","3","6","8","10","4.45","4.81","0","10","5","5"
"2004","66 and older","general elemantary","2.43","2","773","0","0","4","5","8","2.27","2.59","0","9","2","2"
"2004","66 and older","higher education","4.3","5","625","1","3","6","8","10","4.12","4.48","0","10","5","5"
"2004","66 and older","higher vocational","3.86","4","255","0","2","5","6","10","3.58","4.14","0","10","3","5"
"2004","66 and older","in school","","","","","","","","","","","","","",""
"2004","66 and older","inadequately","1.88","1","52","0","0","4","5","7","1.34","2.42","0","7","0","2"
"2004","66 and older","middle vocational","3.14","3","1966","0","1","5","6","9","3.04","3.24","0","10","3","3"
"2004","66 and older","vocational + Abi","3.35","3","100","0","1","5","7","10","2.82","3.88","0","10","2","4"
"2005","16-34 y.","general elemantary","","","","","","","","","","","","","",""
"2005","16-34 y.","higher education","","","","","","","","","","","","","",""
"2005","16-34 y.","higher vocational","","","","","","","","","","","","","",""
"2005","16-34 y.","in school","","","","","","","","","","","","","",""
"2005","16-34 y.","inadequately","","","","","","","","","","","","","",""
"2005","16-34 y.","middle vocational","","","","","","","","","","","","","",""
"2005","16-34 y.","vocational + Abi","","","","","","","","","","","","","",""
