"year","education","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2004","college entrance qualification","East Germany","5.12","5","1131","2","4","7","8","9","5","5.24","0","10","5","5"
"2004","college entrance qualification","West Germany","4.89","5","4237","2","3","7","8","10","4.82","4.96","0","10","5","5"
"2004","lower secondary degree","East Germany","3.79","4","1475","0","2","5","7","10","3.67","3.91","0","10","4","4"
"2004","lower secondary degree","West Germany","3.8","4","6074","0","2","5","7","9","3.74","3.86","0","10","4","4"
"2004","no degree/no degree yet","East Germany","5.19","5","183","3","4","7","8","10","4.88","5.5","0","10","5","6"
"2004","no degree/no degree yet","West Germany","4.3","5","713","0","2","6","8","10","4.1","4.5","0","10","5","5"
"2004","Other degree","East Germany","4.05","4","52","1","2","5","8","10","3.3","4.8","0","10","3","5"
"2004","Other degree","West Germany","3.43","3","1128","0","1","5","7","10","3.28","3.58","0","10","3","4"
"2004","secondary school degree","East Germany","4.73","5","2318","2","3","6","8","9","4.64","4.82","0","10","5","5"
"2004","secondary school degree","West Germany","4.53","5","3963","1","3","6","7","9","4.46","4.6","0","10","5","5"
"2005","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2005","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2005","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2005","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2005","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2005","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2005","Other degree","East Germany","","","","","","","","","","","","","",""
"2005","Other degree","West Germany","","","","","","","","","","","","","",""
"2005","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2005","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2006","college entrance qualification","East Germany","5.23","5","1191","2","4","7","8","9","5.12","5.34","0","10","5","5"
"2006","college entrance qualification","West Germany","5.15","5","4413","2","4","7","8","10","5.09","5.21","0","10","5","5"
"2006","lower secondary degree","East Germany","4.32","5","1469","1","3","6","7","10","4.2","4.44","0","10","5","5"
