"year","age_gr","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2004","16-34 y.","direct migration background","4.73","5","624","1","3","6","8","10","4.53","4.93","0","10","5","5"
"2004","16-34 y.","indirect migration background","5","5","637","1","3","7","8","10","4.8","5.2","0","10","5","5"
"2004","16-34 y.","no migration background","5.15","5","4344","2","4","7","8","10","5.09","5.21","0","10","5","5"
"2004","35-65 y.","direct migration background","3.6","3","1545","0","2","5","7","10","3.47","3.73","0","10","3","4"
"2004","35-65 y.","indirect migration background","4.35","4","151","1","3","6","7","9","3.98","4.72","0","10","4","5"
"2004","35-65 y.","no migration background","4.47","5","10518","1","3","6","7","9","4.43","4.51","0","10","5","5"
"2004","66 and older","direct migration background","2.47","2","356","0","0","4","5","8","2.24","2.7","0","9","2","2"
"2004","66 and older","indirect migration background","","","","","","","","","","","","","",""
"2004","66 and older","no migration background","3.24","3","3409","0","1","5","6","9","3.16","3.32","0","10","3","3"
"2005","16-34 y.","direct migration background","","","","","","","","","","","","","",""
"2005","16-34 y.","indirect migration background","","","","","","","","","","","","","",""
"2005","16-34 y.","no migration background","","","","","","","","","","","","","",""
"2005","35-65 y.","direct migration background","","","","","","","","","","","","","",""
"2005","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"2005","35-65 y.","no migration background","","","","","","","","","","","","","",""
"2005","66 and older","direct migration background","","","","","","","","","","","","","",""
"2005","66 and older","indirect migration background","","","","","","","","","","","","","",""
"2005","66 and older","no migration background","","","","","","","","","","","","","",""
"2006","16-34 y.","direct migration background","5.28","5","532","2","4","7","8","10","5.07","5.49","0","10","5","6"
"2006","16-34 y.","indirect migration background","5.55","6","624","2","4","7","8","10","5.37","5.73","0","10","5","6"
"2006","16-34 y.","no migration background","5.41","5","3954","3","4","7","8","10","5.34","5.48","0","10","5","5"
"2006","35-65 y.","direct migration background","4.42","5","1442","1","3","6","8","10","4.29","4.55","0","10","4","5"
"2006","35-65 y.","indirect migration background","4.7","5","182","1","3","7","8","10","4.35","5.05","0","10","5","5"
"2006","35-65 y.","no migration background","4.8","5","10744","2","3","6","8","10","4.76","4.84","0","10","5","5"
"2006","66 and older","direct migration background","3.19","3","392","0","1","5","6","9","2.94","3.44","0","10","3","3"
"2006","66 and older","indirect migration background","","","","","","","","","","","","","",""
"2006","66 and older","no migration background","3.89","4","4051","0","2","5","7","10","3.82","3.96","0","10","4","4"
"2007","16-34 y.","direct migration background","","","","","","","","","","","","","",""
"2007","16-34 y.","indirect migration background","","","","","","","","","","","","","",""
"2007","16-34 y.","no migration background","","","","","","","","","","","","","",""
"2007","35-65 y.","direct migration background","","","","","","","","","","","","","",""
"2007","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"2007","35-65 y.","no migration background","","","","","","","","","","","","","",""
"2007","66 and older","direct migration background","","","","","","","","","","","","","",""
"2007","66 and older","indirect migration background","","","","","","","","","","","","","",""
"2007","66 and older","no migration background","","","","","","","","","","","","","",""
"2008","16-34 y.","direct migration background","5.18","5","369","2","4","7","8","10","4.95","5.41","0","10","5","5"
"2008","16-34 y.","indirect migration background","4.99","5","568","2","3","7","8","10","4.78","5.2","0","10","5","6"
