"year","e11102","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2004","Employed","East Germany","4.96","5","3074","2","3","7","8","10","4.89","5.03","0","10","5","5"
"2004","Employed","West Germany","4.69","5","10372","2","3","6","8","10","4.65","4.73","0","10","5","5"
"2004","Not Employed","East Germany","3.99","4","2154","1","2","5","7","9","3.89","4.09","0","10","4","5"
"2004","Not Employed","West Germany","3.48","3","5996","0","1","5","7","9","3.42","3.54","0","10","4","4"
"2005","Employed","East Germany","","","","","","","","","","","","","",""
"2005","Employed","West Germany","","","","","","","","","","","","","",""
"2005","Not Employed","East Germany","","","","","","","","","","","","","",""
"2005","Not Employed","West Germany","","","","","","","","","","","","","",""
"2006","Employed","East Germany","5.18","5","3056","2","4","7","8","10","5.11","5.25","0","10","5","5"
"2006","Employed","West Germany","5.03","5","10345","2","3","7","8","10","4.99","5.07","0","10","5","5"
"2006","Not Employed","East Germany","4.43","5","2219","1","3","6","7","10","4.34","4.52","0","10","5","5"
"2006","Not Employed","West Germany","4.1","4","6314","0","2","6","7","10","4.04","4.16","0","10","4","5"
"2007","Employed","East Germany","","","","","","","","","","","","","",""
"2007","Employed","West Germany","","","","","","","","","","","","","",""
"2007","Not Employed","East Germany","","","","","","","","","","","","","",""
"2007","Not Employed","West Germany","","","","","","","","","","","","","",""
"2008","Employed","East Germany","4.76","5","2801","2","3","6","8","10","4.68","4.84","0","10","5","5"
"2008","Employed","West Germany","4.7","5","9112","2","3","6","8","10","4.65","4.75","0","10","5","5"
"2008","Not Employed","East Germany","4.17","4","1985","1","2","6","7","9","4.07","4.27","0","10","4","4"
"2008","Not Employed","West Germany","3.91","4","5491","1","2","5","7","10","3.85","3.97","0","10","4","4"
"2009","Employed","East Germany","4.19","4","2693","1","3","6","7","8","4.11","4.27","0","10","4","5"
"2009","Employed","West Germany","4.12","4","8528","1","3","6","7","9","4.07","4.17","0","10","4","4"
"2009","Not Employed","East Germany","3.39","3","1853","0","2","5","6","8","3.29","3.49","0","10","3","3"
"2009","Not Employed","West Germany","3.08","3","4975","0","1","5","6","9","3.02","3.14","0","10","3","3"
"2010","Employed","East Germany","4.63","5","3414","2","3","6","7","10","4.56","4.7","0","10","5","5"
"2010","Employed","West Germany","4.59","5","12163","2","3","6","8","10","4.55","4.63","0","10","5","5"
"2010","Not Employed","East Germany","4.15","4","2058","1","3","6","7","9","4.05","4.25","0","10","4","5"
"2010","Not Employed","West Germany","3.67","3","6352","0","2","5","7","10","3.61","3.73","0","10","4","4"
"2011","Employed","East Germany","4.95","5","2905","2","3","7","8","10","4.87","5.03","0","10","5","5"
"2011","Employed","West Germany","4.86","5","9779","2","3","7","8","10","4.82","4.9","0","10","5","5"
"2011","Not Employed","East Germany","4.26","5","2008","1","3","6","7","9","4.16","4.36","0","10","4","5"
"2011","Not Employed","West Germany","3.88","4","6110","0","2","5","7","10","3.82","3.94","0","10","4","4"
"2012","Employed","East Germany","5.22","5","3795","2","4","7","8","10","5.15","5.29","0","10","5","5"
"2012","Employed","West Germany","5.1","5","14076","2","3","7","8","10","5.06","5.14","0","10","5","5"
"2012","Not Employed","East Germany","4.52","5","2401","2","3","6","7","10","4.43","4.61","0","10","5","5"
"2012","Not Employed","West Germany","4.27","5","7392","1","2","6","7","10","4.22","4.32","0","10","5","5"
"2013","Employed","East Germany","4.83","5","2604","2","3","7","8","10","4.74","4.92","0","10","5","5"
"2013","Employed","West Germany","4.74","5","8980","2","3","7","8","10","4.69","4.79","0","10","5","5"
