"year","hgtyp1hh","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","(Married) couple without C.","general elemantary","4.68","5","538","4","5","5","5","5","4.62","4.74","1","5","5","5"
"1990","(Married) couple without C.","higher education","4.6","5","196","4","4","5","5","5","4.51","4.69","2","5","5","5"
"1990","(Married) couple without C.","higher vocational","4.36","5","155","3","4","5","5","5","4.22","4.5","1","5","4","5"
"1990","(Married) couple without C.","in school","","","","","","","","","","","","","",""
"1990","(Married) couple without C.","inadequately","4.72","5","70","4","5","5","5","5","4.56","4.88","2","5","5","5"
"1990","(Married) couple without C.","middle vocational","4.4","5","1242","3","4","5","5","5","4.35","4.45","1","5","5","5"
"1990","(Married) couple without C.","vocational + Abi","4.43","5","81","3","4","5","5","5","4.22","4.64","2","5","4","5"
"1990","1-pers.-HH","general elemantary","4.78","5","305","4","5","5","5","5","4.7","4.86","2","5","5","5"
"1990","1-pers.-HH","higher education","4.58","5","110","4","4","5","5","5","4.44","4.72","2","5","5","5"
"1990","1-pers.-HH","higher vocational","4.53","5","56","3","4","5","5","5","4.3","4.76","2","5","5","5"
"1990","1-pers.-HH","in school","","","","","","","","","","","","","",""
"1990","1-pers.-HH","inadequately","4.45","5","36","3","4","5","5","5","4.11","4.79","1","5","4","5"
"1990","1-pers.-HH","middle vocational","4.43","5","477","3","4","5","5","5","4.34","4.52","1","5","5","5"
"1990","1-pers.-HH","vocational + Abi","4.38","4","39","4","4","5","5","5","4.12","4.64","2","5","4","5"
"1990","Couple + C. GT 16 ","general elemantary","4.24","5","563","3","4","5","5","5","4.16","4.32","1","5","5","5"
"1990","Couple + C. GT 16 ","higher education","4.23","4","112","3","4","5","5","5","4.06","4.4","2","5","4","5"
"1990","Couple + C. GT 16 ","higher vocational","4.34","4","80","3","4","5","5","5","4.15","4.53","2","5","4","5"
"1990","Couple + C. GT 16 ","in school","3.67","4","71","2","3","4","5","5","3.42","3.92","2","5","4","4"
"1990","Couple + C. GT 16 ","inadequately","4.41","5","151","3","4","5","5","5","4.28","4.54","2","5","5","5"
"1990","Couple + C. GT 16 ","middle vocational","4.13","4","977","3","4","5","5","5","4.07","4.19","1","5","4","4"
"1990","Couple + C. GT 16 ","vocational + Abi","3.66","4","58","2","3","5","5","5","3.37","3.95","2","5","4","4"
"1990","Couple + C. LE 16","general elemantary","4.36","5","403","3","4","5","5","5","4.27","4.45","1","5","5","5"
"1990","Couple + C. LE 16","higher education","4.34","5","194","3","4","5","5","5","4.22","4.46","2","5","4","5"
"1990","Couple + C. LE 16","higher vocational","4.29","5","149","3","4","5","5","5","4.15","4.43","2","5","4","5"
"1990","Couple + C. LE 16","in school","","","","","","","","","","","","","",""
"1990","Couple + C. LE 16","inadequately","4.63","5","148","4","5","5","5","5","4.49","4.77","1","5","5","5"
"1990","Couple + C. LE 16","middle vocational","4.25","4","1086","3","4","5","5","5","4.2","4.3","1","5","4","5"
"1990","Couple + C. LE 16","vocational + Abi","4.32","5","73","2","4","5","5","5","4.09","4.55","2","5","4","5"
"1990","Couple + C. LE and GT 16","general elemantary","4.21","5","291","2","4","5","5","5","4.09","4.33","1","5","4","5"
"1990","Couple + C. LE and GT 16","higher education","4.24","4","35","3","4","5","5","5","3.92","4.56","2","5","4","5"
"1990","Couple + C. LE and GT 16","higher vocational","","","","","","","","","","","","","",""
"1990","Couple + C. LE and GT 16","in school","3.64","4","62","2","3","4","5","5","3.38","3.9","2","5","4","4"
"1990","Couple + C. LE and GT 16","inadequately","4.64","5","114","4","5","5","5","5","4.47","4.81","1","5","5","5"
"1990","Couple + C. LE and GT 16","middle vocational","4.08","4","314","2","3","5","5","5","3.97","4.19","2","5","4","5"
"1990","Couple + C. LE and GT 16","vocational + Abi","","","","","","","","","","","","","",""
"1990","Single parent","general elemantary","4.46","5","141","3","4","5","5","5","4.3","4.62","2","5","5","5"
"1990","Single parent","higher education","","","","","","","","","","","","","",""
"1990","Single parent","higher vocational","","","","","","","","","","","","","",""
"1990","Single parent","in school","","","","","","","","","","","","","",""
"1990","Single parent","inadequately","4.25","5","30","3","3","5","5","5","3.93","4.57","2","5","5","5"
"1990","Single parent","middle vocational","4.16","5","205","2","4","5","5","5","4.01","4.31","1","5","4","5"
"1990","Single parent","vocational + Abi","","","","","","","","","","","","","",""
"1991","(Married) couple without C.","general elemantary","","","","","","","","","","","","","",""
"1991","(Married) couple without C.","higher education","","","","","","","","","","","","","",""
"1991","(Married) couple without C.","higher vocational","","","","","","","","","","","","","",""
"1991","(Married) couple without C.","in school","","","","","","","","","","","","","",""
"1991","(Married) couple without C.","inadequately","","","","","","","","","","","","","",""
"1991","(Married) couple without C.","middle vocational","","","","","","","","","","","","","",""
"1991","(Married) couple without C.","vocational + Abi","","","","","","","","","","","","","",""
"1991","1-pers.-HH","general elemantary","","","","","","","","","","","","","",""
"1991","1-pers.-HH","higher education","","","","","","","","","","","","","",""
"1991","1-pers.-HH","higher vocational","","","","","","","","","","","","","",""
"1991","1-pers.-HH","in school","","","","","","","","","","","","","",""
"1991","1-pers.-HH","inadequately","","","","","","","","","","","","","",""
"1991","1-pers.-HH","middle vocational","","","","","","","","","","","","","",""
"1991","1-pers.-HH","vocational + Abi","","","","","","","","","","","","","",""
"1991","Couple + C. GT 16 ","general elemantary","","","","","","","","","","","","","",""
"1991","Couple + C. GT 16 ","higher education","","","","","","","","","","","","","",""
"1991","Couple + C. GT 16 ","higher vocational","","","","","","","","","","","","","",""
"1991","Couple + C. GT 16 ","in school","","","","","","","","","","","","","",""
"1991","Couple + C. GT 16 ","inadequately","","","","","","","","","","","","","",""
"1991","Couple + C. GT 16 ","middle vocational","","","","","","","","","","","","","",""
"1991","Couple + C. GT 16 ","vocational + Abi","","","","","","","","","","","","","",""
"1991","Couple + C. LE 16","general elemantary","","","","","","","","","","","","","",""
"1991","Couple + C. LE 16","higher education","","","","","","","","","","","","","",""
"1991","Couple + C. LE 16","higher vocational","","","","","","","","","","","","","",""
"1991","Couple + C. LE 16","in school","","","","","","","","","","","","","",""
"1991","Couple + C. LE 16","inadequately","","","","","","","","","","","","","",""
"1991","Couple + C. LE 16","middle vocational","","","","","","","","","","","","","",""
"1991","Couple + C. LE 16","vocational + Abi","","","","","","","","","","","","","",""
"1991","Couple + C. LE and GT 16","general elemantary","","","","","","","","","","","","","",""
"1991","Couple + C. LE and GT 16","higher education","","","","","","","","","","","","","",""
"1991","Couple + C. LE and GT 16","higher vocational","","","","","","","","","","","","","",""
"1991","Couple + C. LE and GT 16","in school","","","","","","","","","","","","","",""
"1991","Couple + C. LE and GT 16","inadequately","","","","","","","","","","","","","",""
"1991","Couple + C. LE and GT 16","middle vocational","","","","","","","","","","","","","",""
"1991","Couple + C. LE and GT 16","vocational + Abi","","","","","","","","","","","","","",""
"1991","Single parent","general elemantary","","","","","","","","","","","","","",""
"1991","Single parent","higher education","","","","","","","","","","","","","",""
"1991","Single parent","higher vocational","","","","","","","","","","","","","",""
"1991","Single parent","in school","","","","","","","","","","","","","",""
"1991","Single parent","inadequately","","","","","","","","","","","","","",""
"1991","Single parent","middle vocational","","","","","","","","","","","","","",""
"1991","Single parent","vocational + Abi","","","","","","","","","","","","","",""
"1992","(Married) couple without C.","general elemantary","","","","","","","","","","","","","",""
"1992","(Married) couple without C.","higher education","","","","","","","","","","","","","",""
"1992","(Married) couple without C.","higher vocational","","","","","","","","","","","","","",""
"1992","(Married) couple without C.","in school","","","","","","","","","","","","","",""
"1992","(Married) couple without C.","inadequately","","","","","","","","","","","","","",""
"1992","(Married) couple without C.","middle vocational","","","","","","","","","","","","","",""
"1992","(Married) couple without C.","vocational + Abi","","","","","","","","","","","","","",""
"1992","1-pers.-HH","general elemantary","","","","","","","","","","","","","",""
"1992","1-pers.-HH","higher education","","","","","","","","","","","","","",""
"1992","1-pers.-HH","higher vocational","","","","","","","","","","","","","",""
"1992","1-pers.-HH","in school","","","","","","","","","","","","","",""
"1992","1-pers.-HH","inadequately","","","","","","","","","","","","","",""
"1992","1-pers.-HH","middle vocational","","","","","","","","","","","","","",""
"1992","1-pers.-HH","vocational + Abi","","","","","","","","","","","","","",""
"1992","Couple + C. GT 16 ","general elemantary","","","","","","","","","","","","","",""
"1992","Couple + C. GT 16 ","higher education","","","","","","","","","","","","","",""
"1992","Couple + C. GT 16 ","higher vocational","","","","","","","","","","","","","",""
"1992","Couple + C. GT 16 ","in school","","","","","","","","","","","","","",""
"1992","Couple + C. GT 16 ","inadequately","","","","","","","","","","","","","",""
"1992","Couple + C. GT 16 ","middle vocational","","","","","","","","","","","","","",""
"1992","Couple + C. GT 16 ","vocational + Abi","","","","","","","","","","","","","",""
"1992","Couple + C. LE 16","general elemantary","","","","","","","","","","","","","",""
"1992","Couple + C. LE 16","higher education","","","","","","","","","","","","","",""
"1992","Couple + C. LE 16","higher vocational","","","","","","","","","","","","","",""
"1992","Couple + C. LE 16","in school","","","","","","","","","","","","","",""
"1992","Couple + C. LE 16","inadequately","","","","","","","","","","","","","",""
"1992","Couple + C. LE 16","middle vocational","","","","","","","","","","","","","",""
"1992","Couple + C. LE 16","vocational + Abi","","","","","","","","","","","","","",""
"1992","Couple + C. LE and GT 16","general elemantary","","","","","","","","","","","","","",""
"1992","Couple + C. LE and GT 16","higher education","","","","","","","","","","","","","",""
"1992","Couple + C. LE and GT 16","higher vocational","","","","","","","","","","","","","",""
"1992","Couple + C. LE and GT 16","in school","","","","","","","","","","","","","",""
"1992","Couple + C. LE and GT 16","inadequately","","","","","","","","","","","","","",""
"1992","Couple + C. LE and GT 16","middle vocational","","","","","","","","","","","","","",""
"1992","Couple + C. LE and GT 16","vocational + Abi","","","","","","","","","","","","","",""
"1992","Single parent","general elemantary","","","","","","","","","","","","","",""
"1992","Single parent","higher education","","","","","","","","","","","","","",""
"1992","Single parent","higher vocational","","","","","","","","","","","","","",""
"1992","Single parent","in school","","","","","","","","","","","","","",""
"1992","Single parent","inadequately","","","","","","","","","","","","","",""
"1992","Single parent","middle vocational","","","","","","","","","","","","","",""
"1992","Single parent","vocational + Abi","","","","","","","","","","","","","",""
"1993","(Married) couple without C.","general elemantary","","","","","","","","","","","","","",""
"1993","(Married) couple without C.","higher education","","","","","","","","","","","","","",""
"1993","(Married) couple without C.","higher vocational","","","","","","","","","","","","","",""
"1993","(Married) couple without C.","in school","","","","","","","","","","","","","",""
"1993","(Married) couple without C.","inadequately","","","","","","","","","","","","","",""
"1993","(Married) couple without C.","middle vocational","","","","","","","","","","","","","",""
"1993","(Married) couple without C.","vocational + Abi","","","","","","","","","","","","","",""
"1993","1-pers.-HH","general elemantary","","","","","","","","","","","","","",""
"1993","1-pers.-HH","higher education","","","","","","","","","","","","","",""
"1993","1-pers.-HH","higher vocational","","","","","","","","","","","","","",""
"1993","1-pers.-HH","in school","","","","","","","","","","","","","",""
"1993","1-pers.-HH","inadequately","","","","","","","","","","","","","",""
"1993","1-pers.-HH","middle vocational","","","","","","","","","","","","","",""
"1993","1-pers.-HH","vocational + Abi","","","","","","","","","","","","","",""
"1993","Couple + C. GT 16 ","general elemantary","","","","","","","","","","","","","",""
"1993","Couple + C. GT 16 ","higher education","","","","","","","","","","","","","",""
"1993","Couple + C. GT 16 ","higher vocational","","","","","","","","","","","","","",""
"1993","Couple + C. GT 16 ","in school","","","","","","","","","","","","","",""
"1993","Couple + C. GT 16 ","inadequately","","","","","","","","","","","","","",""
"1993","Couple + C. GT 16 ","middle vocational","","","","","","","","","","","","","",""
"1993","Couple + C. GT 16 ","vocational + Abi","","","","","","","","","","","","","",""
"1993","Couple + C. LE 16","general elemantary","","","","","","","","","","","","","",""
"1993","Couple + C. LE 16","higher education","","","","","","","","","","","","","",""
"1993","Couple + C. LE 16","higher vocational","","","","","","","","","","","","","",""
"1993","Couple + C. LE 16","in school","","","","","","","","","","","","","",""
"1993","Couple + C. LE 16","inadequately","","","","","","","","","","","","","",""
"1993","Couple + C. LE 16","middle vocational","","","","","","","","","","","","","",""
"1993","Couple + C. LE 16","vocational + Abi","","","","","","","","","","","","","",""
"1993","Couple + C. LE and GT 16","general elemantary","","","","","","","","","","","","","",""
"1993","Couple + C. LE and GT 16","higher education","","","","","","","","","","","","","",""
"1993","Couple + C. LE and GT 16","higher vocational","","","","","","","","","","","","","",""
"1993","Couple + C. LE and GT 16","in school","","","","","","","","","","","","","",""
"1993","Couple + C. LE and GT 16","inadequately","","","","","","","","","","","","","",""
"1993","Couple + C. LE and GT 16","middle vocational","","","","","","","","","","","","","",""
"1993","Couple + C. LE and GT 16","vocational + Abi","","","","","","","","","","","","","",""
"1993","Single parent","general elemantary","","","","","","","","","","","","","",""
"1993","Single parent","higher education","","","","","","","","","","","","","",""
"1993","Single parent","higher vocational","","","","","","","","","","","","","",""
"1993","Single parent","in school","","","","","","","","","","","","","",""
"1993","Single parent","inadequately","","","","","","","","","","","","","",""
"1993","Single parent","middle vocational","","","","","","","","","","","","","",""
"1993","Single parent","vocational + Abi","","","","","","","","","","","","","",""
"1994","(Married) couple without C.","general elemantary","","","","","","","","","","","","","",""
"1994","(Married) couple without C.","higher education","","","","","","","","","","","","","",""
"1994","(Married) couple without C.","higher vocational","","","","","","","","","","","","","",""
"1994","(Married) couple without C.","in school","","","","","","","","","","","","","",""
"1994","(Married) couple without C.","inadequately","","","","","","","","","","","","","",""
"1994","(Married) couple without C.","middle vocational","","","","","","","","","","","","","",""
"1994","(Married) couple without C.","vocational + Abi","","","","","","","","","","","","","",""
"1994","1-pers.-HH","general elemantary","","","","","","","","","","","","","",""
"1994","1-pers.-HH","higher education","","","","","","","","","","","","","",""
"1994","1-pers.-HH","higher vocational","","","","","","","","","","","","","",""
"1994","1-pers.-HH","in school","","","","","","","","","","","","","",""
"1994","1-pers.-HH","inadequately","","","","","","","","","","","","","",""
"1994","1-pers.-HH","middle vocational","","","","","","","","","","","","","",""
"1994","1-pers.-HH","vocational + Abi","","","","","","","","","","","","","",""
"1994","Couple + C. GT 16 ","general elemantary","","","","","","","","","","","","","",""
"1994","Couple + C. GT 16 ","higher education","","","","","","","","","","","","","",""
"1994","Couple + C. GT 16 ","higher vocational","","","","","","","","","","","","","",""
"1994","Couple + C. GT 16 ","in school","","","","","","","","","","","","","",""
"1994","Couple + C. GT 16 ","inadequately","","","","","","","","","","","","","",""
"1994","Couple + C. GT 16 ","middle vocational","","","","","","","","","","","","","",""
"1994","Couple + C. GT 16 ","vocational + Abi","","","","","","","","","","","","","",""
"1994","Couple + C. LE 16","general elemantary","","","","","","","","","","","","","",""
"1994","Couple + C. LE 16","higher education","","","","","","","","","","","","","",""
"1994","Couple + C. LE 16","higher vocational","","","","","","","","","","","","","",""
"1994","Couple + C. LE 16","in school","","","","","","","","","","","","","",""
"1994","Couple + C. LE 16","inadequately","","","","","","","","","","","","","",""
"1994","Couple + C. LE 16","middle vocational","","","","","","","","","","","","","",""
"1994","Couple + C. LE 16","vocational + Abi","","","","","","","","","","","","","",""
"1994","Couple + C. LE and GT 16","general elemantary","","","","","","","","","","","","","",""
"1994","Couple + C. LE and GT 16","higher education","","","","","","","","","","","","","",""
"1994","Couple + C. LE and GT 16","higher vocational","","","","","","","","","","","","","",""
"1994","Couple + C. LE and GT 16","in school","","","","","","","","","","","","","",""
"1994","Couple + C. LE and GT 16","inadequately","","","","","","","","","","","","","",""
"1994","Couple + C. LE and GT 16","middle vocational","","","","","","","","","","","","","",""
"1994","Couple + C. LE and GT 16","vocational + Abi","","","","","","","","","","","","","",""
"1994","Single parent","general elemantary","","","","","","","","","","","","","",""
"1994","Single parent","higher education","","","","","","","","","","","","","",""
"1994","Single parent","higher vocational","","","","","","","","","","","","","",""
"1994","Single parent","in school","","","","","","","","","","","","","",""
"1994","Single parent","inadequately","","","","","","","","","","","","","",""
"1994","Single parent","middle vocational","","","","","","","","","","","","","",""
"1994","Single parent","vocational + Abi","","","","","","","","","","","","","",""
"1995","(Married) couple without C.","general elemantary","4.67","5","601","4","5","5","5","5","4.61","4.73","2","5","5","5"
"1995","(Married) couple without C.","higher education","4.5","5","480","4","4","5","5","5","4.43","4.57","2","5","5","5"
"1995","(Married) couple without C.","higher vocational","4.44","5","247","3","4","5","5","5","4.34","4.54","2","5","5","5"
"1995","(Married) couple without C.","in school","","","","","","","","","","","","","",""
"1995","(Married) couple without C.","inadequately","4.87","5","77","5","5","5","5","5","4.77","4.97","2","5","5","5"
"1995","(Married) couple without C.","middle vocational","4.45","5","1888","3","4","5","5","5","4.41","4.49","1","5","5","5"
"1995","(Married) couple without C.","vocational + Abi","4.51","5","122","3","4","5","5","5","4.35","4.67","2","5","4","5"
"1995","1-pers.-HH","general elemantary","4.82","5","372","4","5","5","5","5","4.76","4.88","2","5","5","5"
"1995","1-pers.-HH","higher education","4.5","5","173","3","4","5","5","5","4.38","4.62","2","5","5","5"
"1995","1-pers.-HH","higher vocational","4.44","5","60","3","4","5","5","5","4.2","4.68","2","5","4","5"
"1995","1-pers.-HH","in school","","","","","","","","","","","","","",""
"1995","1-pers.-HH","inadequately","4.68","5","32","4","5","5","5","5","4.42","4.94","2","5","5","5"
"1995","1-pers.-HH","middle vocational","4.54","5","733","3","4","5","5","5","4.48","4.6","1","5","5","5"
"1995","1-pers.-HH","vocational + Abi","4.19","4","61","3","4","5","5","5","3.95","4.43","2","5","4","5"
"1995","Couple + C. GT 16 ","general elemantary","4.38","5","512","3","4","5","5","5","4.3","4.46","1","5","5","5"
"1995","Couple + C. GT 16 ","higher education","4.42","5","258","3","4","5","5","5","4.33","4.51","2","5","4","5"
"1995","Couple + C. GT 16 ","higher vocational","4.21","4","103","3","4","5","5","5","4.03","4.39","2","5","4","5"
"1995","Couple + C. GT 16 ","in school","3.85","4","104","2","3","5","5","5","3.66","4.04","1","5","4","4"
"1995","Couple + C. GT 16 ","inadequately","4.64","5","157","3","5","5","5","5","4.52","4.76","1","5","5","5"
"1995","Couple + C. GT 16 ","middle vocational","4.25","5","1243","3","4","5","5","5","4.2","4.3","1","5","4","5"
"1995","Couple + C. GT 16 ","vocational + Abi","4.15","4","64","3","4","5","5","5","3.94","4.36","2","5","4","5"
"1995","Couple + C. LE 16","general elemantary","4.45","5","386","3","4","5","5","5","4.37","4.53","2","5","5","5"
"1995","Couple + C. LE 16","higher education","4.46","5","528","4","4","5","5","5","4.4","4.52","1","5","5","5"
"1995","Couple + C. LE 16","higher vocational","4.34","4","234","3","4","5","5","5","4.24","4.44","2","5","4","5"
"1995","Couple + C. LE 16","in school","","","","","","","","","","","","","",""
"1995","Couple + C. LE 16","inadequately","4.56","5","90","3","4","5","5","5","4.39","4.73","2","5","5","5"
"1995","Couple + C. LE 16","middle vocational","4.35","5","1686","3","4","5","5","5","4.31","4.39","2","5","5","5"
"1995","Couple + C. LE 16","vocational + Abi","4.36","5","162","3","4","5","5","5","4.23","4.49","2","5","4","5"
"1995","Couple + C. LE and GT 16","general elemantary","4.16","4","283","3","4","5","5","5","4.05","4.27","2","5","4","5"
"1995","Couple + C. LE and GT 16","higher education","4.33","5","141","3","4","5","5","5","4.19","4.47","2","5","4","5"
"1995","Couple + C. LE and GT 16","higher vocational","4.14","4","53","2","4","5","5","5","3.91","4.37","2","5","4","5"
"1995","Couple + C. LE and GT 16","in school","3.84","4","133","2","3","5","5","5","3.67","4.01","1","5","4","4"
"1995","Couple + C. LE and GT 16","inadequately","4.69","5","86","4","5","5","5","5","4.53","4.85","2","5","5","5"
"1995","Couple + C. LE and GT 16","middle vocational","4.27","4","485","3","4","5","5","5","4.19","4.35","1","5","4","5"
"1995","Couple + C. LE and GT 16","vocational + Abi","4.14","4","30","2","4","5","5","5","3.74","4.54","2","5","4","5"
"1995","Single parent","general elemantary","4.36","5","143","3","4","5","5","5","4.2","4.52","2","5","5","5"
"1995","Single parent","higher education","4.4","5","68","3","4","5","5","5","4.21","4.59","2","5","4","5"
"1995","Single parent","higher vocational","","","","","","","","","","","","","",""
"1995","Single parent","in school","4.2","4","34","3","4","5","5","5","3.92","4.48","3","5","4","5"
"1995","Single parent","inadequately","","","","","","","","","","","","","",""
"1995","Single parent","middle vocational","4.24","5","297","3","4","5","5","5","4.13","4.35","2","5","5","5"
"1995","Single parent","vocational + Abi","","","","","","","","","","","","","",""
"1996","(Married) couple without C.","general elemantary","","","","","","","","","","","","","",""
"1996","(Married) couple without C.","higher education","","","","","","","","","","","","","",""
"1996","(Married) couple without C.","higher vocational","","","","","","","","","","","","","",""
"1996","(Married) couple without C.","in school","","","","","","","","","","","","","",""
"1996","(Married) couple without C.","inadequately","","","","","","","","","","","","","",""
"1996","(Married) couple without C.","middle vocational","","","","","","","","","","","","","",""
"1996","(Married) couple without C.","vocational + Abi","","","","","","","","","","","","","",""
"1996","1-pers.-HH","general elemantary","","","","","","","","","","","","","",""
"1996","1-pers.-HH","higher education","","","","","","","","","","","","","",""
"1996","1-pers.-HH","higher vocational","","","","","","","","","","","","","",""
"1996","1-pers.-HH","in school","","","","","","","","","","","","","",""
"1996","1-pers.-HH","inadequately","","","","","","","","","","","","","",""
"1996","1-pers.-HH","middle vocational","","","","","","","","","","","","","",""
"1996","1-pers.-HH","vocational + Abi","","","","","","","","","","","","","",""
"1996","Couple + C. GT 16 ","general elemantary","","","","","","","","","","","","","",""
"1996","Couple + C. GT 16 ","higher education","","","","","","","","","","","","","",""
"1996","Couple + C. GT 16 ","higher vocational","","","","","","","","","","","","","",""
"1996","Couple + C. GT 16 ","in school","","","","","","","","","","","","","",""
"1996","Couple + C. GT 16 ","inadequately","","","","","","","","","","","","","",""
"1996","Couple + C. GT 16 ","middle vocational","","","","","","","","","","","","","",""
"1996","Couple + C. GT 16 ","vocational + Abi","","","","","","","","","","","","","",""
"1996","Couple + C. LE 16","general elemantary","","","","","","","","","","","","","",""
"1996","Couple + C. LE 16","higher education","","","","","","","","","","","","","",""
"1996","Couple + C. LE 16","higher vocational","","","","","","","","","","","","","",""
