"year","bula_h","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","Baden-Württemberg","Female","4.55","5","892","3","4","5","5","5","4.5","4.6","2","5","5","5"
"1990","Baden-Württemberg","Male","4.06","4","902","2","4","5","5","5","3.99","4.13","1","5","4","4"
"1990","Bavaria","Female","4.55","5","813","4","4","5","5","5","4.5","4.6","1","5","5","5"
"1990","Bavaria","Male","4.11","4","788","3","4","5","5","5","4.04","4.18","1","5","4","4"
"1990","Berlin","Female","4.7","5","176","4","5","5","5","5","4.6","4.8","2","5","5","5"
"1990","Berlin","Male","4.36","5","155","3","4","5","5","5","4.21","4.51","2","5","4","5"
"1990","Brandenburg","Female","","","","","","","","","","","","","",""
"1990","Brandenburg","Male","","","","","","","","","","","","","",""
"1990","Bremen","Female","4.64","5","55","4","5","5","5","5","4.48","4.8","2","5","5","5"
"1990","Bremen","Male","4.44","5","46","3","4","5","5","5","4.14","4.74","1","5","4","5"
"1990","Hamburg","Female","4.76","5","87","4","5","5","5","5","4.63","4.89","2","5","5","5"
"1990","Hamburg","Male","4.33","4","81","3","4","5","5","5","4.15","4.51","2","5","4","5"
"1990","Hesse","Female","4.61","5","490","4","4","5","5","5","4.55","4.67","2","5","5","5"
"1990","Hesse","Male","4.09","4","489","2","4","5","5","5","4","4.18","1","5","4","5"
"1990","Lower Saxony","Female","4.53","5","492","4","4","5","5","5","4.46","4.6","1","5","5","5"
"1990","Lower Saxony","Male","4.19","4","484","2","4","5","5","5","4.1","4.28","1","5","4","5"
"1990","Mecklenburg-Western Pomerania","Female","","","","","","","","","","","","","",""
"1990","Mecklenburg-Western Pomerania","Male","","","","","","","","","","","","","",""
"1990","North Rhine-Westphalia","Female","4.58","5","1302","4","4","5","5","5","4.54","4.62","1","5","5","5"
"1990","North Rhine-Westphalia","Male","4.11","4","1266","2","4","5","5","5","4.05","4.17","1","5","4","5"
"1990","Rhineland-Palatinate,Saarland","Female","4.68","5","349","4","5","5","5","5","4.6","4.76","2","5","5","5"
"1990","Rhineland-Palatinate,Saarland","Male","4.1","4","321","2","3","5","5","5","3.99","4.21","2","5","4","5"
"1990","Saxony","Female","","","","","","","","","","","","","",""
"1990","Saxony","Male","","","","","","","","","","","","","",""
"1990","Saxony-Anhalt","Female","","","","","","","","","","","","","",""
"1990","Saxony-Anhalt","Male","","","","","","","","","","","","","",""
"1990","Schleswig-Holstein","Female","4.59","5","146","3","4","5","5","5","4.46","4.72","2","5","5","5"
"1990","Schleswig-Holstein","Male","4.05","4","138","2","4","5","5","5","3.88","4.22","2","5","4","4"
"1990","Thuringia","Female","","","","","","","","","","","","","",""
"1990","Thuringia","Male","","","","","","","","","","","","","",""
"1991","Baden-Württemberg","Female","","","","","","","","","","","","","",""
"1991","Baden-Württemberg","Male","","","","","","","","","","","","","",""
"1991","Bavaria","Female","","","","","","","","","","","","","",""
"1991","Bavaria","Male","","","","","","","","","","","","","",""
"1991","Berlin","Female","","","","","","","","","","","","","",""
"1991","Berlin","Male","","","","","","","","","","","","","",""
"1991","Brandenburg","Female","","","","","","","","","","","","","",""
"1991","Brandenburg","Male","","","","","","","","","","","","","",""
