"year","age_gr","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","16-34 y.","general elemantary","4.06","4","939","2","3","5","5","5","3.99","4.13","1","5","4","5"
"1990","16-34 y.","higher education","4.41","5","198","3","4","5","5","5","4.3","4.52","2","5","5","5"
"1990","16-34 y.","higher vocational","4.06","4","165","3","3","5","5","5","3.91","4.21","1","5","4","5"
"1990","16-34 y.","in school","3.73","4","161","2","3","4","5","5","3.57","3.89","2","5","4","4"
"1990","16-34 y.","inadequately","4.28","5","158","3","4","5","5","5","4.13","4.43","1","5","5","5"
"1990","16-34 y.","middle vocational","4.06","4","1746","2","4","5","5","5","4.01","4.11","1","5","4","4"
"1990","16-34 y.","vocational + Abi","4.07","4","166","2","4","5","5","5","3.92","4.22","2","5","4","5"
"1990","35-65 y.","general elemantary","4.58","5","1150","4","4","5","5","5","4.53","4.63","1","5","5","5"
"1990","35-65 y.","higher education","4.4","5","436","3","4","5","5","5","4.32","4.48","2","5","5","5"
"1990","35-65 y.","higher vocational","4.35","5","279","3","4","5","5","5","4.25","4.45","1","5","4","5"
"1990","35-65 y.","in school","","","","","","","","","","","","","",""
"1990","35-65 y.","inadequately","4.71","5","458","4","5","5","5","5","4.64","4.78","1","5","5","5"
"1990","35-65 y.","middle vocational","4.27","5","2303","3","4","5","5","5","4.23","4.31","1","5","5","5"
"1990","35-65 y.","vocational + Abi","4.45","5","106","3","4","5","5","5","4.27","4.63","2","5","5","5"
"1990","66 and older","general elemantary","4.93","5","384","5","5","5","5","5","4.89","4.97","2","5","5","5"
"1990","66 and older","higher education","4.83","5","62","4","5","5","5","5","4.71","4.95","3","5","5","5"
"1990","66 and older","higher vocational","4.68","5","70","4","5","5","5","5","4.54","4.82","2","5","5","5"
"1990","66 and older","in school","","","","","","","","","","","","","",""
"1990","66 and older","inadequately","","","","","","","","","","","","","",""
"1990","66 and older","middle vocational","4.81","5","494","4","5","5","5","5","4.76","4.86","2","5","5","5"
"1990","66 and older","vocational + Abi","","","","","","","","","","","","","",""
"1991","16-34 y.","general elemantary","","","","","","","","","","","","","",""
"1991","16-34 y.","higher education","","","","","","","","","","","","","",""
"1991","16-34 y.","higher vocational","","","","","","","","","","","","","",""
"1991","16-34 y.","in school","","","","","","","","","","","","","",""
"1991","16-34 y.","inadequately","","","","","","","","","","","","","",""
"1991","16-34 y.","middle vocational","","","","","","","","","","","","","",""
"1991","16-34 y.","vocational + Abi","","","","","","","","","","","","","",""
"1991","35-65 y.","general elemantary","","","","","","","","","","","","","",""
"1991","35-65 y.","higher education","","","","","","","","","","","","","",""
"1991","35-65 y.","higher vocational","","","","","","","","","","","","","",""
"1991","35-65 y.","in school","","","","","","","","","","","","","",""
"1991","35-65 y.","inadequately","","","","","","","","","","","","","",""
"1991","35-65 y.","middle vocational","","","","","","","","","","","","","",""
"1991","35-65 y.","vocational + Abi","","","","","","","","","","","","","",""
"1991","66 and older","general elemantary","","","","","","","","","","","","","",""
"1991","66 and older","higher education","","","","","","","","","","","","","",""
"1991","66 and older","higher vocational","","","","","","","","","","","","","",""
"1991","66 and older","in school","","","","","","","","","","","","","",""
"1991","66 and older","inadequately","","","","","","","","","","","","","",""
"1991","66 and older","middle vocational","","","","","","","","","","","","","",""
"1991","66 and older","vocational + Abi","","","","","","","","","","","","","",""
"1992","16-34 y.","general elemantary","","","","","","","","","","","","","",""
"1992","16-34 y.","higher education","","","","","","","","","","","","","",""
"1992","16-34 y.","higher vocational","","","","","","","","","","","","","",""
"1992","16-34 y.","in school","","","","","","","","","","","","","",""
"1992","16-34 y.","inadequately","","","","","","","","","","","","","",""
"1992","16-34 y.","middle vocational","","","","","","","","","","","","","",""
"1992","16-34 y.","vocational + Abi","","","","","","","","","","","","","",""
"1992","35-65 y.","general elemantary","","","","","","","","","","","","","",""
"1992","35-65 y.","higher education","","","","","","","","","","","","","",""
"1992","35-65 y.","higher vocational","","","","","","","","","","","","","",""
"1992","35-65 y.","in school","","","","","","","","","","","","","",""
"1992","35-65 y.","inadequately","","","","","","","","","","","","","",""
"1992","35-65 y.","middle vocational","","","","","","","","","","","","","",""
"1992","35-65 y.","vocational + Abi","","","","","","","","","","","","","",""
"1992","66 and older","general elemantary","","","","","","","","","","","","","",""
"1992","66 and older","higher education","","","","","","","","","","","","","",""
"1992","66 and older","higher vocational","","","","","","","","","","","","","",""
"1992","66 and older","in school","","","","","","","","","","","","","",""
"1992","66 and older","inadequately","","","","","","","","","","","","","",""
"1992","66 and older","middle vocational","","","","","","","","","","","","","",""
"1992","66 and older","vocational + Abi","","","","","","","","","","","","","",""
"1993","16-34 y.","general elemantary","","","","","","","","","","","","","",""
"1993","16-34 y.","higher education","","","","","","","","","","","","","",""
