"year","bula_h","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","Baden-W?rttemberg","Rural Area","4.27","5","237","3","4","5","5","5","4.14","4.4","2","5","4","5"
"1990","Baden-W?rttemberg","Urban Area","4.32","5","1557","3","4","5","5","5","4.27","4.37","1","5","5","5"
"1990","Bavaria","Rural Area","4.22","5","766","3","4","5","5","5","4.15","4.29","1","5","4","5"
"1990","Bavaria","Urban Area","4.45","5","835","3","4","5","5","5","4.39","4.51","1","5","5","5"
"1990","Berlin","Rural Area","","","","","","","","","","","","","",""
"1990","Berlin","Urban Area","4.55","5","331","3","4","5","5","5","4.46","4.64","2","5","5","5"
"1990","Brandenburg","Rural Area","","","","","","","","","","","","","",""
"1990","Brandenburg","Urban Area","","","","","","","","","","","","","",""
"1990","Bremen","Rural Area","","","","","","","","","","","","","",""
"1990","Bremen","Urban Area","4.56","5","101","4","4","5","5","5","4.39","4.73","1","5","5","5"
"1990","Hamburg","Rural Area","","","","","","","","","","","","","",""
"1990","Hamburg","Urban Area","4.54","5","168","3","4","5","5","5","4.43","4.65","2","5","5","5"
"1990","Hesse","Rural Area","4.33","5","134","2","4","5","5","5","4.15","4.51","1","5","5","5"
"1990","Hesse","Urban Area","4.35","5","845","3","4","5","5","5","4.29","4.41","2","5","5","5"
"1990","Lower Saxony","Rural Area","4.41","5","445","3","4","5","5","5","4.32","4.5","1","5","5","5"
"1990","Lower Saxony","Urban Area","4.32","5","531","3","4","5","5","5","4.24","4.4","2","5","4","5"
"1990","Mecklenburg-Western Pomerania","Rural Area","","","","","","","","","","","","","",""
"1990","Mecklenburg-Western Pomerania","Urban Area","","","","","","","","","","","","","",""
"1990","North Rhine-Westphalia","Rural Area","4.34","5","71","3","4","5","5","5","4.15","4.53","2","5","5","5"
"1990","North Rhine-Westphalia","Urban Area","4.36","5","2497","3","4","5","5","5","4.32","4.4","1","5","5","5"
"1990","Rhineland-Palatinate,Saarland","Rural Area","4.36","5","111","3","4","5","5","5","4.18","4.54","2","5","4","5"
"1990","Rhineland-Palatinate,Saarland","Urban Area","4.41","5","559","3","4","5","5","5","4.33","4.49","2","5","5","5"
"1990","Saxony","Rural Area","","","","","","","","","","","","","",""
"1990","Saxony","Urban Area","","","","","","","","","","","","","",""
"1990","Saxony-Anhalt","Rural Area","","","","","","","","","","","","","",""
"1990","Saxony-Anhalt","Urban Area","","","","","","","","","","","","","",""
"1990","Schleswig-Holstein","Rural Area","4.31","5","146","3","4","5","5","5","4.16","4.46","2","5","4","5"
"1990","Schleswig-Holstein","Urban Area","4.34","5","138","3","4","5","5","5","4.18","4.5","2","5","5","5"
"1990","Thuringia","Rural Area","","","","","","","","","","","","","",""
"1990","Thuringia","Urban Area","","","","","","","","","","","","","",""
"1991","Baden-W?rttemberg","Rural Area","","","","","","","","","","","","","",""
"1991","Baden-W?rttemberg","Urban Area","","","","","","","","","","","","","",""
"1991","Bavaria","Rural Area","","","","","","","","","","","","","",""
"1991","Bavaria","Urban Area","","","","","","","","","","","","","",""
"1991","Berlin","Rural Area","","","","","","","","","","","","","",""
"1991","Berlin","Urban Area","","","","","","","","","","","","","",""
"1991","Brandenburg","Rural Area","","","","","","","","","","","","","",""
"1991","Brandenburg","Urban Area","","","","","","","","","","","","","",""
"1991","Bremen","Rural Area","","","","","","","","","","","","","",""
"1991","Bremen","Urban Area","","","","","","","","","","","","","",""
"1991","Hamburg","Rural Area","","","","","","","","","","","","","",""
"1991","Hamburg","Urban Area","","","","","","","","","","","","","",""
"1991","Hesse","Rural Area","","","","","","","","","","","","","",""
"1991","Hesse","Urban Area","","","","","","","","","","","","","",""
"1991","Lower Saxony","Rural Area","","","","","","","","","","","","","",""
"1991","Lower Saxony","Urban Area","","","","","","","","","","","","","",""
"1991","Mecklenburg-Western Pomerania","Rural Area","","","","","","","","","","","","","",""
"1991","Mecklenburg-Western Pomerania","Urban Area","","","","","","","","","","","","","",""
"1991","North Rhine-Westphalia","Rural Area","","","","","","","","","","","","","",""
"1991","North Rhine-Westphalia","Urban Area","","","","","","","","","","","","","",""
"1991","Rhineland-Palatinate,Saarland","Rural Area","","","","","","","","","","","","","",""
"1991","Rhineland-Palatinate,Saarland","Urban Area","","","","","","","","","","","","","",""
"1991","Saxony","Rural Area","","","","","","","","","","","","","",""
"1991","Saxony","Urban Area","","","","","","","","","","","","","",""
"1991","Saxony-Anhalt","Rural Area","","","","","","","","","","","","","",""
"1991","Saxony-Anhalt","Urban Area","","","","","","","","","","","","","",""
"1991","Schleswig-Holstein","Rural Area","","","","","","","","","","","","","",""
"1991","Schleswig-Holstein","Urban Area","","","","","","","","","","","","","",""
"1991","Thuringia","Rural Area","","","","","","","","","","","","","",""
"1991","Thuringia","Urban Area","","","","","","","","","","","","","",""
"1992","Baden-W?rttemberg","Rural Area","","","","","","","","","","","","","",""
"1992","Baden-W?rttemberg","Urban Area","","","","","","","","","","","","","",""
"1992","Bavaria","Rural Area","","","","","","","","","","","","","",""
"1992","Bavaria","Urban Area","","","","","","","","","","","","","",""
"1992","Berlin","Rural Area","","","","","","","","","","","","","",""
"1992","Berlin","Urban Area","","","","","","","","","","","","","",""
"1992","Brandenburg","Rural Area","","","","","","","","","","","","","",""
"1992","Brandenburg","Urban Area","","","","","","","","","","","","","",""
"1992","Bremen","Rural Area","","","","","","","","","","","","","",""
"1992","Bremen","Urban Area","","","","","","","","","","","","","",""
"1992","Hamburg","Rural Area","","","","","","","","","","","","","",""
"1992","Hamburg","Urban Area","","","","","","","","","","","","","",""
"1992","Hesse","Rural Area","","","","","","","","","","","","","",""
"1992","Hesse","Urban Area","","","","","","","","","","","","","",""
"1992","Lower Saxony","Rural Area","","","","","","","","","","","","","",""
"1992","Lower Saxony","Urban Area","","","","","","","","","","","","","",""
"1992","Mecklenburg-Western Pomerania","Rural Area","","","","","","","","","","","","","",""
"1992","Mecklenburg-Western Pomerania","Urban Area","","","","","","","","","","","","","",""
"1992","North Rhine-Westphalia","Rural Area","","","","","","","","","","","","","",""
"1992","North Rhine-Westphalia","Urban Area","","","","","","","","","","","","","",""
"1992","Rhineland-Palatinate,Saarland","Rural Area","","","","","","","","","","","","","",""
"1992","Rhineland-Palatinate,Saarland","Urban Area","","","","","","","","","","","","","",""
"1992","Saxony","Rural Area","","","","","","","","","","","","","",""
"1992","Saxony","Urban Area","","","","","","","","","","","","","",""
"1992","Saxony-Anhalt","Rural Area","","","","","","","","","","","","","",""
"1992","Saxony-Anhalt","Urban Area","","","","","","","","","","","","","",""
"1992","Schleswig-Holstein","Rural Area","","","","","","","","","","","","","",""
