"year","education","hgtyp1hh","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","college entrance qualification","(Married) couple without C.","4.44","5","307","3","4","5","5","5","4.35","4.53","2","5","5","5"
"1990","college entrance qualification","1-pers.-HH","4.49","5","185","4","4","5","5","5","4.38","4.6","2","5","5","5"
"1990","college entrance qualification","Couple + C. GT 16 ","4.04","4","276","2","4","5","5","5","3.92","4.16","2","5","4","4"
"1990","college entrance qualification","Couple + C. LE 16","4.3","5","265","3","4","5","5","5","4.19","4.41","2","5","5","5"
"1990","college entrance qualification","Couple + C. LE and GT 16","4.32","4","45","3","4","5","5","5","4.06","4.58","2","5","4","5"
"1990","college entrance qualification","Single parent","4.22","5","66","3","4","5","5","5","3.99","4.45","1","5","4","5"
"1990","lower secondary degree","(Married) couple without C.","4.52","5","1290","3","4","5","5","5","4.48","4.56","1","5","5","5"
"1990","lower secondary degree","1-pers.-HH","4.6","5","524","3","5","5","5","5","4.53","4.67","1","5","5","5"
"1990","lower secondary degree","Couple + C. GT 16 ","4.26","5","950","3","4","5","5","5","4.2","4.32","1","5","4","5"
"1990","lower secondary degree","Couple + C. LE 16","4.28","5","894","3","4","5","5","5","4.22","4.34","2","5","4","5"
"1990","lower secondary degree","Couple + C. LE and GT 16","4.12","4","340","2","4","5","5","5","4.01","4.23","1","5","4","5"
"1990","lower secondary degree","Single parent","4.3","5","231","3","4","5","5","5","4.16","4.44","2","5","5","5"
"1990","no degree/no degree yet","(Married) couple without C.","4.7","5","81","4","5","5","5","5","4.54","4.86","2","5","5","5"
"1990","no degree/no degree yet","1-pers.-HH","4.43","5","45","3","3","5","5","5","4.14","4.72","1","5","5","5"
"1990","no degree/no degree yet","Couple + C. GT 16 ","3.93","4","226","2","3","5","5","5","3.8","4.06","2","5","5","5"
"1990","no degree/no degree yet","Couple + C. LE 16","4.53","5","164","3","4","5","5","5","4.39","4.67","1","5","5","5"
"1990","no degree/no degree yet","Couple + C. LE and GT 16","4.06","4","180","2","4","5","5","5","3.91","4.21","1","5","5","5"
"1990","no degree/no degree yet","Single parent","4.24","4","39","3","4","5","5","5","4.01","4.47","3","5","4","5"
"1990","Other degree","(Married) couple without C.","4.34","5","158","3","4","5","5","5","4.19","4.49","1","5","5","5"
"1990","Other degree","1-pers.-HH","4.38","5","59","2","4","5","5","5","4.12","4.64","2","5","4","5"
"1990","Other degree","Couple + C. GT 16 ","4.53","5","184","3","4","5","5","5","4.41","4.65","2","5","5","5"
"1990","Other degree","Couple + C. LE 16","4.31","5","323","2","4","5","5","5","4.19","4.43","1","5","5","5"
"1990","Other degree","Couple + C. LE and GT 16","4.38","5","156","3","4","5","5","5","4.23","4.53","2","5","5","5"
"1990","Other degree","Single parent","","","","","","","","","","","","","",""
"1990","secondary school degree","(Married) couple without C.","4.4","5","437","3","4","5","5","5","4.32","4.48","1","5","4","5"
"1990","secondary school degree","1-pers.-HH","4.5","5","207","3","4","5","5","5","4.38","4.62","2","5","5","5"
"1990","secondary school degree","Couple + C. GT 16 ","3.96","4","364","2","3","5","5","5","3.86","4.06","1","5","4","4"
"1990","secondary school degree","Couple + C. LE 16","4.28","4.09","399","3","4","5","5","5","4.19","4.37","2","5","4","5"
"1990","secondary school degree","Couple + C. LE and GT 16","4.03","4","128","2","3","5","5","5","3.85","4.21","2","5","4","5"
"1990","secondary school degree","Single parent","4.14","4","78","2","4","5","5","5","3.9","4.38","1","5","4","5"
"1991","college entrance qualification","(Married) couple without C.","","","","","","","","","","","","","",""
"1991","college entrance qualification","1-pers.-HH","","","","","","","","","","","","","",""
"1991","college entrance qualification","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1991","college entrance qualification","Couple + C. LE 16","","","","","","","","","","","","","",""
"1991","college entrance qualification","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1991","college entrance qualification","Single parent","","","","","","","","","","","","","",""
"1991","lower secondary degree","(Married) couple without C.","","","","","","","","","","","","","",""
"1991","lower secondary degree","1-pers.-HH","","","","","","","","","","","","","",""
"1991","lower secondary degree","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1991","lower secondary degree","Couple + C. LE 16","","","","","","","","","","","","","",""
"1991","lower secondary degree","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1991","lower secondary degree","Single parent","","","","","","","","","","","","","",""
"1991","no degree/no degree yet","(Married) couple without C.","","","","","","","","","","","","","",""
"1991","no degree/no degree yet","1-pers.-HH","","","","","","","","","","","","","",""
"1991","no degree/no degree yet","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1991","no degree/no degree yet","Couple + C. LE 16","","","","","","","","","","","","","",""
"1991","no degree/no degree yet","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1991","no degree/no degree yet","Single parent","","","","","","","","","","","","","",""
"1991","Other degree","(Married) couple without C.","","","","","","","","","","","","","",""
"1991","Other degree","1-pers.-HH","","","","","","","","","","","","","",""
"1991","Other degree","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1991","Other degree","Couple + C. LE 16","","","","","","","","","","","","","",""
"1991","Other degree","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1991","Other degree","Single parent","","","","","","","","","","","","","",""
"1991","secondary school degree","(Married) couple without C.","","","","","","","","","","","","","",""
"1991","secondary school degree","1-pers.-HH","","","","","","","","","","","","","",""
"1991","secondary school degree","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1991","secondary school degree","Couple + C. LE 16","","","","","","","","","","","","","",""
"1991","secondary school degree","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1991","secondary school degree","Single parent","","","","","","","","","","","","","",""
"1992","college entrance qualification","(Married) couple without C.","","","","","","","","","","","","","",""
"1992","college entrance qualification","1-pers.-HH","","","","","","","","","","","","","",""
"1992","college entrance qualification","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1992","college entrance qualification","Couple + C. LE 16","","","","","","","","","","","","","",""
"1992","college entrance qualification","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1992","college entrance qualification","Single parent","","","","","","","","","","","","","",""
"1992","lower secondary degree","(Married) couple without C.","","","","","","","","","","","","","",""
"1992","lower secondary degree","1-pers.-HH","","","","","","","","","","","","","",""
"1992","lower secondary degree","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1992","lower secondary degree","Couple + C. LE 16","","","","","","","","","","","","","",""
"1992","lower secondary degree","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1992","lower secondary degree","Single parent","","","","","","","","","","","","","",""
"1992","no degree/no degree yet","(Married) couple without C.","","","","","","","","","","","","","",""
"1992","no degree/no degree yet","1-pers.-HH","","","","","","","","","","","","","",""
"1992","no degree/no degree yet","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1992","no degree/no degree yet","Couple + C. LE 16","","","","","","","","","","","","","",""
"1992","no degree/no degree yet","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1992","no degree/no degree yet","Single parent","","","","","","","","","","","","","",""
"1992","Other degree","(Married) couple without C.","","","","","","","","","","","","","",""
"1992","Other degree","1-pers.-HH","","","","","","","","","","","","","",""
"1992","Other degree","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1992","Other degree","Couple + C. LE 16","","","","","","","","","","","","","",""
"1992","Other degree","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1992","Other degree","Single parent","","","","","","","","","","","","","",""
"1992","secondary school degree","(Married) couple without C.","","","","","","","","","","","","","",""
"1992","secondary school degree","1-pers.-HH","","","","","","","","","","","","","",""
"1992","secondary school degree","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1992","secondary school degree","Couple + C. LE 16","","","","","","","","","","","","","",""
"1992","secondary school degree","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1992","secondary school degree","Single parent","","","","","","","","","","","","","",""
"1993","college entrance qualification","(Married) couple without C.","","","","","","","","","","","","","",""
"1993","college entrance qualification","1-pers.-HH","","","","","","","","","","","","","",""
"1993","college entrance qualification","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1993","college entrance qualification","Couple + C. LE 16","","","","","","","","","","","","","",""
"1993","college entrance qualification","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1993","college entrance qualification","Single parent","","","","","","","","","","","","","",""
"1993","lower secondary degree","(Married) couple without C.","","","","","","","","","","","","","",""
"1993","lower secondary degree","1-pers.-HH","","","","","","","","","","","","","",""
"1993","lower secondary degree","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1993","lower secondary degree","Couple + C. LE 16","","","","","","","","","","","","","",""
"1993","lower secondary degree","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1993","lower secondary degree","Single parent","","","","","","","","","","","","","",""
"1993","no degree/no degree yet","(Married) couple without C.","","","","","","","","","","","","","",""
"1993","no degree/no degree yet","1-pers.-HH","","","","","","","","","","","","","",""
"1993","no degree/no degree yet","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1993","no degree/no degree yet","Couple + C. LE 16","","","","","","","","","","","","","",""
"1993","no degree/no degree yet","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1993","no degree/no degree yet","Single parent","","","","","","","","","","","","","",""
"1993","Other degree","(Married) couple without C.","","","","","","","","","","","","","",""
"1993","Other degree","1-pers.-HH","","","","","","","","","","","","","",""
"1993","Other degree","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1993","Other degree","Couple + C. LE 16","","","","","","","","","","","","","",""
"1993","Other degree","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1993","Other degree","Single parent","","","","","","","","","","","","","",""
"1993","secondary school degree","(Married) couple without C.","","","","","","","","","","","","","",""
"1993","secondary school degree","1-pers.-HH","","","","","","","","","","","","","",""
"1993","secondary school degree","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1993","secondary school degree","Couple + C. LE 16","","","","","","","","","","","","","",""
"1993","secondary school degree","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1993","secondary school degree","Single parent","","","","","","","","","","","","","",""
"1994","college entrance qualification","(Married) couple without C.","","","","","","","","","","","","","",""
"1994","college entrance qualification","1-pers.-HH","","","","","","","","","","","","","",""
"1994","college entrance qualification","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1994","college entrance qualification","Couple + C. LE 16","","","","","","","","","","","","","",""
"1994","college entrance qualification","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1994","college entrance qualification","Single parent","","","","","","","","","","","","","",""
"1994","lower secondary degree","(Married) couple without C.","","","","","","","","","","","","","",""
"1994","lower secondary degree","1-pers.-HH","","","","","","","","","","","","","",""
"1994","lower secondary degree","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1994","lower secondary degree","Couple + C. LE 16","","","","","","","","","","","","","",""
