"hlf0001_h","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Main Tenant","1984","1-pers.-HH","in school","1","","","","1"
"Main Tenant","1984","1-pers.-HH","inadequately","50","0.716932917900799","0.611401198072515","0.822464637729083","1"
"Main Tenant","1984","1-pers.-HH","general elemantary","275","0.686813501395157","0.640959974731376","0.732667028058937","1"
"Main Tenant","1984","1-pers.-HH","middle vocational","495","0.788321677208862","0.756244658677355","0.820398695740369","1"
"Main Tenant","1984","1-pers.-HH","vocational + Abi","33","0.729306576659887","0.600907147672067","0.857706005647706","1"
"Main Tenant","1984","1-pers.-HH","higher vocational","57","0.680963004576565","0.580078736565994","0.781847272587135","1"
"Main Tenant","1984","1-pers.-HH","higher education","89","0.718924790965503","0.637471589017846","0.800377992913161","1"
"Main Tenant","1984","(Married) couple without C. ","in school","2","","","","1"
"Main Tenant","1984","(Married) couple without C. ","inadequately","121","0.842694404706769","0.779620423170221","0.905768386243316","1"
"Main Tenant","1984","(Married) couple without C. ","general elemantary","406","0.520815988972871","0.483781801845093","0.557850176100649","1"
"Main Tenant","1984","(Married) couple without C. ","middle vocational","864","0.578282127911299","0.552569642733372","0.603994613089225","1"
"Main Tenant","1984","(Married) couple without C. ","vocational + Abi","59","0.638668290803437","0.536543931933175","0.740792649673698","1"
"Main Tenant","1984","(Married) couple without C. ","higher vocational","83","0.496281123824462","0.419049859532555","0.573512388116369","1"
"Main Tenant","1984","(Married) couple without C. ","higher education","110","0.503876291002853","0.435265889600986","0.572486692404721","1"
"Main Tenant","1984","Single parent ","in school","12","","","","1"
"Main Tenant","1984","Single parent ","inadequately","47","0.850716546331845","0.751938287688938","0.949494804974753","1"
"Main Tenant","1984","Single parent ","general elemantary","130","0.575021545455332","0.506510813353457","0.643532277557207","1"
"Main Tenant","1984","Single parent ","middle vocational","167","0.581937723656015","0.521983447642011","0.641891999670019","1"
"Main Tenant","1984","Single parent ","vocational + Abi","6","","","","1"
"Main Tenant","1984","Single parent ","higher vocational","13","","","","1"
"Main Tenant","1984","Single parent ","higher education","11","","","","1"
"Main Tenant","1984","Couple + C. LE 16 ","in school","","","","","1"
"Main Tenant","1984","Couple + C. LE 16 ","inadequately","298","0.91653704056241","0.886185925582065","0.946888155542755","1"
"Main Tenant","1984","Couple + C. LE 16 ","general elemantary","504","0.625493578101885","0.588735564118819","0.662251592084951","1"
"Main Tenant","1984","Couple + C. LE 16 ","middle vocational","936","0.556426539851132","0.531368545192111","0.581484534510154","1"
"Main Tenant","1984","Couple + C. LE 16 ","vocational + Abi","71","0.725792990629047","0.630954575208585","0.820631406049508","1"
"Main Tenant","1984","Couple + C. LE 16 ","higher vocational","98","0.463107967904365","0.395180171800762","0.531035764007969","1"
"Main Tenant","1984","Couple + C. LE 16 ","higher education","141","0.479263210025674","0.419228357293046","0.539298062758302","1"
"Main Tenant","1984","Couple + C. GT 16 ","in school","33","0.361961473260621","0.255989951530939","0.467932994990303","1"
"Main Tenant","1984","Couple + C. GT 16 ","inadequately","135","0.762182964212424","0.69335886701663","0.831007061408217","1"
"Main Tenant","1984","Couple + C. GT 16 ","general elemantary","271","0.334517665127167","0.296446174656585","0.372589155597749","1"
"Main Tenant","1984","Couple + C. GT 16 ","middle vocational","395","0.356982121149626","0.326288726481152","0.3876755158181","1"
"Main Tenant","1984","Couple + C. GT 16 ","vocational + Abi","14","","","","1"
"Main Tenant","1984","Couple + C. GT 16 ","higher vocational","32","0.305594319679117","0.213445082255969","0.397743557102265","1"
"Main Tenant","1984","Couple + C. GT 16 ","higher education","28","","","","1"
"Main Tenant","1984","Couple + C. LE and GT 16","in school","33","0.341843256137472","0.236579475063641","0.447107037211302","1"
"Main Tenant","1984","Couple + C. LE and GT 16","inadequately","205","0.750582640231667","0.693538038701209","0.807627241762126","1"
"Main Tenant","1984","Couple + C. LE and GT 16","general elemantary","332","0.345334018937832","0.307193157833329","0.383474880042336","1"
"Main Tenant","1984","Couple + C. LE and GT 16","middle vocational","296","0.288892167480548","0.254900430789318","0.322883904171777","1"
"Main Tenant","1984","Couple + C. LE and GT 16","vocational + Abi","15","","","","1"
"Main Tenant","1984","Couple + C. LE and GT 16","higher vocational","10","","","","1"
"Main Tenant","1984","Couple + C. LE and GT 16","higher education","19","","","","1"
"Nursing Home/Retirement Community","1984","Single parent ","middle vocational","","","","","4"
"Nursing Home/Retirement Community","1984","Couple + C. GT 16 ","inadequately","","","","","4"
"Nursing Home/Retirement Community","1984","(Married) couple without C. ","middle vocational","","","","","4"
"Nursing Home/Retirement Community","1984","(Married) couple without C. ","vocational + Abi","","","","","4"
"Nursing Home/Retirement Community","1984","Single parent ","vocational + Abi","","","","","4"
"Nursing Home/Retirement Community","1984","Single parent ","higher vocational","","","","","4"
"Nursing Home/Retirement Community","1984","(Married) couple without C. ","general elemantary","","","","","4"
"Nursing Home/Retirement Community","1984","Couple + C. GT 16 ","in school","","","","","4"
"Nursing Home/Retirement Community","1984","Single parent ","in school","","","","","4"
"Nursing Home/Retirement Community","1984","Couple + C. GT 16 ","general elemantary","","","","","4"
"Nursing Home/Retirement Community","1984","Single parent ","inadequately","","","","","4"
"Nursing Home/Retirement Community","1984","Single parent ","general elemantary","","","","","4"
"Nursing Home/Retirement Community","1984","Couple + C. LE 16 ","in school","","","","","4"
"Nursing Home/Retirement Community","1984","Couple + C. LE 16 ","inadequately","","","","","4"
"Nursing Home/Retirement Community","1984","Couple + C. LE 16 ","general elemantary","","","","","4"
"Nursing Home/Retirement Community","1984","Couple + C. LE 16 ","middle vocational","","","","","4"
"Nursing Home/Retirement Community","1984","Couple + C. LE 16 ","vocational + Abi","","","","","4"
"Nursing Home/Retirement Community","1984","Couple + C. GT 16 ","middle vocational","","","","","4"
"Nursing Home/Retirement Community","1984","Couple + C. GT 16 ","vocational + Abi","","","","","4"
"Nursing Home/Retirement Community","1984","Couple + C. GT 16 ","higher vocational","","","","","4"
"Nursing Home/Retirement Community","1984","Couple + C. GT 16 ","higher education","","","","","4"
"Nursing Home/Retirement Community","1984","Couple + C. LE and GT 16","in school","","","","","4"
"Nursing Home/Retirement Community","1984","Couple + C. LE and GT 16","middle vocational","","","","","4"
"Nursing Home/Retirement Community","1984","Couple + C. LE and GT 16","higher vocational","","","","","4"
"Nursing Home/Retirement Community","1984","Single parent ","higher education","","","","","4"
"Nursing Home/Retirement Community","1984","Couple + C. LE and GT 16","vocational + Abi","","","","","4"
"Nursing Home/Retirement Community","1984","1-pers.-HH","in school","","","","","4"
"Nursing Home/Retirement Community","1984","1-pers.-HH","inadequately","","","","","4"
"Nursing Home/Retirement Community","1984","1-pers.-HH","general elemantary","","","","","4"
"Nursing Home/Retirement Community","1984","1-pers.-HH","middle vocational","","","","","4"
"Nursing Home/Retirement Community","1984","1-pers.-HH","vocational + Abi","","","","","4"
"Nursing Home/Retirement Community","1984","1-pers.-HH","higher vocational","","","","","4"
"Nursing Home/Retirement Community","1984","1-pers.-HH","higher education","","","","","4"
"Nursing Home/Retirement Community","1984","(Married) couple without C. ","in school","","","","","4"
"Nursing Home/Retirement Community","1984","(Married) couple without C. ","inadequately","","","","","4"
"Nursing Home/Retirement Community","1984","(Married) couple without C. ","higher vocational","","","","","4"
"Nursing Home/Retirement Community","1984","(Married) couple without C. ","higher education","","","","","4"
"Nursing Home/Retirement Community","1984","Couple + C. LE 16 ","higher vocational","","","","","4"
"Nursing Home/Retirement Community","1984","Couple + C. LE 16 ","higher education","","","","","4"
"Nursing Home/Retirement Community","1984","Couple + C. LE and GT 16","inadequately","","","","","4"
"Nursing Home/Retirement Community","1984","Couple + C. LE and GT 16","general elemantary","","","","","4"
"Nursing Home/Retirement Community","1984","Couple + C. LE and GT 16","higher education","","","","","4"
"Owner","1984","(Married) couple without C. ","general elemantary","286","0.46982196459459","0.43282321668373","0.50682071250545","3"
"Owner","1984","(Married) couple without C. ","middle vocational","534","0.409599999222837","0.383995498354305","0.435204500091369","3"
"Owner","1984","Single parent ","general elemantary","64","0.386280721913115","0.318801589040981","0.453759854785249","3"
"Owner","1984","Single parent ","middle vocational","92","0.411042707971176","0.351236427567419","0.470848988374934","3"
