"year","education","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","college entrance qualification","direct migration background","880.3","815.65","118","365.36","568.33","1081.54","1704","2045.33","801.53","959.07","97","2045.33","666.95654296875","852"
"1984","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"1984","college entrance qualification","no migration background","1086.65","920","1079","486","665","1278","1636","3068","1008.07","1165.23","122.67","28018.67","886.333312988281","965.555603027344"
"1984","lower secondary degree","direct migration background","721.72","667.1","584","401.5","537","852","1023","2331","693.26","750.18","155.33","4090.67","613.333312988281","645.789489746094"
"1984","lower secondary degree","indirect migration background","686.75","613.33","60","525.56","568.15","818","908.89","1448.67","619.14","754.36","234.17","1562.22","547.857177734375","716"
"1984","lower secondary degree","no migration background","740.17","674.86","5125","393.46","511.11","869","1090.67","1933.5","724.61","755.73","2.67","15395","668.461547851562","682"
"1984","no degree/no degree yet","direct migration background","602.12","537","1044","295","409","756.8","954.67","1329.33","579.6","624.64","75.93","6476.67","545.333312988281","590"
"1984","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"1984","no degree/no degree yet","no migration background","723.83","639.18","218","365.36","490.8","843.5","1022.5","3886","639.64","808.02","0","8521.33","613.5","690"
"1984","Other degree","direct migration background","684.14","630.67","1366","346.45","462.38","818","1022.67","1534","650.99","717.29","32.08","13634.67","613.599975585938","652"
"1984","Other degree","indirect migration background","","","","","","","","","","","","","",""
"1984","Other degree","no migration background","736.11","680.49","34","335.6","539.44","852","1022.67","1704","614.91","857.31","255.56","1704","555.652160644531","750"
"1984","secondary school degree","direct migration background","896.77","765.76","139","442.38","579.33","1192.78","1306.67","4090.67","821.33","972.21","122.67","4090.67","654.400024414062","750"
"1984","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"1984","secondary school degree","no migration background","893.88","818.37","1650","511","639","1023","1329","2301","873.21","914.55","2.67","6817.33","818","852.083312988281"
"1985","college entrance qualification","direct migration background","912.26","867.5","108","400","590","1124.8","1363.33","2556.67","829.62","994.9","127.92","2556.67","666.95654296875","889.130432128906"
"1985","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"1985","college entrance qualification","no migration background","1042.03","961.2","1048","460","690","1278","1704","2840.56","1010.17","1073.89","0","5368.5","920.400024414062","994.444458007812"
"1985","lower secondary degree","direct migration background","732.96","696.19","541","409.33","562","887","1090.67","1559.5","708.53","757.39","51","3408.67","616.95654296875","666.95654296875"
