"year","age_gr","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","general elemantary","654.25","613.72","1227","340.67","470.95","784","973.2","1534","638.13","670.37","26","3647.27","588","614"
"1984","16-34 y.","higher education","1003.49","940.19","238","537","681.67","1227.33","1534","2130.56","949.31","1057.67","169","3068","869","1022.66668701172"
"1984","16-34 y.","higher vocational","912.1","818","202","477.33","625","1022.67","1363.33","2556","819.4","1004.8","97","6749.2","779.047668457031","869"
"1984","16-34 y.","in school","709.88","669.9","180","383.5","511.2","852","1022.5","1534","657.47","762.29","0","3886","613.599975585938","695.200012207031"
"1984","16-34 y.","inadequately","664.86","539.44","303","288.71","409.33","716","886","8521.33","605.6","724.12","75.93","8521.33","525.555541992188","596.666687011719"
"1984","16-34 y.","middle vocational","793.64","730.48","2065","409.33","552","954.67","1193.33","2045","770.84","816.44","2.67","15395","693.928588867188","723.142883300781"
"1984","16-34 y.","vocational + Abi","843.46","785.44","157","368","590","1022.67","1261.33","5113","768.55","918.37","184","5113","666.95654296875","803.333374023438"
"1984","35-65 y.","general elemantary","719.77","659.8","1585","383.5","511.33","852","1022.67","1670","692.85","746.69","68.33","15395","639","668.461547851562"
"1984","35-65 y.","higher education","1186.28","1104.09","440","654.4","844.78","1431.6","1790","3068","1133.51","1239.05","176","5112.67","1022.66668701172","1124.80004882812"
"1984","35-65 y.","higher vocational","1012.11","852","340","489.13","664.5","1090.67","1380.5","4090.67","904.31","1119.91","2.67","15395","818","895"
"1984","35-65 y.","in school","","","","","","","","","","","","","",""
"1984","35-65 y.","inadequately","613.79","562.67","682","304.29","409.2","767","954.67","1329.33","587.2","640.38","102","6476.67","545.333312988281","609.130432128906"
"1984","35-65 y.","middle vocational","828.1","750","2775","443.33","572.8","971.5","1261.33","2331","806.38","849.82","2.67","13634.67","716","750"
"1984","35-65 y.","vocational + Abi","940.27","858.79","117","511.33","639","1176","1534","1704","877.51","1003.03","255.53","1704","682","852"
"1984","66 and older","general elemantary","596.44","562","488","337","434.5","695","869","1534","566.39","626.49","40.8","5794.67","523","579.333312988281"
