"year","e11103","hgtyp1hh","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","Full Time","(Married) couple without C.","3.81","3.67","2363","2.33","3","4.67","5.33","6.67","3.76","3.86","1","7","3.66666674613953","4"
"2005","Full Time","1-pers.-HH","3.79","4","1064","2","3","4.67","5.33","6.67","3.72","3.86","1","7","3.66666674613953","3.66666674613953"
"2005","Full Time","Couple + C. GT 16 ","3.77","3.67","1585","2.33","3","4.33","5.33","6.67","3.71","3.83","1","7","3.66666674613953","4"
"2005","Full Time","Couple + C. LE 16","3.73","3.67","1837","2","3","4.67","5.33","6.67","3.68","3.78","1","7","3.66666674613953","3.66666674613953"
"2005","Full Time","Couple + C. LE and GT 16","3.73","3.67","650","2.33","3","4.33","5.33","6.67","3.64","3.82","1","7","3.66666674613953","3.66666674613953"
"2005","Full Time","Single parent","4.13","4","354","2.33","3","5","5.67","7","4","4.26","1","7","4","4"
"2005","Not Working","(Married) couple without C.","4.18","4.33","3504","2.67","3.33","5","5.67","7","4.14","4.22","1","7","4","4.33333349227905"
"2005","Not Working","1-pers.-HH","4","4","1436","2.33","3","5","5.67","7","3.93","4.07","1","7","4","4"
"2005","Not Working","Couple + C. GT 16 ","4.07","4","1081","2.67","3.33","5","5.67","6.67","4","4.14","1","7","4","4.33333349227905"
"2005","Not Working","Couple + C. LE 16","4.2","4","667","3","3.33","5","6","7","4.11","4.29","1","7","4","4.33333349227905"
"2005","Not Working","Couple + C. LE and GT 16","4.04","4","544","2.67","3","5","5.67","7","3.93","4.15","1","7","3.66666674613953","4"
"2005","Not Working","Single parent","4","4","392","2.33","3","4.67","5.67","7","3.88","4.12","1","7","4","4.33333349227905"
"2005","Part Time","(Married) couple without C.","4.15","4.24","1171","2.67","3.33","5","6","7","4.08","4.22","1","7","4","4"
"2005","Part Time","1-pers.-HH","3.96","4","471","2.33","3.33","4.67","5.67","6.67","3.85","4.07","1","7","3.66666674613953","4"
"2005","Part Time","Couple + C. GT 16 ","4.04","4","984","2.67","3.33","4.67","5.67","6.67","3.97","4.11","1","7","4","4"
"2005","Part Time","Couple + C. LE 16","4.09","4","1209","2.67","3.33","5","5.67","7","4.02","4.16","1","7","4","4.33333349227905"
"2005","Part Time","Couple + C. LE and GT 16","4.18","4.33","510","2.67","3.33","5","6","6.67","4.07","4.29","1","7","4","4.33333349227905"
"2005","Part Time","Single parent","4.1","4","359","2.33","3.33","5","5.67","7","3.97","4.23","1","7","4","4.33333349227905"
