"year","migback","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","direct migration background","Ostdeutschland, neue Bundeslaender","4.15","4","100","3","3.33","4.67","5.67","6.67","3.93","4.37","2","7","4","4.66666650772095"
"2005","direct migration background","Westdeutschland, alte Bundeslaender","4.09","4","2267","2.5","3.33","5","5.67","7","4.04","4.14","1","7","4","4"
"2005","indirect migration background","Ostdeutschland, neue Bundeslaender","3.88","3.67","35","2.33","3","5","5.33","7","3.45","4.31","1.33","7","3.33333325386047","4.33333349227905"
"2005","indirect migration background","Westdeutschland, alte Bundeslaender","3.86","4","797","2.33","3","4.67","5.33","6.33","3.78","3.94","1","7","3.66666674613953","4"
"2005","no migration background","Ostdeutschland, neue Bundeslaender","4.09","4","4915","2.67","3.33","5","5.67","6.67","4.06","4.12","1","7","4","4"
"2005","no migration background","Westdeutschland, alte Bundeslaender","3.95","4","12624","2.33","3","4.67","5.67","7","3.93","3.97","1","7","4","4"
"2006","direct migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2006","direct migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2006","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2006","indirect migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2006","no migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2006","no migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2007","direct migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2007","direct migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2007","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2007","indirect migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2007","no migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2007","no migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2008","direct migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2008","direct migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2008","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2008","indirect migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2008","no migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2008","no migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2009","direct migration background","Ostdeutschland, neue Bundeslaender","4.2","4.05","76","2","3.33","5.33","6.33","7","3.89","4.51","1","7","3.66666674613953","4.66666650772095"
"2009","direct migration background","Westdeutschland, alte Bundeslaender","3.97","4","1581","2.33","3","4.67","5.67","7","3.91","4.03","1","7","4","4"
"2009","indirect migration background","Ostdeutschland, neue Bundeslaender","3.96","4","41","2.67","3.33","4.33","5","7","3.62","4.3","2","7","3.33333325386047","4.33333349227905"
"2009","indirect migration background","Westdeutschland, alte Bundeslaender","3.69","3.67","672","2","2.67","4.33","5.33","6.67","3.6","3.78","1","7","3.66666674613953","3.66666674613953"
"2009","no migration background","Ostdeutschland, neue Bundeslaender","3.95","4","4437","2.33","3","4.67","5.67","7","3.92","3.98","1","7","4","4"
"2009","no migration background","Westdeutschland, alte Bundeslaender","3.84","3.67","11241","2.33","3","4.67","5.33","7","3.82","3.86","1","7","3.66666674613953","3.66666674613953"
"2010","direct migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2010","direct migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2010","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2010","indirect migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2010","no migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2010","no migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2011","direct migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2011","direct migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2011","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2011","indirect migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2011","no migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2011","no migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2012","direct migration background","Ostdeutschland, neue Bundeslaender","4.03","4.2","55","2.67","3.33","4.67","5.33","6.67","3.69","4.37","1","6.67","3.66666674613953","4.66666650772095"
"2012","direct migration background","Westdeutschland, alte Bundeslaender","4.03","4","1036","2.33","3.33","5","5.67","7","3.96","4.1","1","7","4","4"
"2012","indirect migration background","Ostdeutschland, neue Bundeslaender","4.14","3.67","32","3","3.33","4.67","5.33","6.67","3.7","4.58","1.33","6.67","3.33333325386047","4.33333349227905"
