"year","migback","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2005","direct migration background","general elemantary","4.26","4","567","2.66666674613953","3.33333325386047","5","6","4.16","4.36","4","4.33333349227905"
"2005","direct migration background","higher education","3.89","3.71","338","2.33333325386047","3","4.66666650772095","5.66666650772095","3.76","4.02","3.66666674613953","4"
"2005","direct migration background","higher vocational","3.93","4","133","2.33333325386047","3.33333325386047","4.66666650772095","5.33333349227905","3.73","4.13","3.66666674613953","4.33333349227905"
"2005","direct migration background","in school","3.72","3.33","55","2.66666674613953","2.66666674613953","4.66666650772095","5.66666650772095","3.44","4","3","3.66666674613953"
"2005","direct migration background","inadequately","4.16","4.33","148","2.66666674613953","3.33333325386047","5","6","3.95","4.37","4","4.66666650772095"
"2005","direct migration background","middle vocational","4.1","4","871","2.33333325386047","3.33333325386047","5","5.66666650772095","4.02","4.18","4","4.33333349227905"
"2005","direct migration background","vocational + Abi","4.13","4","217","2.66666674613953","3.33333325386047","4.66666650772095","6","3.97","4.29","4","4.33333349227905"
"2005","indirect migration background","general elemantary","3.95","4","182","2.66666674613953","3","4.66666650772095","5.33333349227905","3.78","4.12","3.66666674613953","4.33333349227905"
"2005","indirect migration background","higher education","3.48","3.33","69","2","2.66666674613953","4.33333349227905","5","3.19","3.77","3","3.66666674613953"
"2005","indirect migration background","higher vocational","3.83","3.46","41","2","3","4.66666650772095","5.33333349227905","3.4","4.26","3","4.33333349227905"
"2005","indirect migration background","in school","3.73","4","90","2.33333325386047","2.66666674613953","4.66666650772095","5.33333349227905","3.5","3.96","3.33333325386047","4"
"2005","indirect migration background","inadequately","","","","","","","","","","",""
"2005","indirect migration background","middle vocational","3.83","3.67","338","2.33333325386047","3","4.66666650772095","5.33333349227905","3.71","3.95","3.66666674613953","4"
"2005","indirect migration background","vocational + Abi","3.8","3.67","46","1","3","4.66666650772095","6.33333349227905","3.39","4.21","3.33333325386047","4.66666650772095"
"2005","no migration background","general elemantary","4.2","4.33","1660","2.66666674613953","3.33333325386047","5","6","4.14","4.26","4","4.33333349227905"
"2005","no migration background","higher education","3.8","3.67","3764","2","3","4.66666650772095","5.33333349227905","3.76","3.84","3.66666674613953","3.66666674613953"
"2005","no migration background","higher vocational","3.86","4","1386","2.33333325386047","3","4.66666650772095","5.33333349227905","3.8","3.92","4","4"
"2005","no migration background","in school","3.77","3.67","505","2.33333325386047","3","4.66666650772095","5.33333349227905","3.66","3.88","3.66666674613953","4"
"2005","no migration background","inadequately","4.2","4","82","2","3","5.33333349227905","6.33333349227905","3.87","4.53","3.66666674613953","4.66666650772095"
"2005","no migration background","middle vocational","4.02","4","9062","2.33333325386047","3","5","5.66666650772095","3.99","4.05","4","4"
"2005","no migration background","vocational + Abi","3.87","4","873","2.33333325386047","3","4.66666650772095","5.33333349227905","3.79","3.95","3.66666674613953","4"
"2006","direct migration background","general elemantary","","","","","","","","","","",""
"2006","direct migration background","higher education","","","","","","","","","","",""
"2006","direct migration background","higher vocational","","","","","","","","","","",""
"2006","direct migration background","in school","","","","","","","","","","",""
"2006","direct migration background","inadequately","","","","","","","","","","",""
"2006","direct migration background","middle vocational","","","","","","","","","","",""
"2006","direct migration background","vocational + Abi","","","","","","","","","","",""
"2006","indirect migration background","general elemantary","","","","","","","","","","",""
"2006","indirect migration background","higher education","","","","","","","","","","",""
"2006","indirect migration background","higher vocational","","","","","","","","","","",""
"2006","indirect migration background","in school","","","","","","","","","","",""
"2006","indirect migration background","inadequately","","","","","","","","","","",""
"2006","indirect migration background","middle vocational","","","","","","","","","","",""
"2006","indirect migration background","vocational + Abi","","","","","","","","","","",""
"2006","no migration background","general elemantary","","","","","","","","","","",""
"2006","no migration background","higher education","","","","","","","","","","",""
"2006","no migration background","higher vocational","","","","","","","","","","",""
"2006","no migration background","in school","","","","","","","","","","",""
"2006","no migration background","inadequately","","","","","","","","","","",""
"2006","no migration background","middle vocational","","","","","","","","","","",""
"2006","no migration background","vocational + Abi","","","","","","","","","","",""
"2007","direct migration background","general elemantary","","","","","","","","","","",""
"2007","direct migration background","higher education","","","","","","","","","","",""
"2007","direct migration background","higher vocational","","","","","","","","","","",""
"2007","direct migration background","in school","","","","","","","","","","",""
"2007","direct migration background","inadequately","","","","","","","","","","",""
"2007","direct migration background","middle vocational","","","","","","","","","","",""
"2007","direct migration background","vocational + Abi","","","","","","","","","","",""
"2007","indirect migration background","general elemantary","","","","","","","","","","",""
"2007","indirect migration background","higher education","","","","","","","","","","",""
"2007","indirect migration background","higher vocational","","","","","","","","","","",""
"2007","indirect migration background","in school","","","","","","","","","","",""
"2007","indirect migration background","inadequately","","","","","","","","","","",""
"2007","indirect migration background","middle vocational","","","","","","","","","","",""
"2007","indirect migration background","vocational + Abi","","","","","","","","","","",""
"2007","no migration background","general elemantary","","","","","","","","","","",""
"2007","no migration background","higher education","","","","","","","","","","",""
"2007","no migration background","higher vocational","","","","","","","","","","",""
"2007","no migration background","in school","","","","","","","","","","",""
"2007","no migration background","inadequately","","","","","","","","","","",""
"2007","no migration background","middle vocational","","","","","","","","","","",""
"2007","no migration background","vocational + Abi","","","","","","","","","","",""
"2008","direct migration background","general elemantary","","","","","","","","","","",""
"2008","direct migration background","higher education","","","","","","","","","","",""
"2008","direct migration background","higher vocational","","","","","","","","","","",""
"2008","direct migration background","in school","","","","","","","","","","",""
"2008","direct migration background","inadequately","","","","","","","","","","",""
"2008","direct migration background","middle vocational","","","","","","","","","","",""
"2008","direct migration background","vocational + Abi","","","","","","","","","","",""
"2008","indirect migration background","general elemantary","","","","","","","","","","",""
"2008","indirect migration background","higher education","","","","","","","","","","",""
"2008","indirect migration background","higher vocational","","","","","","","","","","",""
"2008","indirect migration background","in school","","","","","","","","","","",""
"2008","indirect migration background","inadequately","","","","","","","","","","",""
"2008","indirect migration background","middle vocational","","","","","","","","","","",""
"2008","indirect migration background","vocational + Abi","","","","","","","","","","",""
"2008","no migration background","general elemantary","","","","","","","","","","",""
"2008","no migration background","higher education","","","","","","","","","","",""
"2008","no migration background","higher vocational","","","","","","","","","","",""
"2008","no migration background","in school","","","","","","","","","","",""
"2008","no migration background","inadequately","","","","","","","","","","",""
