"year","age_gr","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","16-34 y.","college entrance qualification","3.82","3.67","1579","2.33","3","4.67","5.33","6.67","3.76","3.88","1","7","3.66666674613953","4"
"2005","16-34 y.","lower secondary degree","3.98","4","949","2.33","3","4.67","5.67","7","3.9","4.06","1","7","3.66666674613953","4"
"2005","16-34 y.","no degree/no degree yet","3.79","3.67","694","2.33","3","4.67","5.33","6.33","3.7","3.88","1","7","3.66666674613953","4"
"2005","16-34 y.","Other degree","4.15","4","155","2.67","3.33","5","5.67","6.33","3.96","4.34","1","7","4","4.33333349227905"
"2005","16-34 y.","secondary school degree","3.9","4","1613","2.33","3","4.67","5.33","7","3.84","3.96","1","7","3.66666674613953","4"
"2005","35-65 y.","college entrance qualification","3.77","3.67","3052","2","3","4.67","5.33","6.67","3.73","3.81","1","7","3.66666674613953","3.66666674613953"
"2005","35-65 y.","lower secondary degree","4.06","4","3723","2.33","3.33","5","5.67","7","4.02","4.1","1","7","4","4.33333349227905"
"2005","35-65 y.","no degree/no degree yet","4.24","4","145","2.67","3.33","5","6.33","7","4.02","4.46","1","7","4","4.66666650772095"
"2005","35-65 y.","Other degree","4.23","4","788","2.67","3.33","5","6","7","4.15","4.31","1","7","4","4.33333349227905"
"2005","35-65 y.","secondary school degree","4.04","4","3868","2.33","3.33","5","5.67","7","4","4.08","1","7","4","4"
"2005","66 and older","college entrance qualification","3.73","3.67","567","2","3","4.67","5.33","6.67","3.63","3.83","1","7","3.66666674613953","4"
"2005","66 and older","lower secondary degree","4.12","4","2434","2.67","3.33","5","5.67","7","4.07","4.17","1","7","4","4.33333349227905"
"2005","66 and older","no degree/no degree yet","3.96","3.67","65","2","2.67","5","6","7","3.63","4.29","1.67","7","3.66666674613953","4.66666650772095"
"2005","66 and older","Other degree","4.08","4","175","2","3.33","5","6","7","3.87","4.29","1","7","3.66666674613953","4.33333349227905"
"2005","66 and older","secondary school degree","3.98","4","544","2.33","3","5","6","7","3.87","4.09","1","7","4","4.33333349227905"
"2006","16-34 y.","college entrance qualification","","","","","","","","","","","","","",""
"2006","16-34 y.","lower secondary degree","","","","","","","","","","","","","",""
"2006","16-34 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"2006","16-34 y.","Other degree","","","","","","","","","","","","","",""
"2006","16-34 y.","secondary school degree","","","","","","","","","","","","","",""
"2006","35-65 y.","college entrance qualification","","","","","","","","","","","","","",""
"2006","35-65 y.","lower secondary degree","","","","","","","","","","","","","",""
"2006","35-65 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"2006","35-65 y.","Other degree","","","","","","","","","","","","","",""
"2006","35-65 y.","secondary school degree","","","","","","","","","","","","","",""
"2006","66 and older","college entrance qualification","","","","","","","","","","","","","",""
"2006","66 and older","lower secondary degree","","","","","","","","","","","","","",""
"2006","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"2006","66 and older","Other degree","","","","","","","","","","","","","",""
"2006","66 and older","secondary school degree","","","","","","","","","","","","","",""
"2007","16-34 y.","college entrance qualification","","","","","","","","","","","","","",""
"2007","16-34 y.","lower secondary degree","","","","","","","","","","","","","",""
"2007","16-34 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"2007","16-34 y.","Other degree","","","","","","","","","","","","","",""
"2007","16-34 y.","secondary school degree","","","","","","","","","","","","","",""
"2007","35-65 y.","college entrance qualification","","","","","","","","","","","","","",""
"2007","35-65 y.","lower secondary degree","","","","","","","","","","","","","",""
"2007","35-65 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"2007","35-65 y.","Other degree","","","","","","","","","","","","","",""
"2007","35-65 y.","secondary school degree","","","","","","","","","","","","","",""
"2007","66 and older","college entrance qualification","","","","","","","","","","","","","",""
"2007","66 and older","lower secondary degree","","","","","","","","","","","","","",""
"2007","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"2007","66 and older","Other degree","","","","","","","","","","","","","",""
"2007","66 and older","secondary school degree","","","","","","","","","","","","","",""
"2008","16-34 y.","college entrance qualification","","","","","","","","","","","","","",""
"2008","16-34 y.","lower secondary degree","","","","","","","","","","","","","",""
"2008","16-34 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"2008","16-34 y.","Other degree","","","","","","","","","","","","","",""
"2008","16-34 y.","secondary school degree","","","","","","","","","","","","","",""
"2008","35-65 y.","college entrance qualification","","","","","","","","","","","","","",""
"2008","35-65 y.","lower secondary degree","","","","","","","","","","","","","",""
"2008","35-65 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"2008","35-65 y.","Other degree","","","","","","","","","","","","","",""
"2008","35-65 y.","secondary school degree","","","","","","","","","","","","","",""
"2008","66 and older","college entrance qualification","","","","","","","","","","","","","",""
"2008","66 and older","lower secondary degree","","","","","","","","","","","","","",""
"2008","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"2008","66 and older","Other degree","","","","","","","","","","","","","",""
"2008","66 and older","secondary school degree","","","","","","","","","","","","","",""
"2009","16-34 y.","college entrance qualification","3.72","3.67","1380","2.33","2.67","4.67","5.33","6.67","3.66","3.78","1","7","3.66666674613953","4"
"2009","16-34 y.","lower secondary degree","3.81","3.67","578","2.33","3","4.67","5.33","6.67","3.71","3.91","1","7","3.66666674613953","4"
"2009","16-34 y.","no degree/no degree yet","3.73","3.67","338","2.33","2.67","4.67","5.33","6.67","3.6","3.86","1","7","3.33333325386047","3.66666674613953"
"2009","16-34 y.","Other degree","3.82","4","96","2","3","4.67","5.33","6.33","3.59","4.05","1.67","6.67","3.33333325386047","4.33333349227905"
"2009","16-34 y.","secondary school degree","3.83","4","1150","2.33","3","4.67","5.33","6.67","3.76","3.9","1","7","3.66666674613953","4"
"2009","35-65 y.","college entrance qualification","3.72","3.67","2797","2.33","3","4.33","5.33","6.67","3.68","3.76","1","7","3.66666674613953","3.66666674613953"
"2009","35-65 y.","lower secondary degree","3.95","4","2860","2.33","3","4.67","5.67","7","3.9","4","1","7","3.66666674613953","4"
"2009","35-65 y.","no degree/no degree yet","4.53","4.67","91","3","3.67","5.33","6.33","7","4.26","4.8","1","7","4","5"
"2009","35-65 y.","Other degree","4.03","4","532","2.67","3.33","5","5.67","7","3.93","4.13","1","7","4","4"
"2009","35-65 y.","secondary school degree","3.89","4","3555","2.33","3","4.67","5.67","7","3.85","3.93","1","7","3.66666674613953","4"
"2009","66 and older","college entrance qualification","3.68","3.67","717","2","2.67","4.33","5.33","7","3.59","3.77","1","7","3.33333325386047","3.66666674613953"
"2009","66 and older","lower secondary degree","3.96","4","2501","2.33","3","4.67","5.67","7","3.91","4.01","1","7","4","4"
"2009","66 and older","no degree/no degree yet","4.12","4","57","2.5","3.33","4.67","5.67","6","3.82","4.42","1.33","6","4","4.66666650772095"
"2009","66 and older","Other degree","3.99","4","177","2","3.33","5","5.33","6.33","3.81","4.17","1","7","3.66666674613953","4.33333349227905"
"2009","66 and older","secondary school degree","3.92","4","711","2.33","3","4.67","5.67","7","3.83","4.01","1","7","3.66666674613953","4"
"2010","16-34 y.","college entrance qualification","","","","","","","","","","","","","",""
"2010","16-34 y.","lower secondary degree","","","","","","","","","","","","","",""
"2010","16-34 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"2010","16-34 y.","Other degree","","","","","","","","","","","","","",""
"2010","16-34 y.","secondary school degree","","","","","","","","","","","","","",""
"2010","35-65 y.","college entrance qualification","","","","","","","","","","","","","",""
"2010","35-65 y.","lower secondary degree","","","","","","","","","","","","","",""
"2010","35-65 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"2010","35-65 y.","Other degree","","","","","","","","","","","","","",""
"2010","35-65 y.","secondary school degree","","","","","","","","","","","","","",""
"2010","66 and older","college entrance qualification","","","","","","","","","","","","","",""
"2010","66 and older","lower secondary degree","","","","","","","","","","","","","",""
"2010","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"2010","66 and older","Other degree","","","","","","","","","","","","","",""
"2010","66 and older","secondary school degree","","","","","","","","","","","","","",""
"2011","16-34 y.","college entrance qualification","","","","","","","","","","","","","",""
"2011","16-34 y.","lower secondary degree","","","","","","","","","","","","","",""
"2011","16-34 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"2011","16-34 y.","Other degree","","","","","","","","","","","","","",""
"2011","16-34 y.","secondary school degree","","","","","","","","","","","","","",""
