"year","education","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","college entrance qualification","direct migration background","3.71","3.67","266","2","3","4.67","5.33","6.67","3.56","3.86","1","7","3.66666674613953","4"
"2005","college entrance qualification","indirect migration background","3.72","3.67","197","2.33","3","4.67","5.33","7","3.55","3.89","1","7","3.33333325386047","4"
"2005","college entrance qualification","no migration background","3.79","3.67","4735","2.33","3","4.67","5.33","6.67","3.76","3.82","1","7","3.66666674613953","3.66666674613953"
"2005","lower secondary degree","direct migration background","4.16","4","598","2.67","3.33","5","6","7","4.06","4.26","1","7","4","4.33333349227905"
"2005","lower secondary degree","indirect migration background","3.9","4","254","2.33","3","4.67","5.67","6.67","3.75","4.05","1","7","3.66666674613953","4"
"2005","lower secondary degree","no migration background","4.07","4","6254","2.33","3.33","5","5.67","7","4.04","4.1","1","7","4","4"
"2005","no degree/no degree yet","direct migration background","3.99","4","220","2.33","3","5","5.67","7","3.82","4.16","1","7","4","4.33333349227905"
"2005","no degree/no degree yet","indirect migration background","3.84","4","98","2.33","3","4.67","5.33","6","3.62","4.06","1","6.67","3.33333325386047","4"
"2005","no degree/no degree yet","no migration background","3.87","3.67","586","2.33","3","4.67","5.67","7","3.77","3.97","1","7","3.66666674613953","4"
"2005","Other degree","direct migration background","4.19","4","990","2.67","3.33","5","6","7","4.11","4.27","1","7","4","4"
"2005","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2005","Other degree","no migration background","4.18","4.33","110","2.33","3","5.33","6","7","3.91","4.45","1","7","3.66666674613953","4.66666650772095"
"2005","secondary school degree","direct migration background","4.09","4","241","2.67","3.33","5","5.67","6","3.93","4.25","1","7","4","4.33333349227905"
"2005","secondary school degree","indirect migration background","3.79","3.67","203","2.33","3","4.67","5.33","6.33","3.63","3.95","1","7","3.66666674613953","4"
"2005","secondary school degree","no migration background","4","4","5581","2.33","3","4.67","5.67","7","3.97","4.03","1","7","4","4"
"2006","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"2006","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"2006","college entrance qualification","no migration background","","","","","","","","","","","","","",""
"2006","lower secondary degree","direct migration background","","","","","","","","","","","","","",""
"2006","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"2006","lower secondary degree","no migration background","","","","","","","","","","","","","",""
"2006","no degree/no degree yet","direct migration background","","","","","","","","","","","","","",""
"2006","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"2006","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"2006","Other degree","direct migration background","","","","","","","","","","","","","",""
"2006","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2006","Other degree","no migration background","","","","","","","","","","","","","",""
"2006","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"2006","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"2006","secondary school degree","no migration background","","","","","","","","","","","","","",""
"2007","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"2007","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"2007","college entrance qualification","no migration background","","","","","","","","","","","","","",""
"2007","lower secondary degree","direct migration background","","","","","","","","","","","","","",""
"2007","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"2007","lower secondary degree","no migration background","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","direct migration background","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"2007","Other degree","direct migration background","","","","","","","","","","","","","",""
"2007","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2007","Other degree","no migration background","","","","","","","","","","","","","",""
"2007","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"2007","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"2007","secondary school degree","no migration background","","","","","","","","","","","","","",""
"2008","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"2008","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"2008","college entrance qualification","no migration background","","","","","","","","","","","","","",""
"2008","lower secondary degree","direct migration background","","","","","","","","","","","","","",""
"2008","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"2008","lower secondary degree","no migration background","","","","","","","","","","","","","",""
"2008","no degree/no degree yet","direct migration background","","","","","","","","","","","","","",""
"2008","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"2008","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"2008","Other degree","direct migration background","","","","","","","","","","","","","",""
"2008","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2008","Other degree","no migration background","","","","","","","","","","","","","",""
"2008","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"2008","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"2008","secondary school degree","no migration background","","","","","","","","","","","","","",""
"2009","college entrance qualification","direct migration background","3.74","3.88","224","2","2.67","4.33","5.33","7","3.57","3.91","1","7","3.66666674613953","4"
"2009","college entrance qualification","indirect migration background","3.62","3.67","182","2","2.67","4.33","5","6.33","3.44","3.8","1","7","3.66666674613953","4"
"2009","college entrance qualification","no migration background","3.72","3.67","4488","2.33","3","4.67","5.33","6.67","3.68","3.76","1","7","3.66666674613953","3.66666674613953"
"2009","lower secondary degree","direct migration background","3.94","4","411","2.33","3","4.67","5.67","6.67","3.82","4.06","1","7","3.66666674613953","4"
"2009","lower secondary degree","indirect migration background","3.74","3.67","207","2","3","4.67","5.33","6.67","3.58","3.9","1","7","3.33333325386047","4"
"2009","lower secondary degree","no migration background","3.95","4","5321","2.33","3","4.67","5.67","7","3.92","3.98","1","7","4","4"
"2009","no degree/no degree yet","direct migration background","4.33","4.33","113","3","3.67","5","6","7","4.1","4.56","1","7","4","4.66666650772095"
"2009","no degree/no degree yet","indirect migration background","3.68","4","56","1","2.67","4.67","5","6.67","3.29","4.07","1","6.67","3.33333325386047","4.66666650772095"
"2009","no degree/no degree yet","no migration background","3.87","3.67","317","2.33","3","4.67","5.67","6.67","3.73","4.01","1.33","7","3.33333325386047","4"
"2009","Other degree","direct migration background","3.98","4","683","2.33","3","4.67","5.67","7","3.89","4.07","1","7","4","4"
"2009","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2009","Other degree","no migration background","4.13","4.33","110","2.67","3.33","5","5.67","6.33","3.91","4.35","1.67","6.67","3.66666674613953","4.33333349227905"
"2009","secondary school degree","direct migration background","4.04","4","181","2.33","3.33","4.67","6","6.67","3.87","4.21","1.33","6.67","3.66666674613953","4"
"2009","secondary school degree","indirect migration background","3.71","3.67","174","2.33","2.67","4.33","5.33","6.33","3.54","3.88","1","6.67","3.33333325386047","4"
"2009","secondary school degree","no migration background","3.88","4","5061","2.33","3","4.67","5.67","7","3.85","3.91","1","7","3.66666674613953","4"
"2010","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"2010","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"2010","college entrance qualification","no migration background","","","","","","","","","","","","","",""
"2010","lower secondary degree","direct migration background","","","","","","","","","","","","","",""
"2010","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"2010","lower secondary degree","no migration background","","","","","","","","","","","","","",""
"2010","no degree/no degree yet","direct migration background","","","","","","","","","","","","","",""
"2010","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"2010","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"2010","Other degree","direct migration background","","","","","","","","","","","","","",""
"2010","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2010","Other degree","no migration background","","","","","","","","","","","","","",""
"2010","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"2010","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"2010","secondary school degree","no migration background","","","","","","","","","","","","","",""
"2011","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"2011","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"2011","college entrance qualification","no migration background","","","","","","","","","","","","","",""
"2011","lower secondary degree","direct migration background","","","","","","","","","","","","","",""
"2011","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"2011","lower secondary degree","no migration background","","","","","","","","","","","","","",""
"2011","no degree/no degree yet","direct migration background","","","","","","","","","","","","","",""
"2011","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"2011","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"2011","Other degree","direct migration background","","","","","","","","","","","","","",""
"2011","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2011","Other degree","no migration background","","","","","","","","","","","","","",""
"2011","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"2011","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"2011","secondary school degree","no migration background","","","","","","","","","","","","","",""
"2012","college entrance qualification","direct migration background","3.43","3.67","105","1.67","2.33","4.33","5","7","3.18","3.68","1","7","3.33333325386047","4"
"2012","college entrance qualification","indirect migration background","4.1","4","139","2.67","3.33","5","5.67","6.67","3.91","4.29","1.67","6.67","3.66666674613953","4.33333349227905"
"2012","college entrance qualification","no migration background","3.72","3.67","1904","2","3","4.33","5.33","6.67","3.67","3.77","1","7","3.66666674613953","3.66666674613953"
"2012","lower secondary degree","direct migration background","4.11","4.28","153","2.67","3","5","5.33","7","3.92","4.3","1","7","4","4.66666650772095"
"2012","lower secondary degree","indirect migration background","4.05","4","111","2.67","3","4.67","5.33","7","3.82","4.28","1","7","4","4.33333349227905"
"2012","lower secondary degree","no migration background","4.03","4","1145","2.33","3.33","5","5.67","7","3.96","4.1","1","7","4","4"
"2012","no degree/no degree yet","direct migration background","4.13","4","81","2.67","3","5.33","5.67","6.67","3.86","4.4","1","6.67","3.66666674613953","4.33333349227905"
"2012","no degree/no degree yet","indirect migration background","4.15","4","47","2.67","3.33","5","6","7","3.75","4.55","1.67","7","3.33333325386047","4.66666650772095"
"2012","no degree/no degree yet","no migration background","3.91","3.67","224","2.33","3","4.67","5.67","7","3.74","4.08","1.33","7","3.66666674613953","4"
"2012","Other degree","direct migration background","4.11","4","617","2.33","3.33","5","5.67","7","4.01","4.21","1","7","4","4.33333349227905"
"2012","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2012","Other degree","no migration background","4.6","4.67","43","3","3.67","6","6.33","7","4.17","5.03","1.67","7","4","5"
"2012","secondary school degree","direct migration background","3.96","3.88","110","2.33","3","4.67","6","6.33","3.73","4.19","1","6.67","3.66666674613953","4.33333349227905"
"2012","secondary school degree","indirect migration background","3.98","3.67","144","2.33","3","4.67","5.67","6.67","3.76","4.2","1.33","7","3.66666674613953","4"
"2012","secondary school degree","no migration background","3.93","4","2134","2.33","3","4.67","5.67","7","3.88","3.98","1","7","4","4"
"2013","college entrance qualification","direct migration background","3.47","3.33","218","2","2.67","4.33","5.33","6.33","3.31","3.63","1","6.67","3.33333325386047","4"
"2013","college entrance qualification","indirect migration background","3.33","3.33","229","1.67","2.33","4","4.67","6","3.17","3.49","1","6.67","3.33333325386047","3.66666674613953"
"2013","college entrance qualification","no migration background","3.59","3.45","4947","2","2.67","4.33","5.33","6.67","3.56","3.62","1","7","3.33333325386047","3.66666674613953"
"2013","lower secondary degree","direct migration background","3.97","4","304","2.33","3","4.67","5.33","7","3.83","4.11","1","7","3.66666674613953","4.33333349227905"
"2013","lower secondary degree","indirect migration background","3.81","3.67","179","2.33","3","4.67","5.67","6.33","3.64","3.98","1","7","3.66666674613953","4"
"2013","lower secondary degree","no migration background","3.87","4","5356","2.33","3","4.67","5.33","7","3.84","3.9","1","7","4","4"
"2013","no degree/no degree yet","direct migration background","4.1","4.33","96","2","3.33","5","6","7","3.83","4.37","1","7","4","4.66666650772095"
"2013","no degree/no degree yet","indirect migration background","4.08","4.33","63","2","3.67","5","5.33","6","3.77","4.39","1.33","7","4","4.33333349227905"
"2013","no degree/no degree yet","no migration background","3.91","3.67","329","2.33","3","4.67","5.67","7","3.77","4.05","1","7","3.66666674613953","4"
"2013","Other degree","direct migration background","3.94","4","847","2.33","3.33","4.67","5.67","6.67","3.86","4.02","1","7","4","4"
"2013","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2013","Other degree","no migration background","3.92","4","163","2.33","3","4.67","5.33","6.67","3.73","4.11","1","7","3.66666674613953","4"
"2013","secondary school degree","direct migration background","4.03","4","170","2.67","3","4.67","5.67","6.67","3.85","4.21","1","7","3.66666674613953","4.33333349227905"
"2013","secondary school degree","indirect migration background","3.8","3.67","167","2.33","3","4.33","5.67","7","3.63","3.97","1","7","3.33333325386047","4"
"2013","secondary school degree","no migration background","3.76","3.67","5302","2","3","4.67","5.33","6.67","3.73","3.79","1","7","3.66666674613953","3.66666674613953"
"2014","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"2014","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"2014","college entrance qualification","no migration background","","","","","","","","","","","","","",""
"2014","lower secondary degree","direct migration background","","","","","","","","","","","","","",""
"2014","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"2014","lower secondary degree","no migration background","","","","","","","","","","","","","",""
"2014","no degree/no degree yet","direct migration background","","","","","","","","","","","","","",""
"2014","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"2014","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"2014","Other degree","direct migration background","","","","","","","","","","","","","",""
"2014","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2014","Other degree","no migration background","","","","","","","","","","","","","",""
"2014","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"2014","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"2014","secondary school degree","no migration background","","","","","","","","","","","","","",""
"2015","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"2015","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"2015","college entrance qualification","no migration background","","","","","","","","","","","","","",""
"2015","lower secondary degree","direct migration background","","","","","","","","","","","","","",""
"2015","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"2015","lower secondary degree","no migration background","","","","","","","","","","","","","",""
"2015","no degree/no degree yet","direct migration background","","","","","","","","","","","","","",""
"2015","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"2015","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"2015","Other degree","direct migration background","","","","","","","","","","","","","",""
"2015","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2015","Other degree","no migration background","","","","","","","","","","","","","",""
"2015","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"2015","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"2015","secondary school degree","no migration background","","","","","","","","","","","","","",""
"2016","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"2016","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"2016","college entrance qualification","no migration background","","","","","","","","","","","","","",""
"2016","lower secondary degree","direct migration background","","","","","","","","","","","","","",""
"2016","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"2016","lower secondary degree","no migration background","","","","","","","","","","","","","",""
"2016","no degree/no degree yet","direct migration background","","","","","","","","","","","","","",""
"2016","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
