"year","education","hgtyp1hh","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","college entrance qualification","(Married) couple without C.","3.79","3.67","1737","2","3","4.67","5.33","6.67","3.73","3.85","1","7","3.66666674613953","4"
"2005","college entrance qualification","1-pers.-HH","3.76","3.67","786","2.33","3","4.67","5.33","6.67","3.67","3.85","1","7","3.66666674613953","3.66666674613953"
"2005","college entrance qualification","Couple + C. GT 16 ","3.79","3.67","899","2.33","3","4.67","5.33","6.33","3.71","3.87","1","7","3.66666674613953","3.66666674613953"
"2005","college entrance qualification","Couple + C. LE 16","3.72","3.67","1152","2","3","4.67","5.33","6.67","3.65","3.79","1","7","3.66666674613953","3.66666674613953"
"2005","college entrance qualification","Couple + C. LE and GT 16","3.85","3.67","331","2.33","3","5","5.33","6.33","3.73","3.97","1","6.67","3.33333325386047","3.66666674613953"
"2005","college entrance qualification","Single parent","4.1","4","188","2.33","3.33","5","6","7","3.92","4.28","1","7","4","4.33333349227905"
"2005","lower secondary degree","(Married) couple without C.","4.15","4.33","3006","2.67","3.33","5","5.67","7","4.11","4.19","1","7","4","4.33333349227905"
"2005","lower secondary degree","1-pers.-HH","3.99","4","1243","2.33","3","5","5.67","7","3.92","4.06","1","7","4","4"
"2005","lower secondary degree","Couple + C. GT 16 ","4.05","4","975","2.67","3.33","5","5.67","6.67","3.98","4.12","1","7","4","4"
"2005","lower secondary degree","Couple + C. LE 16","3.94","4","933","2.33","3","4.67","5.67","6.67","3.86","4.02","1","7","4","4"
"2005","lower secondary degree","Couple + C. LE and GT 16","4.02","4","390","2.33","3","5","6","7","3.89","4.15","1","7","4","4.33333349227905"
"2005","lower secondary degree","Single parent","4.13","4","349","2.33","3.33","5","5.67","7","4","4.26","1","7","4","4.33333349227905"
"2005","no degree/no degree yet","(Married) couple without C.","3.91","3.67","85","2.33","3","4.67","5.67","7","3.61","4.21","1.33","7","3.66666674613953","4.66666650772095"
"2005","no degree/no degree yet","1-pers.-HH","4.05","3.72","37","2","3","5.67","6","6.33","3.55","4.55","1","6.33","3.33333325386047","4.66666650772095"
"2005","no degree/no degree yet","Couple + C. GT 16 ","3.93","4","305","2.33","3","4.67","5.67","6.67","3.79","4.07","1","7","3.66666674613953","4"
"2005","no degree/no degree yet","Couple + C. LE 16","4.17","4","37","2","3","5","6.33","7","3.73","4.61","2","7","4","5"
"2005","no degree/no degree yet","Couple + C. LE and GT 16","3.88","4","284","2.33","3","4.67","5.33","6.67","3.73","4.03","1","7","3.66666674613953","4"
"2005","no degree/no degree yet","Single parent","3.67","3.33","118","2.33","2.67","4.33","5.5","6.33","3.46","3.88","1","7","3.33333325386047","4"
"2005","Other degree","(Married) couple without C.","4.2","4","346","2.33","3.33","5","6","7","4.06","4.34","1","7","4","4.33333349227905"
"2005","Other degree","1-pers.-HH","4.13","4.33","98","2.33","3","5","6","7","3.86","4.4","1.33","7","3.66666674613953","4.66666650772095"
"2005","Other degree","Couple + C. GT 16 ","4.06","4","220","2.67","3.67","5","5.33","6.33","3.9","4.22","1","7","4","4.33333349227905"
"2005","Other degree","Couple + C. LE 16","4.19","4","209","3","3.33","5","6","7","4.03","4.35","1","7","4","4.33333349227905"
"2005","Other degree","Couple + C. LE and GT 16","4","4","118","2.67","3.33","4.67","5.67","6.67","3.77","4.23","1","7","3.66666674613953","4"
"2005","Other degree","Single parent","4.61","4.9","62","3","3.67","5.33","6","7","4.31","4.91","2.33","7","4","5"
"2005","secondary school degree","(Married) couple without C.","4.07","4","1802","2.33","3.33","5","5.67","7","4.01","4.13","1","7","4","4"
"2005","secondary school degree","1-pers.-HH","3.93","4","770","2.33","3","4.67","5.67","7","3.84","4.02","1","7","4","4"
"2005","secondary school degree","Couple + C. GT 16 ","3.88","4","1113","2.33","3","4.67","5.33","6.67","3.81","3.95","1","7","4","4"
"2005","secondary school degree","Couple + C. LE 16","4","4","1363","2.33","3","4.67","5.67","6.67","3.94","4.06","1","7","4","4"
