"plh0111","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Very important","1990","Schleswig-Holstein","lower secondary degree","2","","",""
"Very important","1990","Schleswig-Holstein","secondary school degree","1","","",""
"Very important","1990","Schleswig-Holstein","college entrance qualification","1","","",""
"Very important","1990","Schleswig-Holstein","Other degree","","","",""
"Very important","1990","Schleswig-Holstein","no degree/no degree yet","1","","",""
"Very important","1990","Hamburg","lower secondary degree","1","","",""
"Very important","1990","Hamburg","secondary school degree","","","",""
"Very important","1990","Hamburg","college entrance qualification","","","",""
"Very important","1990","Hamburg","Other degree","","","",""
"Very important","1990","Hamburg","no degree/no degree yet","","","",""
"Very important","1990","Lower Saxony","lower secondary degree","8","","",""
"Very important","1990","Lower Saxony","secondary school degree","5","","",""
"Very important","1990","Lower Saxony","college entrance qualification","4","","",""
"Very important","1990","Lower Saxony","Other degree","1","","",""
"Very important","1990","Lower Saxony","no degree/no degree yet","1","","",""
"Very important","1990","Bremen","lower secondary degree","4","","",""
"Very important","1990","Bremen","secondary school degree","3","","",""
"Very important","1990","Bremen","college entrance qualification","2","","",""
"Very important","1990","Bremen","Other degree","","","",""
"Very important","1990","Bremen","no degree/no degree yet","","","",""
"Very important","1990","North Rhine-Westphalia","lower secondary degree","28","","",""
"Very important","1990","North Rhine-Westphalia","secondary school degree","7","","",""
"Very important","1990","North Rhine-Westphalia","college entrance qualification","25","","",""
"Very important","1990","North Rhine-Westphalia","Other degree","","","",""
"Very important","1990","North Rhine-Westphalia","no degree/no degree yet","1","","",""
"Very important","1990","Hesse","lower secondary degree","6","","",""
"Very important","1990","Hesse","secondary school degree","1","","",""
"Very important","1990","Hesse","college entrance qualification","10","","",""
"Very important","1990","Hesse","Other degree","","","",""
"Very important","1990","Hesse","no degree/no degree yet","1","","",""
"Very important","1990","Rhineland-Palatinate,Saarland","lower secondary degree","10","","",""
"Very important","1990","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Very important","1990","Rhineland-Palatinate,Saarland","college entrance qualification","3","","",""
"Very important","1990","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Very important","1990","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Very important","1990","Baden-Württemberg","lower secondary degree","11","","",""
"Very important","1990","Baden-Württemberg","secondary school degree","1","","",""
"Very important","1990","Baden-Württemberg","college entrance qualification","7","","",""
"Very important","1990","Baden-Württemberg","Other degree","","","",""
"Very important","1990","Baden-Württemberg","no degree/no degree yet","","","",""
"Very important","1990","Bavaria","lower secondary degree","10","","",""
"Very important","1990","Bavaria","secondary school degree","10","","",""
"Very important","1990","Bavaria","college entrance qualification","7","","",""
"Very important","1990","Bavaria","Other degree","","","",""
"Very important","1990","Bavaria","no degree/no degree yet","1","","",""
"Very important","1990","Berlin","lower secondary degree","2","","",""
"Very important","1990","Berlin","secondary school degree","1","","",""
"Very important","1990","Berlin","college entrance qualification","4","","",""
"Very important","1990","Berlin","Other degree","","","",""
"Very important","1990","Berlin","no degree/no degree yet","1","","",""
"Very important","1990","Brandenburg","lower secondary degree","","","",""
"Very important","1990","Brandenburg","secondary school degree","","","",""
"Very important","1990","Brandenburg","college entrance qualification","","","",""
"Very important","1990","Brandenburg","Other degree","","","",""
"Very important","1990","Brandenburg","no degree/no degree yet","","","",""
"Very important","1990","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Very important","1990","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Very important","1990","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Very important","1990","Mecklenburg-Western Pomerania","Other degree","","","",""
"Very important","1990","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Very important","1990","Saxony","lower secondary degree","","","",""
"Very important","1990","Saxony","secondary school degree","","","",""
"Very important","1990","Saxony","college entrance qualification","","","",""
"Very important","1990","Saxony","Other degree","","","",""
"Very important","1990","Saxony","no degree/no degree yet","","","",""
"Very important","1990","Saxony-Anhalt","lower secondary degree","","","",""
"Very important","1990","Saxony-Anhalt","secondary school degree","","","",""
"Very important","1990","Saxony-Anhalt","college entrance qualification","","","",""
"Very important","1990","Saxony-Anhalt","Other degree","","","",""
"Very important","1990","Saxony-Anhalt","no degree/no degree yet","","","",""
"Very important","1990","Thuringia","lower secondary degree","","","",""
"Very important","1990","Thuringia","secondary school degree","","","",""
"Very important","1990","Thuringia","college entrance qualification","","","",""
"Very important","1990","Thuringia","Other degree","","","",""
"Very important","1990","Thuringia","no degree/no degree yet","","","",""
"Important","1990","Schleswig-Holstein","lower secondary degree","23","","",""
"Important","1990","Schleswig-Holstein","secondary school degree","14","","",""
"Important","1990","Schleswig-Holstein","college entrance qualification","11","","",""
"Important","1990","Schleswig-Holstein","Other degree","","","",""
"Important","1990","Schleswig-Holstein","no degree/no degree yet","2","","",""
"Important","1990","Hamburg","lower secondary degree","14","","",""
"Important","1990","Hamburg","secondary school degree","12","","",""
"Important","1990","Hamburg","college entrance qualification","12","","",""
"Important","1990","Hamburg","Other degree","","","",""
"Important","1990","Hamburg","no degree/no degree yet","","","",""
"Important","1990","Lower Saxony","lower secondary degree","70","0.134502315357263","0.103623580024703","0.165381050689823"
"Important","1990","Lower Saxony","secondary school degree","50","0.239566058931266","0.181561809135815","0.297570308726717"
"Important","1990","Lower Saxony","college entrance qualification","50","0.369618856155002","0.286642362056582","0.452595350253423"
"Important","1990","Lower Saxony","Other degree","1","","",""
"Important","1990","Lower Saxony","no degree/no degree yet","3","","",""
"Important","1990","Bremen","lower secondary degree","8","","",""
"Important","1990","Bremen","secondary school degree","7","","",""
"Important","1990","Bremen","college entrance qualification","2","","",""
"Important","1990","Bremen","Other degree","","","",""
"Important","1990","Bremen","no degree/no degree yet","","","",""
"Important","1990","North Rhine-Westphalia","lower secondary degree","213","0.213857571138643","0.188961709328448","0.238753432948838"
"Important","1990","North Rhine-Westphalia","secondary school degree","119","0.297316419665079","0.253912131178549","0.34072070815161"
"Important","1990","North Rhine-Westphalia","college entrance qualification","138","0.409345604138663","0.358195596816175","0.460495611461152"
"Important","1990","North Rhine-Westphalia","Other degree","1","","",""
"Important","1990","North Rhine-Westphalia","no degree/no degree yet","14","","",""
"Important","1990","Hesse","lower secondary degree","58","0.171102182552611","0.13176030956006","0.210444055545162"
"Important","1990","Hesse","secondary school degree","44","0.292082645731574","0.221179793837116","0.362985497626031"
"Important","1990","Hesse","college entrance qualification","38","0.284249495573826","0.206412884562838","0.362086106584814"
"Important","1990","Hesse","Other degree","","","",""
"Important","1990","Hesse","no degree/no degree yet","3","","",""
"Important","1990","Rhineland-Palatinate,Saarland","lower secondary degree","49","0.11905508295537","0.0867476250821512","0.151362540828588"
"Important","1990","Rhineland-Palatinate,Saarland","secondary school degree","17","","",""
"Important","1990","Rhineland-Palatinate,Saarland","college entrance qualification","23","","",""
"Important","1990","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Important","1990","Rhineland-Palatinate,Saarland","no degree/no degree yet","2","","",""
"Important","1990","Baden-Württemberg","lower secondary degree","112","0.175189682469482","0.146969292740457","0.203410072198507"
"Important","1990","Baden-Württemberg","secondary school degree","64","0.245773833643475","0.192080763931828","0.299466903355121"
"Important","1990","Baden-Württemberg","college entrance qualification","58","0.343943032784253","0.271462704266536","0.416423361301971"
"Important","1990","Baden-Württemberg","Other degree","","","",""
"Important","1990","Baden-Württemberg","no degree/no degree yet","4","","",""
"Important","1990","Bavaria","lower secondary degree","102","0.143275042705073","0.118049241460014","0.168500843950132"
"Important","1990","Bavaria","secondary school degree","64","0.227993075539765","0.178676022249203","0.277310128830326"
"Important","1990","Bavaria","college entrance qualification","66","0.336296034224143","0.269470020438132","0.403122048010154"
"Important","1990","Bavaria","Other degree","4","","",""
"Important","1990","Bavaria","no degree/no degree yet","11","","",""
"Important","1990","Berlin","lower secondary degree","23","","",""
"Important","1990","Berlin","secondary school degree","15","","",""
"Important","1990","Berlin","college entrance qualification","18","","",""
"Important","1990","Berlin","Other degree","","","",""
"Important","1990","Berlin","no degree/no degree yet","1","","",""
"Important","1990","Brandenburg","lower secondary degree","","","",""
"Important","1990","Brandenburg","secondary school degree","","","",""
"Important","1990","Brandenburg","college entrance qualification","","","",""
"Important","1990","Brandenburg","Other degree","","","",""
"Important","1990","Brandenburg","no degree/no degree yet","","","",""
"Important","1990","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Important","1990","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Important","1990","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Important","1990","Mecklenburg-Western Pomerania","Other degree","","","",""
"Important","1990","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Important","1990","Saxony","lower secondary degree","","","",""
"Important","1990","Saxony","secondary school degree","","","",""
"Important","1990","Saxony","college entrance qualification","","","",""
"Important","1990","Saxony","Other degree","","","",""
"Important","1990","Saxony","no degree/no degree yet","","","",""
"Important","1990","Saxony-Anhalt","lower secondary degree","","","",""
"Important","1990","Saxony-Anhalt","secondary school degree","","","",""
"Important","1990","Saxony-Anhalt","college entrance qualification","","","",""
"Important","1990","Saxony-Anhalt","Other degree","","","",""
"Important","1990","Saxony-Anhalt","no degree/no degree yet","","","",""
"Important","1990","Thuringia","lower secondary degree","","","",""
"Important","1990","Thuringia","secondary school degree","","","",""
"Important","1990","Thuringia","college entrance qualification","","","",""
"Important","1990","Thuringia","Other degree","","","",""
"Important","1990","Thuringia","no degree/no degree yet","","","",""
