"plh0111","year","education","sex","n","percent","lower_confidence","upper_confidence"
"Very important","1990","lower secondary degree","Male","52","0.0269840465011739","0.0196711274585635","0.0342969655437843"
"Very important","1990","lower secondary degree","Female","30","0.0139166179455243","0.00900025507043224","0.0188329808206163"
"Very important","1990","secondary school degree","Male","18","","",""
"Very important","1990","secondary school degree","Female","11","","",""
"Very important","1990","college entrance qualification","Male","39","0.0515593022397408","0.0353390504526349","0.0677795540268468"
"Very important","1990","college entrance qualification","Female","24","","",""
"Very important","1990","Other degree","Male","","","",""
"Very important","1990","Other degree","Female","1","","",""
"Very important","1990","no degree/no degree yet","Male","3","","",""
"Very important","1990","no degree/no degree yet","Female","3","","",""
"Important","1990","lower secondary degree","Male","372","0.195229840117756","0.177340831284214","0.213118848951299"
"Important","1990","lower secondary degree","Female","300","0.144172240965989","0.129430313596904","0.158914168335074"
"Important","1990","secondary school degree","Male","187","0.299627080190658","0.264108723375315","0.335145437006"
"Important","1990","secondary school degree","Female","219","0.235577508028838","0.208420600588835","0.262734415468841"
"Important","1990","college entrance qualification","Male","257","0.373386499077273","0.337906944050736","0.40886605410381"
"Important","1990","college entrance qualification","Female","159","0.362693187435731","0.317408839100118","0.407977535771345"
"Important","1990","Other degree","Male","4","","",""
"Important","1990","Other degree","Female","2","","",""
"Important","1990","no degree/no degree yet","Male","20","","",""
"Important","1990","no degree/no degree yet","Female","20","","",""
"Less important","1990","lower secondary degree","Male","970","0.513281548522774","0.49072389205913","0.535839204986419"
"Less important","1990","lower secondary degree","Female","1011","0.438802436820413","0.417976110838077","0.459628762802749"
"Less important","1990","secondary school degree","Male","325","0.504999619660749","0.466234069329189","0.543765169992308"
"Less important","1990","secondary school degree","Female","508","0.534071188109968","0.502148016685709","0.565994359534228"
"Less important","1990","college entrance qualification","Male","337","0.462541789672193","0.425969948569792","0.499113630774594"
"Less important","1990","college entrance qualification","Female","199","0.459115861717029","0.41217863623847","0.506053087195588"
"Less important","1990","Other degree","Male","15","","",""
"Less important","1990","Other degree","Female","13","","",""
"Less important","1990","no degree/no degree yet","Male","47","0.545241577297992","0.442366139885996","0.648117014709988"
