"plh0111","year","age_gr","migback","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","16-34 y.","no migration background","554","0.23457193547701","0.217834293143734","0.251309577810285","2"
"Important","1990","16-34 y.","direct migration background","22","","","","2"
"Important","1990","16-34 y.","indirect migration background","6","","","","2"
"Important","1990","35-65 y.","indirect migration background","5","","","","2"
"Important","1990","66 and older","direct migration background","2","","","","2"
"Important","1990","35-65 y.","direct migration background","45","0.184073224896761","0.136506976023575","0.231639473769946","2"
"Important","1990","35-65 y.","no migration background","775","0.242046191848642","0.227222065502857","0.256870318194427","2"
"Important","1990","66 and older","no migration background","152","0.167683954534978","0.144027196722857","0.191340712347099","2"
"Important","1990","66 and older","indirect migration background","","","","","2"
"Less important","1990","16-34 y.","direct migration background","70","0.549167960870674","0.461940532930746","0.636395388810603","3"
"Less important","1990","35-65 y.","direct migration background","116","0.455126223760962","0.39400502210707","0.516247425414854","3"
"Less important","1990","16-34 y.","no migration background","1324","0.537499330430508","0.517804637521935","0.557194023339081","3"
"Less important","1990","35-65 y.","no migration background","1604","0.500705511541028","0.483400647837558","0.518010375244498","3"
"Less important","1990","16-34 y.","indirect migration background","14","","","","3"
"Less important","1990","66 and older","direct migration background","25","","","","3"
"Less important","1990","66 and older","indirect migration background","4","","","","3"
"Less important","1990","35-65 y.","indirect migration background","8","","","","3"
"Less important","1990","66 and older","no migration background","353","0.345376671619267","0.315266892098816","0.375486451139719","3"
"Quite unimportant","1990","16-34 y.","direct migration background","30","0.251855903592149","0.175759912315049","0.327951894869249","4"
"Quite unimportant","1990","16-34 y.","indirect migration background","12","","","","4"
"Quite unimportant","1990","35-65 y.","no migration background","730","0.226124361586973","0.211646384813468","0.240602338360477","4"
"Quite unimportant","1990","35-65 y.","direct migration background","88","0.336085710796007","0.278108271100313","0.3940631504917","4"
"Quite unimportant","1990","66 and older","direct migration background","32","0.517601468624139","0.393220772042354","0.641982165205924","4"
"Quite unimportant","1990","16-34 y.","no migration background","524","0.202515473671399","0.186641183839964","0.218389763502834","4"
"Quite unimportant","1990","35-65 y.","indirect migration background","5","","","","4"
"Quite unimportant","1990","66 and older","indirect migration background","1","","","","4"
"Quite unimportant","1990","66 and older","no migration background","439","0.473787540546907","0.442169298646589","0.505405782447224","4"
"Very important","1990","16-34 y.","no migration background","60","0.0254132604210834","0.0191967808732305","0.0316297399689363","1"
