"plh0111","year","sampreg","sex","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","West Germany","Male","852","0.251043793090077","0.2365092462156","0.265578339964554","2"
"Important","1990","East Germany","Male","","","","","2"
"Important","1990","West Germany","Female","709","0.193386108616624","0.180668675255004","0.206103541978244","2"
"Important","1990","East Germany","Female","","","","","2"
"Less important","1990","East Germany","Female","","","","","3"
"Less important","1990","West Germany","Male","1724","0.501077776061968","0.484318026066012","0.517837526057924","3"
"Less important","1990","West Germany","Female","1794","0.467160012130736","0.451094846026561","0.483225178234911","3"
"Less important","1990","East Germany","Male","","","","","3"
"Quite unimportant","1990","West Germany","Male","728","0.214308228084707","0.200553751576114","0.2280627045933","4"
"Quite unimportant","1990","West Germany","Female","1133","0.320312287706011","0.305287944568441","0.335336630843581","4"
"Quite unimportant","1990","East Germany","Male","","","","","4"
"Quite unimportant","1990","East Germany","Female","","","","","4"
"Very important","1990","West Germany","Male","115","0.033570202763248","0.0275326536207961","0.0396077519056999","1"
"Very important","1990","West Germany","Female","69","0.0191415915466293","0.0147294832176905","0.0235536998755682","1"
"Very important","1990","East Germany","Male","","","","","1"
"Very important","1990","East Germany","Female","","","","","1"
"Important","1991","West Germany","Male","","","","","2"
"Important","1991","West Germany","Female","","","","","2"
"Important","1991","East Germany","Male","","","","","2"
"Important","1991","East Germany","Female","","","","","2"
"Less important","1991","West Germany","Male","","","","","3"
"Less important","1991","East Germany","Female","","","","","3"
"Less important","1991","West Germany","Female","","","","","3"
"Less important","1991","East Germany","Male","","","","","3"
"Quite unimportant","1991","West Germany","Male","","","","","4"
"Quite unimportant","1991","West Germany","Female","","","","","4"
"Quite unimportant","1991","East Germany","Female","","","","","4"
"Quite unimportant","1991","East Germany","Male","","","","","4"
"Very important","1991","West Germany","Female","","","","","1"
"Very important","1991","West Germany","Male","","","","","1"
"Very important","1991","East Germany","Male","","","","","1"
"Very important","1991","East Germany","Female","","","","","1"
"Important","1992","West Germany","Male","543","0.161036067971869","0.148538769432567","0.173533366511171","2"
"Important","1992","West Germany","Female","522","0.145319923088115","0.133900839391234","0.156739006784996","2"
"Important","1992","East Germany","Male","249","0.133432754290573","0.118090311903286","0.14877519667786","2"
"Important","1992","East Germany","Female","246","0.110713544788524","0.0972354363781681","0.12419165319888","2"
"Less important","1992","East Germany","Female","1081","0.468748078838327","0.447312869184381","0.490183288492274","3"
