"plh0111","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"Very important","1990","no migration background","West Germany","172","0.0258605038751268","0.0220391375425525","0.029681870207701"
"Very important","1990","no migration background","East Germany","","","",""
"Very important","1990","direct migration background","West Germany","12","","",""
"Very important","1990","direct migration background","East Germany","","","",""
"Very important","1990","indirect migration background","West Germany","","","",""
"Very important","1990","indirect migration background","East Germany","","","",""
"Important","1990","no migration background","West Germany","1481","0.225539221219829","0.21547684946649","0.235601592973168"
"Important","1990","no migration background","East Germany","","","",""
"Important","1990","direct migration background","West Germany","69","0.155781593005928","0.121973362933784","0.189589823078071"
"Important","1990","direct migration background","East Germany","","","",""
"Important","1990","indirect migration background","West Germany","11","","",""
"Important","1990","indirect migration background","East Germany","","","",""
"Less important","1990","no migration background","West Germany","3281","0.483325788060381","0.471294337731054","0.495357238389708"
"Less important","1990","no migration background","East Germany","","","",""
"Less important","1990","direct migration background","West Germany","211","0.468385561076188","0.42186584132997","0.514905280822407"
"Less important","1990","direct migration background","East Germany","","","",""
"Less important","1990","indirect migration background","West Germany","26","","",""
"Less important","1990","indirect migration background","East Germany","","","",""
"Quite unimportant","1990","no migration background","West Germany","1693","0.265274486844663","0.254645303270736","0.275903670418591"
"Quite unimportant","1990","no migration background","East Germany","","","",""
"Quite unimportant","1990","direct migration background","West Germany","150","0.345828455124264","0.301486673041864","0.390170237206665"
"Quite unimportant","1990","direct migration background","East Germany","","","",""
"Quite unimportant","1990","indirect migration background","West Germany","18","","",""
"Quite unimportant","1990","indirect migration background","East Germany","","","",""
"Very important","1991","no migration background","West Germany","","","",""
"Very important","1991","no migration background","East Germany","","","",""
"Very important","1991","direct migration background","West Germany","","","",""
"Very important","1991","direct migration background","East Germany","","","",""
"Very important","1991","indirect migration background","West Germany","","","",""
"Very important","1991","indirect migration background","East Germany","","","",""
"Important","1991","no migration background","West Germany","","","",""
"Important","1991","no migration background","East Germany","","","",""
"Important","1991","direct migration background","West Germany","","","",""
"Important","1991","direct migration background","East Germany","","","",""
"Important","1991","indirect migration background","West Germany","","","",""
"Important","1991","indirect migration background","East Germany","","","",""
"Less important","1991","no migration background","West Germany","","","",""
"Less important","1991","no migration background","East Germany","","","",""
"Less important","1991","direct migration background","West Germany","","","",""
"Less important","1991","direct migration background","East Germany","","","",""
"Less important","1991","indirect migration background","West Germany","","","",""
"Less important","1991","indirect migration background","East Germany","","","",""
"Quite unimportant","1991","no migration background","West Germany","","","",""
"Quite unimportant","1991","no migration background","East Germany","","","",""
"Quite unimportant","1991","direct migration background","West Germany","","","",""
"Quite unimportant","1991","direct migration background","East Germany","","","",""
"Quite unimportant","1991","indirect migration background","West Germany","","","",""
"Quite unimportant","1991","indirect migration background","East Germany","","","",""
"Very important","1992","no migration background","West Germany","137","0.0214902062795842","0.0179608461007969","0.0250195664583715"
"Very important","1992","no migration background","East Germany","60","0.0156050523821685","0.0116715895565749","0.0195385152077622"
"Very important","1992","direct migration background","West Germany","11","","",""
"Very important","1992","direct migration background","East Germany","4","","",""
"Very important","1992","indirect migration background","West Germany","","","",""
"Very important","1992","indirect migration background","East Germany","1","","",""
"Important","1992","no migration background","West Germany","999","0.154603519189315","0.145804525497935","0.163402512880694"
"Important","1992","no migration background","East Germany","470","0.120071708330823","0.109755936391212","0.130387480270433"
