"plh0111","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"Very important","1990","16-34 y.","lower secondary degree","12","","",""
"Very important","1990","16-34 y.","secondary school degree","12","","",""
"Very important","1990","16-34 y.","college entrance qualification","29","","",""
"Very important","1990","16-34 y.","Other degree","1","","",""
"Very important","1990","16-34 y.","no degree/no degree yet","6","","",""
"Very important","1990","35-65 y.","lower secondary degree","59","0.0266026623519418","0.0200616609744525","0.0331436637294312"
"Very important","1990","35-65 y.","secondary school degree","15","","",""
"Very important","1990","35-65 y.","college entrance qualification","30","0.0636259012237654","0.041858018190989","0.0853937842565418"
"Very important","1990","35-65 y.","Other degree","","","",""
"Very important","1990","35-65 y.","no degree/no degree yet","","","",""
"Very important","1990","66 and older","lower secondary degree","11","","",""
"Very important","1990","66 and older","secondary school degree","2","","",""
"Very important","1990","66 and older","college entrance qualification","4","","",""
"Very important","1990","66 and older","Other degree","","","",""
"Very important","1990","66 and older","no degree/no degree yet","","","",""
"Important","1990","16-34 y.","lower secondary degree","152","0.157737991487362","0.135021476570022","0.180454506404702"
"Important","1990","16-34 y.","secondary school degree","178","0.226969227047729","0.197852241735397","0.256086212360061"
"Important","1990","16-34 y.","college entrance qualification","195","0.358026374270252","0.318668941113058","0.397383807427445"
"Important","1990","16-34 y.","Other degree","2","","",""
"Important","1990","16-34 y.","no degree/no degree yet","37","0.236559063209855","0.167860612751841","0.305257513667869"
"Important","1990","35-65 y.","lower secondary degree","425","0.186322427207329","0.170495545665271","0.202149308749388"
"Important","1990","35-65 y.","secondary school degree","192","0.307935065919394","0.271479761372516","0.344390370466272"
"Important","1990","35-65 y.","college entrance qualification","200","0.411469159971912","0.367582979632793","0.455355340311032"
"Important","1990","35-65 y.","Other degree","4","","",""
"Important","1990","35-65 y.","no degree/no degree yet","1","","",""
"Important","1990","66 and older","lower secondary degree","95","0.130494185542767","0.106434916495798","0.154553454589735"
"Important","1990","66 and older","secondary school degree","36","0.23500825077385","0.17050761765923","0.299508883888469"
"Important","1990","66 and older","college entrance qualification","21","","",""
"Important","1990","66 and older","Other degree","","","",""
"Important","1990","66 and older","no degree/no degree yet","2","","",""
"Less important","1990","16-34 y.","lower secondary degree","545","0.553912670441923","0.522932732822343","0.584892608061503"
"Less important","1990","16-34 y.","secondary school degree","438","0.554913003838861","0.520366871628443","0.589459136049279"
"Less important","1990","16-34 y.","college entrance qualification","289","0.503112211456331","0.462066077861877","0.544158345050784"
"Less important","1990","16-34 y.","Other degree","16","","",""
"Less important","1990","16-34 y.","no degree/no degree yet","77","0.550960817598092","0.470554180240629","0.631367454955555"
"Less important","1990","35-65 y.","lower secondary degree","1177","0.50466479270012","0.484341797472647","0.524987787927594"
"Less important","1990","35-65 y.","secondary school degree","322","0.528908481499768","0.48948993164252","0.568327031357016"
"Less important","1990","35-65 y.","college entrance qualification","200","0.413734695679295","0.369812646561332","0.457656744797259"
"Less important","1990","35-65 y.","Other degree","11","","",""
"Less important","1990","35-65 y.","no degree/no degree yet","7","","",""
"Less important","1990","66 and older","lower secondary degree","259","0.325481081320211","0.292014562032737","0.358947600607685"
"Less important","1990","66 and older","secondary school degree","73","0.411277965222997","0.336423637615759","0.486132292830234"
"Less important","1990","66 and older","college entrance qualification","47","0.461286430705178","0.360512439028132","0.562060422382224"
"Less important","1990","66 and older","Other degree","1","","",""
"Less important","1990","66 and older","no degree/no degree yet","1","","",""
"Quite unimportant","1990","16-34 y.","lower secondary degree","280","0.278201137597253","0.250273288279344","0.306128986915161"
"Quite unimportant","1990","16-34 y.","secondary school degree","167","0.199556511435222","0.171774555616856","0.227338467253587"
"Quite unimportant","1990","16-34 y.","college entrance qualification","57","0.0863135787405771","0.0632594448853249","0.109367712595829"
"Quite unimportant","1990","16-34 y.","Other degree","13","","",""
"Quite unimportant","1990","16-34 y.","no degree/no degree yet","27","","",""
"Quite unimportant","1990","35-65 y.","lower secondary degree","664","0.282410117740609","0.264111642965008","0.300708592516209"
"Quite unimportant","1990","35-65 y.","secondary school degree","87","0.140610589274488","0.113159363093632","0.168061815455344"
"Quite unimportant","1990","35-65 y.","college entrance qualification","53","0.111170243125027","0.083136693216393","0.139203793033662"
"Quite unimportant","1990","35-65 y.","Other degree","6","","",""
"Quite unimportant","1990","35-65 y.","no degree/no degree yet","9","","",""
"Quite unimportant","1990","66 and older","lower secondary degree","388","0.531898470149152","0.496258691032158","0.567538249266146"
"Quite unimportant","1990","66 and older","secondary school degree","55","0.341110524581326","0.268991824198647","0.413229224964004"
"Quite unimportant","1990","66 and older","college entrance qualification","22","","",""
"Quite unimportant","1990","66 and older","Other degree","1","","",""
"Quite unimportant","1990","66 and older","no degree/no degree yet","5","","",""
"Very important","1991","16-34 y.","lower secondary degree","","","",""
"Very important","1991","16-34 y.","secondary school degree","","","",""
"Very important","1991","16-34 y.","college entrance qualification","","","",""
"Very important","1991","16-34 y.","Other degree","","","",""
"Very important","1991","16-34 y.","no degree/no degree yet","","","",""
"Very important","1991","35-65 y.","lower secondary degree","","","",""
"Very important","1991","35-65 y.","secondary school degree","","","",""
"Very important","1991","35-65 y.","college entrance qualification","","","",""
"Very important","1991","35-65 y.","Other degree","","","",""
"Very important","1991","35-65 y.","no degree/no degree yet","","","",""
"Very important","1991","66 and older","lower secondary degree","","","",""
"Very important","1991","66 and older","secondary school degree","","","",""
"Very important","1991","66 and older","college entrance qualification","","","",""
"Very important","1991","66 and older","Other degree","","","",""
"Very important","1991","66 and older","no degree/no degree yet","","","",""
"Important","1991","16-34 y.","lower secondary degree","","","",""
"Important","1991","16-34 y.","secondary school degree","","","",""
"Important","1991","16-34 y.","college entrance qualification","","","",""
"Important","1991","16-34 y.","Other degree","","","",""
"Important","1991","16-34 y.","no degree/no degree yet","","","",""
"Important","1991","35-65 y.","lower secondary degree","","","",""
"Important","1991","35-65 y.","secondary school degree","","","",""
