"plh0111","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","16-34 y.","higher vocational","41","0.29415854838071","0.223108584074575","0.365208512686845","2"
"Important","1990","16-34 y.","middle vocational","282","0.202875510749218","0.181959357855683","0.223791663642752","2"
"Important","1990","16-34 y.","higher education","68","0.370978809056901","0.300989817535852","0.44096780057795","2"
"Important","1990","16-34 y.","general elemantary","103","0.229224010674012","0.192417608243126","0.266030413104898","2"
"Important","1990","16-34 y.","vocational + Abi","39","0.289476521997811","0.211516436922197","0.367436607073424","2"
"Important","1990","16-34 y.","inadequately","9","","","","2"
"Important","1990","16-34 y.","in school","28","","","","2"
"Important","1990","35-65 y.","in school","","","","","2"
"Important","1990","35-65 y.","inadequately","1","","","","2"
"Important","1990","35-65 y.","general elemantary","103","0.143911713276223","0.118724157424351","0.169099269128094","2"
"Important","1990","35-65 y.","middle vocational","463","0.236360463376995","0.217599868855085","0.255121057898906","2"
"Important","1990","35-65 y.","vocational + Abi","14","","","","2"
"Important","1990","35-65 y.","higher vocational","68","0.241444879702948","0.19049231870334","0.292397440702555","2"
"Important","1990","35-65 y.","higher education","174","0.428167919328536","0.380330416548753","0.476005422108319","2"
"Important","1990","66 and older","in school","","","","","2"
"Important","1990","66 and older","inadequately","1","","","","2"
"Important","1990","66 and older","general elemantary","34","0.0926786168723452","0.0635227044065933","0.121834529338097","2"
"Important","1990","66 and older","middle vocational","87","0.188716393460705","0.153929061566609","0.223503725354802","2"
"Important","1990","66 and older","vocational + Abi","3","","","","2"
"Important","1990","66 and older","higher vocational","13","","","","2"
"Important","1990","66 and older","higher education","16","","","","2"
"Less important","1990","35-65 y.","vocational + Abi","26","","","","3"
"Less important","1990","35-65 y.","higher vocational","148","0.534947230237761","0.475563149931607","0.594331310543914","3"
"Less important","1990","16-34 y.","general elemantary","237","0.466268556186234","0.422585935331052","0.509951177041416","3"
"Less important","1990","16-34 y.","middle vocational","799","0.563627453357962","0.537832859258209","0.589422047457715","3"
"Less important","1990","35-65 y.","higher education","173","0.421060361352404","0.373327661195108","0.4687930615097","3"
"Less important","1990","16-34 y.","inadequately","22","","","","3"
"Less important","1990","16-34 y.","vocational + Abi","74","0.579275096485732","0.494412179876218","0.664138013095247","3"
"Less important","1990","16-34 y.","higher vocational","94","0.571438963404836","0.494275659583183","0.648602267226488","3"
"Less important","1990","35-65 y.","middle vocational","1022","0.522292341352638","0.500235012977566","0.54434966972771","3"
"Less important","1990","16-34 y.","in school","63","0.602827669745067","0.511387330209823","0.694268009280311","3"
"Less important","1990","16-34 y.","higher education","89","0.508783449423863","0.436352274610393","0.581214624237333","3"
"Less important","1990","35-65 y.","in school","","","","","3"
"Less important","1990","35-65 y.","inadequately","6","","","","3"
"Less important","1990","35-65 y.","general elemantary","344","0.461526973614098","0.425753657689914","0.497300289538282","3"
"Less important","1990","66 and older","in school","","","","","3"
"Less important","1990","66 and older","inadequately","","","","","3"
"Less important","1990","66 and older","general elemantary","122","0.314998146653138","0.268293922151705","0.36170237115457","3"
"Less important","1990","66 and older","middle vocational","191","0.365751606618797","0.322931004920986","0.408572208316608","3"
"Less important","1990","66 and older","vocational + Abi","13","","","","3"
"Less important","1990","66 and older","higher vocational","26","","","","3"
"Less important","1990","66 and older","higher education","30","0.46004058312697","0.334968090271992","0.585113075981947","3"
"Quite unimportant","1990","66 and older","higher vocational","29","","","","4"
