"plh0111","year","bula_h","migback","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","Schleswig-Holstein","no migration background","45","0.182927189495859","0.134517247841363","0.231337131150355","2"
"Important","1990","Hamburg","no migration background","36","0.239019022990691","0.162712686799576","0.315325359181805","2"
"Important","1990","Hamburg","direct migration background","2","","","","2"
"Important","1990","Lower Saxony","direct migration background","6","","","","2"
"Important","1990","Schleswig-Holstein","direct migration background","4","","","","2"
"Important","1990","Hamburg","indirect migration background","","","","","2"
"Important","1990","Schleswig-Holstein","indirect migration background","1","","","","2"
"Important","1990","Bremen","direct migration background","","","","","2"
"Important","1990","Lower Saxony","no migration background","169","0.199727069785864","0.172040486659623","0.227413652912105","2"
"Important","1990","Lower Saxony","indirect migration background","1","","","","2"
"Important","1990","Bremen","indirect migration background","","","","","2"
"Important","1990","North Rhine-Westphalia","no migration background","468","0.272082404770461","0.251568883535916","0.292595926005005","2"
"Important","1990","Hesse","indirect migration background","1","","","","2"
"Important","1990","Rhineland-Palatinate,Saarland","no migration background","91","0.164280712585994","0.132999958788078","0.195561466383909","2"
"Important","1990","Rhineland-Palatinate,Saarland","indirect migration background","","","","","2"
"Important","1990","Saxony-Anhalt","indirect migration background","","","","","2"
"Important","1990","Bremen","no migration background","17","","","","2"
"Important","1990","North Rhine-Westphalia","direct migration background","20","","","","2"
"Important","1990","North Rhine-Westphalia","indirect migration background","4","","","","2"
"Important","1990","Hesse","no migration background","139","0.232482098191743","0.198766687816389","0.266197508567097","2"
"Important","1990","Hesse","direct migration background","5","","","","2"
"Important","1990","Thuringia","no migration background","","","","","2"
"Important","1990","Thuringia","direct migration background","","","","","2"
"Important","1990","Thuringia","indirect migration background","","","","","2"
"Important","1990","Rhineland-Palatinate,Saarland","direct migration background","2","","","","2"
"Important","1990","Baden-Württemberg","no migration background","223","0.223457085861136","0.198042207331031","0.248871964391241","2"
"Important","1990","Baden-Württemberg","direct migration background","16","","","","2"
"Important","1990","Bavaria","direct migration background","11","","","","2"
"Important","1990","Bavaria","indirect migration background","3","","","","2"
"Important","1990","Mecklenburg-Western Pomerania","indirect migration background","","","","","2"
"Important","1990","Saxony","no migration background","","","","","2"
"Important","1990","Saxony","direct migration background","","","","","2"
