"plh0111","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Very important","1990","16-34 y.","(0) in school","6","","",""
"Very important","1990","16-34 y.","(1a) inadequately completed","","","",""
"Very important","1990","16-34 y.","(1b) general elementary school","7","","",""
"Very important","1990","16-34 y.","(1c) basic vocational qualification","6","","",""
"Very important","1990","16-34 y.","(2b) intermediate general qualification","4","","",""
"Very important","1990","16-34 y.","(2a) intermediate vocational","8","","",""
"Very important","1990","16-34 y.","(2c_gen) general maturity certificate","18","","",""
"Very important","1990","16-34 y.","(2c_voc) vocational maturity certificate","5","","",""
"Very important","1990","16-34 y.","(3a) lower tertiary education","","","",""
"Very important","1990","16-34 y.","(3b) higher tertiary education","6","","",""
"Very important","1990","35-65 y.","(0) in school","","","",""
"Very important","1990","35-65 y.","(1a) inadequately completed","","","",""
"Very important","1990","35-65 y.","(1b) general elementary school","15","","",""
"Very important","1990","35-65 y.","(1c) basic vocational qualification","44","0.027884607819878","0.0199211314657001","0.0358480841740559"
"Very important","1990","35-65 y.","(2b) intermediate general qualification","","","",""
"Very important","1990","35-65 y.","(2a) intermediate vocational","13","","",""
"Very important","1990","35-65 y.","(2c_gen) general maturity certificate","1","","",""
"Very important","1990","35-65 y.","(2c_voc) vocational maturity certificate","7","","",""
"Very important","1990","35-65 y.","(3a) lower tertiary education","8","","",""
"Very important","1990","35-65 y.","(3b) higher tertiary education","16","","",""
"Very important","1990","66 and older","(0) in school","","","",""
"Very important","1990","66 and older","(1a) inadequately completed","","","",""
"Very important","1990","66 and older","(1b) general elementary school","2","","",""
"Very important","1990","66 and older","(1c) basic vocational qualification","9","","",""
"Very important","1990","66 and older","(2b) intermediate general qualification","","","",""
"Very important","1990","66 and older","(2a) intermediate vocational","2","","",""
"Very important","1990","66 and older","(2c_gen) general maturity certificate","","","",""
"Very important","1990","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Very important","1990","66 and older","(3a) lower tertiary education","1","","",""
"Very important","1990","66 and older","(3b) higher tertiary education","3","","",""
"Important","1990","16-34 y.","(0) in school","28","","",""
"Important","1990","16-34 y.","(1a) inadequately completed","9","","",""
"Important","1990","16-34 y.","(1b) general elementary school","44","0.152976957609001","0.112841384059804","0.193112531158198"
"Important","1990","16-34 y.","(1c) basic vocational qualification","109","0.154286735237892","0.127735229406133","0.18083824106965"
"Important","1990","16-34 y.","(2b) intermediate general qualification","60","0.316666873888252","0.25375161350153","0.379582134274974"
"Important","1990","16-34 y.","(2a) intermediate vocational","115","0.191060149185687","0.158926700350371","0.223193598021003"
"Important","1990","16-34 y.","(2c_gen) general maturity certificate","82","0.384043160336427","0.320911701368125","0.447174619304728"
"Important","1990","16-34 y.","(2c_voc) vocational maturity certificate","52","0.319906453775149","0.250798999625319","0.38901390792498"
