"plh0111","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","Lower Saxony","Not Employed","52","0.153502431249429","0.113758114397502","0.193246748101355","2"
"Important","1990","North Rhine-Westphalia","Not Employed","168","0.235125773569397","0.20471461803994","0.265536929098853","2"
"Important","1990","Bremen","Employed","6","","","","2"
"Important","1990","Lower Saxony","Employed","124","0.228240615007115","0.192373814014889","0.26410741599934","2"
"Important","1990","Hamburg","Employed","28","","","","2"
"Important","1990","Bremen","Not Employed","11","","","","2"
"Important","1990","Schleswig-Holstein","Not Employed","16","","","","2"
"Important","1990","North Rhine-Westphalia","Employed","324","0.290342985347374","0.264432764935498","0.316253205759249","2"
"Important","1990","Hesse","Not Employed","39","0.15861337036515","0.113238424757668","0.203988315972632","2"
"Important","1990","Schleswig-Holstein","Employed","34","0.217491318318626","0.153165533631685","0.281817103005567","2"
"Important","1990","Hamburg","Not Employed","10","","","","2"
"Important","1990","Rhineland-Palatinate,Saarland","Employed","63","0.194428578986238","0.151467877191372","0.237389280781104","2"
"Important","1990","Bavaria","Not Employed","76","0.166303779766962","0.130608160034445","0.201999399499478","2"
"Important","1990","Hesse","Employed","106","0.268199206619118","0.225728925808429","0.310669487429808","2"
"Important","1990","Rhineland-Palatinate,Saarland","Not Employed","30","0.118473394887025","0.0769781569399625","0.159968632834088","2"
"Important","1990","Baden-Württemberg","Not Employed","62","0.168037175143443","0.130041753570214","0.206032596716672","2"
"Important","1990","Baden-Württemberg","Employed","178","0.238043764471968","0.208270240765981","0.267817288177955","2"
"Important","1990","Bavaria","Employed","175","0.211260143291326","0.183898592267615","0.238621694315036","2"
"Important","1990","Berlin","Not Employed","17","","","","2"
"Important","1990","Brandenburg","Employed","","","","","2"
"Important","1990","Berlin","Employed","42","0.249711078645207","0.182850777986638","0.316571379303776","2"
"Important","1990","Brandenburg","Not Employed","","","","","2"
"Important","1990","Saxony","Not Employed","","","","","2"
"Important","1990","Mecklenburg-Western Pomerania","Employed","","","","","2"
"Important","1990","Mecklenburg-Western Pomerania","Not Employed","","","","","2"
"Important","1990","Saxony","Employed","","","","","2"
"Important","1990","Saxony-Anhalt","Not Employed","","","","","2"
"Important","1990","Thuringia","Employed","","","","","2"
"Important","1990","Thuringia","Not Employed","","","","","2"
"Important","1990","Saxony-Anhalt","Employed","","","","","2"
"Less important","1990","Bremen","Employed","19","","","","3"
"Less important","1990","Lower Saxony","Not Employed","143","0.440024273866437","0.385294019326252","0.494754528406622","3"
"Less important","1990","Hamburg","Not Employed","25","","","","3"
"Less important","1990","Bremen","Not Employed","15","","","","3"
