"plh0111","year","e11102","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Very important","1990","Not Employed","(0) in school","4","","",""
"Very important","1990","Not Employed","(1a) inadequately completed","","","",""
"Very important","1990","Not Employed","(1b) general elementary school","15","","",""
"Very important","1990","Not Employed","(1c) basic vocational qualification","26","","",""
"Very important","1990","Not Employed","(2b) intermediate general qualification","3","","",""
"Very important","1990","Not Employed","(2a) intermediate vocational","7","","",""
"Very important","1990","Not Employed","(2c_gen) general maturity certificate","9","","",""
"Very important","1990","Not Employed","(2c_voc) vocational maturity certificate","6","","",""
"Very important","1990","Not Employed","(3a) lower tertiary education","2","","",""
"Very important","1990","Not Employed","(3b) higher tertiary education","6","","",""
"Very important","1990","Employed","(0) in school","2","","",""
"Very important","1990","Employed","(1a) inadequately completed","","","",""
"Very important","1990","Employed","(1b) general elementary school","9","","",""
"Very important","1990","Employed","(1c) basic vocational qualification","33","0.0185549913687731","0.0123312350287687","0.0247787477087775"
"Very important","1990","Employed","(2b) intermediate general qualification","1","","",""
"Very important","1990","Employed","(2a) intermediate vocational","16","","",""
"Very important","1990","Employed","(2c_gen) general maturity certificate","10","","",""
"Very important","1990","Employed","(2c_voc) vocational maturity certificate","6","","",""
"Very important","1990","Employed","(3a) lower tertiary education","7","","",""
"Very important","1990","Employed","(3b) higher tertiary education","19","","",""
"Important","1990","Not Employed","(0) in school","27","","",""
"Important","1990","Not Employed","(1a) inadequately completed","6","","",""
"Important","1990","Not Employed","(1b) general elementary school","77","0.108276605231523","0.0862141926866682","0.130339017776378"
"Important","1990","Not Employed","(1c) basic vocational qualification","157","0.169649810520832","0.145732636864796","0.193566984176868"
"Important","1990","Not Employed","(2b) intermediate general qualification","34","0.332959525745806","0.239174383963801","0.426744667527811"
"Important","1990","Not Employed","(2a) intermediate vocational","76","0.240846995242556","0.193850031080996","0.287843959404116"
"Important","1990","Not Employed","(2c_gen) general maturity certificate","36","0.315722275759433","0.228061557104458","0.403382994414407"
"Important","1990","Not Employed","(2c_voc) vocational maturity certificate","19","","",""
"Important","1990","Not Employed","(3a) lower tertiary education","12","","",""
"Important","1990","Not Employed","(3b) higher tertiary education","31","0.394871862622748","0.287079916435405","0.502663808810091"
"Important","1990","Employed","(0) in school","1","","",""
"Important","1990","Employed","(1a) inadequately completed","6","","",""
"Important","1990","Employed","(1b) general elementary school","86","0.145852546310423","0.117396288713537","0.17430880390731"
"Important","1990","Employed","(1c) basic vocational qualification","356","0.201500318260713","0.183000627879142","0.220000008642284"
"Important","1990","Employed","(2b) intermediate general qualification","45","0.253002313539731","0.192902664352386","0.313101962727077"
"Important","1990","Employed","(2a) intermediate vocational","231","0.255660131135067","0.227270379578041","0.284049882692093"
"Important","1990","Employed","(2c_gen) general maturity certificate","55","0.417269535140478","0.336448897412658","0.498090172868298"
