"plh0111","year","bula_h","sex","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","Lower Saxony","Male","101","0.231805179886487","0.191058076762694","0.27255228301028","2"
"Important","1990","North Rhine-Westphalia","Male","268","0.304152417463157","0.274278539656814","0.3340262952695","2"
"Important","1990","Bremen","Female","10","","","","2"
"Important","1990","Lower Saxony","Female","75","0.163370496309836","0.128426926881912","0.198314065737759","2"
"Important","1990","Hamburg","Female","17","","","","2"
"Important","1990","Bremen","Male","7","","","","2"
"Important","1990","Schleswig-Holstein","Male","26","","","","2"
"Important","1990","North Rhine-Westphalia","Female","224","0.235887040008582","0.20976868064016","0.262005399377004","2"
"Important","1990","Hesse","Male","81","0.253769784763201","0.206531332306332","0.301008237220071","2"
"Important","1990","Schleswig-Holstein","Female","24","","","","2"
"Important","1990","Hamburg","Male","21","","","","2"
"Important","1990","Rhineland-Palatinate,Saarland","Female","41","0.134528025042722","0.0956561828038488","0.173399867281595","2"
"Important","1990","Bavaria","Male","146","0.229039904299339","0.196069268437547","0.262010540161131","2"
"Important","1990","Hesse","Female","64","0.188459271958461","0.146950984455281","0.229967559461641","2"
"Important","1990","Rhineland-Palatinate,Saarland","Male","52","0.193296942449648","0.145572643170308","0.241021241728988","2"
"Important","1990","Baden-Württemberg","Male","126","0.239987561181794","0.204456652393287","0.2755184699703","2"
"Important","1990","Baden-Württemberg","Female","114","0.188989642552751","0.157741684922344","0.220237600183159","2"
"Important","1990","Bavaria","Female","105","0.162507162992405","0.134124538755571","0.190889787229239","2"
"Important","1990","Berlin","Male","24","","","","2"
"Important","1990","Brandenburg","Female","","","","","2"
"Important","1990","Berlin","Female","35","0.26803611638021","0.190696092256358","0.345376140504063","2"
"Important","1990","Brandenburg","Male","","","","","2"
"Important","1990","Saxony","Male","","","","","2"
"Important","1990","Mecklenburg-Western Pomerania","Female","","","","","2"
"Important","1990","Mecklenburg-Western Pomerania","Male","","","","","2"
"Important","1990","Saxony","Female","","","","","2"
"Important","1990","Saxony-Anhalt","Male","","","","","2"
"Important","1990","Thuringia","Female","","","","","2"
"Important","1990","Thuringia","Male","","","","","2"
"Important","1990","Saxony-Anhalt","Female","","","","","2"
"Less important","1990","Bremen","Female","17","","","","3"
"Less important","1990","Lower Saxony","Male","217","0.538009739399478","0.489869198916684","0.586150279882272","3"
"Less important","1990","Hamburg","Male","32","0.545120127640389","0.420158221068279","0.670082034212499","3"
"Less important","1990","Bremen","Male","17","","","","3"
"Less important","1990","Schleswig-Holstein","Female","66","0.488225394997974","0.402299124266314","0.574151665729633","3"
"Less important","1990","Hamburg","Female","38","0.6046414056843","0.486685237141924","0.722597574226676","3"
"Less important","1990","North Rhine-Westphalia","Male","441","0.481044756720179","0.448599844964697","0.51348966847566","3"
"Less important","1990","North Rhine-Westphalia","Female","480","0.454892276522264","0.424257796075824","0.485526756968704","3"
"Less important","1990","Schleswig-Holstein","Male","66","0.546623609180309","0.458286777470172","0.634960440890447","3"
"Less important","1990","Lower Saxony","Female","219","0.499208311279164","0.451949442357407","0.546467180200921","3"
"Less important","1990","Hesse","Male","159","0.479802913198712","0.42557102955382","0.534034796843603","3"
"Less important","1990","Hesse","Female","164","0.439630486391956","0.386949723924444","0.492311248859467","3"
"Less important","1990","Rhineland-Palatinate,Saarland","Male","136","0.515647503203562","0.455248823136508","0.576046183270616","3"
"Less important","1990","Rhineland-Palatinate,Saarland","Female","134","0.441124467848157","0.384560436091886","0.497688499604428","3"
"Less important","1990","Baden-Württemberg","Male","283","0.503759965799036","0.462163223091466","0.545356708506607","3"
"Less important","1990","Baden-Württemberg","Female","291","0.468414248164907","0.428586005053643","0.508242491276171","3"
"Less important","1990","Bavaria","Male","314","0.497310266350267","0.45808015720004","0.536540375500494","3"
"Less important","1990","Bavaria","Female","326","0.479983690115259","0.441546868752448","0.51842051147807","3"
"Less important","1990","Berlin","Male","59","0.508977559076072","0.414693949449248","0.603261168702896","3"
"Less important","1990","Berlin","Female","59","0.468235926263165","0.381108540923747","0.555363311602583","3"
"Less important","1990","Brandenburg","Male","","","","","3"
"Less important","1990","Mecklenburg-Western Pomerania","Female","","","","","3"
"Less important","1990","Mecklenburg-Western Pomerania","Male","","","","","3"
"Less important","1990","Brandenburg","Female","","","","","3"
"Less important","1990","Saxony","Male","","","","","3"
"Less important","1990","Saxony","Female","","","","","3"
"Less important","1990","Saxony-Anhalt","Male","","","","","3"
"Less important","1990","Saxony-Anhalt","Female","","","","","3"
"Less important","1990","Thuringia","Male","","","","","3"
"Less important","1990","Thuringia","Female","","","","","3"
"Quite unimportant","1990","Schleswig-Holstein","Male","26","","","","4"
"Quite unimportant","1990","Schleswig-Holstein","Female","39","0.329177259547776","0.248398865304304","0.409955653791248","4"
"Quite unimportant","1990","Hamburg","Female","11","","","","4"
"Quite unimportant","1990","Lower Saxony","Male","81","0.191739356478708","0.153726471469707","0.229752241487709","4"
"Quite unimportant","1990","Hamburg","Male","7","","","","4"
"Quite unimportant","1990","Lower Saxony","Female","130","0.328207838302207","0.283825947173536","0.372589729430879","4"
"Quite unimportant","1990","North Rhine-Westphalia","Male","165","0.173826384232179","0.149218038965901","0.198434729498458","4"
"Quite unimportant","1990","Bremen","Male","7","","","","4"
"Quite unimportant","1990","Bremen","Female","19","","","","4"
"Quite unimportant","1990","North Rhine-Westphalia","Female","286","0.282052933480196","0.254369076747804","0.309736790212587","4"
"Quite unimportant","1990","Berlin","Female","28","","","","4"
"Quite unimportant","1990","Brandenburg","Male","","","","","4"
"Quite unimportant","1990","Berlin","Male","21","","","","4"
"Quite unimportant","1990","Rhineland-Palatinate,Saarland","Male","67","0.262267843505494","0.209106971462327","0.315428715548662","4"
"Quite unimportant","1990","Brandenburg","Female","","","","","4"
"Quite unimportant","1990","Hesse","Male","73","0.228145021441851","0.182592476643055","0.273697566240647","4"
"Quite unimportant","1990","Hesse","Female","108","0.359962077411355","0.309017011346796","0.410907143475914","4"
"Quite unimportant","1990","Rhineland-Palatinate,Saarland","Female","115","0.409545976615084","0.353525524369112","0.465566428861056","4"
"Quite unimportant","1990","Baden-Württemberg","Male","135","0.243301466852326","0.207604163558272","0.278998770146379","4"
"Quite unimportant","1990","Baden-Württemberg","Female","190","0.327603043853971","0.290142311074845","0.365063776633097","4"
"Quite unimportant","1990","Bavaria","Male","146","0.245392531982421","0.211629066479222","0.279155997485621","4"
"Quite unimportant","1990","Bavaria","Female","207","0.336590679315638","0.300235392950832","0.372945965680445","4"
"Quite unimportant","1990","Mecklenburg-Western Pomerania","Male","","","","","4"
"Quite unimportant","1990","Mecklenburg-Western Pomerania","Female","","","","","4"
"Quite unimportant","1990","Saxony","Male","","","","","4"
"Quite unimportant","1990","Saxony","Female","","","","","4"
"Quite unimportant","1990","Saxony-Anhalt","Male","","","","","4"
"Quite unimportant","1990","Saxony-Anhalt","Female","","","","","4"
"Quite unimportant","1990","Thuringia","Male","","","","","4"
"Quite unimportant","1990","Thuringia","Female","","","","","4"
"Very important","1990","Schleswig-Holstein","Male","4","","","","1"
"Very important","1990","Schleswig-Holstein","Female","1","","","","1"
"Very important","1990","Hamburg","Male","1","","","","1"
"Very important","1990","Hamburg","Female","","","","","1"
"Very important","1990","Lower Saxony","Male","13","","","","1"
"Very important","1990","Lower Saxony","Female","6","","","","1"
"Very important","1990","Bremen","Male","6","","","","1"
"Very important","1990","Bremen","Female","3","","","","1"
"Very important","1990","North Rhine-Westphalia","Male","37","0.0409764415844851","0.0281037115586472","0.053849171610323","1"
"Very important","1990","North Rhine-Westphalia","Female","25","","","","1"
"Very important","1990","Hesse","Male","13","","","","1"
"Very important","1990","Hesse","Female","5","","","","1"
"Very important","1990","Rhineland-Palatinate,Saarland","Male","8","","","","1"
"Very important","1990","Rhineland-Palatinate,Saarland","Female","6","","","","1"
"Very important","1990","Baden-Württemberg","Male","11","","","","1"
"Very important","1990","Baden-Württemberg","Female","8","","","","1"
"Very important","1990","Bavaria","Male","18","","","","1"
"Very important","1990","Bavaria","Female","11","","","","1"
"Very important","1990","Berlin","Male","4","","","","1"
"Very important","1990","Berlin","Female","4","","","","1"
"Very important","1990","Brandenburg","Male","","","","","1"
"Very important","1990","Brandenburg","Female","","","","","1"
"Very important","1990","Mecklenburg-Western Pomerania","Male","","","","","1"
"Very important","1990","Mecklenburg-Western Pomerania","Female","","","","","1"
"Very important","1990","Saxony","Male","","","","","1"
"Very important","1990","Saxony","Female","","","","","1"
"Very important","1990","Saxony-Anhalt","Male","","","","","1"
"Very important","1990","Saxony-Anhalt","Female","","","","","1"
"Very important","1990","Thuringia","Male","","","","","1"
"Very important","1990","Thuringia","Female","","","","","1"
"Important","1991","Bremen","Male","","","","","2"
"Important","1991","Hamburg","Female","","","","","2"
"Important","1991","Schleswig-Holstein","Male","","","","","2"
"Important","1991","Bremen","Female","","","","","2"
"Important","1991","Lower Saxony","Male","","","","","2"
"Important","1991","Lower Saxony","Female","","","","","2"
"Important","1991","North Rhine-Westphalia","Male","","","","","2"
"Important","1991","Hamburg","Male","","","","","2"
"Important","1991","North Rhine-Westphalia","Female","","","","","2"
"Important","1991","Schleswig-Holstein","Female","","","","","2"
"Important","1991","Bavaria","Male","","","","","2"
"Important","1991","Hesse","Male","","","","","2"
"Important","1991","Rhineland-Palatinate,Saarland","Male","","","","","2"
"Important","1991","Rhineland-Palatinate,Saarland","Female","","","","","2"
"Important","1991","Baden-Württemberg","Female","","","","","2"
"Important","1991","Hesse","Female","","","","","2"
"Important","1991","Baden-Württemberg","Male","","","","","2"
"Important","1991","Berlin","Male","","","","","2"
"Important","1991","Bavaria","Female","","","","","2"
"Important","1991","Brandenburg","Female","","","","","2"
"Important","1991","Brandenburg","Male","","","","","2"
"Important","1991","Berlin","Female","","","","","2"
"Important","1991","Mecklenburg-Western Pomerania","Female","","","","","2"
"Important","1991","Saxony","Male","","","","","2"
"Important","1991","Mecklenburg-Western Pomerania","Male","","","","","2"
"Important","1991","Saxony","Female","","","","","2"
"Important","1991","Saxony-Anhalt","Male","","","","","2"
"Important","1991","Thuringia","Male","","","","","2"
"Important","1991","Thuringia","Female","","","","","2"
"Important","1991","Saxony-Anhalt","Female","","","","","2"
"Less important","1991","Hamburg","Male","","","","","3"
"Less important","1991","Schleswig-Holstein","Female","","","","","3"
"Less important","1991","Hamburg","Female","","","","","3"
"Less important","1991","Schleswig-Holstein","Male","","","","","3"
"Less important","1991","Lower Saxony","Female","","","","","3"
"Less important","1991","Bremen","Male","","","","","3"
"Less important","1991","Bremen","Female","","","","","3"
"Less important","1991","Lower Saxony","Male","","","","","3"
"Less important","1991","North Rhine-Westphalia","Male","","","","","3"
"Less important","1991","North Rhine-Westphalia","Female","","","","","3"
"Less important","1991","Hesse","Male","","","","","3"
"Less important","1991","Hesse","Female","","","","","3"
"Less important","1991","Rhineland-Palatinate,Saarland","Male","","","","","3"
"Less important","1991","Baden-Württemberg","Female","","","","","3"
"Less important","1991","Rhineland-Palatinate,Saarland","Female","","","","","3"
"Less important","1991","Baden-Württemberg","Male","","","","","3"
"Less important","1991","Bavaria","Male","","","","","3"
"Less important","1991","Bavaria","Female","","","","","3"
"Less important","1991","Berlin","Male","","","","","3"
"Less important","1991","Berlin","Female","","","","","3"
"Less important","1991","Brandenburg","Male","","","","","3"
"Less important","1991","Mecklenburg-Western Pomerania","Male","","","","","3"
"Less important","1991","Mecklenburg-Western Pomerania","Female","","","","","3"
"Less important","1991","Brandenburg","Female","","","","","3"
"Less important","1991","Saxony","Male","","","","","3"
"Less important","1991","Saxony","Female","","","","","3"
"Less important","1991","Saxony-Anhalt","Male","","","","","3"
"Less important","1991","Saxony-Anhalt","Female","","","","","3"
"Less important","1991","Thuringia","Male","","","","","3"
"Less important","1991","Thuringia","Female","","","","","3"
"Quite unimportant","1991","Schleswig-Holstein","Male","","","","","4"
"Quite unimportant","1991","Schleswig-Holstein","Female","","","","","4"
"Quite unimportant","1991","Lower Saxony","Male","","","","","4"
"Quite unimportant","1991","Hamburg","Male","","","","","4"
"Quite unimportant","1991","Hamburg","Female","","","","","4"
"Quite unimportant","1991","Lower Saxony","Female","","","","","4"
"Quite unimportant","1991","Bremen","Female","","","","","4"
"Quite unimportant","1991","North Rhine-Westphalia","Male","","","","","4"
"Quite unimportant","1991","Bremen","Male","","","","","4"
"Quite unimportant","1991","North Rhine-Westphalia","Female","","","","","4"
"Quite unimportant","1991","Brandenburg","Male","","","","","4"
"Quite unimportant","1991","Berlin","Male","","","","","4"
"Quite unimportant","1991","Berlin","Female","","","","","4"
"Quite unimportant","1991","Brandenburg","Female","","","","","4"
"Quite unimportant","1991","Rhineland-Palatinate,Saarland","Male","","","","","4"
"Quite unimportant","1991","Rhineland-Palatinate,Saarland","Female","","","","","4"
"Quite unimportant","1991","Hesse","Female","","","","","4"
"Quite unimportant","1991","Hesse","Male","","","","","4"
"Quite unimportant","1991","Baden-Württemberg","Male","","","","","4"
"Quite unimportant","1991","Baden-Württemberg","Female","","","","","4"
