"plh0111","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","Not Employed","West Germany","481","0.184486909306169","0.169574658572736","0.199399160039601","2"
"Important","1990","Employed","West Germany","1080","0.245116109087295","0.232582827268581","0.257649390906008","2"
"Important","1990","Not Employed","East Germany","","","","","2"
"Important","1990","Employed","East Germany","","","","","2"
"Less important","1990","Employed","East Germany","","","","","3"
"Less important","1990","Not Employed","West Germany","1125","0.416986975973643","0.398031035995557","0.435942915951729","3"
"Less important","1990","Not Employed","East Germany","","","","","3"
"Less important","1990","Employed","West Germany","2393","0.527809305625226","0.513263558516427","0.542355052734025","3"
"Quite unimportant","1990","Not Employed","West Germany","914","0.368889107033197","0.350339030536676","0.387439183529719","4"
"Quite unimportant","1990","Not Employed","East Germany","","","","","4"
"Quite unimportant","1990","Employed","West Germany","947","0.203542946292181","0.191811595831877","0.215274296752485","4"
"Quite unimportant","1990","Employed","East Germany","","","","","4"
"Very important","1990","Not Employed","West Germany","79","0.0296370076869912","0.0231172832501561","0.0361567321238264","1"
"Very important","1990","Not Employed","East Germany","","","","","1"
"Very important","1990","Employed","West Germany","105","0.0235316389952981","0.0191149789154779","0.0279482990751183","1"
"Very important","1990","Employed","East Germany","","","","","1"
"Important","1991","Not Employed","West Germany","","","","","2"
"Important","1991","Not Employed","East Germany","","","","","2"
"Important","1991","Employed","West Germany","","","","","2"
"Important","1991","Employed","East Germany","","","","","2"
"Less important","1991","Not Employed","West Germany","","","","","3"
"Less important","1991","Employed","East Germany","","","","","3"
"Less important","1991","Not Employed","East Germany","","","","","3"
"Less important","1991","Employed","West Germany","","","","","3"
"Quite unimportant","1991","Not Employed","West Germany","","","","","4"
"Quite unimportant","1991","Not Employed","East Germany","","","","","4"
"Quite unimportant","1991","Employed","East Germany","","","","","4"
"Quite unimportant","1991","Employed","West Germany","","","","","4"
"Very important","1991","Not Employed","East Germany","","","","","1"
"Very important","1991","Not Employed","West Germany","","","","","1"
"Very important","1991","Employed","West Germany","","","","","1"
"Very important","1991","Employed","East Germany","","","","","1"
"Important","1992","Not Employed","West Germany","350","0.143074404454833","0.129285250558745","0.156863558350921","2"
"Important","1992","Not Employed","East Germany","110","0.0974037725975111","0.079287241255844","0.115520303939178","2"
"Important","1992","Employed","West Germany","715","0.15919802689692","0.148514457021469","0.169881596772371","2"
"Important","1992","Employed","East Germany","385","0.133128401602555","0.120848718145763","0.145408085059347","2"
"Less important","1992","Employed","East Germany","1645","0.543545821768031","0.525540905747143","0.56155073778892","3"
"Less important","1992","Not Employed","West Germany","1025","0.393567410650125","0.374328258975604","0.412806562324647","3"
"Less important","1992","Not Employed","East Germany","422","0.371383681883452","0.341861759256326","0.400905604510578","3"
"Less important","1992","Employed","West Germany","2370","0.528738281338297","0.514161818416127","0.543314744260468","3"
"Quite unimportant","1992","Not Employed","West Germany","1044","0.440408536152179","0.420858458251511","0.459958614052848","4"
"Quite unimportant","1992","Not Employed","East Germany","476","0.510728285413387","0.480185375321756","0.541271195505018","4"
"Quite unimportant","1992","Employed","West Germany","1330","0.290572064060436","0.277313949551813","0.303830178569059","4"
"Quite unimportant","1992","Employed","East Germany","866","0.309511946657793","0.292801378402741","0.326222514912845","4"
"Very important","1992","Not Employed","East Germany","21","","","","1"
"Very important","1992","Not Employed","West Germany","58","0.022949648742862","0.0170526425789222","0.0288466549068018","1"
"Very important","1992","Employed","West Germany","90","0.0214916277043461","0.0172569767329961","0.0257262786756962","1"
"Very important","1992","Employed","East Germany","44","0.0138138299716204","0.00959481629900625","0.0180328436442346","1"
"Important","1993","Not Employed","West Germany","","","","","2"
"Important","1993","Not Employed","East Germany","","","","","2"
"Important","1993","Employed","West Germany","","","","","2"
"Important","1993","Employed","East Germany","","","","","2"
"Less important","1993","Employed","East Germany","","","","","3"
"Less important","1993","Not Employed","West Germany","","","","","3"
"Less important","1993","Not Employed","East Germany","","","","","3"
"Less important","1993","Employed","West Germany","","","","","3"
"Quite unimportant","1993","Not Employed","East Germany","","","","","4"
"Quite unimportant","1993","Not Employed","West Germany","","","","","4"
"Quite unimportant","1993","Employed","West Germany","","","","","4"
"Quite unimportant","1993","Employed","East Germany","","","","","4"
"Very important","1993","Employed","East Germany","","","","","1"
"Very important","1993","Not Employed","East Germany","","","","","1"
"Very important","1993","Not Employed","West Germany","","","","","1"
"Very important","1993","Employed","West Germany","","","","","1"
"Important","1994","Not Employed","East Germany","","","","","2"
"Important","1994","Not Employed","West Germany","","","","","2"
"Important","1994","Employed","West Germany","","","","","2"
"Important","1994","Employed","East Germany","","","","","2"
"Less important","1994","Not Employed","West Germany","","","","","3"
"Less important","1994","Not Employed","East Germany","","","","","3"
"Less important","1994","Employed","West Germany","","","","","3"
"Less important","1994","Employed","East Germany","","","","","3"
"Quite unimportant","1994","Not Employed","East Germany","","","","","4"
"Quite unimportant","1994","Not Employed","West Germany","","","","","4"
"Quite unimportant","1994","Employed","West Germany","","","","","4"
"Quite unimportant","1994","Employed","East Germany","","","","","4"
"Very important","1994","Employed","East Germany","","","","","1"
"Very important","1994","Not Employed","West Germany","","","","","1"
"Very important","1994","Not Employed","East Germany","","","","","1"
"Very important","1994","Employed","West Germany","","","","","1"
"Important","1995","Not Employed","East Germany","136","0.119656256308075","0.101938224422844","0.137374288193306","2"
"Important","1995","Employed","West Germany","741","0.160075326571553","0.149680517648517","0.170470135494589","2"
"Important","1995","Not Employed","West Germany","399","0.142123601227912","0.129106192736748","0.155141009719076","2"
"Important","1995","Employed","East Germany","275","0.112679572974194","0.099954696220961","0.125404449727427","2"
"Less important","1995","Employed","West Germany","2546","0.539332059358775","0.52520160079909","0.55346251791846","3"
"Less important","1995","Not Employed","East Germany","580","0.393557256154945","0.366887410864771","0.42022710144512","3"
"Less important","1995","Employed","East Germany","1397","0.580766835728301","0.560909569047665","0.600624102408937","3"
"Less important","1995","Not Employed","West Germany","1221","0.431084644416688","0.412622413600225","0.449546875233151","3"
"Quite unimportant","1995","Not Employed","East Germany","549","0.46652843710919","0.439294130036001","0.493762744182379","4"
"Quite unimportant","1995","Not Employed","West Germany","1099","0.409421884860584","0.391090162418212","0.427753607302956","4"
"Quite unimportant","1995","Employed","West Germany","1411","0.282670992131359","0.269905605851278","0.29543637841144","4"
"Quite unimportant","1995","Employed","East Germany","674","0.295309890786287","0.276951744206612","0.313668037365962","4"
"Very important","1995","Employed","East Germany","26","","","","1"
"Very important","1995","Not Employed","West Germany","45","0.0173698694948159","0.0124993825023704","0.0222403564872615","1"
"Very important","1995","Not Employed","East Germany","24","","","","1"
"Very important","1995","Employed","West Germany","82","0.0179216219383131","0.0141606865432502","0.0216825573333759","1"
"Important","1996","Not Employed","East Germany","","","","","2"
"Important","1996","Not Employed","West Germany","","","","","2"
"Important","1996","Employed","West Germany","","","","","2"
"Important","1996","Employed","East Germany","","","","","2"
"Less important","1996","Employed","West Germany","","","","","3"
"Less important","1996","Not Employed","East Germany","","","","","3"
"Less important","1996","Employed","East Germany","","","","","3"
"Less important","1996","Not Employed","West Germany","","","","","3"
"Quite unimportant","1996","Not Employed","East Germany","","","","","4"
"Quite unimportant","1996","Not Employed","West Germany","","","","","4"
"Quite unimportant","1996","Employed","West Germany","","","","","4"
"Quite unimportant","1996","Employed","East Germany","","","","","4"
"Very important","1996","Employed","East Germany","","","","","1"
"Very important","1996","Not Employed","West Germany","","","","","1"
