"plh0111","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"Very important","1990","lower secondary degree","West Germany","82","0.0198823573891622","0.0155920931020642","0.0241726216762603"
"Very important","1990","lower secondary degree","East Germany","","","",""
"Very important","1990","secondary school degree","West Germany","29","","",""
"Very important","1990","secondary school degree","East Germany","","","",""
"Very important","1990","college entrance qualification","West Germany","63","0.0566704292496541","0.0432898055451038","0.0700510529542044"
"Very important","1990","college entrance qualification","East Germany","","","",""
"Very important","1990","Other degree","West Germany","1","","",""
"Very important","1990","Other degree","East Germany","","","",""
"Very important","1990","no degree/no degree yet","West Germany","6","","",""
"Very important","1990","no degree/no degree yet","East Germany","","","",""
"Important","1990","lower secondary degree","West Germany","672","0.167481825698745","0.156005794781049","0.178957856616441"
"Important","1990","lower secondary degree","East Germany","","","",""
"Important","1990","secondary school degree","West Germany","406","0.26123539666954","0.239553299076641","0.282917494262439"
"Important","1990","secondary school degree","East Germany","","","",""
"Important","1990","college entrance qualification","West Germany","416","0.369321307610632","0.341391197773528","0.397251417447736"
"Important","1990","college entrance qualification","East Germany","","","",""
"Important","1990","Other degree","West Germany","6","","",""
"Important","1990","Other degree","East Germany","","","",""
"Important","1990","no degree/no degree yet","West Germany","40","0.227453279992108","0.164807424255054","0.290099135729162"
"Important","1990","no degree/no degree yet","East Germany","","","",""
"Less important","1990","lower secondary degree","West Germany","1981","0.472804763484582","0.457460796149715","0.48814873081945"
"Less important","1990","lower secondary degree","East Germany","","","",""
"Less important","1990","secondary school degree","West Germany","833","0.522425285714304","0.497772556747955","0.547078014680653"
"Less important","1990","secondary school degree","East Germany","","","",""
"Less important","1990","college entrance qualification","West Germany","536","0.461239381816188","0.432390599009126","0.490088164623249"
"Less important","1990","college entrance qualification","East Germany","","","",""
"Less important","1990","Other degree","West Germany","28","","",""
"Less important","1990","Other degree","East Germany","","","",""
"Less important","1990","no degree/no degree yet","West Germany","85","0.50342048868422","0.428699310796285","0.578141666572155"
"Less important","1990","no degree/no degree yet","East Germany","","","",""
"Quite unimportant","1990","lower secondary degree","West Germany","1332","0.33983105342751","0.325274113773763","0.354387993081257"
"Quite unimportant","1990","lower secondary degree","East Germany","","","",""
"Quite unimportant","1990","secondary school degree","West Germany","309","0.197059351204375","0.177426992027076","0.216691710381673"
"Quite unimportant","1990","secondary school degree","East Germany","","","",""
"Quite unimportant","1990","college entrance qualification","West Germany","132","0.112768881323527","0.0944634738296375","0.131074288817416"
"Quite unimportant","1990","college entrance qualification","East Germany","","","",""
"Quite unimportant","1990","Other degree","West Germany","20","","",""
"Quite unimportant","1990","Other degree","East Germany","","","",""
"Quite unimportant","1990","no degree/no degree yet","West Germany","41","0.237572392487704","0.173968871218105","0.301175913757303"
"Quite unimportant","1990","no degree/no degree yet","East Germany","","","",""
"Very important","1991","lower secondary degree","West Germany","","","",""
"Very important","1991","lower secondary degree","East Germany","","","",""
"Very important","1991","secondary school degree","West Germany","","","",""
"Very important","1991","secondary school degree","East Germany","","","",""
"Very important","1991","college entrance qualification","West Germany","","","",""
"Very important","1991","college entrance qualification","East Germany","","","",""
"Very important","1991","Other degree","West Germany","","","",""
"Very important","1991","Other degree","East Germany","","","",""
"Very important","1991","no degree/no degree yet","West Germany","","","",""
"Very important","1991","no degree/no degree yet","East Germany","","","",""
"Important","1991","lower secondary degree","West Germany","","","",""
"Important","1991","lower secondary degree","East Germany","","","",""
"Important","1991","secondary school degree","West Germany","","","",""
