"plh0111","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"Very important","1990","in school","West Germany","6","","",""
"Very important","1990","in school","East Germany","","","",""
"Very important","1990","inadequately","West Germany","1","","",""
"Very important","1990","inadequately","East Germany","","","",""
"Very important","1990","general elemantary","West Germany","27","","",""
"Very important","1990","general elemantary","East Germany","","","",""
"Very important","1990","middle vocational","West Germany","93","0.0244228382874067","0.0195634110208269","0.0292822655539865"
"Very important","1990","middle vocational","East Germany","","","",""
"Very important","1990","vocational + Abi","West Germany","9","","",""
"Very important","1990","vocational + Abi","East Germany","","","",""
"Very important","1990","higher vocational","West Germany","11","","",""
"Very important","1990","higher vocational","East Germany","","","",""
"Very important","1990","higher education","West Germany","34","0.0490205452582912","0.0324856260575403","0.0655554644590421"
"Very important","1990","higher education","East Germany","","","",""
"Important","1990","in school","West Germany","28","","",""
"Important","1990","in school","East Germany","","","",""
"Important","1990","inadequately","West Germany","11","","",""
"Important","1990","inadequately","East Germany","","","",""
"Important","1990","general elemantary","West Germany","240","0.150755520891596","0.133369215912154","0.168141825871038"
"Important","1990","general elemantary","East Germany","","","",""
"Important","1990","middle vocational","West Germany","832","0.217580869026575","0.204591552773488","0.230570185279661"
"Important","1990","middle vocational","East Germany","","","",""
"Important","1990","vocational + Abi","West Germany","56","0.266039418197163","0.205549844567823","0.326528991826503"
"Important","1990","vocational + Abi","East Germany","","","",""
"Important","1990","higher vocational","West Germany","122","0.249865945760704","0.211842068831582","0.287889822689826"
"Important","1990","higher vocational","East Germany","","","",""
"Important","1990","higher education","West Germany","258","0.39626130773528","0.358803463434636","0.433719152035924"
"Important","1990","higher education","East Germany","","","",""
"Less important","1990","in school","West Germany","63","0.602827669745067","0.511387330209823","0.694268009280311"
"Less important","1990","in school","East Germany","","","",""
"Less important","1990","inadequately","West Germany","28","","",""
"Less important","1990","inadequately","East Germany","","","",""
"Less important","1990","general elemantary","West Germany","703","0.419952842401803","0.395970796572621","0.443934888230984"
"Less important","1990","general elemantary","East Germany","","","",""
"Less important","1990","middle vocational","West Germany","2012","0.508878897878636","0.493140601291296","0.524617194465976"
"Less important","1990","middle vocational","East Germany","","","",""
"Less important","1990","vocational + Abi","West Germany","113","0.531639364669107","0.463331624324979","0.599947105013235"
