"ple0016","year","migback","sex","n","percent","lower_confidence","upper_confidence","value"
"No","2009","indirect migration background","Male","342","0.994361864304216","0.986460928457543","1.00226280015089","2"
"No","2009","no migration background","Male","7390","0.978407223436207","0.975125577542022","0.981688869330392","2"
"No","2009","no migration background","Female","8083","0.983462655660021","0.980703554043248","0.986221757276794","2"
"No","2009","indirect migration background","Female","370","1","1","1","2"
"No","2009","direct migration background","Male","754","0.987805836142359","0.980018343861963","0.995593328422755","2"
"No","2009","direct migration background","Female","893","0.982057976117359","0.973409729209237","0.99070622302548","2"
"Yes","2009","no migration background","Male","146","0.0215927765637929","0.018311130669608","0.0248744224579779","1"
"Yes","2009","no migration background","Female","124","0.0165373443399791","0.0137782427232064","0.0192964459567518","1"
"Yes","2009","direct migration background","Male","9","","","","1"
"Yes","2009","direct migration background","Female","12","","","","1"
"Yes","2009","indirect migration background","Male","3","","","","1"
"Yes","2009","indirect migration background","Female","","","","","1"
"No","2010","indirect migration background","Male","","","","","2"
"No","2010","no migration background","Male","","","","","2"
"No","2010","indirect migration background","Female","","","","","2"
"No","2010","no migration background","Female","","","","","2"
"No","2010","direct migration background","Male","","","","","2"
"No","2010","direct migration background","Female","","","","","2"
"Yes","2010","no migration background","Male","","","","","1"
"Yes","2010","no migration background","Female","","","","","1"
"Yes","2010","direct migration background","Male","","","","","1"
"Yes","2010","direct migration background","Female","","","","","1"
"Yes","2010","indirect migration background","Male","","","","","1"
"Yes","2010","indirect migration background","Female","","","","","1"
"No","2011","no migration background","Male","8341","0.973019580261335","0.969587994141827","0.976451166380843","2"
"No","2011","indirect migration background","Male","379","0.995493185291268","0.988767452634837","1.0022189179477","2"
"No","2011","indirect migration background","Female","415","0.994711556534619","0.987758552763502","1.00166456030574","2"
"No","2011","no migration background","Female","9310","0.977782312774537","0.974814864459153","0.980749761089921","2"
"No","2011","direct migration background","Male","876","0.980681550913678","0.971658997473153","0.989704104354204","2"
"No","2011","direct migration background","Female","1105","0.979677638257191","0.971436113223373","0.98791916329101","2"
"Yes","2011","no migration background","Male","223","0.0269804197386652","0.023548833619157","0.0304120058581733","1"
"Yes","2011","no migration background","Female","167","0.0222176872254628","0.0192502389100789","0.0251851355408468","1"
"Yes","2011","direct migration background","Male","18","","","","1"
"Yes","2011","direct migration background","Female","21","","","","1"
"Yes","2011","indirect migration background","Male","2","","","","1"
"Yes","2011","indirect migration background","Female","3","","","","1"
"No","2012","no migration background","Male","","","","","2"
"No","2012","no migration background","Female","","","","","2"
"No","2012","indirect migration background","Male","","","","","2"
"No","2012","indirect migration background","Female","","","","","2"
"No","2012","direct migration background","Male","","","","","2"
"No","2012","direct migration background","Female","","","","","2"
"Yes","2012","no migration background","Male","","","","","1"
"Yes","2012","no migration background","Female","","","","","1"
"Yes","2012","direct migration background","Male","","","","","1"
"Yes","2012","direct migration background","Female","","","","","1"
"Yes","2012","indirect migration background","Male","","","","","1"
"Yes","2012","indirect migration background","Female","","","","","1"
"No","2013","no migration background","Male","7582","0.973258690817691","0.969677121439881","0.9768402601955","2"
"No","2013","no migration background","Female","8591","0.977077564995916","0.973944517155053","0.980210612836779","2"
"No","2013","direct migration background","Male","721","0.982138092464616","0.972562743338775","0.991713441590458","2"
"No","2013","direct migration background","Female","948","0.985100462335638","0.977440739505329","0.992760185165948","2"
"No","2013","indirect migration background","Male","344","0.997074710350581","0.991375865530887","1.00277355517028","2"
"No","2013","indirect migration background","Female","367","0.985952365129755","0.973976946394663","0.997927783864846","2"
"Yes","2013","no migration background","Male","212","0.0267413091823094","0.0231597398045","0.0303228785601189","1"
"Yes","2013","no migration background","Female","174","0.0229224350040836","0.0197893871632207","0.0260554828449465","1"
"Yes","2013","direct migration background","Male","14","","","","1"
"Yes","2013","direct migration background","Female","13","","","","1"
"Yes","2013","indirect migration background","Male","1","","","","1"
"Yes","2013","indirect migration background","Female","4","","","","1"
"No","2014","no migration background","Male","","","","","2"
"No","2014","no migration background","Female","","","","","2"
"No","2014","direct migration background","Male","","","","","2"
"No","2014","direct migration background","Female","","","","","2"
"No","2014","indirect migration background","Male","","","","","2"
"No","2014","indirect migration background","Female","","","","","2"
"Yes","2014","no migration background","Male","","","","","1"
"Yes","2014","no migration background","Female","","","","","1"
"Yes","2014","direct migration background","Male","","","","","1"
"Yes","2014","direct migration background","Female","","","","","1"
"Yes","2014","indirect migration background","Male","","","","","1"
"Yes","2014","indirect migration background","Female","","","","","1"
"No","2015","no migration background","Male","8581","0.971616048063581","0.96814990236009","0.975082193767072","2"
"No","2015","no migration background","Female","10203","0.97720003423575","0.974331024521952","0.980069043949548","2"
"No","2015","direct migration background","Male","1917","0.984367203687507","0.978855655921363","0.989878751453651","2"
"No","2015","direct migration background","Female","2347","0.984827731500449","0.979911620519231","0.989743842481666","2"
"No","2015","indirect migration background","Male","750","0.993986743076778","0.988464751001976","0.999508735151579","2"
"No","2015","indirect migration background","Female","872","0.991963723237317","0.986064673030194","0.997862773444439","2"
