"ple0016","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2009","16-34 y.","(0) in school","","","",""
"Yes","2009","16-34 y.","(1a) inadequately completed","","","",""
"Yes","2009","16-34 y.","(1b) general elementary school","","","",""
"Yes","2009","16-34 y.","(1c) basic vocational qualification","1","","",""
"Yes","2009","16-34 y.","(2b) intermediate general qualification","","","",""
"Yes","2009","16-34 y.","(2a) intermediate vocational","2","","",""
"Yes","2009","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Yes","2009","16-34 y.","(2c_voc) vocational maturity certificate","1","","",""
"Yes","2009","16-34 y.","(3a) lower tertiary education","","","",""
"Yes","2009","16-34 y.","(3b) higher tertiary education","","","",""
"Yes","2009","35-65 y.","(0) in school","","","",""
"Yes","2009","35-65 y.","(1a) inadequately completed","2","","",""
"Yes","2009","35-65 y.","(1b) general elementary school","10","","",""
"Yes","2009","35-65 y.","(1c) basic vocational qualification","35","1","1","1"
"Yes","2009","35-65 y.","(2b) intermediate general qualification","1","","",""
"Yes","2009","35-65 y.","(2a) intermediate vocational","27","","",""
"Yes","2009","35-65 y.","(2c_gen) general maturity certificate","2","","",""
"Yes","2009","35-65 y.","(2c_voc) vocational maturity certificate","7","","",""
"Yes","2009","35-65 y.","(3a) lower tertiary education","4","","",""
"Yes","2009","35-65 y.","(3b) higher tertiary education","10","","",""
"Yes","2009","66 and older","(0) in school","","","",""
"Yes","2009","66 and older","(1a) inadequately completed","4","","",""
"Yes","2009","66 and older","(1b) general elementary school","30","1","1","1"
"Yes","2009","66 and older","(1c) basic vocational qualification","101","1","1","1"
"Yes","2009","66 and older","(2b) intermediate general qualification","2","","",""
"Yes","2009","66 and older","(2a) intermediate vocational","20","","",""
"Yes","2009","66 and older","(2c_gen) general maturity certificate","","","",""
"Yes","2009","66 and older","(2c_voc) vocational maturity certificate","6","","",""
"Yes","2009","66 and older","(3a) lower tertiary education","14","","",""
"Yes","2009","66 and older","(3b) higher tertiary education","13","","",""
"Yes","2010","16-34 y.","(0) in school","","","",""
