"ple0016","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"Yes","2015","(2c_gen) general maturity certificate","West Germany","6","","",""
"Yes","2015","(2c_gen) general maturity certificate","East Germany","","","",""
"Yes","2015","(2c_voc) vocational maturity certificate","West Germany","33","1","1","1"
"Yes","2015","(2c_voc) vocational maturity certificate","East Germany","1","","",""
"Yes","2015","(3a) lower tertiary education","West Germany","19","","",""
"Yes","2015","(3a) lower tertiary education","East Germany","11","","",""
"Yes","2015","(3b) higher tertiary education","West Germany","33","1","1","1"
"Yes","2015","(3b) higher tertiary education","East Germany","17","","",""
"Yes","2016","(0) in school","West Germany","","","",""
"Yes","2016","(0) in school","East Germany","","","",""
"Yes","2016","(1a) inadequately completed","West Germany","","","",""
"Yes","2016","(1a) inadequately completed","East Germany","","","",""
"Yes","2016","(1b) general elementary school","West Germany","","","",""
"Yes","2016","(1b) general elementary school","East Germany","","","",""
"Yes","2016","(1c) basic vocational qualification","West Germany","","","",""
"Yes","2016","(1c) basic vocational qualification","East Germany","","","",""
"Yes","2016","(2b) intermediate general qualification","West Germany","","","",""
"Yes","2016","(2b) intermediate general qualification","East Germany","","","",""
"Yes","2016","(2a) intermediate vocational","West Germany","","","",""
"Yes","2016","(2a) intermediate vocational","East Germany","","","",""
"Yes","2016","(2c_gen) general maturity certificate","West Germany","","","",""
"Yes","2016","(2c_gen) general maturity certificate","East Germany","","","",""
"Yes","2016","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Yes","2016","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Yes","2016","(3a) lower tertiary education","West Germany","","","",""
"Yes","2016","(3a) lower tertiary education","East Germany","","","",""
"Yes","2016","(3b) higher tertiary education","West Germany","","","",""
"Yes","2016","(3b) higher tertiary education","East Germany","","","",""
"Yes","2017","(0) in school","West Germany","","","",""
"Yes","2017","(0) in school","East Germany","","","",""
"Yes","2017","(1a) inadequately completed","West Germany","16","","",""
"Yes","2017","(1a) inadequately completed","East Germany","5","","",""
"Yes","2017","(1b) general elementary school","West Germany","48","1","1","1"
"Yes","2017","(1b) general elementary school","East Germany","6","","",""
"Yes","2017","(1c) basic vocational qualification","West Germany","135","1","1","1"
"Yes","2017","(1c) basic vocational qualification","East Germany","44","1","1","1"
"Yes","2017","(2b) intermediate general qualification","West Germany","5","","",""
"Yes","2017","(2b) intermediate general qualification","East Germany","1","","",""
"Yes","2017","(2a) intermediate vocational","West Germany","70","1","1","1"
"Yes","2017","(2a) intermediate vocational","East Germany","48","1","1","1"
"Yes","2017","(2c_gen) general maturity certificate","West Germany","4","","",""
"Yes","2017","(2c_gen) general maturity certificate","East Germany","","","",""
"Yes","2017","(2c_voc) vocational maturity certificate","West Germany","32","1","1","1"
"Yes","2017","(2c_voc) vocational maturity certificate","East Germany","4","","",""
"Yes","2017","(3a) lower tertiary education","West Germany","24","","",""
"Yes","2017","(3a) lower tertiary education","East Germany","10","","",""
"Yes","2017","(3b) higher tertiary education","West Germany","35","1","1","1"
"Yes","2017","(3b) higher tertiary education","East Germany","24","","",""
"Yes","2018","(0) in school","West Germany","","","",""
"Yes","2018","(0) in school","East Germany","","","",""
"Yes","2018","(1a) inadequately completed","West Germany","","","",""
"Yes","2018","(1a) inadequately completed","East Germany","","","",""
"Yes","2018","(1b) general elementary school","West Germany","","","",""
"Yes","2018","(1b) general elementary school","East Germany","","","",""
"Yes","2018","(1c) basic vocational qualification","West Germany","","","",""
"Yes","2018","(1c) basic vocational qualification","East Germany","","","",""
"Yes","2018","(2b) intermediate general qualification","West Germany","","","",""
"Yes","2018","(2b) intermediate general qualification","East Germany","","","",""
"Yes","2018","(2a) intermediate vocational","West Germany","","","",""
"Yes","2018","(2a) intermediate vocational","East Germany","","","",""
"Yes","2018","(2c_gen) general maturity certificate","West Germany","","","",""
"Yes","2018","(2c_gen) general maturity certificate","East Germany","","","",""
"Yes","2018","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Yes","2018","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Yes","2018","(3a) lower tertiary education","West Germany","","","",""
"Yes","2018","(3a) lower tertiary education","East Germany","","","",""
"Yes","2018","(3b) higher tertiary education","West Germany","","","",""
"Yes","2018","(3b) higher tertiary education","East Germany","","","",""
"Yes","2019","(0) in school","West Germany","1","","",""
"Yes","2019","(0) in school","East Germany","","","",""
"Yes","2019","(1a) inadequately completed","West Germany","20","","",""
"Yes","2019","(1a) inadequately completed","East Germany","2","","",""
"Yes","2019","(1b) general elementary school","West Germany","37","1","1","1"
"Yes","2019","(1b) general elementary school","East Germany","6","","",""
"Yes","2019","(1c) basic vocational qualification","West Germany","142","1","1","1"
"Yes","2019","(1c) basic vocational qualification","East Germany","38","1","1","1"
"Yes","2019","(2b) intermediate general qualification","West Germany","10","","",""
"Yes","2019","(2b) intermediate general qualification","East Germany","1","","",""
"Yes","2019","(2a) intermediate vocational","West Germany","74","1","1","1"
"Yes","2019","(2a) intermediate vocational","East Germany","43","1","1","1"
"Yes","2019","(2c_gen) general maturity certificate","West Germany","8","","",""
"Yes","2019","(2c_gen) general maturity certificate","East Germany","","","",""
"Yes","2019","(2c_voc) vocational maturity certificate","West Germany","28","","",""
"Yes","2019","(2c_voc) vocational maturity certificate","East Germany","2","","",""
"Yes","2019","(3a) lower tertiary education","West Germany","25","","",""
"Yes","2019","(3a) lower tertiary education","East Germany","18","","",""
"Yes","2019","(3b) higher tertiary education","West Germany","47","1","1","1"
"Yes","2019","(3b) higher tertiary education","East Germany","24","","",""
