"ple0016","year","migback","sampreg","n","percent","lower_confidence","upper_confidence","value"
"No","2009","indirect migration background","West Germany","671","0.99704911953288","0.992954135348785","1.00114410371698","2"
"No","2009","no migration background","West Germany","11106","0.981239888906715","0.978737978077677","0.983741799735752","2"
"No","2009","no migration background","East Germany","4367","0.98011701021506","0.976013616680604","0.984220403749516","2"
"No","2009","indirect migration background","East Germany","41","1","1","1","2"
"No","2009","direct migration background","West Germany","1573","0.984884055920123","0.97889046978529","0.990877642054956","2"
"No","2009","direct migration background","East Germany","74","0.980333962908146","0.949117280485102","1.01155064533119","2"
"Yes","2009","no migration background","West Germany","191","0.018760111093285","0.0162582002642475","0.0212620219223225","1"
"Yes","2009","no migration background","East Germany","79","0.0198829897849397","0.0157795962504836","0.0239863833193959","1"
"Yes","2009","direct migration background","West Germany","19","","","","1"
"Yes","2009","direct migration background","East Germany","2","","","","1"
"Yes","2009","indirect migration background","West Germany","3","","","","1"
"Yes","2009","indirect migration background","East Germany","","","","","1"
"No","2010","indirect migration background","West Germany","","","","","2"
"No","2010","no migration background","West Germany","","","","","2"
"No","2010","indirect migration background","East Germany","","","","","2"
"No","2010","no migration background","East Germany","","","","","2"
"No","2010","direct migration background","West Germany","","","","","2"
"No","2010","direct migration background","East Germany","","","","","2"
"Yes","2010","no migration background","West Germany","","","","","1"
"Yes","2010","no migration background","East Germany","","","","","1"
"Yes","2010","direct migration background","West Germany","","","","","1"
"Yes","2010","direct migration background","East Germany","","","","","1"
"Yes","2010","indirect migration background","West Germany","","","","","1"
"Yes","2010","indirect migration background","East Germany","","","","","1"
"No","2011","no migration background","West Germany","12976","0.97561154657056","0.972984987712923","0.978238105428197","2"
"No","2011","indirect migration background","West Germany","749","0.994962192913969","0.989908760359069","1.00001562546887","2"
"No","2011","indirect migration background","East Germany","45","1","1","1","2"
"No","2011","no migration background","East Germany","4675","0.974831602093967","0.970396718021515","0.979266486166419","2"
"No","2011","direct migration background","West Germany","1890","0.980965334065684","0.974861085865302","0.987069582266066","2"
"No","2011","direct migration background","East Germany","91","0.953365588876429","0.910965255326812","0.995765922426046","2"
"Yes","2011","no migration background","West Germany","273","0.0243884534294402","0.0217618945718033","0.027015012287077","1"
"Yes","2011","no migration background","East Germany","117","0.0251683979060327","0.0207335138335809","0.0296032819784845","1"
"Yes","2011","direct migration background","West Germany","35","0.0190346659343163","0.0129304177339344","0.0251389141346983","1"
"Yes","2011","direct migration background","East Germany","4","","","","1"
"Yes","2011","indirect migration background","West Germany","5","","","","1"
"Yes","2011","indirect migration background","East Germany","","","","","1"
"No","2012","no migration background","West Germany","","","","","2"
"No","2012","no migration background","East Germany","","","","","2"
"No","2012","indirect migration background","West Germany","","","","","2"
"No","2012","indirect migration background","East Germany","","","","","2"
"No","2012","direct migration background","West Germany","","","","","2"
"No","2012","direct migration background","East Germany","","","","","2"
"Yes","2012","no migration background","West Germany","","","","","1"
"Yes","2012","no migration background","East Germany","","","","","1"
"Yes","2012","direct migration background","West Germany","","","","","1"
"Yes","2012","direct migration background","East Germany","","","","","1"
"Yes","2012","indirect migration background","West Germany","","","","","1"
"Yes","2012","indirect migration background","East Germany","","","","","1"
"No","2013","no migration background","West Germany","11936","0.976543856611211","0.973858580394063","0.979229132828359","2"
"No","2013","no migration background","East Germany","4237","0.970284178117671","0.965241659579068","0.975326696656274","2"
"No","2013","direct migration background","West Germany","1591","0.984269028379749","0.978200316612179","0.990337740147318","2"
"No","2013","direct migration background","East Germany","78","0.968809858095439","0.930953961944438","1.00666575424644","2"
"No","2013","indirect migration background","West Germany","666","0.991350943913413","0.984344705691559","0.998357182135268","2"
"No","2013","indirect migration background","East Germany","45","1","1","1","2"
"Yes","2013","no migration background","West Germany","267","0.0234561433887894","0.0207708671716414","0.0261414196059374","1"
"Yes","2013","no migration background","East Germany","119","0.0297158218823291","0.0246733033437257","0.0347583404209324","1"
"Yes","2013","direct migration background","West Germany","24","","","","1"
"Yes","2013","direct migration background","East Germany","3","","","","1"
"Yes","2013","indirect migration background","West Germany","5","","","","1"
"Yes","2013","indirect migration background","East Germany","","","","","1"
"No","2014","no migration background","West Germany","","","","","2"
"No","2014","no migration background","East Germany","","","","","2"
"No","2014","direct migration background","West Germany","","","","","2"
"No","2014","direct migration background","East Germany","","","","","2"
"No","2014","indirect migration background","West Germany","","","","","2"
"No","2014","indirect migration background","East Germany","","","","","2"
"Yes","2014","no migration background","West Germany","","","","","1"
