"ple0016","year","age_gr","sex","n","percent","lower_confidence","upper_confidence","value"
"No","2009","66 and older","Male","1892","0.943152074014919","0.932991346252587","0.95331280177725","2"
"No","2009","16-34 y.","Male","1924","0.998694509293685","0.99708192222473","1.00030709636264","2"
"No","2009","16-34 y.","Female","2078","0.999691297781969","0.998936345930889","1.00044624963305","2"
"No","2009","66 and older","Female","2135","0.9599046547752","0.951751198867379","0.968058110683021","2"
"No","2009","35-65 y.","Male","4670","0.986411742973312","0.983109947926589","0.989713538020035","2"
"No","2009","35-65 y.","Female","5133","0.989667110096727","0.986912738458986","0.992421481734469","2"
"Yes","2009","16-34 y.","Male","2","","","","1"
"Yes","2009","16-34 y.","Female","2","","","","1"
"Yes","2009","35-65 y.","Male","53","0.013588257026688","0.0102864619799648","0.0168900520734112","1"
"Yes","2009","35-65 y.","Female","45","0.0103328899032725","0.00757851826553125","0.0130872615410137","1"
"Yes","2009","66 and older","Male","103","0.0568479259850814","0.0466871982227499","0.0670086537474129","1"
"Yes","2009","66 and older","Female","89","0.0400953452247999","0.031941889316979","0.0482488011326208","1"
"No","2010","66 and older","Male","","","","","2"
"No","2010","16-34 y.","Male","","","","","2"
"No","2010","66 and older","Female","","","","","2"
"No","2010","16-34 y.","Female","","","","","2"
"No","2010","35-65 y.","Male","","","","","2"
"No","2010","35-65 y.","Female","","","","","2"
"Yes","2010","16-34 y.","Male","","","","","1"
"Yes","2010","16-34 y.","Female","","","","","1"
"Yes","2010","35-65 y.","Male","","","","","1"
"Yes","2010","35-65 y.","Female","","","","","1"
"Yes","2010","66 and older","Male","","","","","1"
"Yes","2010","66 and older","Female","","","","","1"
"No","2011","16-34 y.","Male","2040","0.999987013373998","0.999830672716012","1.00014335403198","2"
"No","2011","66 and older","Male","2335","0.931312916079896","0.921364702886214","0.941261129273578","2"
"No","2011","66 and older","Female","2577","0.949046370370244","0.940762462840095","0.957330277900393","2"
"No","2011","16-34 y.","Female","2265","0.99968896708557","0.998962938429105","1.00041499574203","2"
"No","2011","35-65 y.","Male","5221","0.982964525356939","0.97948562092818","0.986443429785698","2"
"No","2011","35-65 y.","Female","5988","0.987540830539991","0.984745299771445","0.990336361308538","2"
"Yes","2011","16-34 y.","Male","1","","","","1"
"Yes","2011","16-34 y.","Female","1","","","","1"
"Yes","2011","35-65 y.","Male","94","0.0170354746430611","0.013556570214302","0.0205143790718202","1"
