"ple0016","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","2009","Not Employed","vocational + Abi","239","0.980044799131369","0.962497745887758","0.997591852374979","2"
"No","2009","Employed","inadequately","72","1","1","1","2"
"No","2009","Employed","higher vocational","905","0.986918081205998","0.979543676818529","0.994292485593467","2"
"No","2009","Not Employed","in school","252","1","1","1","2"
"No","2009","Not Employed","inadequately","91","0.900275617058208","0.840647561599661","0.959903672516755","2"
"No","2009","Not Employed","higher vocational","407","0.940799456027279","0.918388794885541","0.963210117169018","2"
"No","2009","Employed","general elemantary","752","0.998253098009808","0.995272406563921","1.0012337894557","2"
"No","2009","Employed","higher education","2928","0.99510871228444","0.992587707755197","0.997629716813682","2"
"No","2009","Not Employed","general elemantary","1017","0.960145051502452","0.948357738737522","0.971932364267382","2"
"No","2009","Not Employed","middle vocational","3420","0.963039097225223","0.956836370841092","0.969241823609354","2"
"No","2009","Not Employed","higher education","1080","0.968110856920201","0.957760430308148","0.978461283532255","2"
"No","2009","Employed","in school","61","1","1","1","2"
"No","2009","Employed","middle vocational","5520","0.993078516074188","0.990898702798382","0.995258329349994","2"
"No","2009","Employed","vocational + Abi","757","0.997411349968295","0.993796410525887","1.0010262894107","2"
"Yes","2009","Not Employed","in school","","","","","1"
"Yes","2009","Not Employed","inadequately","6","","","","1"
"Yes","2009","Not Employed","general elemantary","41","0.039854948497548","0.0280676357326184","0.0516422612624776","1"
"Yes","2009","Not Employed","middle vocational","134","0.0369609027747772","0.0307581763906459","0.0431636291589085","1"
"Yes","2009","Not Employed","vocational + Abi","5","","","","1"
"Yes","2009","Not Employed","higher vocational","19","","","","1"
"Yes","2009","Not Employed","higher education","27","","","","1"
"Yes","2009","Employed","in school","","","","","1"
"Yes","2009","Employed","inadequately","","","","","1"
"Yes","2009","Employed","general elemantary","2","","","","1"
"Yes","2009","Employed","middle vocational","37","0.00692148392581209","0.00474167065000593","0.00910129720161825","1"
"Yes","2009","Employed","vocational + Abi","2","","","","1"
"Yes","2009","Employed","higher vocational","7","","","","1"
"Yes","2009","Employed","higher education","14","","","","1"
"No","2010","Not Employed","in school","","","","","2"
"No","2010","Not Employed","inadequately","","","","","2"
"No","2010","Not Employed","vocational + Abi","","","","","2"
"No","2010","Not Employed","higher vocational","","","","","2"
"No","2010","Employed","inadequately","","","","","2"
"No","2010","Employed","general elemantary","","","","","2"
"No","2010","Employed","higher vocational","","","","","2"
"No","2010","Employed","higher education","","","","","2"
"No","2010","Not Employed","general elemantary","","","","","2"
"No","2010","Not Employed","middle vocational","","","","","2"
"No","2010","Not Employed","higher education","","","","","2"
"No","2010","Employed","in school","","","","","2"
"No","2010","Employed","middle vocational","","","","","2"
"No","2010","Employed","vocational + Abi","","","","","2"
"Yes","2010","Not Employed","in school","","","","","1"
"Yes","2010","Not Employed","inadequately","","","","","1"
"Yes","2010","Not Employed","general elemantary","","","","","1"
"Yes","2010","Not Employed","middle vocational","","","","","1"
"Yes","2010","Not Employed","vocational + Abi","","","","","1"
"Yes","2010","Not Employed","higher vocational","","","","","1"
"Yes","2010","Not Employed","higher education","","","","","1"
"Yes","2010","Employed","in school","","","","","1"
"Yes","2010","Employed","inadequately","","","","","1"
"Yes","2010","Employed","general elemantary","","","","","1"
"Yes","2010","Employed","middle vocational","","","","","1"
"Yes","2010","Employed","vocational + Abi","","","","","1"
"Yes","2010","Employed","higher vocational","","","","","1"
"Yes","2010","Employed","higher education","","","","","1"
"No","2011","Not Employed","in school","249","1","1","1","2"
"No","2011","Not Employed","vocational + Abi","270","0.991280542162234","0.980272354074817","1.00228873024965","2"
"No","2011","Employed","inadequately","93","0.995832158699829","0.982808505453602","1.00885581194606","2"
"No","2011","Not Employed","inadequately","131","0.934321218167332","0.893139795927956","0.975502640406709","2"
"No","2011","Not Employed","higher vocational","450","0.939242025926572","0.917759186286691","0.960724865566452","2"
"No","2011","Employed","general elemantary","905","0.991402532194688","0.985407394068707","0.997397670320668","2"
"No","2011","Not Employed","general elemantary","1207","0.93900217390355","0.925875849899669","0.952128497907431","2"
"No","2011","Not Employed","middle vocational","4062","0.948455335469071","0.94181804650952","0.955092624428622","2"
"No","2011","Not Employed","higher education","1288","0.947199242766518","0.935216374612185","0.959182110920852","2"
"No","2011","Employed","in school","64","1","1","1","2"
"No","2011","Employed","middle vocational","6241","0.992773378041717","0.990679322581852","0.994867433501582","2"
