"ple0016","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Yes","2009","(0) in school","Male","","","",""
"Yes","2009","(0) in school","Female","","","",""
"Yes","2009","(1a) inadequately completed","Male","3","","",""
"Yes","2009","(1a) inadequately completed","Female","3","","",""
"Yes","2009","(1b) general elementary school","Male","9","","",""
"Yes","2009","(1b) general elementary school","Female","31","1","1","1"
"Yes","2009","(1c) basic vocational qualification","Male","75","1","1","1"
"Yes","2009","(1c) basic vocational qualification","Female","62","1","1","1"
"Yes","2009","(2b) intermediate general qualification","Male","","","",""
"Yes","2009","(2b) intermediate general qualification","Female","3","","",""
"Yes","2009","(2a) intermediate vocational","Male","27","","",""
"Yes","2009","(2a) intermediate vocational","Female","22","","",""
"Yes","2009","(2c_gen) general maturity certificate","Male","2","","",""
"Yes","2009","(2c_gen) general maturity certificate","Female","","","",""
"Yes","2009","(2c_voc) vocational maturity certificate","Male","8","","",""
"Yes","2009","(2c_voc) vocational maturity certificate","Female","6","","",""
"Yes","2009","(3a) lower tertiary education","Male","14","","",""
"Yes","2009","(3a) lower tertiary education","Female","4","","",""
"Yes","2009","(3b) higher tertiary education","Male","18","","",""
"Yes","2009","(3b) higher tertiary education","Female","5","","",""
"Yes","2010","(0) in school","Male","","","",""
"Yes","2010","(0) in school","Female","","","",""
"Yes","2010","(1a) inadequately completed","Male","","","",""
"Yes","2010","(1a) inadequately completed","Female","","","",""
"Yes","2010","(1b) general elementary school","Male","","","",""
"Yes","2010","(1b) general elementary school","Female","","","",""
"Yes","2010","(1c) basic vocational qualification","Male","","","",""
"Yes","2010","(1c) basic vocational qualification","Female","","","",""
"Yes","2010","(2b) intermediate general qualification","Male","","","",""
"Yes","2010","(2b) intermediate general qualification","Female","","","",""
"Yes","2010","(2a) intermediate vocational","Male","","","",""
"Yes","2010","(2a) intermediate vocational","Female","","","",""
"Yes","2010","(2c_gen) general maturity certificate","Male","","","",""
"Yes","2010","(2c_gen) general maturity certificate","Female","","","",""
"Yes","2010","(2c_voc) vocational maturity certificate","Male","","","",""
"Yes","2010","(2c_voc) vocational maturity certificate","Female","","","",""
"Yes","2010","(3a) lower tertiary education","Male","","","",""
"Yes","2010","(3a) lower tertiary education","Female","","","",""
"Yes","2010","(3b) higher tertiary education","Male","","","",""
"Yes","2010","(3b) higher tertiary education","Female","","","",""
"Yes","2011","(0) in school","Male","","","",""
"Yes","2011","(0) in school","Female","","","",""
"Yes","2011","(1a) inadequately completed","Male","5","","",""
"Yes","2011","(1a) inadequately completed","Female","5","","",""
"Yes","2011","(1b) general elementary school","Male","23","","",""
"Yes","2011","(1b) general elementary school","Female","50","1","1","1"
"Yes","2011","(1c) basic vocational qualification","Male","110","1","1","1"
"Yes","2011","(1c) basic vocational qualification","Female","78","1","1","1"
"Yes","2011","(2b) intermediate general qualification","Male","1","","",""
"Yes","2011","(2b) intermediate general qualification","Female","3","","",""
"Yes","2011","(2a) intermediate vocational","Male","45","1","1","1"
"Yes","2011","(2a) intermediate vocational","Female","32","1","1","1"
"Yes","2011","(2c_gen) general maturity certificate","Male","2","","",""
"Yes","2011","(2c_gen) general maturity certificate","Female","1","","",""
"Yes","2011","(2c_voc) vocational maturity certificate","Male","9","","",""
"Yes","2011","(2c_voc) vocational maturity certificate","Female","5","","",""
"Yes","2011","(3a) lower tertiary education","Male","22","","",""
"Yes","2011","(3a) lower tertiary education","Female","7","","",""
"Yes","2011","(3b) higher tertiary education","Male","26","","",""
"Yes","2011","(3b) higher tertiary education","Female","10","","",""
"Yes","2012","(0) in school","Male","","","",""
"Yes","2012","(0) in school","Female","","","",""
"Yes","2012","(1a) inadequately completed","Male","","","",""
"Yes","2012","(1a) inadequately completed","Female","","","",""
"Yes","2012","(1b) general elementary school","Male","","","",""
"Yes","2012","(1b) general elementary school","Female","","","",""
"Yes","2012","(1c) basic vocational qualification","Male","","","",""
"Yes","2012","(1c) basic vocational qualification","Female","","","",""
"Yes","2012","(2b) intermediate general qualification","Male","","","",""
"Yes","2012","(2b) intermediate general qualification","Female","","","",""
"Yes","2012","(2a) intermediate vocational","Male","","","",""
"Yes","2012","(2a) intermediate vocational","Female","","","",""
"Yes","2012","(2c_gen) general maturity certificate","Male","","","",""
"Yes","2012","(2c_gen) general maturity certificate","Female","","","",""
"Yes","2012","(2c_voc) vocational maturity certificate","Male","","","",""
"Yes","2012","(2c_voc) vocational maturity certificate","Female","","","",""
"Yes","2012","(3a) lower tertiary education","Male","","","",""
"Yes","2012","(3a) lower tertiary education","Female","","","",""
"Yes","2012","(3b) higher tertiary education","Male","","","",""
"Yes","2012","(3b) higher tertiary education","Female","","","",""
"Yes","2013","(0) in school","Male","","","",""
"Yes","2013","(0) in school","Female","","","",""
"Yes","2013","(1a) inadequately completed","Male","6","","",""
"Yes","2013","(1a) inadequately completed","Female","6","","",""
"Yes","2013","(1b) general elementary school","Male","16","","",""
"Yes","2013","(1b) general elementary school","Female","41","1","1","1"
"Yes","2013","(1c) basic vocational qualification","Male","94","1","1","1"
"Yes","2013","(1c) basic vocational qualification","Female","79","1","1","1"
"Yes","2013","(2b) intermediate general qualification","Male","1","","",""
"Yes","2013","(2b) intermediate general qualification","Female","2","","",""
"Yes","2013","(2a) intermediate vocational","Male","46","1","1","1"
"Yes","2013","(2a) intermediate vocational","Female","36","1","1","1"
"Yes","2013","(2c_gen) general maturity certificate","Male","1","","",""
"Yes","2013","(2c_gen) general maturity certificate","Female","2","","",""
"Yes","2013","(2c_voc) vocational maturity certificate","Male","13","","",""
"Yes","2013","(2c_voc) vocational maturity certificate","Female","3","","",""
"Yes","2013","(3a) lower tertiary education","Male","20","","",""
"Yes","2013","(3a) lower tertiary education","Female","10","","",""
"Yes","2013","(3b) higher tertiary education","Male","28","","",""
"Yes","2013","(3b) higher tertiary education","Female","10","","",""
"Yes","2014","(0) in school","Male","","","",""
"Yes","2014","(0) in school","Female","","","",""
"Yes","2014","(1a) inadequately completed","Male","","","",""
"Yes","2014","(1a) inadequately completed","Female","","","",""
"Yes","2014","(1b) general elementary school","Male","","","",""
"Yes","2014","(1b) general elementary school","Female","","","",""
"Yes","2014","(1c) basic vocational qualification","Male","","","",""
"Yes","2014","(1c) basic vocational qualification","Female","","","",""
"Yes","2014","(2b) intermediate general qualification","Male","","","",""
"Yes","2014","(2b) intermediate general qualification","Female","","","",""
"Yes","2014","(2a) intermediate vocational","Male","","","",""
"Yes","2014","(2a) intermediate vocational","Female","","","",""
"Yes","2014","(2c_gen) general maturity certificate","Male","","","",""
"Yes","2014","(2c_gen) general maturity certificate","Female","","","",""
"Yes","2014","(2c_voc) vocational maturity certificate","Male","","","",""
"Yes","2014","(2c_voc) vocational maturity certificate","Female","","","",""
"Yes","2014","(3a) lower tertiary education","Male","","","",""
"Yes","2014","(3a) lower tertiary education","Female","","","",""
"Yes","2014","(3b) higher tertiary education","Male","","","",""
"Yes","2014","(3b) higher tertiary education","Female","","","",""
"Yes","2015","(0) in school","Male","","","",""
"Yes","2015","(0) in school","Female","","","",""
"Yes","2015","(1a) inadequately completed","Male","10","","",""
"Yes","2015","(1a) inadequately completed","Female","9","","",""
"Yes","2015","(1b) general elementary school","Male","11","","",""
"Yes","2015","(1b) general elementary school","Female","43","1","1","1"
"Yes","2015","(1c) basic vocational qualification","Male","103","1","1","1"
"Yes","2015","(1c) basic vocational qualification","Female","92","1","1","1"
"Yes","2015","(2b) intermediate general qualification","Male","3","","",""
"Yes","2015","(2b) intermediate general qualification","Female","2","","",""
"Yes","2015","(2a) intermediate vocational","Male","61","1","1","1"
"Yes","2015","(2a) intermediate vocational","Female","39","1","1","1"
"Yes","2015","(2c_gen) general maturity certificate","Male","2","","",""
"Yes","2015","(2c_gen) general maturity certificate","Female","4","","",""
"Yes","2015","(2c_voc) vocational maturity certificate","Male","21","","",""
"Yes","2015","(2c_voc) vocational maturity certificate","Female","13","","",""
"Yes","2015","(3a) lower tertiary education","Male","22","","",""
"Yes","2015","(3a) lower tertiary education","Female","8","","",""
"Yes","2015","(3b) higher tertiary education","Male","32","1","1","1"
"Yes","2015","(3b) higher tertiary education","Female","18","","",""
"Yes","2016","(0) in school","Male","","","",""
"Yes","2016","(0) in school","Female","","","",""
"Yes","2016","(1a) inadequately completed","Male","","","",""
"Yes","2016","(1a) inadequately completed","Female","","","",""
"Yes","2016","(1b) general elementary school","Male","","","",""
"Yes","2016","(1b) general elementary school","Female","","","",""
"Yes","2016","(1c) basic vocational qualification","Male","","","",""
"Yes","2016","(1c) basic vocational qualification","Female","","","",""
"Yes","2016","(2b) intermediate general qualification","Male","","","",""
"Yes","2016","(2b) intermediate general qualification","Female","","","",""
"Yes","2016","(2a) intermediate vocational","Male","","","",""
"Yes","2016","(2a) intermediate vocational","Female","","","",""
"Yes","2016","(2c_gen) general maturity certificate","Male","","","",""
"Yes","2016","(2c_gen) general maturity certificate","Female","","","",""
"Yes","2016","(2c_voc) vocational maturity certificate","Male","","","",""
"Yes","2016","(2c_voc) vocational maturity certificate","Female","","","",""
"Yes","2016","(3a) lower tertiary education","Male","","","",""
"Yes","2016","(3a) lower tertiary education","Female","","","",""
"Yes","2016","(3b) higher tertiary education","Male","","","",""
"Yes","2016","(3b) higher tertiary education","Female","","","",""
"Yes","2017","(0) in school","Male","","","",""
"Yes","2017","(0) in school","Female","","","",""
"Yes","2017","(1a) inadequately completed","Male","13","","",""
"Yes","2017","(1a) inadequately completed","Female","8","","",""
"Yes","2017","(1b) general elementary school","Male","14","","",""
"Yes","2017","(1b) general elementary school","Female","40","1","1","1"
"Yes","2017","(1c) basic vocational qualification","Male","101","1","1","1"
"Yes","2017","(1c) basic vocational qualification","Female","78","1","1","1"
