"ple0016","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Yes","2009","1-pers.-HH","68","0.0223700738518353","0.0169970032267881","0.0277431444768825"
"Yes","2009","(Married) couple without C. ","170","0.0279109518411048","0.0239612191553513","0.0318606845268584"
"Yes","2009","Single parent ","9","","",""
"Yes","2009","Couple + C. LE 16 ","8","","",""
"Yes","2009","Couple + C. GT 16 ","29","","",""
"Yes","2009","Couple + C. LE and GT 16","3","","",""
"No","2009","1-pers.-HH","2842","0.977629926148165","0.972256855523118","0.983002996773212"
"No","2009","(Married) couple without C. ","6511","0.972089048158895","0.968139315473141","0.976038780844649"
"No","2009","Single parent ","987","0.992281564395607","0.986846552165162","0.997716576626051"
"No","2009","Couple + C. LE 16 ","2852","0.996858710799946","0.994807851628889","0.998909569971003"
"No","2009","Couple + C. GT 16 ","3136","0.989549424250871","0.986006596092223","0.993092252409519"
"No","2009","Couple + C. LE and GT 16","1178","0.998742448617314","0.996721232437577","1.00076366479705"
"Yes","2010","1-pers.-HH","","","",""
"Yes","2010","(Married) couple without C. ","","","",""
"Yes","2010","Single parent ","","","",""
"Yes","2010","Couple + C. LE 16 ","","","",""
"Yes","2010","Couple + C. GT 16 ","","","",""
"Yes","2010","Couple + C. LE and GT 16","","","",""
"No","2010","1-pers.-HH","","","",""
"No","2010","(Married) couple without C. ","","","",""
"No","2010","Single parent ","","","",""
"No","2010","Couple + C. LE 16 ","","","",""
"No","2010","Couple + C. GT 16 ","","","",""
"No","2010","Couple + C. LE and GT 16","","","",""
"Yes","2011","1-pers.-HH","122","0.0337222209516597","0.0278041536745201","0.0396402882287993"
"Yes","2011","(Married) couple without C. ","241","0.0301867399242432","0.0264709195459174","0.033902560302569"
"Yes","2011","Single parent ","10","","",""
"Yes","2011","Couple + C. LE 16 ","10","","",""
"Yes","2011","Couple + C. GT 16 ","33","0.00985471081886802","0.00643273718449562","0.0132766844532404"
"Yes","2011","Couple + C. LE and GT 16","7","","",""
"No","2011","1-pers.-HH","3452","0.96627777904834","0.960359711771201","0.97219584632548"
"No","2011","(Married) couple without C. ","7904","0.969813260075757","0.966097439697431","0.973529080454083"
"No","2011","Single parent ","1164","0.991317799043407","0.986010966161688","0.996624631925126"
"No","2011","Couple + C. LE 16 ","3107","0.997402266388716","0.995615317330105","0.999189215447327"
"No","2011","Couple + C. GT 16 ","3168","0.990145289181132","0.98672331554676","0.993567262815504"
"No","2011","Couple + C. LE and GT 16","1227","0.99237881791403","0.987526598590435","0.997231037237625"
"Yes","2012","1-pers.-HH","","","",""
"Yes","2012","(Married) couple without C. ","","","",""
"Yes","2012","Single parent ","","","",""
"Yes","2012","Couple + C. LE 16 ","","","",""
"Yes","2012","Couple + C. GT 16 ","","","",""
"Yes","2012","Couple + C. LE and GT 16","","","",""
"No","2012","1-pers.-HH","","","",""
"No","2012","(Married) couple without C. ","","","",""
"No","2012","Single parent ","","","",""
"No","2012","Couple + C. LE 16 ","","","",""
"No","2012","Couple + C. GT 16 ","","","",""
"No","2012","Couple + C. LE and GT 16","","","",""
"Yes","2013","1-pers.-HH","112","0.0311618474654161","0.0253831106644183","0.0369405842664139"
"Yes","2013","(Married) couple without C. ","235","0.0302270816473101","0.0263916996180226","0.0340624636765975"
"Yes","2013","Single parent ","11","","",""
"Yes","2013","Couple + C. LE 16 ","12","","",""
"Yes","2013","Couple + C. GT 16 ","31","0.0110515140733845","0.00705907836571299","0.0150439497810559"
"Yes","2013","Couple + C. LE and GT 16","4","","",""
"No","2013","1-pers.-HH","3361","0.968838152534584","0.963059415733586","0.974616889335582"
"No","2013","(Married) couple without C. ","7420","0.96977291835269","0.965937536323403","0.973608300381977"
"No","2013","Single parent ","1105","0.992044396057996","0.986832231425795","0.997256560690197"
"No","2013","Couple + C. LE 16 ","2761","0.996749213432052","0.994630557978246","0.998867868885858"
"No","2013","Couple + C. GT 16 ","2603","0.988948485926616","0.984956050218944","0.992940921634287"
"No","2013","Couple + C. LE and GT 16","938","0.994787918013878","0.990189658163131","0.999386177864625"
"Yes","2014","1-pers.-HH","","","",""
"Yes","2014","(Married) couple without C. ","","","",""
"Yes","2014","Single parent ","","","",""
"Yes","2014","Couple + C. LE 16 ","","","",""
"Yes","2014","Couple + C. GT 16 ","","","",""
"Yes","2014","Couple + C. LE and GT 16","","","",""
"No","2014","1-pers.-HH","","","",""
"No","2014","(Married) couple without C. ","","","",""
"No","2014","Single parent ","","","",""
"No","2014","Couple + C. LE 16 ","","","",""
"No","2014","Couple + C. GT 16 ","","","",""
"No","2014","Couple + C. LE and GT 16","","","",""
"Yes","2015","1-pers.-HH","108","0.0303299265707362","0.0246662154905771","0.0359936376508953"
"Yes","2015","(Married) couple without C. ","251","0.0330040795517626","0.0289615268101794","0.0370466322933459"
"Yes","2015","Single parent ","26","","",""
"Yes","2015","Couple + C. LE 16 ","28","","",""
"Yes","2015","Couple + C. GT 16 ","45","0.0111978691250598","0.00737074828167157","0.015024989968448"
"Yes","2015","Couple + C. LE and GT 16","19","","",""
"No","2015","1-pers.-HH","3414","0.969670073429264","0.964006362349105","0.975333784509423"
"No","2015","(Married) couple without C. ","7251","0.966995920448237","0.962953367706654","0.971038473189821"
"No","2015","Single parent ","2304","0.986582099592877","0.981910355681655","0.991253843504099"
