"ple0016","year","e11103","sex","n","percent","lower_confidence","upper_confidence"
"Yes","2009","Full Time","Male","17","","",""
"Yes","2009","Full Time","Female","11","","",""
"Yes","2009","Part Time","Male","20","","",""
"Yes","2009","Part Time","Female","14","","",""
"Yes","2009","Not Working","Male","121","0.04563173094974","0.0380075329998023","0.0532559288996777"
"Yes","2009","Not Working","Female","111","0.0303407803149391","0.0250266464846218","0.0356549141452564"
"No","2009","Full Time","Male","4573","0.996262934403318","0.994497733686156","0.99802813512048"
"No","2009","Full Time","Female","2413","0.9941998023465","0.991176789337128","0.997222815355871"
"No","2009","Part Time","Male","1156","0.979625601221421","0.971551077878669","0.987700124564172"
"No","2009","Part Time","Female","3042","0.996331223770928","0.994187672389055","0.9984747751528"
"No","2009","Not Working","Male","2757","0.95436826905026","0.946744071100322","0.961992467000198"
"No","2009","Not Working","Female","3891","0.969659219685061","0.964345085854744","0.974973353515378"
"Yes","2010","Full Time","Male","","","",""
"Yes","2010","Full Time","Female","","","",""
"Yes","2010","Part Time","Male","","","",""
"Yes","2010","Part Time","Female","","","",""
"Yes","2010","Not Working","Male","","","",""
"Yes","2010","Not Working","Female","","","",""
"No","2010","Full Time","Male","","","",""
"No","2010","Full Time","Female","","","",""
"No","2010","Part Time","Male","","","",""
"No","2010","Part Time","Female","","","",""
"No","2010","Not Working","Male","","","",""
"No","2010","Not Working","Female","","","",""
"Yes","2011","Full Time","Male","24","","",""
"Yes","2011","Full Time","Female","11","","",""
"Yes","2011","Part Time","Male","24","","",""
"Yes","2011","Part Time","Female","17","","",""
"Yes","2011","Not Working","Male","195","0.0626797449450926","0.0545633714677712","0.070796118422414"
"Yes","2011","Not Working","Female","163","0.0420920590088107","0.0363635834593476","0.0478205345582738"
"No","2011","Full Time","Male","5001","0.995253633517405","0.993353309846282","0.997153957188528"
"No","2011","Full Time","Female","2774","0.99654024010728","0.994359490056657","0.998720990157904"
"No","2011","Part Time","Male","1364","0.986779548180769","0.980770764399509","0.992788331962029"
"No","2011","Part Time","Female","3499","0.993880331541389","0.991302499288877","0.996458163793902"
