"ple0016","year","e11102","migback","n","percent","lower_confidence","upper_confidence"
"Yes","2009","Not Employed","no migration background","213","0.0393553643932062","0.0344358795421444","0.044274849244268"
"Yes","2009","Not Employed","direct migration background","17","","",""
"Yes","2009","Not Employed","indirect migration background","2","","",""
"Yes","2009","Employed","no migration background","57","0.00606600484675562","0.0045241120579151","0.00760789763559613"
"Yes","2009","Employed","direct migration background","4","","",""
"Yes","2009","Employed","indirect migration background","1","","",""
"No","2009","Not Employed","no migration background","5788","0.960644635606794","0.955725150755732","0.965564120457855"
"No","2009","Not Employed","direct migration background","668","0.973842813011626","0.961890753262889","0.985794872760363"
"No","2009","Not Employed","indirect migration background","192","0.993739400672346","0.982640206837897","1.00483859450679"
"No","2009","Employed","no migration background","9685","0.993933995153244","0.992392102364404","0.995475887942085"
"No","2009","Employed","direct migration background","979","0.991956256254445","0.986372239588374","0.997540272920515"
"No","2009","Employed","indirect migration background","520","0.998269118397922","0.99469978818257","1.00183844861327"
"Yes","2010","Not Employed","no migration background","","","",""
"Yes","2010","Not Employed","direct migration background","","","",""
"Yes","2010","Not Employed","indirect migration background","","","",""
"Yes","2010","Employed","no migration background","","","",""
"Yes","2010","Employed","direct migration background","","","",""
"Yes","2010","Employed","indirect migration background","","","",""
"No","2010","Not Employed","no migration background","","","",""
"No","2010","Not Employed","direct migration background","","","",""
"No","2010","Not Employed","indirect migration background","","","",""
"No","2010","Employed","no migration background","","","",""
"No","2010","Employed","direct migration background","","","",""
"No","2010","Employed","indirect migration background","","","",""
"Yes","2011","Not Employed","no migration background","322","0.053433933806069","0.0481897724295314","0.0586780951826066"
"Yes","2011","Not Employed","direct migration background","34","0.0399231838469971","0.0268002599801967","0.0530461077137975"
"Yes","2011","Not Employed","indirect migration background","2","","",""
"Yes","2011","Employed","no migration background","68","0.00570278825206206","0.00429405821180902","0.00711151829231509"
"Yes","2011","Employed","direct migration background","5","","",""
"Yes","2011","Employed","indirect migration background","3","","",""
"No","2011","Not Employed","no migration background","6743","0.946566066193931","0.941321904817393","0.951810227570469"
"No","2011","Not Employed","direct migration background","821","0.960076816153003","0.946953892286203","0.973199740019803"
"No","2011","Not Employed","indirect migration background","224","0.993446451942736","0.982926727904765","1.00396617598071"
"No","2011","Employed","no migration background","10908","0.994297211747938","0.992888481707685","0.995705941788191"
"No","2011","Employed","direct migration background","1160","0.993003136145357","0.988216701315357","0.997789570975357"
