"ple0016","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"No","2009","indirect migration background","Urban Area","594","0.996478954273999","0.991727453291692","1.00123045525631","2"
"No","2009","no migration background","Urban Area","9751","0.980884247675476","0.978189360320781","0.98357913503017","2"
"No","2009","no migration background","Rural Area","5722","0.981202694632039","0.977715089639859","0.984690299624219","2"
"No","2009","indirect migration background","Rural Area","118","1","1","1","2"
"No","2009","direct migration background","Urban Area","1335","0.985035067815871","0.978560904673048","0.991509230958693","2"
"No","2009","direct migration background","Rural Area","312","0.983573030367259","0.96958036355587","0.997565697178647","2"
"Yes","2009","no migration background","Urban Area","167","0.0191157523245242","0.0164208649698296","0.0218106396792188","1"
"Yes","2009","no migration background","Rural Area","103","0.0187973053679614","0.0153097003757814","0.0222849103601414","1"
"Yes","2009","direct migration background","Urban Area","16","","","","1"
"Yes","2009","direct migration background","Rural Area","5","","","","1"
"Yes","2009","indirect migration background","Urban Area","3","","","","1"
"Yes","2009","indirect migration background","Rural Area","","","","","1"
"No","2010","indirect migration background","Urban Area","","","","","2"
"No","2010","no migration background","Urban Area","","","","","2"
"No","2010","indirect migration background","Rural Area","","","","","2"
"No","2010","no migration background","Rural Area","","","","","2"
"No","2010","direct migration background","Urban Area","","","","","2"
"No","2010","direct migration background","Rural Area","","","","","2"
"Yes","2010","no migration background","Urban Area","","","","","1"
"Yes","2010","no migration background","Rural Area","","","","","1"
"Yes","2010","direct migration background","Urban Area","","","","","1"
"Yes","2010","direct migration background","Rural Area","","","","","1"
"Yes","2010","indirect migration background","Urban Area","","","","","1"
"Yes","2010","indirect migration background","Rural Area","","","","","1"
"No","2011","no migration background","Urban Area","11137","0.974745888755709","0.971863513299606","0.977628264211812","2"
"No","2011","indirect migration background","Urban Area","657","0.995033199438213","0.989673943378161","1.00039245549826","2"
"No","2011","indirect migration background","Rural Area","137","0.995597144874808","0.984550826232422","1.00664346351719","2"
"No","2011","no migration background","Rural Area","6514","0.976828739438839","0.973215243022838","0.98044223585484","2"
"No","2011","direct migration background","Urban Area","1527","0.980237763834281","0.973315532314786","0.987159995353775","2"
"No","2011","direct migration background","Rural Area","454","0.97980690496865","0.967049529338104","0.992564280599195","2"
"Yes","2011","no migration background","Urban Area","245","0.025254111244291","0.0223717357881881","0.0281364867003938","1"
"Yes","2011","no migration background","Rural Area","145","0.0231712605611608","0.0195577641451595","0.026784756977162","1"
"Yes","2011","direct migration background","Urban Area","26","","","","1"
"Yes","2011","direct migration background","Rural Area","13","","","","1"
"Yes","2011","indirect migration background","Urban Area","4","","","","1"
"Yes","2011","indirect migration background","Rural Area","1","","","","1"
"No","2012","no migration background","Urban Area","","","","","2"
"No","2012","no migration background","Rural Area","","","","","2"
"No","2012","indirect migration background","Urban Area","","","","","2"
"No","2012","indirect migration background","Rural Area","","","","","2"
"No","2012","direct migration background","Urban Area","","","","","2"
"No","2012","direct migration background","Rural Area","","","","","2"
"Yes","2012","no migration background","Urban Area","","","","","1"
"Yes","2012","no migration background","Rural Area","","","","","1"
"Yes","2012","direct migration background","Urban Area","","","","","1"
"Yes","2012","direct migration background","Rural Area","","","","","1"
"Yes","2012","indirect migration background","Urban Area","","","","","1"
"Yes","2012","indirect migration background","Rural Area","","","","","1"
"No","2013","no migration background","Urban Area","10177","0.976037915437452","0.973099435760943","0.978976395113961","2"
"No","2013","no migration background","Rural Area","5996","0.973651144747624","0.969649376717914","0.977652912777334","2"
"No","2013","direct migration background","Urban Area","1281","0.982067261350206","0.974853357639587","0.989281165060824","2"
"No","2013","direct migration background","Rural Area","388","0.989631558426967","0.979654695430644","0.999608421423289","2"
"No","2013","indirect migration background","Urban Area","576","0.991492607668907","0.984018195115937","0.998967020221878","2"
"No","2013","indirect migration background","Rural Area","135","0.992806044343566","0.978602565740681","1.00700952294645","2"
"Yes","2013","no migration background","Urban Area","228","0.0239620845625478","0.0210236048860392","0.0269005642390565","1"
"Yes","2013","no migration background","Rural Area","158","0.0263488552523757","0.0223470872226655","0.0303506232820859","1"
"Yes","2013","direct migration background","Urban Area","19","","","","1"
"Yes","2013","direct migration background","Rural Area","8","","","","1"
"Yes","2013","indirect migration background","Urban Area","4","","","","1"
"Yes","2013","indirect migration background","Rural Area","1","","","","1"
"No","2014","no migration background","Urban Area","","","","","2"
"No","2014","no migration background","Rural Area","","","","","2"
"No","2014","direct migration background","Urban Area","","","","","2"
"No","2014","direct migration background","Rural Area","","","","","2"
"No","2014","indirect migration background","Urban Area","","","","","2"
"No","2014","indirect migration background","Rural Area","","","","","2"
"Yes","2014","no migration background","Urban Area","","","","","1"
"Yes","2014","no migration background","Rural Area","","","","","1"
"Yes","2014","direct migration background","Urban Area","","","","","1"
"Yes","2014","direct migration background","Rural Area","","","","","1"
"Yes","2014","indirect migration background","Urban Area","","","","","1"
"Yes","2014","indirect migration background","Rural Area","","","","","1"
"No","2015","no migration background","Urban Area","11602","0.975126838512502","0.972324920831224","0.97792875619378","2"
"No","2015","no migration background","Rural Area","7182","0.973250207628401","0.969560975539762","0.97693943971704","2"
"No","2015","direct migration background","Urban Area","3188","0.984214485081155","0.979916609245136","0.988512360917174","2"
"No","2015","direct migration background","Rural Area","1076","0.986059209591185","0.979098876271039","0.993019542911331","2"
"No","2015","indirect migration background","Urban Area","1323","0.99298497740953","0.988502874180891","0.99746708063817","2"
"No","2015","indirect migration background","Rural Area","299","0.993234781016386","0.983974338669685","1.00249522336309","2"
"Yes","2015","no migration background","Urban Area","266","0.0248731614874979","0.0220712438062198","0.027675079168776","1"
"Yes","2015","no migration background","Rural Area","166","0.0267497923715988","0.0230605602829597","0.0304390244602379","1"
"Yes","2015","direct migration background","Urban Area","43","0.0157855149188451","0.0114876390828264","0.0200833907548638","1"
"Yes","2015","direct migration background","Rural Area","14","","","","1"
"Yes","2015","indirect migration background","Urban Area","9","","","","1"
"Yes","2015","indirect migration background","Rural Area","2","","","","1"
"No","2016","no migration background","Urban Area","","","","","2"
"No","2016","no migration background","Rural Area","","","","","2"
"No","2016","direct migration background","Urban Area","","","","","2"
"No","2016","direct migration background","Rural Area","","","","","2"
"No","2016","indirect migration background","Urban Area","","","","","2"
"No","2016","indirect migration background","Rural Area","","","","","2"
"Yes","2016","direct migration background","Urban Area","","","","","1"
"Yes","2016","direct migration background","Rural Area","","","","","1"
"Yes","2016","no migration background","Urban Area","","","","","1"
"Yes","2016","no migration background","Rural Area","","","","","1"
"Yes","2016","indirect migration background","Urban Area","","","","","1"
"Yes","2016","indirect migration background","Rural Area","","","","","1"
"No","2017","no migration background","Urban Area","12158","0.977021918802304","0.974385868238066","0.979657969366543","2"
"No","2017","no migration background","Rural Area","7737","0.971990930374418","0.968359152069691","0.975622708679144","2"
"No","2017","direct migration background","Urban Area","3403","0.979818554836623","0.97512623610651","0.984510873566737","2"
"No","2017","direct migration background","Rural Area","1202","0.986947944349231","0.980573959472586","0.993321929225877","2"
"No","2017","indirect migration background","Urban Area","1401","0.99452127083735","0.990668390785159","0.998374150889542","2"
