"ple0016","year","migback","n","percent","lower_confidence","upper_confidence","value"
"No","2009","no migration background","15473","0.980993895221679","0.978860928620042","0.983126861823316","2"
"No","2009","direct migration background","1647","0.984742497909125","0.978860117218108","0.990624878600142","2"
"No","2009","indirect migration background","712","0.997146648418302","0.993236869227867","1.00105642760874","2"
"Yes","2009","no migration background","270","0.0190061047783209","0.0168731381766836","0.0211390713799581","1"
"Yes","2009","direct migration background","21","","","","1"
"Yes","2009","indirect migration background","3","","","","1"
"No","2010","no migration background","","","","","2"
"No","2010","direct migration background","","","","","2"
"No","2010","indirect migration background","","","","","2"
"Yes","2010","no migration background","","","","","1"
"Yes","2010","direct migration background","","","","","1"
"Yes","2010","indirect migration background","","","","","1"
"No","2011","no migration background","17651","0.9754457347837","0.973187428639984","0.977704040927416","2"
"No","2011","direct migration background","1981","0.980138308892747","0.97405381863604","0.986222799149454","2"
"No","2011","indirect migration background","794","0.995134764027496","0.990310094123104","0.999959433931887","2"
"Yes","2011","no migration background","390","0.0245542652163004","0.0222959590725844","0.0268125713600164","1"
"Yes","2011","direct migration background","39","0.0198616911072529","0.0137772008505455","0.0259461813639602","1"
"Yes","2011","indirect migration background","5","","","","1"
"No","2012","no migration background","","","","","2"
"No","2012","direct migration background","","","","","2"
"No","2012","indirect migration background","","","","","2"
"Yes","2012","no migration background","","","","","1"
"Yes","2012","direct migration background","","","","","1"
"Yes","2012","indirect migration background","","","","","1"
"No","2013","no migration background","16173","0.975215817453911","0.972847888292923","0.977583746614899","2"
"No","2013","direct migration background","1669","0.983714520192183","0.977690727917195","0.989738312467172","2"
"No","2013","indirect migration background","711","0.991772107755067","0.985155401989885","0.998388813520248","2"
"Yes","2013","no migration background","386","0.024784182546089","0.0224162533851008","0.0271521117070772","1"
"Yes","2013","direct migration background","27","","","","1"
"Yes","2013","indirect migration background","5","","","","1"
"No","2014","no migration background","","","","","2"
"No","2014","direct migration background","","","","","2"
"No","2014","indirect migration background","","","","","2"
"Yes","2014","no migration background","","","","","1"
"Yes","2014","direct migration background","","","","","1"
"Yes","2014","indirect migration background","","","","","1"
"No","2015","no migration background","18784","0.974484500800174","0.97225500787379","0.976713993726557","2"
"No","2015","direct migration background","4264","0.984607200100912","0.980936522232079","0.988277877969744","2"
"No","2015","indirect migration background","1622","0.993025959445635","0.988989714317408","0.997062204573862","2"
"Yes","2015","no migration background","432","0.0255154991998262","0.0232860062734428","0.0277449921262097","1"
"Yes","2015","direct migration background","57","0.0153927998990885","0.011722122030256","0.0190634777679209","1"
"Yes","2015","indirect migration background","11","","","","1"
"No","2016","no migration background","","","","","2"
"No","2016","direct migration background","","","","","2"
"No","2016","indirect migration background","","","","","2"
"Yes","2016","no migration background","","","","","1"
"Yes","2016","direct migration background","","","","","1"
"Yes","2016","indirect migration background","","","","","1"
"No","2017","no migration background","19895","0.975282441063865","0.973148705437623","0.977416176690106","2"
"No","2017","direct migration background","4605","0.981308516836225","0.977423370929845","0.985193662742605","2"
"No","2017","indirect migration background","1705","0.994788959236441","0.991381397425896","0.998196521046986","2"
"Yes","2017","no migration background","445","0.0247175589361355","0.0225838233098936","0.0268512945623774","1"
"Yes","2017","direct migration background","63","0.0186914831637747","0.0148063372573945","0.022576629070155","1"
"Yes","2017","indirect migration background","10","","","","1"
"No","2018","no migration background","","","","","2"
"No","2018","direct migration background","","","","","2"
"No","2018","indirect migration background","","","","","2"
"Yes","2018","no migration background","","","","","1"
"Yes","2018","direct migration background","","","","","1"
"Yes","2018","indirect migration background","","","","","1"
"No","2019","no migration background","19827","0.974489978810116","0.972321589649296","0.976658367970937","2"
"No","2019","direct migration background","3808","0.981600329653036","0.977360161590076","0.985840497715996","2"
"No","2019","indirect migration background","1702","0.99452659148232","0.991030681687702","0.998022501276937","2"
"Yes","2019","no migration background","483","0.0255100211898839","0.0233416320290633","0.0276784103507045","1"
"Yes","2019","direct migration background","51","0.0183996703469641","0.014159502284004","0.0226398384099242","1"
"Yes","2019","indirect migration background","9","","","","1"
