"ple0016","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"No","2009","general elemantary","West Germany","1509","0.975480916611959","0.967771795822828","0.98319003740109","2"
"No","2009","vocational + Abi","West Germany","844","0.992916541646057","0.987278637685307","0.998554445606806","2"
"No","2009","higher education","West Germany","2816","0.989801546690321","0.986106413125935","0.993496680254707","2"
"No","2009","in school","West Germany","258","1","1","1","2"
"No","2009","in school","East Germany","55","1","1","1","2"
"No","2009","general elemantary","East Germany","260","0.979177320904195","0.962017756906057","0.996336884902334","2"
"No","2009","vocational + Abi","East Germany","152","0.992960171425735","0.979712201548156","1.00620814130331","2"
"No","2009","higher education","East Germany","1192","0.981892588441645","0.97437644399496","0.98940873288833","2"
"No","2009","inadequately","West Germany","148","0.943717562065648","0.907199321543287","0.98023580258801","2"
"No","2009","inadequately","East Germany","15","","","","2"
"No","2009","middle vocational","West Germany","6581","0.982186245151697","0.979019445862157","0.985353044441237","2"
"No","2009","middle vocational","East Germany","2359","0.979116651775892","0.973406508907367","0.984826794644418","2"
"No","2009","higher vocational","West Germany","945","0.971348781050816","0.960823260443766","0.981874301657866","2"
"No","2009","higher vocational","East Germany","367","0.973667883632553","0.957418309613265","0.98991745765184","2"
"Yes","2009","in school","West Germany","","","","","1"
"Yes","2009","in school","East Germany","","","","","1"
"Yes","2009","inadequately","West Germany","5","","","","1"
"Yes","2009","inadequately","East Germany","1","","","","1"
"Yes","2009","general elemantary","West Germany","37","0.0245190833880408","0.0168099625989099","0.0322282041771717","1"
"Yes","2009","general elemantary","East Germany","6","","","","1"
"Yes","2009","middle vocational","West Germany","121","0.0178137548483033","0.0146469555587631","0.0209805541378434","1"
"Yes","2009","middle vocational","East Germany","50","0.0208833482241076","0.015173205355582","0.0265934910926332","1"
"Yes","2009","vocational + Abi","West Germany","6","","","","1"
"Yes","2009","vocational + Abi","East Germany","1","","","","1"
"Yes","2009","higher vocational","West Germany","20","","","","1"
"Yes","2009","higher vocational","East Germany","6","","","","1"
"Yes","2009","higher education","West Germany","24","","","","1"
"Yes","2009","higher education","East Germany","17","","","","1"
"No","2010","in school","West Germany","","","","","2"
"No","2010","in school","East Germany","","","","","2"
"No","2010","general elemantary","West Germany","","","","","2"
"No","2010","general elemantary","East Germany","","","","","2"
"No","2010","vocational + Abi","West Germany","","","","","2"
"No","2010","vocational + Abi","East Germany","","","","","2"
"No","2010","higher education","West Germany","","","","","2"
"No","2010","higher education","East Germany","","","","","2"
"No","2010","inadequately","West Germany","","","","","2"
"No","2010","inadequately","East Germany","","","","","2"
"No","2010","middle vocational","West Germany","","","","","2"
"No","2010","middle vocational","East Germany","","","","","2"
"No","2010","higher vocational","West Germany","","","","","2"
"No","2010","higher vocational","East Germany","","","","","2"
"Yes","2010","in school","West Germany","","","","","1"
"Yes","2010","in school","East Germany","","","","","1"
"Yes","2010","inadequately","West Germany","","","","","1"
"Yes","2010","inadequately","East Germany","","","","","1"
"Yes","2010","general elemantary","West Germany","","","","","1"
"Yes","2010","general elemantary","East Germany","","","","","1"
"Yes","2010","middle vocational","West Germany","","","","","1"
"Yes","2010","middle vocational","East Germany","","","","","1"
"Yes","2010","vocational + Abi","West Germany","","","","","1"
"Yes","2010","vocational + Abi","East Germany","","","","","1"
"Yes","2010","higher vocational","West Germany","","","","","1"
