"ple0016","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"No","2009","Full Time","1-pers.-HH","993","0.994284418081038","0.98960740737619","0.998961428785887","2"
"No","2009","Full Time","Couple + C. GT 16 ","1445","0.997266294112274","0.994579738411393","0.999952849813155","2"
"No","2009","Part Time","Couple + C. GT 16 ","868","0.983310544069049","0.974817589277431","0.991803498860668","2"
"No","2009","Full Time","Single parent ","356","0.989494242023259","0.978932710267255","1.00005577377926","2"
"No","2009","Full Time","Couple + C. LE 16 ","1409","0.99979573067472","0.99904980466502","1.00054165668442","2"
"No","2009","Not Working","1-pers.-HH","1410","0.960215494031179","0.950223992411176","0.970206995651182","2"
"No","2009","Not Working","(Married) couple without C. ","3249","0.951093357587286","0.943835379250067","0.958351335924504","2"
"No","2009","Not Working","Couple + C. LE 16 ","427","0.995739573615811","0.989576194797318","1.0019029524343","2"
"No","2009","Not Working","Couple + C. GT 16 ","823","0.98338004555707","0.974734666130984","0.992025424983157","2"
"No","2009","Not Working","Couple + C. LE and GT 16","301","0.998097830995548","0.993183598201529","1.00301206378957","2"
"No","2009","Part Time","Couple + C. LE and GT 16","385","0.997618622179355","0.992762506380053","1.00247473797866","2"
"No","2009","Full Time","(Married) couple without C. ","2183","0.993153297079112","0.98970518043384","0.996601413724383","2"
"No","2009","Not Working","Single parent ","289","0.988704733401089","0.976604441964504","1.00080502483767","2"
"No","2009","Full Time","Couple + C. LE and GT 16","492","1","1","1","2"
"No","2009","Part Time","1-pers.-HH","439","0.994054239314645","0.986887102254425","1.00122137637487","2"
"No","2009","Part Time","(Married) couple without C. ","1079","0.990366109191642","0.984572682488658","0.996159535894626","2"
"No","2009","Part Time","Single parent ","342","0.997882875540218","0.993032766268348","1.00273298481209","2"
"No","2009","Part Time","Couple + C. LE 16 ","1016","0.993409611033184","0.988446489357829","0.998372732708539","2"
"Yes","2009","Full Time","1-pers.-HH","5","","","","1"
"Yes","2009","Full Time","(Married) couple without C. ","14","","","","1"
"Yes","2009","Full Time","Single parent ","2","","","","1"
"Yes","2009","Full Time","Couple + C. LE 16 ","1","","","","1"
"Yes","2009","Full Time","Couple + C. GT 16 ","6","","","","1"
"Yes","2009","Full Time","Couple + C. LE and GT 16","","","","","1"
"Yes","2009","Part Time","1-pers.-HH","3","","","","1"
"Yes","2009","Part Time","(Married) couple without C. ","13","","","","1"
"Yes","2009","Part Time","Single parent ","3","","","","1"
"Yes","2009","Part Time","Couple + C. LE 16 ","5","","","","1"
"Yes","2009","Part Time","Couple + C. GT 16 ","6","","","","1"
"Yes","2009","Part Time","Couple + C. LE and GT 16","2","","","","1"
"Yes","2009","Not Working","1-pers.-HH","60","0.0397845059688211","0.0297930043488184","0.0497760075888238","1"
"Yes","2009","Not Working","(Married) couple without C. ","143","0.0489066424127145","0.041648664075496","0.0561646207499329","1"
"Yes","2009","Not Working","Single parent ","4","","","","1"
"Yes","2009","Not Working","Couple + C. LE 16 ","2","","","","1"
"Yes","2009","Not Working","Couple + C. GT 16 ","17","","","","1"
"Yes","2009","Not Working","Couple + C. LE and GT 16","1","","","","1"
"No","2010","Part Time","Couple + C. GT 16 ","","","","","2"
"No","2010","Part Time","Couple + C. LE and GT 16","","","","","2"
"No","2010","Not Working","1-pers.-HH","","","","","2"
"No","2010","Not Working","(Married) couple without C. ","","","","","2"
"No","2010","Full Time","1-pers.-HH","","","","","2"
"No","2010","Full Time","Single parent ","","","","","2"
"No","2010","Full Time","Couple + C. LE 16 ","","","","","2"
"No","2010","Full Time","Couple + C. GT 16 ","","","","","2"
"No","2010","Not Working","Single parent ","","","","","2"
"No","2010","Not Working","Couple + C. LE 16 ","","","","","2"
"No","2010","Not Working","Couple + C. GT 16 ","","","","","2"
"No","2010","Not Working","Couple + C. LE and GT 16","","","","","2"
"No","2010","Full Time","(Married) couple without C. ","","","","","2"
"No","2010","Full Time","Couple + C. LE and GT 16","","","","","2"
"No","2010","Part Time","1-pers.-HH","","","","","2"
"No","2010","Part Time","(Married) couple without C. ","","","","","2"
"No","2010","Part Time","Single parent ","","","","","2"
"No","2010","Part Time","Couple + C. LE 16 ","","","","","2"
"Yes","2010","Full Time","1-pers.-HH","","","","","1"
"Yes","2010","Full Time","(Married) couple without C. ","","","","","1"
"Yes","2010","Full Time","Single parent ","","","","","1"
"Yes","2010","Full Time","Couple + C. LE 16 ","","","","","1"
"Yes","2010","Full Time","Couple + C. GT 16 ","","","","","1"
"Yes","2010","Full Time","Couple + C. LE and GT 16","","","","","1"
"Yes","2010","Part Time","1-pers.-HH","","","","","1"
"Yes","2010","Part Time","(Married) couple without C. ","","","","","1"
"Yes","2010","Part Time","Single parent ","","","","","1"
"Yes","2010","Part Time","Couple + C. LE 16 ","","","","","1"
"Yes","2010","Part Time","Couple + C. GT 16 ","","","","","1"
"Yes","2010","Part Time","Couple + C. LE and GT 16","","","","","1"
"Yes","2010","Not Working","1-pers.-HH","","","","","1"
"Yes","2010","Not Working","(Married) couple without C. ","","","","","1"
"Yes","2010","Not Working","Single parent ","","","","","1"
"Yes","2010","Not Working","Couple + C. LE 16 ","","","","","1"
"Yes","2010","Not Working","Couple + C. GT 16 ","","","","","1"
"Yes","2010","Not Working","Couple + C. LE and GT 16","","","","","1"
"No","2011","Full Time","1-pers.-HH","1133","0.991107976930723","0.98566563590367","0.996550317957776","2"
"No","2011","Part Time","Couple + C. GT 16 ","887","0.99369912107414","0.988515125841475","0.998883116306805","2"
"No","2011","Part Time","Couple + C. LE and GT 16","418","0.985293878862892","0.973768026789087","0.996819730936698","2"
"No","2011","Not Working","1-pers.-HH","1755","0.940553834103844","0.929804980455345","0.951302687752342","2"
"No","2011","Not Working","(Married) couple without C. ","3939","0.9424269965088","0.935340079531535","0.949513913486066","2"
"No","2011","Not Working","Single parent ","362","0.979506136801826","0.965069609847717","0.993942663755936","2"
"No","2011","Not Working","Couple + C. LE 16 ","440","0.993106549657331","0.985393019085527","1.00082008022914","2"
"No","2011","Not Working","Couple + C. GT 16 ","829","0.977812641247152","0.967899054948991","0.987726227545313","2"
"No","2011","Not Working","Couple + C. LE and GT 16","295","0.992020104894636","0.981935211188617","1.00210499860065","2"
"No","2011","Full Time","(Married) couple without C. ","2578","0.997334724348948","0.995349133580708","0.999320315117188","2"
"No","2011","Full Time","Single parent ","416","0.999387000241255","0.997011379746614","1.0017626207359","2"
"No","2011","Full Time","Couple + C. LE 16 ","1539","0.999047038627873","0.997507481726337","1.00058659552941","2"
"No","2011","Full Time","Couple + C. GT 16 ","1452","0.994643925037507","0.990897418717144","0.998390431357869","2"
"No","2011","Full Time","Couple + C. LE and GT 16","514","0.997491382271657","0.993175246875718","1.0018075176676","2"
"No","2011","Part Time","1-pers.-HH","564","0.98978604728777","0.981546228479709","0.998025866095832","2"
"No","2011","Part Time","(Married) couple without C. ","1387","0.989460590459892","0.984120884778789","0.994800296140995","2"
"No","2011","Part Time","Single parent ","386","0.99438176488211","0.986934974325916","1.0018285554383","2"
"No","2011","Part Time","Couple + C. LE 16 ","1128","0.996267290233643","0.99271486517458","0.999819715292705","2"
"Yes","2011","Full Time","1-pers.-HH","10","","","","1"
"Yes","2011","Full Time","(Married) couple without C. ","12","","","","1"
"Yes","2011","Full Time","Single parent ","1","","","","1"
"Yes","2011","Full Time","Couple + C. LE 16 ","4","","","","1"
"Yes","2011","Full Time","Couple + C. GT 16 ","6","","","","1"
"Yes","2011","Full Time","Couple + C. LE and GT 16","2","","","","1"
"Yes","2011","Part Time","1-pers.-HH","8","","","","1"
"Yes","2011","Part Time","(Married) couple without C. ","18","","","","1"
"Yes","2011","Part Time","Single parent ","1","","","","1"
"Yes","2011","Part Time","Couple + C. LE 16 ","4","","","","1"
"Yes","2011","Part Time","Couple + C. GT 16 ","8","","","","1"
"Yes","2011","Part Time","Couple + C. LE and GT 16","1","","","","1"
"Yes","2011","Not Working","1-pers.-HH","104","0.0594461658961563","0.0486973122476576","0.0701950195446551","1"
"Yes","2011","Not Working","(Married) couple without C. ","211","0.0575730034911996","0.0504860865139342","0.0646599204684651","1"
"Yes","2011","Not Working","Single parent ","8","","","","1"
"Yes","2011","Not Working","Couple + C. LE 16 ","2","","","","1"
"Yes","2011","Not Working","Couple + C. GT 16 ","19","","","","1"
"Yes","2011","Not Working","Couple + C. LE and GT 16","4","","","","1"
"No","2012","Full Time","1-pers.-HH","","","","","2"
"No","2012","Full Time","(Married) couple without C. ","","","","","2"
"No","2012","Full Time","Single parent ","","","","","2"
"No","2012","Full Time","Couple + C. LE 16 ","","","","","2"
"No","2012","Full Time","Couple + C. GT 16 ","","","","","2"
"No","2012","Part Time","Couple + C. GT 16 ","","","","","2"
"No","2012","Part Time","Couple + C. LE and GT 16","","","","","2"
"No","2012","Not Working","1-pers.-HH","","","","","2"
"No","2012","Not Working","(Married) couple without C. ","","","","","2"
"No","2012","Not Working","Single parent ","","","","","2"
"No","2012","Not Working","Couple + C. LE 16 ","","","","","2"
"No","2012","Not Working","Couple + C. GT 16 ","","","","","2"
"No","2012","Not Working","Couple + C. LE and GT 16","","","","","2"
"No","2012","Full Time","Couple + C. LE and GT 16","","","","","2"
"No","2012","Part Time","1-pers.-HH","","","","","2"
"No","2012","Part Time","(Married) couple without C. ","","","","","2"
"No","2012","Part Time","Single parent ","","","","","2"
"No","2012","Part Time","Couple + C. LE 16 ","","","","","2"
"Yes","2012","Full Time","1-pers.-HH","","","","","1"
"Yes","2012","Full Time","(Married) couple without C. ","","","","","1"
"Yes","2012","Full Time","Single parent ","","","","","1"
"Yes","2012","Full Time","Couple + C. LE 16 ","","","","","1"
"Yes","2012","Full Time","Couple + C. GT 16 ","","","","","1"
"Yes","2012","Full Time","Couple + C. LE and GT 16","","","","","1"
"Yes","2012","Part Time","1-pers.-HH","","","","","1"
"Yes","2012","Part Time","(Married) couple without C. ","","","","","1"
"Yes","2012","Part Time","Single parent ","","","","","1"
"Yes","2012","Part Time","Couple + C. LE 16 ","","","","","1"
"Yes","2012","Part Time","Couple + C. GT 16 ","","","","","1"
"Yes","2012","Part Time","Couple + C. LE and GT 16","","","","","1"
"Yes","2012","Not Working","1-pers.-HH","","","","","1"
"Yes","2012","Not Working","(Married) couple without C. ","","","","","1"
"Yes","2012","Not Working","Single parent ","","","","","1"
"Yes","2012","Not Working","Couple + C. LE 16 ","","","","","1"
"Yes","2012","Not Working","Couple + C. GT 16 ","","","","","1"
"Yes","2012","Not Working","Couple + C. LE and GT 16","","","","","1"
"No","2013","Full Time","1-pers.-HH","1136","0.994995674039204","0.990908447223813","0.999082900854595","2"
"No","2013","Full Time","(Married) couple without C. ","2358","0.997078116912568","0.994904148389122","0.999252085436014","2"
"No","2013","Full Time","Single parent ","411","0.997393456165739","0.992476018778085","1.00231089355339","2"
"No","2013","Full Time","Couple + C. LE 16 ","1367","0.996957495833423","0.994043258297521","0.999871733369324","2"
"No","2013","Full Time","Couple + C. GT 16 ","1178","0.992656797238176","0.98779778417112","0.997515810305233","2"
"No","2013","Full Time","Couple + C. LE and GT 16","389","1","1","1","2"
"No","2013","Part Time","1-pers.-HH","559","0.986408419175106","0.97690293956879","0.995913898781422","2"
"No","2013","Part Time","(Married) couple without C. ","1319","0.985831062683045","0.979505435519708","0.992156689846381","2"
"No","2013","Part Time","Single parent ","391","1","1","1","2"
"No","2013","Part Time","Couple + C. LE 16 ","1012","0.996310906852703","0.992584889549253","1.00003692415615","2"
"No","2013","Part Time","Couple + C. GT 16 ","823","0.99193820915743","0.985858180138135","0.998018238176725","2"
"No","2013","Part Time","Couple + C. LE and GT 16","341","0.987529870628841","0.975803071940814","0.999256669316868","2"
"No","2013","Not Working","1-pers.-HH","1666","0.944378479600382","0.933664936414147","0.955092022786617","2"
"No","2013","Not Working","(Married) couple without C. ","3743","0.945356471369223","0.938264994029583","0.952447948708863","2"
"No","2013","Not Working","Single parent ","303","0.977931106084547","0.96163007003971","0.994232142129384","2"
"No","2013","Not Working","Couple + C. LE 16 ","382","0.997174137902848","0.991864762124732","1.00248351368096","2"
"No","2013","Not Working","Couple + C. GT 16 ","602","0.977147787573956","0.965356811400921","0.988938763746991","2"
"No","2013","Not Working","Couple + C. LE and GT 16","208","0.996594552291516","0.988696476256767","1.00449262832626","2"
"Yes","2013","Full Time","1-pers.-HH","9","","","","1"
"Yes","2013","Full Time","(Married) couple without C. ","10","","","","1"
"Yes","2013","Full Time","Single parent ","2","","","","1"
"Yes","2013","Full Time","Couple + C. LE 16 ","5","","","","1"
"Yes","2013","Full Time","Couple + C. GT 16 ","8","","","","1"
"Yes","2013","Full Time","Couple + C. LE and GT 16","","","","","1"
"Yes","2013","Part Time","1-pers.-HH","11","","","","1"
"Yes","2013","Part Time","(Married) couple without C. ","22","","","","1"
"Yes","2013","Part Time","Single parent ","","","","","1"
"Yes","2013","Part Time","Couple + C. LE 16 ","5","","","","1"
"Yes","2013","Part Time","Couple + C. GT 16 ","8","","","","1"
"Yes","2013","Part Time","Couple + C. LE and GT 16","3","","","","1"
"Yes","2013","Not Working","1-pers.-HH","92","0.0556215203996181","0.0449079772133829","0.0663350635858532","1"
"Yes","2013","Not Working","(Married) couple without C. ","203","0.0546435286307772","0.0475520512911372","0.0617350059704171","1"
"Yes","2013","Not Working","Single parent ","9","","","","1"
"Yes","2013","Not Working","Couple + C. LE 16 ","2","","","","1"
"Yes","2013","Not Working","Couple + C. GT 16 ","15","","","","1"
"Yes","2013","Not Working","Couple + C. LE and GT 16","1","","","","1"
"No","2014","Full Time","1-pers.-HH","","","","","2"
"No","2014","Full Time","(Married) couple without C. ","","","","","2"
"No","2014","Full Time","Single parent ","","","","","2"
"No","2014","Full Time","Couple + C. LE 16 ","","","","","2"
"No","2014","Full Time","Couple + C. GT 16 ","","","","","2"
"No","2014","Full Time","Couple + C. LE and GT 16","","","","","2"
"No","2014","Part Time","1-pers.-HH","","","","","2"
"No","2014","Part Time","(Married) couple without C. ","","","","","2"
"No","2014","Part Time","Single parent ","","","","","2"
"No","2014","Part Time","Couple + C. LE 16 ","","","","","2"
"No","2014","Part Time","Couple + C. GT 16 ","","","","","2"
"No","2014","Part Time","Couple + C. LE and GT 16","","","","","2"
"No","2014","Not Working","1-pers.-HH","","","","","2"
"No","2014","Not Working","(Married) couple without C. ","","","","","2"
"No","2014","Not Working","Single parent ","","","","","2"
"No","2014","Not Working","Couple + C. LE 16 ","","","","","2"
"No","2014","Not Working","Couple + C. GT 16 ","","","","","2"
"No","2014","Not Working","Couple + C. LE and GT 16","","","","","2"
"Yes","2014","Full Time","1-pers.-HH","","","","","1"
"Yes","2014","Full Time","(Married) couple without C. ","","","","","1"
"Yes","2014","Full Time","Single parent ","","","","","1"
"Yes","2014","Full Time","Couple + C. LE 16 ","","","","","1"
"Yes","2014","Full Time","Couple + C. GT 16 ","","","","","1"
"Yes","2014","Full Time","Couple + C. LE and GT 16","","","","","1"
"Yes","2014","Part Time","1-pers.-HH","","","","","1"
"Yes","2014","Part Time","(Married) couple without C. ","","","","","1"
"Yes","2014","Part Time","Single parent ","","","","","1"
"Yes","2014","Part Time","Couple + C. LE 16 ","","","","","1"
"Yes","2014","Part Time","Couple + C. GT 16 ","","","","","1"
"Yes","2014","Part Time","Couple + C. LE and GT 16","","","","","1"
"Yes","2014","Not Working","1-pers.-HH","","","","","1"
"Yes","2014","Not Working","(Married) couple without C. ","","","","","1"
"Yes","2014","Not Working","Single parent ","","","","","1"
"Yes","2014","Not Working","Couple + C. LE 16 ","","","","","1"
"Yes","2014","Not Working","Couple + C. GT 16 ","","","","","1"
"Yes","2014","Not Working","Couple + C. LE and GT 16","","","","","1"
"No","2015","Full Time","1-pers.-HH","1137","0.994349919744402","0.990008395030594","0.99869144445821","2"
"No","2015","Full Time","(Married) couple without C. ","2354","0.990005379559459","0.98600231422026","0.994008444898659","2"
"No","2015","Full Time","Single parent ","739","0.992687482854291","0.986565369806265","0.998809595902317","2"
"No","2015","Full Time","Couple + C. LE 16 ","2915","0.998353004726057","0.996883240582714","0.999822768869401","2"
"No","2015","Full Time","Couple + C. GT 16 ","1238","0.994257692496191","0.990068929511083","0.998446455481298","2"
"No","2015","Full Time","Couple + C. LE and GT 16","855","0.991619320956837","0.985533676827478","0.997704965086196","2"
"No","2015","Part Time","1-pers.-HH","666","0.987396887057328","0.978993806100702","0.995799968013953","2"
"No","2015","Part Time","(Married) couple without C. ","1419","0.982754272902056","0.976048836694805","0.989459709109307","2"
"No","2015","Part Time","Single parent ","881","0.993662156305617","0.988442622133057","0.998881690478177","2"
"No","2015","Part Time","Couple + C. LE 16 ","2242","0.996644976074895","0.99425565296503","0.999034299184761","2"
"No","2015","Part Time","Couple + C. GT 16 ","912","0.988283940879782","0.981349541176153","0.995218340583412","2"
"No","2015","Part Time","Couple + C. LE and GT 16","766","0.988977154315975","0.981602482100218","0.996351826531732","2"
"No","2015","Not Working","1-pers.-HH","1611","0.945371934886229","0.934569220542515","0.956174649229944","2"
"No","2015","Not Working","(Married) couple without C. ","3478","0.94299721736541","0.935508465636843","0.950485969093977","2"
"No","2015","Not Working","Single parent ","684","0.972633465582155","0.960530135271939","0.984736795892372","2"
"No","2015","Not Working","Couple + C. LE 16 ","899","0.988685424614168","0.981813544236271","0.995557304992064","2"
"No","2015","Not Working","Couple + C. GT 16 ","709","0.978678399622358","0.968192293995427","0.98916450524929","2"
"No","2015","Not Working","Couple + C. LE and GT 16","518","0.981762915576866","0.970327913840594","0.993197917313137","2"
"Yes","2015","Full Time","1-pers.-HH","8","","","","1"
"Yes","2015","Full Time","(Married) couple without C. ","18","","","","1"
"Yes","2015","Full Time","Single parent ","5","","","","1"
"Yes","2015","Full Time","Couple + C. LE 16 ","9","","","","1"
"Yes","2015","Full Time","Couple + C. GT 16 ","12","","","","1"
"Yes","2015","Full Time","Couple + C. LE and GT 16","7","","","","1"
"Yes","2015","Part Time","1-pers.-HH","11","","","","1"
"Yes","2015","Part Time","(Married) couple without C. ","29","","","","1"
"Yes","2015","Part Time","Single parent ","7","","","","1"
"Yes","2015","Part Time","Couple + C. LE 16 ","8","","","","1"
"Yes","2015","Part Time","Couple + C. GT 16 ","13","","","","1"
"Yes","2015","Part Time","Couple + C. LE and GT 16","4","","","","1"
"Yes","2015","Not Working","1-pers.-HH","89","0.0546280651137707","0.043825350770056","0.0654307794574854","1"
"Yes","2015","Not Working","(Married) couple without C. ","204","0.0570027826345896","0.0495140309060226","0.0644915343631566","1"
