"ple0016","year","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","2009","in school","","","",""
"Yes","2009","inadequately","6","","",""
"Yes","2009","general elemantary","43","0.0241199979112364","0.0170559142097347","0.0311840816127382"
"Yes","2009","middle vocational","171","0.018424662725899","0.0156632796426202","0.0211860458091778"
"Yes","2009","vocational + Abi","7","","",""
"Yes","2009","higher vocational","26","","",""
"Yes","2009","higher education","41","0.0119553233718655","0.00860764938421495","0.0153029973595161"
"No","2009","in school","313","1","1","1"
"No","2009","inadequately","163","0.94529253504958","0.911006982874157","0.979578087225003"
"No","2009","general elemantary","1769","0.975880002088764","0.968815918387262","0.982944085790265"
"No","2009","middle vocational","8940","0.981575337274101","0.978813954190822","0.98433672035738"
"No","2009","vocational + Abi","996","0.992921602398103","0.987733332251504","0.998109872544702"
"No","2009","higher vocational","1312","0.971867542052339","0.963007670768746","0.980727413335932"
"No","2009","higher education","4008","0.988044676628135","0.984697002640484","0.991392350615785"
"Yes","2010","in school","","","",""
"Yes","2010","inadequately","","","",""
"Yes","2010","general elemantary","","","",""
"Yes","2010","middle vocational","","","",""
"Yes","2010","vocational + Abi","","","",""
"Yes","2010","higher vocational","","","",""
"Yes","2010","higher education","","","",""
"No","2010","in school","","","",""
"No","2010","inadequately","","","",""
"No","2010","general elemantary","","","",""
"No","2010","middle vocational","","","",""
"No","2010","vocational + Abi","","","",""
"No","2010","higher vocational","","","",""
"No","2010","higher education","","","",""
"Yes","2011","in school","","","",""
"Yes","2011","inadequately","9","","",""
"Yes","2011","general elemantary","76","0.0392225913797535","0.0310885951780726","0.0473565875814344"
"Yes","2011","middle vocational","245","0.0249001111169543","0.0219264722367634","0.0278737499971452"
"Yes","2011","vocational + Abi","6","","",""
"Yes","2011","higher vocational","33","0.022882768536043","0.0151968901620057","0.0305686469100802"
"Yes","2011","higher education","65","0.0177763969114687","0.0139578667302827","0.0215949270926548"
"No","2011","in school","313","1","1","1"
"No","2011","inadequately","224","0.957999918992086","0.932243947797412","0.98375589018676"
"No","2011","general elemantary","2112","0.960777408620247","0.952643412418566","0.968911404821927"
"No","2011","middle vocational","10303","0.975099888883046","0.972126250002855","0.978073527763237"
"No","2011","vocational + Abi","1203","0.997349926881038","0.994451998493865","1.00024785526821"
"No","2011","higher vocational","1421","0.977117231463957","0.96943135308992","0.984803109837994"
"No","2011","higher education","4535","0.982223603088531","0.978405072907345","0.986042133269717"
"Yes","2012","in school","","","",""
"Yes","2012","inadequately","","","",""
"Yes","2012","general elemantary","","","",""
"Yes","2012","middle vocational","","","",""
"Yes","2012","vocational + Abi","","","",""
"Yes","2012","higher vocational","","","",""
"Yes","2012","higher education","","","",""
"No","2012","in school","","","",""
"No","2012","inadequately","","","",""
"No","2012","general elemantary","","","",""
"No","2012","middle vocational","","","",""
"No","2012","vocational + Abi","","","",""
"No","2012","higher vocational","","","",""
"No","2012","higher education","","","",""
"Yes","2013","in school","","","",""
"Yes","2013","inadequately","6","","",""
"Yes","2013","general elemantary","60","0.0350155956525907","0.0266752667425373","0.0433559245626442"
"Yes","2013","middle vocational","242","0.0260907494524673","0.0228783614080733","0.0293031374968614"
"Yes","2013","vocational + Abi","8","","",""
"Yes","2013","higher vocational","31","0.0254871112579177","0.0170267848789996","0.0339474376368359"
"Yes","2013","higher education","68","0.018647265814639","0.0146851588529221","0.0226093727763559"
"No","2013","in school","260","1","1","1"
"No","2013","inadequately","189","0.967233886641739","0.942247180931924","0.992220592351555"
"No","2013","general elemantary","1806","0.964984404347409","0.956644075437356","0.973324733257463"
"No","2013","middle vocational","9217","0.973909250547533","0.970696862503139","0.977121638591927"
"No","2013","vocational + Abi","1095","0.997541807866387","0.994619447291206","1.00046416844157"
"No","2013","higher vocational","1302","0.974512888742082","0.966052562363164","0.982973215121"
"No","2013","higher education","4410","0.981352734185361","0.977390627223644","0.985314841147078"
"Yes","2014","in school","","","",""
"Yes","2014","inadequately","","","",""
"Yes","2014","general elemantary","","","",""
"Yes","2014","middle vocational","","","",""
"Yes","2014","vocational + Abi","","","",""
"Yes","2014","higher vocational","","","",""
"Yes","2014","higher education","","","",""
"No","2014","in school","","","",""
"No","2014","inadequately","","","",""
"No","2014","general elemantary","","","",""
"No","2014","middle vocational","","","",""
"No","2014","vocational + Abi","","","",""
"No","2014","higher vocational","","","",""
"No","2014","higher education","","","",""
"Yes","2015","in school","","","",""
"Yes","2015","inadequately","16","","",""
"Yes","2015","general elemantary","58","0.0277795103311788","0.0215668424620303","0.0339921782003273"
"Yes","2015","middle vocational","275","0.0273693038212444","0.0244143073831463","0.0303243002593426"
"Yes","2015","vocational + Abi","25","","",""
"Yes","2015","higher vocational","43","0.0287226687703982","0.0203588862841966","0.0370864512565998"
"Yes","2015","higher education","80","0.0166312211041606","0.0133660935870401","0.0198963486212811"
"No","2015","in school","352","1","1","1"
"No","2015","inadequately","396","0.961097442236782","0.942426240480311","0.979768643993253"
"No","2015","general elemantary","2630","0.972220489668821","0.966007821799673","0.97843315753797"
"No","2015","middle vocational","11436","0.972630696178756","0.969675699740657","0.975585692616854"
"No","2015","vocational + Abi","1936","0.990641436941132","0.986379842427903","0.99490303145436"
"No","2015","higher vocational","1489","0.971277331229602","0.9629135487434","0.979641113715803"
"No","2015","higher education","5813","0.983368778895839","0.980103651378719","0.98663390641296"
"Yes","2016","in school","","","",""
"Yes","2016","inadequately","","","",""
"Yes","2016","general elemantary","","","",""
"Yes","2016","middle vocational","","","",""
"Yes","2016","vocational + Abi","","","",""
"Yes","2016","higher vocational","","","",""
"Yes","2016","higher education","","","",""
"No","2016","in school","","","",""
"No","2016","inadequately","","","",""
"No","2016","general elemantary","","","",""
"No","2016","middle vocational","","","",""
"No","2016","vocational + Abi","","","",""
"No","2016","higher vocational","","","",""
"No","2016","higher education","","","",""
"Yes","2017","in school","","","",""
"Yes","2017","inadequately","15","","",""
"Yes","2017","general elemantary","60","0.0299661146329247","0.0236123565662074","0.036319872699642"
"Yes","2017","middle vocational","271","0.0262993057879169","0.0234523724555263","0.0291462391203075"
"Yes","2017","vocational + Abi","23","","",""
"Yes","2017","higher vocational","53","0.0315257539235763","0.0228157144131668","0.0402357934339857"
