"ple0016","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"No","2009","Employed","Couple + C. LE 16 ","2425","0.997055086469209","0.994901057885584","0.999209115052834","2"
"No","2009","Not Employed","Single parent ","289","0.988704733401089","0.976604441964504","1.00080502483767","2"
"No","2009","Not Employed","Couple + C. LE 16 ","427","0.995739573615811","0.989576194797318","1.0019029524343","2"
"No","2009","Not Employed","(Married) couple without C. ","3249","0.951093357587286","0.943835379250067","0.958351335924504","2"
"No","2009","Employed","Single parent ","698","0.993844503100635","0.988062727834011","0.999626278367258","2"
"No","2009","Employed","Couple + C. GT 16 ","2313","0.991859479346189","0.98820699992415","0.995511958768227","2"
"No","2009","Employed","Couple + C. LE and GT 16","877","0.998943345099397","0.996795560775465","1.00109112942333","2"
"No","2009","Not Employed","1-pers.-HH","1410","0.960215494031179","0.950223992411176","0.970206995651182","2"
"No","2009","Not Employed","Couple + C. GT 16 ","823","0.98338004555707","0.974734666130984","0.992025424983157","2"
"No","2009","Not Employed","Couple + C. LE and GT 16","301","0.998097830995548","0.993183598201529","1.00301206378957","2"
"No","2009","Employed","1-pers.-HH","1432","0.994213065910907","0.990295368892193","0.99813076292962","2"
"No","2009","Employed","(Married) couple without C. ","3262","0.992219334651884","0.989216521113373","0.995222148190394","2"
"Yes","2009","Not Employed","1-pers.-HH","60","0.0397845059688211","0.0297930043488184","0.0497760075888238","1"
"Yes","2009","Not Employed","(Married) couple without C. ","143","0.0489066424127145","0.041648664075496","0.0561646207499329","1"
"Yes","2009","Not Employed","Single parent ","4","","","","1"
"Yes","2009","Not Employed","Couple + C. LE 16 ","2","","","","1"
"Yes","2009","Not Employed","Couple + C. GT 16 ","17","","","","1"
"Yes","2009","Not Employed","Couple + C. LE and GT 16","1","","","","1"
"Yes","2009","Employed","1-pers.-HH","8","","","","1"
"Yes","2009","Employed","(Married) couple without C. ","27","","","","1"
"Yes","2009","Employed","Single parent ","5","","","","1"
"Yes","2009","Employed","Couple + C. LE 16 ","6","","","","1"
"Yes","2009","Employed","Couple + C. GT 16 ","12","","","","1"
"Yes","2009","Employed","Couple + C. LE and GT 16","2","","","","1"
"No","2010","Employed","Couple + C. LE 16 ","","","","","2"
"No","2010","Employed","Couple + C. LE and GT 16","","","","","2"
"No","2010","Not Employed","(Married) couple without C. ","","","","","2"
"No","2010","Not Employed","Couple + C. LE 16 ","","","","","2"
"No","2010","Employed","Single parent ","","","","","2"
"No","2010","Employed","Couple + C. GT 16 ","","","","","2"
"No","2010","Not Employed","1-pers.-HH","","","","","2"
"No","2010","Not Employed","Single parent ","","","","","2"
"No","2010","Not Employed","Couple + C. GT 16 ","","","","","2"
"No","2010","Not Employed","Couple + C. LE and GT 16","","","","","2"
"No","2010","Employed","1-pers.-HH","","","","","2"
"No","2010","Employed","(Married) couple without C. ","","","","","2"
"Yes","2010","Not Employed","1-pers.-HH","","","","","1"
"Yes","2010","Not Employed","(Married) couple without C. ","","","","","1"
"Yes","2010","Not Employed","Single parent ","","","","","1"
"Yes","2010","Not Employed","Couple + C. LE 16 ","","","","","1"
"Yes","2010","Not Employed","Couple + C. GT 16 ","","","","","1"
"Yes","2010","Not Employed","Couple + C. LE and GT 16","","","","","1"
"Yes","2010","Employed","1-pers.-HH","","","","","1"
