"plh0206i05","year","e11102","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Not Employed","(0) in school","65","0.142229474965184","0.113012026840506","0.171446923089861"
"1 Strongly disagree","2005","Not Employed","(1a) inadequately completed","53","0.410083246885178","0.331633599465921","0.488532894304436"
"1 Strongly disagree","2005","Not Employed","(1b) general elementary school","263","0.228452302940671","0.20426092695488","0.252643678926462"
"1 Strongly disagree","2005","Not Employed","(1c) basic vocational qualification","649","0.249735451517842","0.233713832586698","0.265757070448985"
"1 Strongly disagree","2005","Not Employed","(2b) intermediate general qualification","40","0.23106404659902","0.173780790675719","0.288347302522322"
"1 Strongly disagree","2005","Not Employed","(2a) intermediate vocational","277","0.26463902960305","0.238963536130277","0.290314523075822"
"1 Strongly disagree","2005","Not Employed","(2c_gen) general maturity certificate","52","0.172237003444016","0.130736748402158","0.213737258485874"
"1 Strongly disagree","2005","Not Employed","(2c_voc) vocational maturity certificate","87","0.234727132530035","0.191887673977283","0.277566591082786"
"1 Strongly disagree","2005","Not Employed","(3a) lower tertiary education","117","0.264181629300827","0.223978142220801","0.304385116380853"
"1 Strongly disagree","2005","Not Employed","(3b) higher tertiary education","139","0.259673646863475","0.222658519199913","0.296688774527037"
"1 Strongly disagree","2005","Employed","(0) in school","9","","",""
"1 Strongly disagree","2005","Employed","(1a) inadequately completed","14","","",""
"1 Strongly disagree","2005","Employed","(1b) general elementary school","127","0.164902015275934","0.137391976497763","0.192412054054105"
"1 Strongly disagree","2005","Employed","(1c) basic vocational qualification","488","0.163164988124948","0.149720855290147","0.176609120959749"
"1 Strongly disagree","2005","Employed","(2b) intermediate general qualification","36","0.0979303555053538","0.0676454705067909","0.128215240503917"
"1 Strongly disagree","2005","Employed","(2a) intermediate vocational","623","0.16771545805428","0.155604807915908","0.179826108192653"
"1 Strongly disagree","2005","Employed","(2c_gen) general maturity certificate","57","0.123575515638498","0.0940421890458057","0.153108842231189"
"1 Strongly disagree","2005","Employed","(2c_voc) vocational maturity certificate","193","0.189828352667707","0.167023462491725","0.21263324284369"
"1 Strongly disagree","2005","Employed","(3a) lower tertiary education","230","0.204985655625366","0.182000992980017","0.227970318270714"
"1 Strongly disagree","2005","Employed","(3b) higher tertiary education","371","0.175028587426409","0.1582699585072","0.191787216345618"
"2 on scale 1-7 ","2005","Not Employed","(0) in school","83","0.139647473548612","0.110652903074992","0.168642044022231"
"2 on scale 1-7 ","2005","Not Employed","(1a) inadequately completed","14","","",""
"2 on scale 1-7 ","2005","Not Employed","(1b) general elementary school","190","0.175979466355011","0.154037202823875","0.197921729886147"
"2 on scale 1-7 ","2005","Not Employed","(1c) basic vocational qualification","528","0.175883782210936","0.161791990516537","0.189975573905336"
"2 on scale 1-7 ","2005","Not Employed","(2b) intermediate general qualification","32","0.118351657191443","0.0744529942258486","0.162250320157038"
"2 on scale 1-7 ","2005","Not Employed","(2a) intermediate vocational","237","0.198243988227625","0.175039997173959","0.221447979281292"
"2 on scale 1-7 ","2005","Not Employed","(2c_gen) general maturity certificate","57","0.157156368712373","0.117155075822397","0.197157661602348"
"2 on scale 1-7 ","2005","Not Employed","(2c_voc) vocational maturity certificate","85","0.205767590811634","0.16490588833075","0.246629293292519"
"2 on scale 1-7 ","2005","Not Employed","(3a) lower tertiary education","108","0.227588411255023","0.189356451019366","0.265820371490681"
"2 on scale 1-7 ","2005","Not Employed","(3b) higher tertiary education","131","0.21087443405342","0.176436369930283","0.245312498176556"
"2 on scale 1-7 ","2005","Employed","(0) in school","22","","",""
"2 on scale 1-7 ","2005","Employed","(1a) inadequately completed","20","","",""
"2 on scale 1-7 ","2005","Employed","(1b) general elementary school","111","0.154017361642324","0.127258041949408","0.18077668133524"
"2 on scale 1-7 ","2005","Employed","(1c) basic vocational qualification","545","0.18862568659637","0.174392228369761","0.202859144822978"
"2 on scale 1-7 ","2005","Employed","(2b) intermediate general qualification","64","0.170923425069351","0.132566362168371","0.20928048797033"
"2 on scale 1-7 ","2005","Employed","(2a) intermediate vocational","776","0.213756219211408","0.200467504167429","0.227044934255388"
"2 on scale 1-7 ","2005","Employed","(2c_gen) general maturity certificate","110","0.191075023631995","0.155793690661002","0.226356356602989"
"2 on scale 1-7 ","2005","Employed","(2c_voc) vocational maturity certificate","283","0.230459069512485","0.20597003352516","0.25494810549981"
"2 on scale 1-7 ","2005","Employed","(3a) lower tertiary education","322","0.234069130454437","0.209961430730732","0.258176830178143"
"2 on scale 1-7 ","2005","Employed","(3b) higher tertiary education","574","0.28402057708087","0.264132641055885","0.303908513105856"
"3 on scale 1-7 ","2005","Not Employed","(0) in school","85","0.135315481079806","0.106702408036729","0.163928554122883"
"3 on scale 1-7 ","2005","Not Employed","(1a) inadequately completed","26","","",""
"3 on scale 1-7 ","2005","Not Employed","(1b) general elementary school","178","0.148546289457716","0.128053888877278","0.169038690038155"
"3 on scale 1-7 ","2005","Not Employed","(1c) basic vocational qualification","457","0.149514528917483","0.13631573541668","0.162713322418286"
"3 on scale 1-7 ","2005","Not Employed","(2b) intermediate general qualification","38","0.163876359199756","0.11357151266734","0.214181205732172"
"3 on scale 1-7 ","2005","Not Employed","(2a) intermediate vocational","181","0.141250838054765","0.120980068173","0.161521607936529"
"3 on scale 1-7 ","2005","Not Employed","(2c_gen) general maturity certificate","55","0.171265885298699","0.129858522513546","0.212673248083853"
"3 on scale 1-7 ","2005","Not Employed","(2c_voc) vocational maturity certificate","68","0.201218790587621","0.160695719101417","0.241741862073826"
"3 on scale 1-7 ","2005","Not Employed","(3a) lower tertiary education","82","0.159979237623477","0.12655173551437","0.193406739732584"
"3 on scale 1-7 ","2005","Not Employed","(3b) higher tertiary education","107","0.218288451185516","0.183415206882711","0.253161695488322"
"3 on scale 1-7 ","2005","Employed","(0) in school","25","","",""
"3 on scale 1-7 ","2005","Employed","(1a) inadequately completed","15","","",""
"3 on scale 1-7 ","2005","Employed","(1b) general elementary school","109","0.167202003461448","0.139538952456333","0.194865054466562"
"3 on scale 1-7 ","2005","Employed","(1c) basic vocational qualification","498","0.160109186324533","0.146767248028796","0.173451124620269"
"3 on scale 1-7 ","2005","Employed","(2b) intermediate general qualification","64","0.162760673375356","0.125146910891738","0.200374435858975"
"3 on scale 1-7 ","2005","Employed","(2a) intermediate vocational","643","0.176873041473246","0.164504763643528","0.189241319302964"
"3 on scale 1-7 ","2005","Employed","(2c_gen) general maturity certificate","81","0.172419013312506","0.138520025453565","0.206318001171447"
"3 on scale 1-7 ","2005","Employed","(2c_voc) vocational maturity certificate","203","0.166737262423581","0.145061906415631","0.188412618431532"
"3 on scale 1-7 ","2005","Employed","(3a) lower tertiary education","224","0.195588313475208","0.173004381735173","0.218172245215243"
"3 on scale 1-7 ","2005","Employed","(3b) higher tertiary education","410","0.211956820932115","0.193932320080644","0.229981321783585"
