"plh0206i05","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Schleswig-Holstein","in school","2","","","","1"
"1 Strongly disagree","2005","Schleswig-Holstein","inadequately","","","","","1"
"1 Strongly disagree","2005","Schleswig-Holstein","general elemantary","12","","","","1"
"1 Strongly disagree","2005","Schleswig-Holstein","middle vocational","52","0.144957427261986","0.10697303110662","0.182941823417353","1"
"1 Strongly disagree","2005","Schleswig-Holstein","vocational + Abi","10","","","","1"
"1 Strongly disagree","2005","Schleswig-Holstein","higher vocational","13","","","","1"
"1 Strongly disagree","2005","Schleswig-Holstein","higher education","28","","","","1"
"1 Strongly disagree","2005","Hamburg","in school","2","","","","1"
"1 Strongly disagree","2005","Hamburg","inadequately","","","","","1"
"1 Strongly disagree","2005","Hamburg","general elemantary","6","","","","1"
"1 Strongly disagree","2005","Hamburg","middle vocational","26","","","","1"
"1 Strongly disagree","2005","Hamburg","vocational + Abi","3","","","","1"
"1 Strongly disagree","2005","Hamburg","higher vocational","6","","","","1"
"1 Strongly disagree","2005","Hamburg","higher education","14","","","","1"
"1 Strongly disagree","2005","Lower Saxony","in school","9","","","","1"
"1 Strongly disagree","2005","Lower Saxony","inadequately","8","","","","1"
"1 Strongly disagree","2005","Lower Saxony","general elemantary","57","0.209718864353592","0.158741825442711","0.260695903264473","1"
"1 Strongly disagree","2005","Lower Saxony","middle vocational","202","0.225801085627826","0.198709973374723","0.252892197880929","1"
"1 Strongly disagree","2005","Lower Saxony","vocational + Abi","18","","","","1"
"1 Strongly disagree","2005","Lower Saxony","higher vocational","26","","","","1"
"1 Strongly disagree","2005","Lower Saxony","higher education","74","0.226791602321113","0.178595617619585","0.27498758702264","1"
"1 Strongly disagree","2005","Bremen","in school","1","","","","1"
"1 Strongly disagree","2005","Bremen","inadequately","","","","","1"
"1 Strongly disagree","2005","Bremen","general elemantary","2","","","","1"
"1 Strongly disagree","2005","Bremen","middle vocational","18","","","","1"
"1 Strongly disagree","2005","Bremen","vocational + Abi","4","","","","1"
"1 Strongly disagree","2005","Bremen","higher vocational","3","","","","1"
"1 Strongly disagree","2005","Bremen","higher education","9","","","","1"
"1 Strongly disagree","2005","North Rhine-Westphalia","in school","17","","","","1"
"1 Strongly disagree","2005","North Rhine-Westphalia","inadequately","22","","","","1"
"1 Strongly disagree","2005","North Rhine-Westphalia","general elemantary","112","0.21547507722097","0.180956591560136","0.249993562881803","1"
"1 Strongly disagree","2005","North Rhine-Westphalia","middle vocational","411","0.210274054083458","0.192693834637101","0.227854273529814","1"
"1 Strongly disagree","2005","North Rhine-Westphalia","vocational + Abi","55","0.177419659271715","0.135693329261282","0.219145989282148","1"
"1 Strongly disagree","2005","North Rhine-Westphalia","higher vocational","68","0.233309371923505","0.186152496557617","0.280466247289392","1"
"1 Strongly disagree","2005","North Rhine-Westphalia","higher education","151","0.192660229587263","0.165616830768233","0.219703628406292","1"
"1 Strongly disagree","2005","Hesse","in school","7","","","","1"
"1 Strongly disagree","2005","Hesse","inadequately","4","","","","1"
"1 Strongly disagree","2005","Hesse","general elemantary","32","0.202191134564837","0.139958443190217","0.264423825939457","1"
"1 Strongly disagree","2005","Hesse","middle vocational","102","0.186648540959456","0.156319764731166","0.216977317187746","1"
"1 Strongly disagree","2005","Hesse","vocational + Abi","23","","","","1"
"1 Strongly disagree","2005","Hesse","higher vocational","17","","","","1"
"1 Strongly disagree","2005","Hesse","higher education","58","0.157361752350881","0.116561997521628","0.198161507180134","1"
"1 Strongly disagree","2005","Rhineland-Palatinate,Saarland","in school","3","","","","1"
"1 Strongly disagree","2005","Rhineland-Palatinate,Saarland","inadequately","5","","","","1"
"1 Strongly disagree","2005","Rhineland-Palatinate,Saarland","general elemantary","53","0.227486495382653","0.171188991509558","0.283783999255747","1"
"1 Strongly disagree","2005","Rhineland-Palatinate,Saarland","middle vocational","163","0.259605041173098","0.225691833893026","0.29351824845317","1"
"1 Strongly disagree","2005","Rhineland-Palatinate,Saarland","vocational + Abi","11","","","","1"
"1 Strongly disagree","2005","Rhineland-Palatinate,Saarland","higher vocational","24","","","","1"
"1 Strongly disagree","2005","Rhineland-Palatinate,Saarland","higher education","43","0.30811320759357","0.238707320710595","0.377519094476545","1"
"1 Strongly disagree","2005","Baden-Württemberg","in school","9","","","","1"
"1 Strongly disagree","2005","Baden-Württemberg","inadequately","8","","","","1"
"1 Strongly disagree","2005","Baden-Württemberg","general elemantary","68","0.189474488044815","0.150779145473489","0.228169830616142","1"
"1 Strongly disagree","2005","Baden-Württemberg","middle vocational","191","0.173251741856337","0.151396918500807","0.195106565211867","1"
"1 Strongly disagree","2005","Baden-Württemberg","vocational + Abi","23","","","","1"
"1 Strongly disagree","2005","Baden-Württemberg","higher vocational","34","0.188569409699385","0.133383177312008","0.243755642086763","1"
"1 Strongly disagree","2005","Baden-Württemberg","higher education","85","0.214413176867109","0.176323832901625","0.252502520832592","1"
"1 Strongly disagree","2005","Bavaria","in school","9","","","","1"
"1 Strongly disagree","2005","Bavaria","inadequately","4","","","","1"
"1 Strongly disagree","2005","Bavaria","general elemantary","53","0.139806495612446","0.102890890115776","0.176722101109115","1"
"1 Strongly disagree","2005","Bavaria","middle vocational","274","0.167300756459236","0.148412342208961","0.186189170709511","1"
"1 Strongly disagree","2005","Bavaria","vocational + Abi","24","","","","1"
"1 Strongly disagree","2005","Bavaria","higher vocational","32","0.109002879283492","0.068191505223184","0.149814253343799","1"
"1 Strongly disagree","2005","Bavaria","higher education","97","0.190471737766341","0.157978129520989","0.222965346011693","1"
"1 Strongly disagree","2005","Berlin","in school","2","","","","1"
"1 Strongly disagree","2005","Berlin","inadequately","","","","","1"
"1 Strongly disagree","2005","Berlin","general elemantary","12","","","","1"
"1 Strongly disagree","2005","Berlin","middle vocational","66","0.205467676791533","0.160706297309078","0.250229056273989","1"
"1 Strongly disagree","2005","Berlin","vocational + Abi","8","","","","1"
"1 Strongly disagree","2005","Berlin","higher vocational","16","","","","1"
"1 Strongly disagree","2005","Berlin","higher education","45","0.187347512896189","0.137565954265428","0.23712907152695","1"
"1 Strongly disagree","2005","Brandenburg","in school","4","","","","1"
"1 Strongly disagree","2005","Brandenburg","inadequately","1","","","","1"
"1 Strongly disagree","2005","Brandenburg","general elemantary","10","","","","1"
"1 Strongly disagree","2005","Brandenburg","middle vocational","77","0.174527712014296","0.138859042555244","0.210196381473348","1"
"1 Strongly disagree","2005","Brandenburg","vocational + Abi","4","","","","1"
"1 Strongly disagree","2005","Brandenburg","higher vocational","15","","","","1"
"1 Strongly disagree","2005","Brandenburg","higher education","54","0.185434377374119","0.137161122627651","0.233707632120587","1"
"1 Strongly disagree","2005","Mecklenburg-Western Pomerania","in school","1","","","","1"
"1 Strongly disagree","2005","Mecklenburg-Western Pomerania","inadequately","2","","","","1"
"1 Strongly disagree","2005","Mecklenburg-Western Pomerania","general elemantary","5","","","","1"
"1 Strongly disagree","2005","Mecklenburg-Western Pomerania","middle vocational","45","0.219138821251406","0.168760373080717","0.269517269422096","1"
"1 Strongly disagree","2005","Mecklenburg-Western Pomerania","vocational + Abi","","","","","1"
"1 Strongly disagree","2005","Mecklenburg-Western Pomerania","higher vocational","7","","","","1"
"1 Strongly disagree","2005","Mecklenburg-Western Pomerania","higher education","40","0.285020521082514","0.207717352326994","0.362323689838034","1"
"1 Strongly disagree","2005","Saxony","in school","2","","","","1"
"1 Strongly disagree","2005","Saxony","inadequately","1","","","","1"
"1 Strongly disagree","2005","Saxony","general elemantary","15","","","","1"
"1 Strongly disagree","2005","Saxony","middle vocational","157","0.211279823369365","0.183373496924738","0.239186149813991","1"
"1 Strongly disagree","2005","Saxony","vocational + Abi","10","","","","1"
"1 Strongly disagree","2005","Saxony","higher vocational","26","","","","1"
"1 Strongly disagree","2005","Saxony","higher education","82","0.213444957384478","0.171177901364732","0.255712013404223","1"
"1 Strongly disagree","2005","Saxony-Anhalt","in school","3","","","","1"
"1 Strongly disagree","2005","Saxony-Anhalt","inadequately","1","","","","1"
"1 Strongly disagree","2005","Saxony-Anhalt","general elemantary","14","","","","1"
"1 Strongly disagree","2005","Saxony-Anhalt","middle vocational","75","0.167833683225663","0.132551610952393","0.203115755498933","1"
"1 Strongly disagree","2005","Saxony-Anhalt","vocational + Abi","3","","","","1"
"1 Strongly disagree","2005","Saxony-Anhalt","higher vocational","18","","","","1"
"1 Strongly disagree","2005","Saxony-Anhalt","higher education","47","0.264730993649528","0.206695039559254","0.322766947739802","1"
"1 Strongly disagree","2005","Thuringia","in school","3","","","","1"
"1 Strongly disagree","2005","Thuringia","inadequately","1","","","","1"
