"plh0206i05","year","age_gr","migback","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","16-34 y.","no migration background","478","0.118683658261856","0.108811711664906","0.128555604858806","1"
"1 Strongly disagree","2005","16-34 y.","direct migration background","77","0.122864377030631","0.0948631220773662","0.150865631983896","1"
"1 Strongly disagree","2005","16-34 y.","indirect migration background","79","0.128183353565732","0.102679575729277","0.153687131402188","1"
"1 Strongly disagree","2005","35-65 y.","no migration background","1902","0.1890236833994","0.181334492939831","0.196712873858969","1"
"1 Strongly disagree","2005","35-65 y.","direct migration background","349","0.240159874350191","0.218300165666684","0.262019583033698","1"
"1 Strongly disagree","2005","35-65 y.","indirect migration background","20","","","","1"
"1 Strongly disagree","2005","66 and older","no migration background","916","0.286056749184461","0.27084405315443","0.301269445214492","1"
"1 Strongly disagree","2005","66 and older","direct migration background","117","0.327614254684821","0.27939860278426","0.375829906585383","1"
"1 Strongly disagree","2005","66 and older","indirect migration background","3","","","","1"
"2 on scale 1-7 ","2005","35-65 y.","indirect migration background","42","0.313888713906784","0.240830782060065","0.386946645753503","2"
"2 on scale 1-7 ","2005","16-34 y.","no migration background","793","0.191377580684798","0.179369880304259","0.203385281065337","2"
"2 on scale 1-7 ","2005","16-34 y.","indirect migration background","114","0.182143347927177","0.152697682312759","0.211589013541596","2"
"2 on scale 1-7 ","2005","35-65 y.","no migration background","2325","0.215757935353863","0.207679507010417","0.22383636369731","2"
"2 on scale 1-7 ","2005","35-65 y.","direct migration background","253","0.165912470306642","0.146876353410758","0.184948587202526","2"
"2 on scale 1-7 ","2005","66 and older","no migration background","678","0.189547430291401","0.176353596941432","0.202741263641371","2"
"2 on scale 1-7 ","2005","66 and older","direct migration background","54","0.137576497933274","0.102190632976903","0.172962362889645","2"
"2 on scale 1-7 ","2005","66 and older","indirect migration background","2","","","","2"
"2 on scale 1-7 ","2005","16-34 y.","direct migration background","96","0.189507790571368","0.156079121475861","0.222936459666874","2"
"3 on scale 1-7 ","2005","16-34 y.","direct migration background","86","0.130623075861027","0.101879212673109","0.159366939048945","3"
"3 on scale 1-7 ","2005","16-34 y.","no migration background","750","0.17241626772851","0.160886076342018","0.183946459115003","3"
"3 on scale 1-7 ","2005","35-65 y.","indirect migration background","32","0.204893257252829","0.141351562569982","0.268434951935676","3"
"3 on scale 1-7 ","2005","66 and older","no migration background","560","0.160719474034926","0.148356126819466","0.173082821250385","3"
"3 on scale 1-7 ","2005","16-34 y.","indirect migration background","107","0.165885988321744","0.137507210765194","0.194264765878294","3"
"3 on scale 1-7 ","2005","35-65 y.","no migration background","1772","0.172770342246258","0.16534586181793","0.180194822674585","3"
"3 on scale 1-7 ","2005","35-65 y.","direct migration background","244","0.164105086017949","0.145152438047003","0.183057733988895","3"
"3 on scale 1-7 ","2005","66 and older","direct migration background","56","0.148675905753867","0.112127775991965","0.185224035515769","3"
"3 on scale 1-7 ","2005","66 and older","indirect migration background","","","","","3"
"4 on scale 1-7","2005","16-34 y.","direct migration background","109","0.212667004150643","0.177764192587754","0.247569815713532","4"
"4 on scale 1-7","2005","16-34 y.","indirect migration background","149","0.204902445391445","0.174108885186648","0.235696005596241","4"
"4 on scale 1-7","2005","35-65 y.","indirect migration background","25","","","","4"
"4 on scale 1-7","2005","66 and older","no migration background","558","0.163839548808347","0.151379996871182","0.176299100745511","4"
"4 on scale 1-7","2005","66 and older","direct migration background","66","0.178449319062276","0.139114964636683","0.21778367348787","4"
"4 on scale 1-7","2005","35-65 y.","direct migration background","259","0.187732059468336","0.16774946326331","0.207714655673363","4"
"4 on scale 1-7","2005","35-65 y.","no migration background","1877","0.195850468405299","0.188056670581044","0.203644266229554","4"
"4 on scale 1-7","2005","66 and older","indirect migration background","2","","","","4"
"4 on scale 1-7","2005","16-34 y.","no migration background","908","0.226634542105164","0.213855542394737","0.239413541815591","4"
"5 on scale 1-7","2005","35-65 y.","no migration background","1086","0.105031085882226","0.0990099098396419","0.11105226192481","5"
"5 on scale 1-7","2005","35-65 y.","indirect migration background","16","","","","5"
"5 on scale 1-7","2005","66 and older","no migration background","316","0.0903597380716234","0.0807087770658357","0.100010699077411","5"
"5 on scale 1-7","2005","16-34 y.","direct migration background","77","0.187996383055948","0.154670255019945","0.221322511091951","5"
