"plh0206i05","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","in school","Urban Area","51","0.136349910145889","0.104573456762497","0.168126363529281"
"1 Strongly disagree","2005","in school","Rural Area","23","","",""
"1 Strongly disagree","2005","inadequately","Urban Area","40","0.218418671713243","0.157550055794449","0.279287287632037"
"1 Strongly disagree","2005","inadequately","Rural Area","17","","",""
"1 Strongly disagree","2005","general elemantary","Urban Area","338","0.199624573943231","0.180267263441438","0.218981884445025"
"1 Strongly disagree","2005","general elemantary","Rural Area","121","0.175204250827083","0.148160138598748","0.202248363055419"
"1 Strongly disagree","2005","middle vocational","Urban Area","1317","0.209780401211756","0.199903644132435","0.219657158291078"
"1 Strongly disagree","2005","middle vocational","Rural Area","619","0.169768152316999","0.157682652852521","0.181853651781476"
"1 Strongly disagree","2005","vocational + Abi","Urban Area","156","0.197380579849291","0.170901964512663","0.223859195185919"
"1 Strongly disagree","2005","vocational + Abi","Rural Area","42","0.19864789861072","0.150519678004004","0.246776119217435"
"1 Strongly disagree","2005","higher vocational","Urban Area","225","0.23048738449792","0.204371977483042","0.256602791512799"
"1 Strongly disagree","2005","higher vocational","Rural Area","95","0.191342718331823","0.158675758840565","0.22400967782308"
"1 Strongly disagree","2005","higher education","Urban Area","605","0.215040359356079","0.200252020456993","0.229828698255166"
"1 Strongly disagree","2005","higher education","Rural Area","252","0.186804280105789","0.164715412376374","0.208893147835203"
"2 on scale 1-7 ","2005","in school","Urban Area","62","0.157585976139525","0.123847096174313","0.191324856104736"
"2 on scale 1-7 ","2005","in school","Rural Area","42","0.20049154187338","0.144865121689049","0.256117962057711"
"2 on scale 1-7 ","2005","inadequately","Urban Area","27","","",""
"2 on scale 1-7 ","2005","inadequately","Rural Area","4","","",""
"2 on scale 1-7 ","2005","general elemantary","Urban Area","267","0.161469509888878","0.143649996706383","0.179289023071372"
"2 on scale 1-7 ","2005","general elemantary","Rural Area","125","0.171973099551141","0.145127093388679","0.198819105713604"
"2 on scale 1-7 ","2005","middle vocational","Urban Area","1312","0.190545752452556","0.181018804175488","0.200072700729624"
"2 on scale 1-7 ","2005","middle vocational","Rural Area","700","0.19080466903368","0.178155616944506","0.203453721122854"
"2 on scale 1-7 ","2005","vocational + Abi","Urban Area","203","0.211139676878758","0.183989465741038","0.238289888016478"
"2 on scale 1-7 ","2005","vocational + Abi","Rural Area","64","0.235917333984032","0.184702446001513","0.287132221966551"
"2 on scale 1-7 ","2005","higher vocational","Urban Area","246","0.224984940346373","0.199091059679858","0.250878821012887"
"2 on scale 1-7 ","2005","higher vocational","Rural Area","124","0.214433272026076","0.180348678423636","0.248517865628516"
"2 on scale 1-7 ","2005","higher education","Urban Area","805","0.246011570731735","0.230509280989356","0.261513860474113"
"2 on scale 1-7 ","2005","higher education","Rural Area","330","0.267770139505409","0.242675134225873","0.292865144784945"
"3 on scale 1-7 ","2005","in school","Urban Area","83","0.157419521079982","0.123695133333543","0.191143908826421"
"3 on scale 1-7 ","2005","in school","Rural Area","26","","",""
"3 on scale 1-7 ","2005","inadequately","Urban Area","30","0.183331565923316","0.126327876320092","0.240335255526539"
"3 on scale 1-7 ","2005","inadequately","Rural Area","8","","",""
"3 on scale 1-7 ","2005","general elemantary","Urban Area","264","0.156877949954138","0.139265599491243","0.174490300417033"
"3 on scale 1-7 ","2005","general elemantary","Rural Area","121","0.159554174507177","0.133502469554446","0.185605879459909"
"3 on scale 1-7 ","2005","middle vocational","Urban Area","1123","0.162075122175002","0.153135508743843","0.171014735606161"
"3 on scale 1-7 ","2005","middle vocational","Rural Area","597","0.155694098799581","0.144022703287175","0.167365494311988"
"3 on scale 1-7 ","2005","vocational + Abi","Urban Area","171","0.182878569618539","0.157162005911633","0.208595133325445"
"3 on scale 1-7 ","2005","vocational + Abi","Rural Area","41","0.13728020366299","0.0957671226666525","0.178793284659327"
"3 on scale 1-7 ","2005","higher vocational","Urban Area","180","0.179928057964075","0.15610811212122","0.203748003806929"
"3 on scale 1-7 ","2005","higher vocational","Rural Area","94","0.15571079193706","0.125599771807132","0.185821812066987"
"3 on scale 1-7 ","2005","higher education","Urban Area","590","0.206828513545032","0.192249622366243","0.22140740472382"
"3 on scale 1-7 ","2005","higher education","Rural Area","233","0.18590663959678","0.163858748355446","0.207954530838114"
"4 on scale 1-7","2005","in school","Urban Area","105","0.205933933225823","0.168488284410232","0.243379582041413"
"4 on scale 1-7","2005","in school","Rural Area","47","0.222287625247508","0.164519443199021","0.280055807295994"
"4 on scale 1-7","2005","inadequately","Urban Area","29","","",""
"4 on scale 1-7","2005","inadequately","Rural Area","9","","",""
"4 on scale 1-7","2005","general elemantary","Urban Area","326","0.186932462154344","0.168052687061218","0.205812237247469"
"4 on scale 1-7","2005","general elemantary","Rural Area","166","0.231815098037129","0.201793697714266","0.261836498359992"
"4 on scale 1-7","2005","middle vocational","Urban Area","1219","0.190333648065996","0.180810756271428","0.199856539860563"
"4 on scale 1-7","2005","middle vocational","Rural Area","787","0.211427087317326","0.198282769875841","0.224571404758811"
"4 on scale 1-7","2005","vocational + Abi","Urban Area","158","0.203155950084391","0.176389568269185","0.229922331899598"
"4 on scale 1-7","2005","vocational + Abi","Rural Area","57","0.174385506602831","0.128614551454424","0.220156461751237"
"4 on scale 1-7","2005","higher vocational","Urban Area","165","0.18188597348706","0.157965384403196","0.205806562570924"
"4 on scale 1-7","2005","higher vocational","Rural Area","122","0.247082702728537","0.211263550529216","0.282901854927857"
"4 on scale 1-7","2005","higher education","Urban Area","514","0.178863854957976","0.165069397625067","0.192658312290885"
"4 on scale 1-7","2005","higher education","Rural Area","187","0.166915168630933","0.145781493969718","0.188048843292148"
"5 on scale 1-7","2005","in school","Urban Area","59","0.109346654347512","0.0804487608854746","0.13824454780955"
"5 on scale 1-7","2005","in school","Rural Area","24","","",""
"5 on scale 1-7","2005","inadequately","Urban Area","16","","",""
"5 on scale 1-7","2005","inadequately","Rural Area","7","","",""
"5 on scale 1-7","2005","general elemantary","Urban Area","190","0.130871582497839","0.114538964883334","0.147204200112345"
"5 on scale 1-7","2005","general elemantary","Rural Area","91","0.105507733178976","0.0836523892898742","0.127363077068078"
