"plh0206i05","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","West Germany","Male","1204","0.162407528002436","0.154036932375334","0.170778123629538"
"1 Strongly disagree","2005","West Germany","Female","1808","0.229791120219133","0.220659799026647","0.23892244141162"
"1 Strongly disagree","2005","East Germany","Male","363","0.157336279602315","0.142838116858735","0.171834442345895"
"1 Strongly disagree","2005","East Germany","Female","566","0.235187122109661","0.218959662360347","0.251414581858975"
"2 on scale 1-7 ","2005","West Germany","Male","1487","0.191901121436649","0.18296378905231","0.200838453820987"
"2 on scale 1-7 ","2005","West Germany","Female","1787","0.206618094948353","0.197830135190547","0.21540605470616"
"2 on scale 1-7 ","2005","East Germany","Male","490","0.185019487823408","0.169557912762061","0.200481062884755"
"2 on scale 1-7 ","2005","East Germany","Female","593","0.20929230766224","0.193727247958986","0.224857367365494"
"3 on scale 1-7 ","2005","West Germany","Male","1340","0.168841058644156","0.160339119825181","0.177342997463132"
"3 on scale 1-7 ","2005","West Germany","Female","1404","0.168486002279424","0.160361824234043","0.176610180324806"
"3 on scale 1-7 ","2005","East Germany","Male","421","0.165958567657452","0.151144816822022","0.180772318492881"
"3 on scale 1-7 ","2005","East Germany","Female","442","0.160327561310727","0.14628891546722","0.174366207154233"
"4 on scale 1-7","2005","West Germany","Male","1526","0.20901795446461","0.199789860439152","0.218246048490068"
"4 on scale 1-7","2005","West Germany","Female","1470","0.182303283214519","0.17392304990887","0.190683516520169"
"4 on scale 1-7","2005","East Germany","Male","501","0.220917950384574","0.204399150740309","0.237436750028838"
"4 on scale 1-7","2005","East Germany","Female","456","0.164982605897236","0.150781145197098","0.179184066597375"
"5 on scale 1-7","2005","West Germany","Male","912","0.118537484428092","0.111201360164921","0.125873608691263"
"5 on scale 1-7","2005","West Germany","Female","836","0.101459362207951","0.0949057964242313","0.108012927991671"
"5 on scale 1-7","2005","East Germany","Male","322","0.123853765105603","0.110737376048353","0.136970154162853"
"5 on scale 1-7","2005","East Germany","Female","271","0.102651328160742","0.0910387386580509","0.114263917663434"
"6 on scale 1-7","2005","West Germany","Male","560","0.086523269502838","0.0801428077905288","0.0929037312151471"
"6 on scale 1-7","2005","West Germany","Female","479","0.0626207003431303","0.0573619884614905","0.0678794122247701"
"6 on scale 1-7","2005","East Germany","Male","177","0.0732438808074841","0.0628700349961034","0.0836177266188649"
"6 on scale 1-7","2005","East Germany","Female","179","0.0731216710541131","0.063160724872139","0.0830826172360872"
"7 Strongly agree","2005","West Germany","Male","429","0.0627715835212194","0.0572667883013581","0.0682763787410807"
"7 Strongly agree","2005","West Germany","Female","370","0.0487214367874883","0.0440486427821147","0.0533942307928618"
"7 Strongly agree","2005","East Germany","Male","149","0.0736700686191647","0.0632684776964599","0.0840716595418696"
"7 Strongly agree","2005","East Germany","Female","117","0.0544374038052812","0.0457565984112561","0.0631182091993063"
"1 Strongly disagree","2006","West Germany","Male","","","",""
"1 Strongly disagree","2006","West Germany","Female","","","",""
"1 Strongly disagree","2006","East Germany","Male","","","",""
