"plh0206i05","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Not Employed","lower secondary degree","858","0.243453349099537","0.229724735234971","0.257181962964102"
"1 Strongly disagree","2005","Not Employed","secondary school degree","359","0.259026252425946","0.237016555284172","0.281035949567719"
"1 Strongly disagree","2005","Not Employed","college entrance qualification","281","0.240927543221583","0.217144242034449","0.264710844408716"
"1 Strongly disagree","2005","Not Employed","Other degree","126","0.23478518410608","0.196747336826963","0.272823031385198"
"1 Strongly disagree","2005","Not Employed","no degree/no degree yet","118","0.224983964703174","0.194072455518363","0.255895473887985"
"1 Strongly disagree","2005","Employed","lower secondary degree","532","0.153734929392413","0.14145641541549","0.166013443369336"
"1 Strongly disagree","2005","Employed","secondary school degree","748","0.162030826511795","0.151249234312344","0.172812418711245"
"1 Strongly disagree","2005","Employed","college entrance qualification","691","0.180311654579288","0.168308893731275","0.192314415427302"
"1 Strongly disagree","2005","Employed","Other degree","153","0.22499729049073","0.192746125140973","0.257248455840487"
"1 Strongly disagree","2005","Employed","no degree/no degree yet","23","","",""
"2 on scale 1-7 ","2005","Not Employed","lower secondary degree","689","0.178005737954101","0.165769374992396","0.190242100915807"
"2 on scale 1-7 ","2005","Not Employed","secondary school degree","310","0.1888325264772","0.169170221383506","0.208494831570893"
"2 on scale 1-7 ","2005","Not Employed","college entrance qualification","300","0.223665062260916","0.200490532323736","0.246839592198096"
"2 on scale 1-7 ","2005","Not Employed","Other degree","69","0.136120369937952","0.105346856795354","0.166893883080549"
"2 on scale 1-7 ","2005","Not Employed","no degree/no degree yet","97","0.125176390207156","0.100679523372648","0.149673257041664"
"2 on scale 1-7 ","2005","Employed","lower secondary degree","622","0.185092855840468","0.171872132554265","0.198313579126672"
"2 on scale 1-7 ","2005","Employed","secondary school degree","976","0.215822797528094","0.203785587971421","0.227860007084767"
"2 on scale 1-7 ","2005","Employed","college entrance qualification","1071","0.244361580531327","0.230945725652175","0.25777743541048"
"2 on scale 1-7 ","2005","Employed","Other degree","113","0.187343764766323","0.157208277714162","0.217479251818485"
"2 on scale 1-7 ","2005","Employed","no degree/no degree yet","42","0.239434376473321","0.179073008370962","0.299795744575681"
"3 on scale 1-7 ","2005","Not Employed","lower secondary degree","604","0.149170639496505","0.137774339666829","0.16056693932618"
"3 on scale 1-7 ","2005","Not Employed","secondary school degree","255","0.151941839830981","0.133907831169442","0.169975848492521"
"3 on scale 1-7 ","2005","Not Employed","college entrance qualification","225","0.185803093456103","0.164171999322865","0.207434187589341"
"3 on scale 1-7 ","2005","Not Employed","Other degree","80","0.173155194203989","0.139199026904311","0.207111361503667"
"3 on scale 1-7 ","2005","Not Employed","no degree/no degree yet","112","0.136741865491246","0.111308128734322","0.162175602248171"
"3 on scale 1-7 ","2005","Employed","lower secondary degree","568","0.164076976017914","0.151469931398523","0.176684020637305"
"3 on scale 1-7 ","2005","Employed","secondary school degree","790","0.176762140329737","0.16560051733024","0.187923763329235"
"3 on scale 1-7 ","2005","Employed","college entrance qualification","773","0.196713869485951","0.184303134598523","0.20912460437338"
"3 on scale 1-7 ","2005","Employed","Other degree","99","0.140468636321523","0.113632146831577","0.167305125811468"
"3 on scale 1-7 ","2005","Employed","no degree/no degree yet","41","0.218753927687239","0.160279048948881","0.277228806425597"
"4 on scale 1-7","2005","Not Employed","lower secondary degree","664","0.176462324422358","0.164267692653721","0.188656956190995"
"4 on scale 1-7","2005","Not Employed","secondary school degree","265","0.179940631607472","0.160641932618752","0.199239330596193"
"4 on scale 1-7","2005","Not Employed","college entrance qualification","214","0.174584406960997","0.15347255394621","0.195696259975783"
"4 on scale 1-7","2005","Not Employed","Other degree","87","0.210620627874491","0.174028957108408","0.247212298640574"
"4 on scale 1-7","2005","Not Employed","no degree/no degree yet","150","0.175766312741969","0.147590134667113","0.203942490816826"
"4 on scale 1-7","2005","Employed","lower secondary degree","704","0.224221676628691","0.210024109109222","0.23841924414816"
"4 on scale 1-7","2005","Employed","secondary school degree","909","0.197537236112204","0.185887744115026","0.209186728109381"
"4 on scale 1-7","2005","Employed","college entrance qualification","726","0.196966595560344","0.18454984466197","0.209383346458718"
"4 on scale 1-7","2005","Employed","Other degree","121","0.192786552353962","0.162318989206857","0.223254115501066"
"4 on scale 1-7","2005","Employed","no degree/no degree yet","41","0.211350229593945","0.153601700179254","0.269098759008636"
"5 on scale 1-7","2005","Not Employed","lower secondary degree","411","0.111570723381015","0.101499377480368","0.121642069281662"
"5 on scale 1-7","2005","Not Employed","secondary school degree","172","0.106112131160046","0.090639477478121","0.121584784841972"
"5 on scale 1-7","2005","Not Employed","college entrance qualification","134","0.101411537018427","0.084623056355146","0.118200017681709"
"5 on scale 1-7","2005","Not Employed","Other degree","58","0.133852556259461","0.103296440244407","0.164408672274515"
"5 on scale 1-7","2005","Not Employed","no degree/no degree yet","85","0.111986534705755","0.0886421860627855","0.135330883348725"
"5 on scale 1-7","2005","Employed","lower secondary degree","390","0.111053501762764","0.100357775853597","0.121749227671931"
"5 on scale 1-7","2005","Employed","secondary school degree","548","0.116481663162258","0.107095099684342","0.125868226640174"
"5 on scale 1-7","2005","Employed","college entrance qualification","395","0.0976741165628039","0.0884054698829798","0.106942763242628"
"5 on scale 1-7","2005","Employed","Other degree","71","0.118583620138019","0.0936142223568374","0.1435530179192"
"5 on scale 1-7","2005","Employed","no degree/no degree yet","22","","",""
"6 on scale 1-7","2005","Not Employed","lower secondary degree","297","0.0802918302739296","0.0715989908366485","0.0889846697112107"
"6 on scale 1-7","2005","Not Employed","secondary school degree","100","0.0725193523293785","0.059490080300849","0.0855486243579081"
"6 on scale 1-7","2005","Not Employed","college entrance qualification","60","0.0456276989322836","0.0340222888822325","0.0572331089823347"
"6 on scale 1-7","2005","Not Employed","Other degree","22","","",""
"6 on scale 1-7","2005","Not Employed","no degree/no degree yet","73","0.117559868794035","0.0937168493117068","0.141402888276364"
"6 on scale 1-7","2005","Employed","lower secondary degree","264","0.0868039696728943","0.0772197198523978","0.0963882194933909"
"6 on scale 1-7","2005","Employed","secondary school degree","302","0.0773606226653416","0.0695435161880339","0.0851777291426493"
"6 on scale 1-7","2005","Employed","college entrance qualification","188","0.05353770510462","0.046509791600074","0.060565618609166"
"6 on scale 1-7","2005","Employed","Other degree","38","0.0684269877877851","0.048927315269503","0.0879266603060672"
"6 on scale 1-7","2005","Employed","no degree/no degree yet","16","","",""
"7 Strongly agree","2005","Not Employed","lower secondary degree","231","0.0610453953725549","0.0533867896776881","0.0687040010674218"
"7 Strongly agree","2005","Not Employed","secondary school degree","61","0.041627266168976","0.0315927385085344","0.0516617938294176"
"7 Strongly agree","2005","Not Employed","college entrance qualification","28","","",""
"7 Strongly agree","2005","Not Employed","Other degree","35","0.0719010969567842","0.0487189428095297","0.0950832511040387"
"7 Strongly agree","2005","Not Employed","no degree/no degree yet","66","0.107785063356664","0.0848286985588402","0.130741428154489"
