"plh0206i05","year","e11102","migback","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Not Employed","no migration background","1466","0.242212235122543","0.231848828015182","0.252575642229905","1"
"1 Strongly disagree","2005","Not Employed","direct migration background","257","0.249871932239511","0.222984776216664","0.276759088262358","1"
"1 Strongly disagree","2005","Not Employed","indirect migration background","40","0.182977954605993","0.137850606956808","0.228105302255178","1"
"1 Strongly disagree","2005","Employed","no migration background","1830","0.16433364934421","0.157379320327955","0.171287978360464","1"
"1 Strongly disagree","2005","Employed","direct migration background","286","0.207235624866138","0.185717499497276","0.228753750235","1"
"1 Strongly disagree","2005","Employed","indirect migration background","62","0.104782974511645","0.0790695826805534","0.130496366342737","1"
"2 on scale 1-7 ","2005","Not Employed","indirect migration background","40","0.142895361700176","0.102049362400518","0.183741360999834","2"
"2 on scale 1-7 ","2005","Not Employed","no migration background","1299","0.187314586753365","0.177876634901539","0.196752538605192","2"
"2 on scale 1-7 ","2005","Employed","indirect migration background","118","0.230050514344525","0.194716534190248","0.265384494498801","2"
"2 on scale 1-7 ","2005","Not Employed","direct migration background","144","0.138634392856426","0.117173505365196","0.160095280347655","2"
"2 on scale 1-7 ","2005","Employed","no migration background","2497","0.215329024757543","0.207615185097966","0.22304286441712","2"
"2 on scale 1-7 ","2005","Employed","direct migration background","259","0.187568925827382","0.166844912075269","0.208292939579495","2"
"3 on scale 1-7 ","2005","Employed","direct migration background","218","0.15205210724791","0.132989558496788","0.171114655999032","3"
"3 on scale 1-7 ","2005","Not Employed","no migration background","1089","0.157605787588175","0.14879175820857","0.16641981696778","3"
"3 on scale 1-7 ","2005","Employed","no migration background","1993","0.17816868415416","0.170987723359022","0.185349644949298","3"
"3 on scale 1-7 ","2005","Not Employed","indirect migration background","43","0.120046705945045","0.0821127206632932","0.157980691226797","3"
"3 on scale 1-7 ","2005","Not Employed","direct migration background","168","0.154715679581185","0.132256856551986","0.177174502610385","3"
"3 on scale 1-7 ","2005","Employed","indirect migration background","96","0.191652424249224","0.15860740048479","0.224697448013658","3"
"4 on scale 1-7","2005","Employed","indirect migration background","117","0.189605792342686","0.156696101363055","0.222515483322318","4"
"4 on scale 1-7","2005","Not Employed","direct migration background","178","0.18677400960943","0.162570281373857","0.210977737845003","4"
"4 on scale 1-7","2005","Not Employed","indirect migration background","59","0.187850893422372","0.142263154255717","0.233438632589028","4"
"4 on scale 1-7","2005","Employed","direct migration background","256","0.196551459257959","0.175454622981959","0.21764829553396","4"
"4 on scale 1-7","2005","Not Employed","no migration background","1174","0.178252700500849","0.168994684488032","0.187510716513666","4"
"4 on scale 1-7","2005","Employed","no migration background","2169","0.206944972750437","0.199342504274751","0.214547441226122","4"
"5 on scale 1-7","2005","Employed","indirect migration background","60","0.115104369752775","0.0883101095378435","0.141898629967706","5"
"5 on scale 1-7","2005","Employed","no migration background","1234","0.106629567934644","0.100837546793899","0.112421589075389","5"
"5 on scale 1-7","2005","Employed","direct migration background","163","0.129028931877278","0.11123198194703","0.146825881807525","5"
"5 on scale 1-7","2005","Not Employed","no migration background","710","0.104334951236535","0.0969402871874328","0.111729615285637","5"
"5 on scale 1-7","2005","Not Employed","direct migration background","125","0.142326045507035","0.12062794462342","0.16402414639065","5"
"5 on scale 1-7","2005","Not Employed","indirect migration background","49","0.156224631274145","0.113849435982139","0.198599826566151","5"
"6 on scale 1-7","2005","Employed","indirect migration background","53","0.0975412265437198","0.0726321497381824","0.122450303349257","6"
"6 on scale 1-7","2005","Not Employed","indirect migration background","27","","","","6"
"6 on scale 1-7","2005","Employed","direct migration background","91","0.0685479182599567","0.0551333235192875","0.0819625130006258","6"
"6 on scale 1-7","2005","Not Employed","no migration background","489","0.0771556649388253","0.0707009233490596","0.083610406528591","6"
"6 on scale 1-7","2005","Employed","no migration background","685","0.0733692809516833","0.0684761593974299","0.0782624025059366","6"
"6 on scale 1-7","2005","Not Employed","direct migration background","50","0.0487498484024072","0.0353761222515314","0.062123574553283","6"
"7 Strongly agree","2005","Employed","indirect migration background","39","0.0712626982554252","0.0496640080445079","0.0928613884663425","7"
"7 Strongly agree","2005","Employed","direct migration background","90","0.0590150326633773","0.0465045855377413","0.0715254797890133","7"
"7 Strongly agree","2005","Not Employed","indirect migration background","24","","","","7"
"7 Strongly agree","2005","Employed","no migration background","500","0.0552248201073239","0.0509382797291517","0.059511360485496","7"
"7 Strongly agree","2005","Not Employed","no migration background","338","0.0531240738597066","0.0476987839650501","0.0585493637543632","7"
"7 Strongly agree","2005","Not Employed","direct migration background","74","0.0789280918040055","0.0621832521981301","0.0956729314098809","7"
"1 Strongly disagree","2006","Not Employed","direct migration background","","","","","1"
"1 Strongly disagree","2006","Not Employed","indirect migration background","","","","","1"
"1 Strongly disagree","2006","Employed","no migration background","","","","","1"
"1 Strongly disagree","2006","Employed","direct migration background","","","","","1"
"1 Strongly disagree","2006","Employed","indirect migration background","","","","","1"
"1 Strongly disagree","2006","Not Employed","no migration background","","","","","1"
"2 on scale 1-7 ","2006","Not Employed","no migration background","","","","","2"
"2 on scale 1-7 ","2006","Not Employed","indirect migration background","","","","","2"
"2 on scale 1-7 ","2006","Employed","no migration background","","","","","2"
"2 on scale 1-7 ","2006","Employed","indirect migration background","","","","","2"
"2 on scale 1-7 ","2006","Not Employed","direct migration background","","","","","2"
"2 on scale 1-7 ","2006","Employed","direct migration background","","","","","2"
"3 on scale 1-7 ","2006","Employed","indirect migration background","","","","","3"
"3 on scale 1-7 ","2006","Employed","direct migration background","","","","","3"
"3 on scale 1-7 ","2006","Employed","no migration background","","","","","3"
"3 on scale 1-7 ","2006","Not Employed","indirect migration background","","","","","3"
"3 on scale 1-7 ","2006","Not Employed","direct migration background","","","","","3"
"3 on scale 1-7 ","2006","Not Employed","no migration background","","","","","3"
"4 on scale 1-7","2006","Not Employed","direct migration background","","","","","4"
"4 on scale 1-7","2006","Not Employed","no migration background","","","","","4"
"4 on scale 1-7","2006","Employed","indirect migration background","","","","","4"
"4 on scale 1-7","2006","Employed","direct migration background","","","","","4"
"4 on scale 1-7","2006","Employed","no migration background","","","","","4"
"4 on scale 1-7","2006","Not Employed","indirect migration background","","","","","4"
"5 on scale 1-7","2006","Employed","indirect migration background","","","","","5"
"5 on scale 1-7","2006","Employed","direct migration background","","","","","5"
"5 on scale 1-7","2006","Not Employed","indirect migration background","","","","","5"
"5 on scale 1-7","2006","Employed","no migration background","","","","","5"
"5 on scale 1-7","2006","Not Employed","no migration background","","","","","5"
"5 on scale 1-7","2006","Not Employed","direct migration background","","","","","5"
"6 on scale 1-7","2006","Employed","indirect migration background","","","","","6"
"6 on scale 1-7","2006","Not Employed","indirect migration background","","","","","6"
"6 on scale 1-7","2006","Employed","direct migration background","","","","","6"
"6 on scale 1-7","2006","Employed","no migration background","","","","","6"
"6 on scale 1-7","2006","Not Employed","direct migration background","","","","","6"
"6 on scale 1-7","2006","Not Employed","no migration background","","","","","6"
"7 Strongly agree","2006","Employed","indirect migration background","","","","","7"
"7 Strongly agree","2006","Not Employed","indirect migration background","","","","","7"
"7 Strongly agree","2006","Employed","no migration background","","","","","7"
"7 Strongly agree","2006","Employed","direct migration background","","","","","7"
"7 Strongly agree","2006","Not Employed","no migration background","","","","","7"
"7 Strongly agree","2006","Not Employed","direct migration background","","","","","7"
"1 Strongly disagree","2007","Not Employed","no migration background","","","","","1"
"1 Strongly disagree","2007","Not Employed","direct migration background","","","","","1"
"1 Strongly disagree","2007","Not Employed","indirect migration background","","","","","1"
"1 Strongly disagree","2007","Employed","no migration background","","","","","1"
"1 Strongly disagree","2007","Employed","direct migration background","","","","","1"
"1 Strongly disagree","2007","Employed","indirect migration background","","","","","1"
"2 on scale 1-7 ","2007","Employed","indirect migration background","","","","","2"
"2 on scale 1-7 ","2007","Employed","direct migration background","","","","","2"
"2 on scale 1-7 ","2007","Not Employed","indirect migration background","","","","","2"
"2 on scale 1-7 ","2007","Not Employed","no migration background","","","","","2"
"2 on scale 1-7 ","2007","Not Employed","direct migration background","","","","","2"
"2 on scale 1-7 ","2007","Employed","no migration background","","","","","2"
