"plh0206i05","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","in school","Male","31","0.0927712107561751","0.0603717518884588","0.125170669623891"
"1 Strongly disagree","2005","in school","Female","43","0.168628397073768","0.128770792801244","0.208486001346292"
"1 Strongly disagree","2005","inadequately","Male","","","",""
"1 Strongly disagree","2005","inadequately","Female","36","0.29125884166052","0.212855130171026","0.369662553150015"
"1 Strongly disagree","2005","general elemantary","Male","103","0.134065298841529","0.110138746488443","0.157991851194615"
"1 Strongly disagree","2005","general elemantary","Female","356","0.219488732535186","0.199321117809511","0.239656347260861"
"1 Strongly disagree","2005","middle vocational","Male","789","0.163547795904279","0.153164188932747","0.173931402875811"
"1 Strongly disagree","2005","middle vocational","Female","1147","0.227493518910824","0.216271764303149","0.238715273518498"
"1 Strongly disagree","2005","vocational + Abi","Male","60","0.129619033829142","0.0991229399979764","0.160115127660308"
"1 Strongly disagree","2005","vocational + Abi","Female","138","0.250096901191984","0.217206610955197","0.28298719142877"
"1 Strongly disagree","2005","higher vocational","Male","143","0.180198784935391","0.154947510863868","0.205450059006914"
"1 Strongly disagree","2005","higher vocational","Female","177","0.274032792691706","0.240158460155946","0.307907125227467"
"1 Strongly disagree","2005","higher education","Male","405","0.17993948776295","0.164264381856905","0.195614593668995"
"1 Strongly disagree","2005","higher education","Female","452","0.243673578540609","0.224132340148837","0.26321481693238"
"2 on scale 1-7 ","2005","in school","Male","38","0.12586744650474","0.0888234281565905","0.16291146485289"
"2 on scale 1-7 ","2005","in school","Female","66","0.210730482943211","0.167317004135055","0.254143961751367"
"2 on scale 1-7 ","2005","inadequately","Male","","","",""
"2 on scale 1-7 ","2005","inadequately","Female","","","",""
"2 on scale 1-7 ","2005","general elemantary","Male","108","0.151840772635961","0.126640092599843","0.17704145267208"
"2 on scale 1-7 ","2005","general elemantary","Female","284","0.170938383920405","0.152595313490708","0.189281454350103"
"2 on scale 1-7 ","2005","middle vocational","Male","875","0.177683294861122","0.166952097442604","0.18841449227964"
"2 on scale 1-7 ","2005","middle vocational","Female","1137","0.203079286090309","0.192310529536982","0.213848042643635"
"2 on scale 1-7 ","2005","vocational + Abi","Male","101","0.199813629398748","0.163508895172659","0.236118363624837"
"2 on scale 1-7 ","2005","vocational + Abi","Female","166","0.228955256450528","0.197045309941861","0.260865202959195"
"2 on scale 1-7 ","2005","higher vocational","Male","211","0.226899601403406","0.199383436546152","0.25441576626066"
"2 on scale 1-7 ","2005","higher vocational","Female","159","0.213768926708266","0.182633245871947","0.244904607544584"
"2 on scale 1-7 ","2005","higher education","Male","609","0.23895651981269","0.221554948288582","0.256358091336798"
"2 on scale 1-7 ","2005","higher education","Female","526","0.268295179239362","0.248126956971063","0.288463401507662"
"3 on scale 1-7 ","2005","in school","Male","53","0.141879692279105","0.102911797703679","0.180847586854531"
"3 on scale 1-7 ","2005","in school","Female","56","0.151649330374417","0.113467548356856","0.189831112391978"
"3 on scale 1-7 ","2005","inadequately","Male","","","",""
"3 on scale 1-7 ","2005","inadequately","Female","","","",""
"3 on scale 1-7 ","2005","general elemantary","Male","127","0.139116026698451","0.114814125200304","0.163417928196599"
"3 on scale 1-7 ","2005","general elemantary","Female","258","0.166580341677753","0.148425077331995","0.184735606023511"
"3 on scale 1-7 ","2005","middle vocational","Male","812","0.160160515380215","0.149864215050708","0.170456815709722"
"3 on scale 1-7 ","2005","middle vocational","Female","908","0.159654481909943","0.149849547588557","0.169459416231329"
"3 on scale 1-7 ","2005","vocational + Abi","Male","88","0.16949766351857","0.135432739863809","0.203562587173331"
"3 on scale 1-7 ","2005","vocational + Abi","Female","124","0.176483288976051","0.147529928394389","0.205436649557714"
"3 on scale 1-7 ","2005","higher vocational","Male","165","0.164871612524048","0.140493355382619","0.189249869665477"
