"plh0206i05","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","16-34 y.","in school","74","0.131666766945148","0.105612596623039","0.157720937267258"
"1 Strongly disagree","2005","16-34 y.","inadequately","","","",""
"1 Strongly disagree","2005","16-34 y.","general elemantary","87","0.103112264655037","0.0824855975958134","0.123738931714261"
"1 Strongly disagree","2005","16-34 y.","middle vocational","274","0.112162023765289","0.0993487558305331","0.124975291700044"
"1 Strongly disagree","2005","16-34 y.","vocational + Abi","52","0.161507291329866","0.127044000279911","0.195970582379821"
"1 Strongly disagree","2005","16-34 y.","higher vocational","43","0.210512451753351","0.1548418369035","0.266183066603201"
"1 Strongly disagree","2005","16-34 y.","higher education","60","0.110654179703458","0.0837172262980943","0.137591133108821"
"1 Strongly disagree","2005","35-65 y.","in school","","","",""
"1 Strongly disagree","2005","35-65 y.","inadequately","","","",""
"1 Strongly disagree","2005","35-65 y.","general elemantary","170","0.202060081908886","0.17462706749522","0.229493096322551"
"1 Strongly disagree","2005","35-65 y.","middle vocational","1151","0.192743202911458","0.182723864006676","0.20276254181624"
"1 Strongly disagree","2005","35-65 y.","vocational + Abi","113","0.182892098067838","0.15175168178666","0.214032514349017"
"1 Strongly disagree","2005","35-65 y.","higher vocational","202","0.195526813599085","0.172035896103785","0.219017731094385"
"1 Strongly disagree","2005","35-65 y.","higher education","603","0.200981816669374","0.186584275048441","0.215379358290308"
"1 Strongly disagree","2005","66 and older","in school","","","",""
"1 Strongly disagree","2005","66 and older","inadequately","","","",""
"1 Strongly disagree","2005","66 and older","general elemantary","202","0.267427156937317","0.235515156224679","0.299339157649955"
"1 Strongly disagree","2005","66 and older","middle vocational","511","0.28641064274547","0.266350306218086","0.306470979272854"
"1 Strongly disagree","2005","66 and older","vocational + Abi","33","0.367659593578506","0.274087483394743","0.461231703762268"
"1 Strongly disagree","2005","66 and older","higher vocational","75","0.296424643185523","0.240372727057586","0.352476559313459"
"1 Strongly disagree","2005","66 and older","higher education","194","0.310978922014388","0.275770563157127","0.34618728087165"
"2 on scale 1-7 ","2005","16-34 y.","in school","104","0.169380726688109","0.140478656684448","0.19828279669177"
"2 on scale 1-7 ","2005","16-34 y.","inadequately","","","",""
"2 on scale 1-7 ","2005","16-34 y.","general elemantary","136","0.158606880537621","0.133828932196022","0.183384828879219"
"2 on scale 1-7 ","2005","16-34 y.","middle vocational","438","0.186247529499421","0.170440089177209","0.202054969821633"
"2 on scale 1-7 ","2005","16-34 y.","vocational + Abi","101","0.233721044170564","0.194088368426442","0.273353719914687"
"2 on scale 1-7 ","2005","16-34 y.","higher vocational","37","0.195428114532814","0.141279116085771","0.249577112979858"
"2 on scale 1-7 ","2005","16-34 y.","higher education","140","0.262109546459514","0.224346537232978","0.299872555686051"
"2 on scale 1-7 ","2005","35-65 y.","in school","","","",""
"2 on scale 1-7 ","2005","35-65 y.","inadequately","","","",""
"2 on scale 1-7 ","2005","35-65 y.","general elemantary","124","0.153173442540505","0.128567662082266","0.177779222998744"
"2 on scale 1-7 ","2005","35-65 y.","middle vocational","1206","0.196644023699135","0.186548285817875","0.206739761580395"
"2 on scale 1-7 ","2005","35-65 y.","vocational + Abi","145","0.215712975028481","0.182579812792849","0.248846137264113"
"2 on scale 1-7 ","2005","35-65 y.","higher vocational","276","0.232738170122209","0.207708989305817","0.257767350938602"
"2 on scale 1-7 ","2005","35-65 y.","higher education","846","0.261154170097494","0.245372352364451","0.276935987830537"
"2 on scale 1-7 ","2005","66 and older","in school","","","",""
"2 on scale 1-7 ","2005","66 and older","inadequately","","","",""
"2 on scale 1-7 ","2005","66 and older","general elemantary","132","0.181441994521944","0.153656411908771","0.209227577135118"
"2 on scale 1-7 ","2005","66 and older","middle vocational","368","0.179521810930391","0.162491930963336","0.196551690897445"
"2 on scale 1-7 ","2005","66 and older","vocational + Abi","","","",""
"2 on scale 1-7 ","2005","66 and older","higher vocational","57","0.199840127034823","0.150759767723673","0.248920486345973"
"2 on scale 1-7 ","2005","66 and older","higher education","149","0.211552448849456","0.180488298171091","0.24261659952782"
"3 on scale 1-7 ","2005","16-34 y.","in school","109","0.146889046381579","0.119612246627457","0.174165846135701"
"3 on scale 1-7 ","2005","16-34 y.","inadequately","","","",""
"3 on scale 1-7 ","2005","16-34 y.","general elemantary","136","0.140174204179266","0.116626740374294","0.163721667984238"
"3 on scale 1-7 ","2005","16-34 y.","middle vocational","411","0.174960044984554","0.159533201907014","0.190386888062094"
"3 on scale 1-7 ","2005","16-34 y.","vocational + Abi","80","0.146113122724268","0.113033860355813","0.179192385092724"
"3 on scale 1-7 ","2005","16-34 y.","higher vocational","35","0.162777125779466","0.112365383029175","0.213188868529758"
"3 on scale 1-7 ","2005","16-34 y.","higher education","119","0.218200395516202","0.182735007206029","0.253665783826376"
"3 on scale 1-7 ","2005","35-65 y.","in school","","","",""
"3 on scale 1-7 ","2005","35-65 y.","inadequately","","","",""
"3 on scale 1-7 ","2005","35-65 y.","general elemantary","136","0.173968837257329","0.148069889492825","0.199867785021833"
"3 on scale 1-7 ","2005","35-65 y.","middle vocational","982","0.156330996735936","0.147106296317048","0.165555697154824"
"3 on scale 1-7 ","2005","35-65 y.","vocational + Abi","118","0.198879934612142","0.166726192317439","0.231033676906845"
"3 on scale 1-7 ","2005","35-65 y.","higher vocational","201","0.178316640721517","0.155644673016614","0.20098860842642"
"3 on scale 1-7 ","2005","35-65 y.","higher education","587","0.204229212570581","0.189745344671842","0.218713080469319"
"3 on scale 1-7 ","2005","66 and older","in school","","","",""
"3 on scale 1-7 ","2005","66 and older","inadequately","","","",""
"3 on scale 1-7 ","2005","66 and older","general elemantary","113","0.159416793000368","0.133024127069315","0.185809458931421"
"3 on scale 1-7 ","2005","66 and older","middle vocational","327","0.15442091365916","0.138386627439198","0.170455199879123"
"3 on scale 1-7 ","2005","66 and older","vocational + Abi","","","",""
"3 on scale 1-7 ","2005","66 and older","higher vocational","38","0.15732973814086","0.112639543660243","0.202019932621477"
"3 on scale 1-7 ","2005","66 and older","higher education","117","0.177657622629647","0.14858512726193","0.206730117997363"
"4 on scale 1-7","2005","16-34 y.","in school","152","0.210429567175521","0.179021242616862","0.24183789173418"
"4 on scale 1-7","2005","16-34 y.","inadequately","","","",""
"4 on scale 1-7","2005","16-34 y.","general elemantary","200","0.243417617699065","0.214309845380408","0.272525390017722"
"4 on scale 1-7","2005","16-34 y.","middle vocational","502","0.21965949736788","0.202848743181492","0.236470251554269"
"4 on scale 1-7","2005","16-34 y.","vocational + Abi","94","0.23072092787504","0.191266432828748","0.270175422921332"
"4 on scale 1-7","2005","16-34 y.","higher vocational","37","0.182654931473522","0.129891515421048","0.235418347525996"
"4 on scale 1-7","2005","16-34 y.","higher education","108","0.203852070797497","0.16925943312361","0.238444708471385"
"4 on scale 1-7","2005","35-65 y.","in school","","","",""
"4 on scale 1-7","2005","35-65 y.","inadequately","","","",""
"4 on scale 1-7","2005","35-65 y.","general elemantary","172","0.200865744262463","0.173493463478008","0.228238025046918"
"4 on scale 1-7","2005","35-65 y.","middle vocational","1173","0.202028337505539","0.191829667132049","0.212227007879029"
"4 on scale 1-7","2005","35-65 y.","vocational + Abi","97","0.170476671644481","0.140184248233837","0.200769095055126"
"4 on scale 1-7","2005","35-65 y.","higher vocational","207","0.212489856216953","0.188260704407699","0.236719008026206"
"4 on scale 1-7","2005","35-65 y.","higher education","493","0.171544819311842","0.158000569977449","0.185089068646234"
"4 on scale 1-7","2005","66 and older","in school","","","",""
"4 on scale 1-7","2005","66 and older","inadequately","","","",""
"4 on scale 1-7","2005","66 and older","general elemantary","120","0.16078388823353","0.134299860019667","0.187267916447393"
"4 on scale 1-7","2005","66 and older","middle vocational","331","0.16448306252311","0.148033374064692","0.180932750981528"
