"plh0206i05","year","e11102","sex","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Not Employed","Male","602","0.210683346599012","0.196458370768866","0.224908322429157","1"
"1 Strongly disagree","2005","Not Employed","Female","1161","0.26163402098968","0.249049696858928","0.274218345120431","1"
"1 Strongly disagree","2005","Employed","Male","965","0.137339735583524","0.12911253209374","0.145566939073307","1"
"1 Strongly disagree","2005","Employed","Female","1213","0.203083943123096","0.192981830033419","0.213186056212773","1"
"2 on scale 1-7 ","2005","Not Employed","Female","933","0.192079036773165","0.180800016637729","0.2033580569086","2"
"2 on scale 1-7 ","2005","Employed","Male","1427","0.20558394138523","0.195924481574586","0.215243401195875","2"
"2 on scale 1-7 ","2005","Employed","Female","1447","0.220603560174216","0.21019109382207","0.231016026526362","2"
"2 on scale 1-7 ","2005","Not Employed","Male","550","0.160011558910262","0.147222955099887","0.172800162720637","2"
"3 on scale 1-7 ","2005","Not Employed","Female","781","0.159068099091769","0.14859635770068","0.169539840482858","3"
"3 on scale 1-7 ","2005","Employed","Male","1242","0.176501182891982","0.167388640983658","0.185613724800305","3"
"3 on scale 1-7 ","2005","Employed","Female","1065","0.174096983424349","0.16457498088512","0.183618985963577","3"
"3 on scale 1-7 ","2005","Not Employed","Male","519","0.151545002962751","0.139036768416568","0.164053237508934","3"
"4 on scale 1-7","2005","Employed","Female","1139","0.187155350219593","0.177361058327006","0.19694964211218","4"
"4 on scale 1-7","2005","Not Employed","Female","787","0.170172701367602","0.159413358330944","0.180932044404261","4"
"4 on scale 1-7","2005","Employed","Male","1403","0.219599433069706","0.209704596305025","0.229494269834387","4"
"4 on scale 1-7","2005","Not Employed","Male","624","0.194242022622091","0.18044184415365","0.208042201090531","4"
"5 on scale 1-7","2005","Employed","Male","829","0.116677320418519","0.109003932524501","0.124350708312537","5"
"5 on scale 1-7","2005","Not Employed","Female","479","0.101635132762051","0.0929835561483972","0.110286709375704","5"
"5 on scale 1-7","2005","Not Employed","Male","405","0.125387429988471","0.11383573647144","0.136939123505502","5"
"5 on scale 1-7","2005","Employed","Female","628","0.101717126397014","0.0941266026249737","0.109307650169055","5"
"6 on scale 1-7","2005","Employed","Male","488","0.0831916646258475","0.076590608545193","0.0897927207065021","6"
"6 on scale 1-7","2005","Employed","Female","341","0.0625568726652897","0.0564758289827651","0.0686379163478143","6"
"6 on scale 1-7","2005","Not Employed","Female","317","0.0667696527746833","0.0596225350739883","0.0739167704753783","6"
"6 on scale 1-7","2005","Not Employed","Male","249","0.0857036478253171","0.0759390592960121","0.0954682363546221","6"
"7 Strongly agree","2005","Employed","Female","259","0.0507861639964422","0.0452727211232109","0.0562996068696735","7"
"7 Strongly agree","2005","Not Employed","Female","228","0.04864135624105","0.0424821900753256","0.0548005224067743","7"
"7 Strongly agree","2005","Employed","Male","370","0.0611067220251916","0.0553815723232323","0.0668318717271509","7"
"7 Strongly agree","2005","Not Employed","Male","208","0.0724269910920967","0.0633856037951476","0.0814683783890459","7"
"1 Strongly disagree","2006","Not Employed","Male","","","","","1"
"1 Strongly disagree","2006","Not Employed","Female","","","","","1"
"1 Strongly disagree","2006","Employed","Male","","","","","1"
"1 Strongly disagree","2006","Employed","Female","","","","","1"
"2 on scale 1-7 ","2006","Employed","Male","","","","","2"
"2 on scale 1-7 ","2006","Not Employed","Female","","","","","2"
"2 on scale 1-7 ","2006","Employed","Female","","","","","2"
"2 on scale 1-7 ","2006","Not Employed","Male","","","","","2"
"3 on scale 1-7 ","2006","Not Employed","Female","","","","","3"
"3 on scale 1-7 ","2006","Employed","Female","","","","","3"
"3 on scale 1-7 ","2006","Not Employed","Male","","","","","3"
"3 on scale 1-7 ","2006","Employed","Male","","","","","3"
"4 on scale 1-7","2006","Not Employed","Female","","","","","4"
"4 on scale 1-7","2006","Employed","Male","","","","","4"
"4 on scale 1-7","2006","Employed","Female","","","","","4"
"4 on scale 1-7","2006","Not Employed","Male","","","","","4"
"5 on scale 1-7","2006","Employed","Male","","","","","5"
"5 on scale 1-7","2006","Not Employed","Female","","","","","5"
"5 on scale 1-7","2006","Employed","Female","","","","","5"
"5 on scale 1-7","2006","Not Employed","Male","","","","","5"
"6 on scale 1-7","2006","Employed","Male","","","","","6"
"6 on scale 1-7","2006","Not Employed","Female","","","","","6"
"6 on scale 1-7","2006","Employed","Female","","","","","6"
"6 on scale 1-7","2006","Not Employed","Male","","","","","6"
"7 Strongly agree","2006","Not Employed","Female","","","","","7"
"7 Strongly agree","2006","Employed","Male","","","","","7"
"7 Strongly agree","2006","Employed","Female","","","","","7"
"7 Strongly agree","2006","Not Employed","Male","","","","","7"
"1 Strongly disagree","2007","Not Employed","Male","","","","","1"
"1 Strongly disagree","2007","Not Employed","Female","","","","","1"
"1 Strongly disagree","2007","Employed","Male","","","","","1"
"1 Strongly disagree","2007","Employed","Female","","","","","1"
"2 on scale 1-7 ","2007","Not Employed","Female","","","","","2"
"2 on scale 1-7 ","2007","Not Employed","Male","","","","","2"
"2 on scale 1-7 ","2007","Employed","Male","","","","","2"
"2 on scale 1-7 ","2007","Employed","Female","","","","","2"
"3 on scale 1-7 ","2007","Not Employed","Male","","","","","3"
"3 on scale 1-7 ","2007","Not Employed","Female","","","","","3"
"3 on scale 1-7 ","2007","Employed","Male","","","","","3"
"3 on scale 1-7 ","2007","Employed","Female","","","","","3"
"4 on scale 1-7","2007","Not Employed","Male","","","","","4"
"4 on scale 1-7","2007","Not Employed","Female","","","","","4"
"4 on scale 1-7","2007","Employed","Male","","","","","4"
"4 on scale 1-7","2007","Employed","Female","","","","","4"
"5 on scale 1-7","2007","Not Employed","Male","","","","","5"
"5 on scale 1-7","2007","Not Employed","Female","","","","","5"
"5 on scale 1-7","2007","Employed","Male","","","","","5"
"5 on scale 1-7","2007","Employed","Female","","","","","5"
"6 on scale 1-7","2007","Employed","Male","","","","","6"
"6 on scale 1-7","2007","Not Employed","Male","","","","","6"
"6 on scale 1-7","2007","Not Employed","Female","","","","","6"
"6 on scale 1-7","2007","Employed","Female","","","","","6"
"7 Strongly agree","2007","Not Employed","Male","","","","","7"
"7 Strongly agree","2007","Not Employed","Female","","","","","7"
"7 Strongly agree","2007","Employed","Male","","","","","7"
"7 Strongly agree","2007","Employed","Female","","","","","7"
"1 Strongly disagree","2008","Not Employed","Female","","","","","1"
"1 Strongly disagree","2008","Employed","Male","","","","","1"
"1 Strongly disagree","2008","Not Employed","Male","","","","","1"
